case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_support_interval_or_abc_g_aig,unsigned_floor_isqrt,support_interval_or+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_support_interval_or.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_support_interval_or_abc_g_aig.aig,1,1,1,48,9,432,204,2.117647,0,0,0.336,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=support_interval_or; flow=abc_g_aig
ex275,ex275_isqrt_support_threshold_xor_arith_wreduce_aig,unsigned_floor_isqrt,support_threshold_xor+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_support_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_support_threshold_xor_arith_wreduce_aig.aig,1,1,1,52,9,468,204,2.294118,0,0,0.332,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=support_threshold_xor; flow=arith_wreduce_aig
ex275,ex275_isqrt_support_threshold_xor_synth_preset,unsigned_floor_isqrt,support_threshold_xor+synth_preset,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_support_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_support_threshold_xor_synth_preset.aig,1,1,1,47,9,423,204,2.073529,0,0,0.331,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=support_threshold_xor; flow=synth_preset
ex275,ex275_isqrt_support_threshold_xor_synth_preset_d6,unsigned_floor_isqrt,support_threshold_xor+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_support_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_support_threshold_xor_synth_preset_d6.aig,1,1,1,47,9,423,204,2.073529,0,0,0.333,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=support_threshold_xor; flow=synth_preset_d6
ex275,ex275_isqrt_support_threshold_xor_synth_preset_d8,unsigned_floor_isqrt,support_threshold_xor+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_support_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_support_threshold_xor_synth_preset_d8.aig,1,1,1,47,9,423,204,2.073529,0,0,0.365,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=support_threshold_xor; flow=synth_preset_d8
ex275,ex275_isqrt_support_threshold_xor_synth_preset_d10,unsigned_floor_isqrt,support_threshold_xor+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_support_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_support_threshold_xor_synth_preset_d10.aig,1,1,1,47,9,423,204,2.073529,0,0,0.383,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=support_threshold_xor; flow=synth_preset_d10
ex275,ex275_isqrt_support_threshold_xor_abc_g_aig_d6,unsigned_floor_isqrt,support_threshold_xor+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_support_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_support_threshold_xor_abc_g_aig_d6.aig,1,1,1,52,8,416,204,2.039216,0,0,0.288,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=support_threshold_xor; flow=abc_g_aig_d6
ex275,ex275_isqrt_support_threshold_xor_abc_g_aig_d8,unsigned_floor_isqrt,support_threshold_xor+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_support_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_support_threshold_xor_abc_g_aig_d8.aig,1,1,1,52,8,416,204,2.039216,0,0,0.285,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=support_threshold_xor; flow=abc_g_aig_d8
ex275,ex275_isqrt_support_threshold_xor_abc_g_aig_d10,unsigned_floor_isqrt,support_threshold_xor+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_support_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_support_threshold_xor_abc_g_aig_d10.aig,1,1,1,52,8,416,204,2.039216,0,0,0.295,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=support_threshold_xor; flow=abc_g_aig_d10
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,48,7,336,204,1.647059,0,0,0.266,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex275,ex275_isqrt_prefix4_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_wreduce_abc_g_aig.aig,1,1,1,48,7,336,204,1.647059,0,0,0.248,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_prefix4_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_arith_wreduce_aig.aig,1,1,1,47,9,423,204,2.073529,0,0,0.258,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=arith_wreduce_aig
ex275,ex275_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,48,7,336,204,1.647059,0,0,0.292,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset
ex275,ex275_isqrt_prefix4_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset_d6.aig,1,1,1,48,7,336,204,1.647059,0,0,0.349,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset_d6
ex275,ex275_isqrt_prefix4_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset_d8.aig,1,1,1,48,7,336,204,1.647059,0,0,0.341,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset_d8
ex275,ex275_isqrt_prefix4_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset_d10.aig,1,1,1,48,7,336,204,1.647059,0,0,0.341,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset_d10
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig_d6,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig_d6.aig,1,1,1,48,7,336,204,1.647059,0,0,0.259,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_aig_d6
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig_d8,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig_d8.aig,1,1,1,48,7,336,204,1.647059,0,0,0.311,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_aig_d8
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig_d10,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig_d10.aig,1,1,1,48,7,336,204,1.647059,0,0,0.272,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_aig_d10
ex275,ex275_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.255,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig
ex275,ex275_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.239,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.229,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex275,ex275_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset.aig,1,1,1,42,8,336,204,1.647059,0,0,0.269,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset
ex275,ex275_isqrt_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d6.aig,1,1,1,42,8,336,204,1.647059,0,0,0.263,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d6
ex275,ex275_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,42,8,336,204,1.647059,0,0,0.285,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d8
ex275,ex275_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,42,8,336,204,1.647059,0,0,0.262,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d10
ex275,ex275_isqrt_bdd_outside_abc_g_aig_d6,unsigned_floor_isqrt,bdd_outside+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig_d6.aig,1,1,1,53,8,424,204,2.078431,0,0,0.220,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig_d6
ex275,ex275_isqrt_bdd_outside_abc_g_aig_d8,unsigned_floor_isqrt,bdd_outside+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig_d8.aig,1,1,1,53,8,424,204,2.078431,0,0,0.199,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig_d8
ex275,ex275_isqrt_bdd_outside_abc_g_aig_d10,unsigned_floor_isqrt,bdd_outside+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig_d10.aig,1,1,1,53,8,424,204,2.078431,0,0,0.205,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig_d10
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_aig.aig,1,1,1,55,9,495,204,2.426471,0,0,0.264,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_aig
ex275,ex275_isqrt_cofbdd4_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_wreduce_abc_g_aig.aig,1,1,1,55,9,495,204,2.426471,0,0,0.275,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_cofbdd4_reverse_arith_wreduce_aig,unsigned_floor_isqrt,cofbdd4_reverse+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_arith_wreduce_aig.aig,1,1,1,55,9,495,204,2.426471,0,0,0.248,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=arith_wreduce_aig
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset.aig,1,1,1,51,8,408,204,2.000000,0,0,0.326,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset_d6,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset_d6.aig,1,1,1,51,8,408,204,2.000000,0,0,0.291,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset_d6
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset_d8,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset_d8.aig,1,1,1,51,8,408,204,2.000000,0,0,0.299,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset_d8
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset_d10,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_support_reduced_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset_d10.aig,1,1,1,51,8,408,204,2.000000,0,0,0.302,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset_d10
