case,model,bucket_order,pair_order,offset_mode,matches,total_rows,exact,bit_matches,total_fields,first_mismatch,notes
ex286,prefix_capacity,asc,asc,zero,241,8192,0,29585,57344,row=1:pred=1:0:0:0:0:0:0:target=0:0:0:1:0:0:0,buckets=8; selectors=raw3:raw10:xor6_7; capacities=2:2:2:2:2:2:1
ex288,prefix_capacity,center,asc_rot1,selbits,399,32768,0,129966,262144,row=1:pred=0:1:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,asc_rot1,selbits,399,32768,0,129966,262144,row=1:pred=0:1:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,center,zero,398,32768,0,131950,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,center,zero,398,32768,0,131950,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,center,zero,398,32768,0,131950,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,center,zero,398,32768,0,131950,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,asc,zero,397,32768,0,133425,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,asc,zero,397,32768,0,133425,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,asc,zero,397,32768,0,133425,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,asc,zero,397,32768,0,133425,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,desc_rot2,selsum,397,32768,0,128847,262144,row=1:pred=0:0:0:0:0:1:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,desc_rot2,selsum,397,32768,0,128847,262144,row=1:pred=0:0:0:0:0:1:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,desc_rot2,selsum,397,32768,0,128847,262144,row=1:pred=0:0:0:0:0:1:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,desc_rot2,selsum,397,32768,0,128847,262144,row=1:pred=0:0:0:0:0:1:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,asc_rot4,zero,396,32768,0,127744,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,asc_rot4,zero,396,32768,0,127744,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,asc_rot4,zero,396,32768,0,127744,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,asc_rot4,zero,396,32768,0,127744,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,desc,selsum,395,32768,0,129679,262144,row=2:pred=0:0:0:0:0:0:0:1:target=0:0:0:0:0:0:1:0,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,desc,selsum,395,32768,0,129679,262144,row=2:pred=0:0:0:0:0:0:0:1:target=0:0:0:0:0:0:1:0,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,desc,selsum,395,32768,0,129679,262144,row=2:pred=0:0:0:0:0:0:0:1:target=0:0:0:0:0:0:1:0,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,desc,selsum,395,32768,0,129679,262144,row=2:pred=0:0:0:0:0:0:0:1:target=0:0:0:0:0:0:1:0,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,desc,selxor,393,32768,0,130335,262144,row=2:pred=0:0:0:0:0:0:0:1:target=0:0:0:0:0:0:1:0,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,desc,selxor,393,32768,0,130335,262144,row=2:pred=0:0:0:0:0:0:0:1:target=0:0:0:0:0:0:1:0,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,desc,selxor,393,32768,0,130335,262144,row=2:pred=0:0:0:0:0:0:0:1:target=0:0:0:0:0:0:1:0,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,desc,selxor,393,32768,0,130335,262144,row=2:pred=0:0:0:0:0:0:0:1:target=0:0:0:0:0:0:1:0,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,desc_rot3,zero,390,32768,0,129614,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,desc_rot3,zero,390,32768,0,129614,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,desc_rot3,zero,390,32768,0,129614,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,desc_rot3,zero,390,32768,0,129614,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,asc,selxor,388,32768,0,130850,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,asc,selxor,388,32768,0,130850,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,asc,selxor,388,32768,0,130850,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,asc,selxor,388,32768,0,130850,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,desc_rot1,zero,385,32768,0,132915,262144,row=1:pred=0:0:0:0:0:0:1:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,desc_rot1,zero,385,32768,0,132915,262144,row=1:pred=0:0:0:0:0:0:1:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,desc_rot1,zero,385,32768,0,132915,262144,row=1:pred=0:0:0:0:0:0:1:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,desc_rot1,zero,385,32768,0,132915,262144,row=1:pred=0:0:0:0:0:0:1:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,asc_rot4,selbits,384,32768,0,129412,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,asc_rot4,selbits,384,32768,0,129412,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,asc_rot4,selbits,384,32768,0,129412,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,asc_rot4,selbits,384,32768,0,129412,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,outside,selbits,380,32768,0,129351,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,outside,selbits,380,32768,0,129351,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,outside,selbits,380,32768,0,129351,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,outside,selbits,380,32768,0,129351,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,asc_rot2,selbits,379,32768,0,129314,262144,row=1:pred=0:0:1:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,asc_rot2,selbits,379,32768,0,129314,262144,row=1:pred=0:0:1:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,asc_rot2,selbits,379,32768,0,129314,262144,row=1:pred=0:0:1:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,asc_rot2,selbits,379,32768,0,129314,262144,row=1:pred=0:0:1:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,center,selxor,378,32768,0,130301,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,center,selxor,378,32768,0,130301,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,center,selxor,378,32768,0,130301,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,center,selxor,378,32768,0,130301,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,asc_rot4,selsum,378,32768,0,129048,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,asc_rot4,selsum,378,32768,0,129048,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,asc_rot4,selsum,378,32768,0,129048,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,asc_rot4,selsum,378,32768,0,129048,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,asc_rot3,selsum,377,32768,0,129514,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,asc_rot3,selsum,377,32768,0,129514,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,asc_rot3,selsum,377,32768,0,129514,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,asc_rot3,selsum,377,32768,0,129514,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,desc_rot3,selxor,376,32768,0,128838,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,desc_rot3,selxor,376,32768,0,128838,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,desc_rot3,selxor,376,32768,0,128838,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,desc_rot3,selxor,376,32768,0,128838,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,desc_rot1,selbits,374,32768,0,128080,262144,row=1:pred=0:0:0:0:0:0:1:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,desc_rot1,selbits,374,32768,0,128080,262144,row=1:pred=0:0:0:0:0:0:1:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,desc_rot1,selbits,374,32768,0,128080,262144,row=1:pred=0:0:0:0:0:0:1:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,desc_rot1,selbits,374,32768,0,128080,262144,row=1:pred=0:0:0:0:0:0:1:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,outside,selsum,372,32768,0,129705,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,outside,selsum,372,32768,0,129705,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,outside,selsum,372,32768,0,129705,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,outside,selsum,372,32768,0,129705,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,asc_rot2,selsum,369,32768,0,129186,262144,row=1:pred=0:0:1:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,asc_rot2,selsum,369,32768,0,129186,262144,row=1:pred=0:0:1:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,asc_rot2,selsum,369,32768,0,129186,262144,row=1:pred=0:0:1:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,asc_rot2,selsum,369,32768,0,129186,262144,row=1:pred=0:0:1:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,asc_rot3,selbits,367,32768,0,129642,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,asc_rot3,selbits,367,32768,0,129642,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,asc_rot3,selbits,367,32768,0,129642,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,asc_rot3,selbits,367,32768,0,129642,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,desc_rot3,selbits,364,32768,0,129902,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,desc_rot3,selbits,364,32768,0,129902,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,desc_rot3,selbits,364,32768,0,129902,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,desc_rot3,selbits,364,32768,0,129902,262144,row=1:pred=0:0:0:0:1:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,center,selbits,364,32768,0,129117,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,center,selbits,364,32768,0,129117,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,center,selbits,364,32768,0,129117,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,center,selbits,364,32768,0,129117,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,outside,zero,360,32768,0,128834,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,outside,zero,360,32768,0,128834,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,outside,zero,360,32768,0,128834,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,outside,zero,360,32768,0,128834,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,asc,selbits,360,32768,0,128748,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,asc,selbits,360,32768,0,128748,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,asc,selbits,360,32768,0,128748,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,asc,selbits,360,32768,0,128748,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,desc_rot4,selbits,354,32768,0,129974,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,desc_rot4,selbits,354,32768,0,129974,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,desc_rot4,selbits,354,32768,0,129974,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,desc_rot4,selbits,354,32768,0,129974,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,desc_rot4,selxor,350,32768,0,128258,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,desc_rot4,selxor,350,32768,0,128258,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,desc_rot4,selxor,350,32768,0,128258,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,desc_rot4,selxor,350,32768,0,128258,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,desc_rot4,selsum,348,32768,0,129786,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,desc_rot4,selsum,348,32768,0,129786,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,desc_rot4,selsum,348,32768,0,129786,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,outside,desc_rot4,selsum,348,32768,0,129786,262144,row=1:pred=0:0:0:1:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,asc,asc,selsum,342,32768,0,129316,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,desc,asc,selsum,342,32768,0,129316,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
ex288,prefix_capacity,center,asc,selsum,342,32768,0,129316,262144,row=1:pred=1:0:0:0:0:0:0:0:target=0:0:0:0:0:0:0:1,buckets=9; selectors=raw13:raw10:xor6_7; capacities=2:2:2:2:2:2:2:1
