case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex277,ex277_isqrt_prefix4_delta_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_delta+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_delta_wreduce_abc_g_aig.aig,1,1,1,273,12,3276,1980,1.654545,0,0,0.653,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_delta; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix4_delta_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_delta+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_delta_arith_wreduce_aig.aig,1,1,1,282,20,5640,1980,2.848485,0,0,0.569,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_delta; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix4_delta_synth_preset,unsigned_floor_isqrt,prefix4_delta+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_delta_synth_preset.aig,1,1,1,278,19,5282,1980,2.667677,0,0,0.626,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_delta; flow=synth_preset
ex277,ex277_isqrt_prefix4_delta_synth_preset_d8,unsigned_floor_isqrt,prefix4_delta+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_delta_synth_preset_d8.aig,1,1,1,278,19,5282,1980,2.667677,0,0,0.630,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_delta; flow=synth_preset_d8
ex277,ex277_isqrt_prefix4_delta_synth_preset_d10,unsigned_floor_isqrt,prefix4_delta+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_delta_synth_preset_d10.aig,1,1,1,278,19,5282,1980,2.667677,0,0,0.630,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_delta; flow=synth_preset_d10
ex277,ex277_isqrt_prefix5_delta_abc_g_aig,unsigned_floor_isqrt,prefix5_delta+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_delta_abc_g_aig.aig,1,1,1,257,12,3084,1980,1.557576,0,0,0.518,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_delta; flow=abc_g_aig
ex277,ex277_isqrt_prefix5_delta_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_delta+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_delta_wreduce_abc_g_aig.aig,1,1,1,259,12,3108,1980,1.569697,0,0,0.531,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_delta; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix5_delta_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_delta+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_delta_arith_wreduce_aig.aig,1,1,1,254,14,3556,1980,1.795960,0,0,0.471,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_delta; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix5_delta_synth_preset,unsigned_floor_isqrt,prefix5_delta+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_delta_synth_preset.aig,1,1,1,251,13,3263,1980,1.647980,0,0,2.077,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_delta; flow=synth_preset
ex277,ex277_isqrt_prefix5_delta_synth_preset_d8,unsigned_floor_isqrt,prefix5_delta+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_delta_synth_preset_d8.aig,1,1,1,251,13,3263,1980,1.647980,0,0,1.609,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_delta; flow=synth_preset_d8
ex277,ex277_isqrt_prefix5_delta_synth_preset_d10,unsigned_floor_isqrt,prefix5_delta+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_delta_synth_preset_d10.aig,1,1,1,251,13,3263,1980,1.647980,0,0,0.553,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_delta; flow=synth_preset_d10
ex277,ex277_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_bitwise.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,268,13,3484,1980,1.759596,0,0,0.483,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex277,ex277_isqrt_prefix4_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_bitwise.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_bitwise_wreduce_abc_g_aig.aig,1,1,1,268,13,3484,1980,1.759596,0,0,0.491,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_bitwise; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix4_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_bitwise.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_bitwise_arith_wreduce_aig.aig,1,1,1,268,12,3216,1980,1.624242,0,0,0.509,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_bitwise; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_bitwise.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,254,12,3048,1980,1.539394,0,0,0.600,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_bitwise; flow=synth_preset
ex277,ex277_isqrt_prefix4_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_bitwise.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_bitwise_synth_preset_d8.aig,1,1,1,254,12,3048,1980,1.539394,0,0,0.574,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_bitwise; flow=synth_preset_d8
ex277,ex277_isqrt_prefix4_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_bitwise.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_bitwise_synth_preset_d10.aig,1,1,1,254,12,3048,1980,1.539394,0,0,0.580,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_bitwise; flow=synth_preset_d10
ex277,ex277_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,256,12,3072,1980,1.551515,0,0,0.353,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,256,12,3072,1980,1.551515,0,0,0.387,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,250,12,3000,1980,1.515152,0,0,0.386,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_range_synth_preset.aig,1,1,1,242,13,3146,1980,1.588889,0,0,0.451,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=synth_preset
ex277,ex277_isqrt_prefix5_range_synth_preset_d8,unsigned_floor_isqrt,prefix5_range+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_range_synth_preset_d8.aig,1,1,1,242,13,3146,1980,1.588889,0,0,0.448,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=synth_preset_d8
ex277,ex277_isqrt_prefix5_range_synth_preset_d10,unsigned_floor_isqrt,prefix5_range+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_range_synth_preset_d10.aig,1,1,1,242,13,3146,1980,1.588889,0,0,0.449,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=synth_preset_d10
ex277,ex277_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_bdd_outside.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,445,17,7565,1980,3.820707,0,0,0.318,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_outside; flow=abc_g_aig
ex277,ex277_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_bdd_outside.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,445,17,7565,1980,3.820707,0,0,0.302,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_bdd_outside.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,445,17,7565,1980,3.820707,0,0,0.302,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex277,ex277_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_bdd_outside.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_bdd_outside_synth_preset.aig,1,1,1,426,17,7242,1980,3.657576,0,0,0.401,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_outside; flow=synth_preset
ex277,ex277_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_bdd_outside.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,426,17,7242,1980,3.657576,0,0,0.410,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_outside; flow=synth_preset_d8
ex277,ex277_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_bdd_outside.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,426,17,7242,1980,3.657576,0,0,0.402,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_outside; flow=synth_preset_d10
ex277,ex277_isqrt_cofbdd4_reverse_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_cofbdd4_reverse_abc_g_aig.aig,1,1,1,243,13,3159,1980,1.595455,0,0,0.293,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=cofbdd4_reverse; flow=abc_g_aig
ex277,ex277_isqrt_cofbdd4_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_cofbdd4_reverse_wreduce_abc_g_aig.aig,1,1,1,243,13,3159,1980,1.595455,0,0,0.299,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=cofbdd4_reverse; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_cofbdd4_reverse_arith_wreduce_aig,unsigned_floor_isqrt,cofbdd4_reverse+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_cofbdd4_reverse_arith_wreduce_aig.aig,1,1,1,243,13,3159,1980,1.595455,0,0,0.301,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=cofbdd4_reverse; flow=arith_wreduce_aig
ex277,ex277_isqrt_cofbdd4_reverse_synth_preset,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset.aig,1,1,1,237,12,2844,1980,1.436364,1,0,0.390,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=cofbdd4_reverse; flow=synth_preset
ex277,ex277_isqrt_cofbdd4_reverse_synth_preset_d8,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset_d8.aig,1,1,1,237,12,2844,1980,1.436364,1,0,0.384,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=cofbdd4_reverse; flow=synth_preset_d8
ex277,ex277_isqrt_cofbdd4_reverse_synth_preset_d10,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset_d10.aig,1,1,1,237,12,2844,1980,1.436364,1,0,0.389,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=cofbdd4_reverse; flow=synth_preset_d10
