case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex274,ex274_square_hybrid_bddtop2_trunc_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc+abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_abc_g_aig.aig,1,1,1,991,43,42613,21630,1.970088,0,0,3.440,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop2_trunc_csel7_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc_csel7+synth_preset_d20,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_csel7.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_csel7_synth_preset_d20.aig,1,1,1,978,45,44010,21630,2.034674,0,0,5.126,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_csel7; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop2_trunc_csel8_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_csel8+abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_csel8.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_csel8_abc_g_aig.aig,1,1,1,979,48,46992,21630,2.172538,0,0,3.548,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_csel8; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop2_trunc_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_csel8+wreduce_abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_csel8.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_csel8_wreduce_abc_g_aig.aig,1,1,1,979,48,46992,21630,2.172538,0,0,3.474,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_csel8; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop2_trunc_csel8_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2_trunc_csel8+synth_preset,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_csel8.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_csel8_synth_preset.aig,1,1,1,977,48,46896,21630,2.168100,0,0,3.721,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_csel8; flow=synth_preset
ex274,ex274_square_hybrid_bddtop2_trunc_csel8_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc_csel8+synth_preset_d20,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_csel8.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_csel8_synth_preset_d20.aig,1,1,1,977,48,46896,21630,2.168100,0,0,3.655,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_csel8; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop3_trunc_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc+abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_abc_g_aig.aig,1,1,1,1019,42,42798,21630,1.978641,0,0,3.555,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc+wreduce_abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_wreduce_abc_g_aig.aig,1,1,1,1019,42,42798,21630,1.978641,0,0,3.608,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc+synth_preset,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_synth_preset.aig,1,1,1,1011,41,41451,21630,1.916366,0,0,3.704,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=synth_preset
ex274,ex274_square_hybrid_bddtop3_trunc_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc+synth_preset_d20,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_synth_preset_d20.aig,1,1,1,1011,41,41451,21630,1.916366,0,0,3.710,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop3_trunc_csel5_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel5+abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel5.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel5_abc_g_aig.aig,1,1,1,1016,43,43688,21630,2.019787,0,0,5.393,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel5; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_csel5_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel5+wreduce_abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel5.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel5_wreduce_abc_g_aig.aig,1,1,1,1015,43,43645,21630,2.017799,0,0,3.511,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel5; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_csel5_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel5+synth_preset,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel5.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel5_synth_preset.aig,1,1,1,1008,43,43344,21630,2.003883,0,0,3.672,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel5; flow=synth_preset
ex274,ex274_square_hybrid_bddtop3_trunc_csel5_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel5+synth_preset_d20,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel5.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel5_synth_preset_d20.aig,1,1,1,1008,43,43344,21630,2.003883,0,0,3.686,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel5; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop3_trunc_csel7_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel7+abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel7.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel7_abc_g_aig.aig,1,1,1,1012,46,46552,21630,2.152196,0,0,3.508,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel7; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_csel7_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel7+wreduce_abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel7.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel7_wreduce_abc_g_aig.aig,1,1,1,1012,45,45540,21630,2.105409,0,0,3.466,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel7; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_csel7_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel7+synth_preset,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel7.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel7_synth_preset.aig,1,1,1,1006,44,44264,21630,2.046417,0,0,3.656,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel7; flow=synth_preset
ex274,ex274_square_hybrid_bddtop3_trunc_csel7_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel7+synth_preset_d20,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel7.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel7_synth_preset_d20.aig,1,1,1,1006,44,44264,21630,2.046417,0,0,3.663,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel7; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop3_trunc_csel8_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel8+abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel8.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel8_abc_g_aig.aig,1,1,1,1007,47,47329,21630,2.188118,0,0,3.422,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel8; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel8+wreduce_abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel8.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel8_wreduce_abc_g_aig.aig,1,1,1,1005,48,48240,21630,2.230236,0,0,3.431,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel8; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_csel8_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel8+synth_preset,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel8.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel8_synth_preset.aig,1,1,1,1001,46,46046,21630,2.128803,0,0,3.657,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel8; flow=synth_preset
ex274,ex274_square_hybrid_bddtop3_trunc_csel8_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel8+synth_preset_d20,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel8.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel8_synth_preset_d20.aig,1,1,1,1001,46,46046,21630,2.128803,0,0,3.758,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel8; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc+abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_abc_g_aig.aig,1,1,1,1061,41,43501,21630,2.011142,0,0,3.595,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc+wreduce_abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_wreduce_abc_g_aig.aig,1,1,1,1061,41,43501,21630,2.011142,0,0,3.486,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc+synth_preset,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_synth_preset.aig,1,1,1,1056,40,42240,21630,1.952843,0,0,3.686,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc+synth_preset_d20,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_synth_preset_d20.aig,1,1,1,1056,40,42240,21630,1.952843,0,0,3.811,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_csel5_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel5+abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel5.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel5_abc_g_aig.aig,1,1,1,1055,42,44310,21630,2.048544,0,0,3.490,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel5; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel5_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel5+wreduce_abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel5.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel5_wreduce_abc_g_aig.aig,1,1,1,1058,42,44436,21630,2.054369,0,0,3.505,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel5; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel5_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel5+synth_preset,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel5.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel5_synth_preset.aig,1,1,1,1048,42,44016,21630,2.034951,0,0,3.710,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel5; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_csel5_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel5+synth_preset_d20,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel5.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel5_synth_preset_d20.aig,1,1,1,1048,42,44016,21630,2.034951,0,0,3.767,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel5; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_csel7_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel7+abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel7.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel7_abc_g_aig.aig,1,1,1,1056,42,44352,21630,2.050485,0,0,3.529,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel7; flow=abc_g_aig
