case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_sigprodcode_seed12_direct_decode_abc_g_aig_raw,1,377,21,7917,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_sigprodcode_seed12_direct_decode/verilog/ex246_semantic_mul_sigprodcode_seed12_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_sigprodcode_seed12_direct_decode/aigs/ex246_ex246_semantic_mul_sigprodcode_seed12_direct_decode_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_sigprodcode_seed12_direct_decode/logs/ex246_ex246_semantic_mul_sigprodcode_seed12_direct_decode_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_sigprodcode_seed12_direct_decode/logs/ex246_semantic_mul_sigprodcode_seed12_direct_decode_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_sigprodcode_seed12_direct_decode/logs/ex246_ex246_semantic_mul_sigprodcode_seed12_direct_decode_abc_g_aig_raw.abc.log; synth_sec=0.531; abc_sec=0.000; eval_sec=0.491
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_sigprodcode_seed12_direct_decode_synth_preset_raw,1,370,21,7770,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_sigprodcode_seed12_direct_decode/verilog/ex246_semantic_mul_sigprodcode_seed12_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_sigprodcode_seed12_direct_decode/aigs/ex246_ex246_semantic_mul_sigprodcode_seed12_direct_decode_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_sigprodcode_seed12_direct_decode/logs/ex246_ex246_semantic_mul_sigprodcode_seed12_direct_decode_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_sigprodcode_seed12_direct_decode/logs/ex246_semantic_mul_sigprodcode_seed12_direct_decode_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_sigprodcode_seed12_direct_decode/logs/ex246_ex246_semantic_mul_sigprodcode_seed12_direct_decode_synth_preset_raw.abc.log; synth_sec=0.733; abc_sec=0.000; eval_sec=0.450
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed12_direct_decode_default_raw,0,,,,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/verilog/ex246_semantic_mul_product_seed12_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/aigs/ex246_ex246_semantic_mul_product_seed12_direct_decode_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/logs/ex246_ex246_semantic_mul_product_seed12_direct_decode_default_raw.evaluate.py.log,official evaluate.py NOT_EQUIV; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/logs/ex246_semantic_mul_product_seed12_direct_decode_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/logs/ex246_ex246_semantic_mul_product_seed12_direct_decode_default_raw.abc.log; synth_sec=0.287; abc_sec=0.000; eval_sec=0.430
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed12_direct_decode_extra_share_raw,0,,,,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/verilog/ex246_semantic_mul_product_seed12_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/aigs/ex246_ex246_semantic_mul_product_seed12_direct_decode_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/logs/ex246_ex246_semantic_mul_product_seed12_direct_decode_extra_share_raw.evaluate.py.log,official evaluate.py NOT_EQUIV; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/logs/ex246_semantic_mul_product_seed12_direct_decode_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/logs/ex246_ex246_semantic_mul_product_seed12_direct_decode_extra_share_raw.abc.log; synth_sec=0.308; abc_sec=0.000; eval_sec=0.440
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed12_direct_decode_abc_g_aig_raw,0,,,,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/verilog/ex246_semantic_mul_product_seed12_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/aigs/ex246_ex246_semantic_mul_product_seed12_direct_decode_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/logs/ex246_ex246_semantic_mul_product_seed12_direct_decode_abc_g_aig_raw.evaluate.py.log,official evaluate.py NOT_EQUIV; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/logs/ex246_semantic_mul_product_seed12_direct_decode_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/logs/ex246_ex246_semantic_mul_product_seed12_direct_decode_abc_g_aig_raw.abc.log; synth_sec=0.304; abc_sec=0.000; eval_sec=0.445
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed12_direct_decode_synth_preset_raw,0,,,,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/verilog/ex246_semantic_mul_product_seed12_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/aigs/ex246_ex246_semantic_mul_product_seed12_direct_decode_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/logs/ex246_ex246_semantic_mul_product_seed12_direct_decode_synth_preset_raw.evaluate.py.log,official evaluate.py NOT_EQUIV; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/logs/ex246_semantic_mul_product_seed12_direct_decode_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed12_direct_decode/logs/ex246_ex246_semantic_mul_product_seed12_direct_decode_synth_preset_raw.abc.log; synth_sec=0.372; abc_sec=0.000; eval_sec=0.450
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed228_direct_decode_default_raw,0,,,,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/verilog/ex246_semantic_mul_product_seed228_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/aigs/ex246_ex246_semantic_mul_product_seed228_direct_decode_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/logs/ex246_ex246_semantic_mul_product_seed228_direct_decode_default_raw.evaluate.py.log,official evaluate.py NOT_EQUIV; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/logs/ex246_semantic_mul_product_seed228_direct_decode_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/logs/ex246_ex246_semantic_mul_product_seed228_direct_decode_default_raw.abc.log; synth_sec=0.320; abc_sec=0.000; eval_sec=0.428
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed228_direct_decode_extra_share_raw,0,,,,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/verilog/ex246_semantic_mul_product_seed228_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/aigs/ex246_ex246_semantic_mul_product_seed228_direct_decode_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/logs/ex246_ex246_semantic_mul_product_seed228_direct_decode_extra_share_raw.evaluate.py.log,official evaluate.py NOT_EQUIV; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/logs/ex246_semantic_mul_product_seed228_direct_decode_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/logs/ex246_ex246_semantic_mul_product_seed228_direct_decode_extra_share_raw.abc.log; synth_sec=0.314; abc_sec=0.000; eval_sec=0.456
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed228_direct_decode_abc_g_aig_raw,0,,,,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/verilog/ex246_semantic_mul_product_seed228_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/aigs/ex246_ex246_semantic_mul_product_seed228_direct_decode_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/logs/ex246_ex246_semantic_mul_product_seed228_direct_decode_abc_g_aig_raw.evaluate.py.log,official evaluate.py NOT_EQUIV; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/logs/ex246_semantic_mul_product_seed228_direct_decode_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/logs/ex246_ex246_semantic_mul_product_seed228_direct_decode_abc_g_aig_raw.abc.log; synth_sec=0.310; abc_sec=0.000; eval_sec=0.422
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed228_direct_decode_synth_preset_raw,0,,,,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/verilog/ex246_semantic_mul_product_seed228_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/aigs/ex246_ex246_semantic_mul_product_seed228_direct_decode_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/logs/ex246_ex246_semantic_mul_product_seed228_direct_decode_synth_preset_raw.evaluate.py.log,official evaluate.py NOT_EQUIV; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/logs/ex246_semantic_mul_product_seed228_direct_decode_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex246/ex246_semantic_mul_product_seed228_direct_decode/logs/ex246_ex246_semantic_mul_product_seed228_direct_decode_synth_preset_raw.abc.log; synth_sec=0.364; abc_sec=0.000; eval_sec=0.419
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_default_raw,1,381,27,10287,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/verilog/ex247_semantic_div_bound_smallpat_nested_den_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/logs/ex247_semantic_div_bound_smallpat_nested_den_direct_decode_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_default_raw.abc.log; synth_sec=0.283; abc_sec=0.000; eval_sec=0.487
