case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes,evaluate_py_ok,evaluate_py_adp,evaluate_py_returncode,evaluate_py_notes
ex281,ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex281/verilog/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex281/aigs/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig.aig,1,1,1,780,30,23400,0.543,Yosys abc gate set aig,Yosys abc gate set aig,1,23400,0,
ex281,ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex281/verilog/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex281/aigs/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig.aig,1,1,1,813,30,24390,0.563,Yosys abc gate set aig,Yosys abc gate set aig,1,24390,0,
ex281,ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_all_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex281/verilog/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex281/aigs/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth_abc_g_aig.aig,1,1,1,677,45,30465,0.494,Yosys abc gate set aig,Yosys abc gate set aig,1,30465,0,
ex281,ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_split4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex281/verilog/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex281/aigs/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth_abc_g_aig.aig,1,1,1,949,34,32266,0.601,Yosys abc gate set aig,Yosys abc gate set aig,1,32266,0,
ex281,ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex281/verilog/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex281/aigs/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth_abc_g_aig.aig,1,1,1,794,31,24614,0.557,Yosys abc gate set aig,Yosys abc gate set aig,1,24614,0,
ex281,ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_perbit_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex281/verilog/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex281/aigs/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth_abc_g_aig.aig,1,1,1,826,31,25606,0.574,Yosys abc gate set aig,Yosys abc gate set aig,1,25606,0,
ex282,ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_all_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex282/verilog/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex282/aigs/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth_abc_g_aig.aig,1,1,1,750,42,31500,0.623,Yosys abc gate set aig,Yosys abc gate set aig,1,31500,0,
ex282,ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex282/verilog/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex282/aigs/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth_abc_g_aig.aig,1,1,1,916,37,33892,0.691,Yosys abc gate set aig,Yosys abc gate set aig,1,33892,0,
ex282,ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex282/verilog/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex282/aigs/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig.aig,1,1,1,765,33,25245,0.632,Yosys abc gate set aig,Yosys abc gate set aig,1,25245,0,
ex282,ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex282/verilog/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex282/aigs/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig.aig,1,1,1,893,34,30362,0.698,Yosys abc gate set aig,Yosys abc gate set aig,1,30362,0,
ex282,ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_all_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex282/verilog/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex282/aigs/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth_abc_g_aig.aig,1,1,1,752,41,30832,0.620,Yosys abc gate set aig,Yosys abc gate set aig,1,30832,0,
ex282,ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_split4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex282/verilog/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex282/aigs/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth_abc_g_aig.aig,1,1,1,919,41,37679,0.694,Yosys abc gate set aig,Yosys abc gate set aig,1,37679,0,
ex282,ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex282/verilog/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex282/aigs/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth_abc_g_aig.aig,1,1,1,798,33,26334,0.647,Yosys abc gate set aig,Yosys abc gate set aig,1,26334,0,
ex282,ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_perbit_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex282/verilog/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex282/aigs/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth_abc_g_aig.aig,1,1,1,928,41,38048,0.705,Yosys abc gate set aig,Yosys abc gate set aig,1,38048,0,
ex283,ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_all_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex283/verilog/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex283/aigs/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth_abc_g_aig.aig,1,1,1,853,46,39238,0.937,Yosys abc gate set aig,Yosys abc gate set aig,1,39238,0,
ex283,ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex283/verilog/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex283/aigs/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth_abc_g_aig.aig,1,1,1,996,40,39840,0.992,Yosys abc gate set aig,Yosys abc gate set aig,1,39840,0,
ex283,ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex283/verilog/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex283/aigs/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig.aig,1,1,1,913,37,33781,0.943,Yosys abc gate set aig,Yosys abc gate set aig,1,33781,0,
ex283,ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex283/verilog/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex283/aigs/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig.aig,1,1,1,929,36,33444,1.013,Yosys abc gate set aig,Yosys abc gate set aig,1,33444,0,
ex283,ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_all_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex283/verilog/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex283/aigs/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth_abc_g_aig.aig,1,1,1,859,47,40373,0.931,Yosys abc gate set aig,Yosys abc gate set aig,1,40373,0,
ex283,ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_split4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex283/verilog/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex283/aigs/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth_abc_g_aig.aig,1,1,1,1035,36,37260,1.013,Yosys abc gate set aig,Yosys abc gate set aig,1,37260,0,
ex283,ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex283/verilog/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex283/aigs/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth_abc_g_aig.aig,1,1,1,947,37,35039,0.972,Yosys abc gate set aig,Yosys abc gate set aig,1,35039,0,
ex283,ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_perbit_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex283/verilog/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex283/aigs/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth_abc_g_aig.aig,1,1,1,983,40,39320,1.021,Yosys abc gate set aig,Yosys abc gate set aig,1,39320,0,
ex284,ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_all_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex284/verilog/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex284/aigs/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth_abc_g_aig.aig,1,1,1,929,44,40876,1.746,Yosys abc gate set aig,Yosys abc gate set aig,1,40876,0,
ex284,ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_split4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex284/verilog/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex284/aigs/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth_abc_g_aig.aig,1,1,1,900,46,41400,1.736,Yosys abc gate set aig,Yosys abc gate set aig,1,41400,0,
ex284,ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex284/verilog/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex284/aigs/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig.aig,1,1,1,921,42,38682,1.724,Yosys abc gate set aig,Yosys abc gate set aig,1,38682,0,
ex284,ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex284/verilog/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex284/aigs/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig.aig,1,1,1,1066,41,43706,1.845,Yosys abc gate set aig,Yosys abc gate set aig,1,43706,0,
ex284,ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_all_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex284/verilog/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex284/aigs/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth_abc_g_aig.aig,1,1,1,941,48,45168,1.736,Yosys abc gate set aig,Yosys abc gate set aig,1,45168,0,
ex284,ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_split4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex284/verilog/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex284/aigs/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth_abc_g_aig.aig,1,1,1,928,47,43616,1.748,Yosys abc gate set aig,Yosys abc gate set aig,1,43616,0,
ex284,ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_high4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex284/verilog/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex284/aigs/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth_abc_g_aig.aig,1,1,1,931,47,43757,1.744,Yosys abc gate set aig,Yosys abc gate set aig,1,43757,0,
ex284,ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_perbit_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex284/verilog/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex284/aigs/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth_abc_g_aig.aig,1,1,1,1074,44,47256,1.840,Yosys abc gate set aig,Yosys abc gate set aig,1,47256,0,
