case,candidate_id,hypothesis,function_guess,variant,method_signature,verilog_path,aig_path,metadata_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,classification,selection_reason,source_kind,source_csv,source_run,source_verilog_path,source_aig_path,source_evaluate_log,aig_sha256,verilog_sha256,notes
ex202,ex202_bf16_exp10_hilo3_field_mode_formula_bits_14,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,hilo3_field_mode_formula_bits_14,bf16_exp10,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/verilog/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/aigs/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/metadata/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.json,1,1,OK,3488,16,55808,43344,1.287560,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/verilog/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/aigs/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.aig,,dd5c9338fcb8fbfec0fa3bbcf9e19a1e46d394bd459de64238cec02de262b66d,1f32686b1e3013aa29115ef0012b820b7f437991e2fd3f67036ddcb15d37c2da,hi_lo split field_mode=True hi_bits=3 default_mode=default_override items=2592; formula bit overrides bits=14 bit_items=1
ex202,ex202_bf16_exp10_sep_fields_e3_m3_s0,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s0,bf16_exp10,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/verilog/ex202_bf16_exp10_sep_fields_e3_m3_s0.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/metadata/ex202_bf16_exp10_sep_fields_e3_m3_s0.json,1,1,OK,3491,16,55856,43344,1.288667,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/verilog/ex202_bf16_exp10_sep_fields_e3_m3_s0.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0.aig,,5ff2c443fb9055c0ed64b084089074be66d77e82194cafa0d420d29985b6185e,7ddb8990cc8c90a60572ea974d722c3c4197f5eea26d9aedce1e1e79b88e4801,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=3402
ex202,ex202_bf16_exp10_hilo3_field_mode_bits_14_15_bh4,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,hilo3_field_mode_bits_14_15_bh4,bf16_exp10,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/verilog/ex202_bf16_exp10_hilo3_field_mode_bits_14_15_bh4.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/aigs/ex202_bf16_exp10_hilo3_field_mode_bits_14_15_bh4.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/metadata/ex202_bf16_exp10_hilo3_field_mode_bits_14_15_bh4.json,1,1,OK,3493,16,55888,43344,1.289406,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/verilog/ex202_bf16_exp10_hilo3_field_mode_bits_14_15_bh4.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/aigs/ex202_bf16_exp10_hilo3_field_mode_bits_14_15_bh4.aig,,f6bbeb7d1b34a5cf47ff13d249edb881d2aa33e42f5baacdb56c94105c615973,e9e6375cb82354de3297fcd4dbc0658ec32ba72c10de0bab96f97f0bb0408f44,hilo3 field mode base with bit overrides bits=14_15 bit_hi_bits=4 items=2629
ex202,ex202_r94_sep_fields_e3_m3_s0_formula_bits_14_15,bf16_exp10,,separate output fields with hand formula for bit14 and constant sign bit,ex202|bf16_exp10_compact_formula_residual|sep_fields_e3_m3_s0_formula_bits_14_15|shared field tables; formula residual for exponent-msb/sign|yosys_abc_g_AND_aigmap|DAZ_exp10_BF16_RNE_FTZ_canonical_NaN|source_level_output_grouping,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/verilog/ex202_r94_sep_fields_e3_m3_s0_formula_bits_14_15.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/aigs/ex202_r94_sep_fields_e3_m3_s0_formula_bits_14_15.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/metadata/ex202_r94_sep_fields_e3_m3_s0_formula_bits_14_15.json,1,1,OK,3486,17,59262,43344,1.367248,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-exp-log-r94/candidates.csv,frontend_bf16_unknown_struct_round94_20260614_0552,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-exp-log-r94/ex202/verilog/ex202_r94_sep_fields_e3_m3_s0_formula_bits_14_15.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-exp-log-r94/ex202/aigs/ex202_r94_sep_fields_e3_m3_s0_formula_bits_14_15.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-exp-log-r94/ex202/logs/ex202_r94_sep_fields_e3_m3_s0_formula_bits_14_15.evaluate.py.log,945701f6b73bee5a75abcbb7c172bf6dbf41318bb7281418f24f8e5551ebf705,569dee6f5be384228ee47ffbe1b3368f6a4d05f65a85f0d82ae8615cea6b5218,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=3402; formula bit overrides bits=14_15 bit_items=2; official evaluate.py OK; runtime_sec=2.762
ex203,ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s2_bits_14_pla,bf16_log,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/metadata/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.json,1,1,OK,4571,17,77707,56948,1.364526,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.aig,,f711fdfc7714f5a43726844384bd96277a262fcb498944c66d3ab549c9908a77,6501a8839d38ff7b2a32e263ad49e468551f86c02604ce44eff365284658ba94,separate fields exp_hi=3 mant_hi=3 sign_hi=2 items=7941; sep bit overrides bits=14 bit_hi_bits=pla bit_items=7
ex203,ex203_bf16_log_sep_fields_e2_m3_s3,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,sep_fields_e2_m3_s3,bf16_log,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/verilog/ex203_bf16_log_sep_fields_e2_m3_s3.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/aigs/ex203_bf16_log_sep_fields_e2_m3_s3.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/metadata/ex203_bf16_log_sep_fields_e2_m3_s3.json,1,1,OK,4584,17,77928,56948,1.368406,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/verilog/ex203_bf16_log_sep_fields_e2_m3_s3.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/aigs/ex203_bf16_log_sep_fields_e2_m3_s3.aig,,d809ea281bc5dbb181c0349c222d7e1d885f4b46952eea51a585fb03af92caae,5b91063914cbcc08e7b897b46ba606bed3556a307164cf09c9c1702f601cd5b0,separate fields exp_hi=2 mant_hi=3 sign_hi=3 items=7963
ex203,ex203_r94_sep_fields_e3_m3_s2_bits_13_14_bh2,bf16_log,,current-style separated fields with an additional grouped bit13 residual,ex203|bf16_log_grouped_output_residual|sep_fields_e3_m3_s2_bits_13_14_bh2|shared sign/exp/mant tables; selected bit13/bit14 predicates|yosys_abc_g_AND_aigmap|DAZ_ln_BF16_RNE_FTZ_canonical_NaN|source_level_output_grouping,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/verilog/ex203_r94_sep_fields_e3_m3_s2_bits_13_14_bh2.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/aigs/ex203_r94_sep_fields_e3_m3_s2_bits_13_14_bh2.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/metadata/ex203_r94_sep_fields_e3_m3_s2_bits_13_14_bh2.json,1,1,OK,4610,17,78370,56948,1.376168,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-exp-log-r94/candidates.csv,frontend_bf16_unknown_struct_round94_20260614_0552,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-exp-log-r94/ex203/verilog/ex203_r94_sep_fields_e3_m3_s2_bits_13_14_bh2.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-exp-log-r94/ex203/aigs/ex203_r94_sep_fields_e3_m3_s2_bits_13_14_bh2.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-exp-log-r94/ex203/logs/ex203_r94_sep_fields_e3_m3_s2_bits_13_14_bh2.evaluate.py.log,8819512bb99a4c2014912481527080c8d3ab9549eacfad4507b833f432b9ba69,bd1ba40d74e9d402ffa8eeeeb2c67d6f0e6c66aafea9502986c571406ad4e562,separate fields exp_hi=3 mant_hi=3 sign_hi=2 items=7941; sep bit overrides bits=13_14 bit_hi_bits=2 bit_items=93; official evaluate.py OK; runtime_sec=5.629
ex203,ex203_bf16_log_hilo3_word_mode_bits_14_bh3,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,hilo3_word_mode_bits_14_bh3,bf16_log,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/verilog/ex203_bf16_log_hilo3_word_mode_bits_14_bh3.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/aigs/ex203_bf16_log_hilo3_word_mode_bits_14_bh3.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/metadata/ex203_bf16_log_hilo3_word_mode_bits_14_bh3.json,1,1,OK,4617,17,78489,56948,1.378257,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/verilog/ex203_bf16_log_hilo3_word_mode_bits_14_bh3.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/aigs/ex203_bf16_log_hilo3_word_mode_bits_14_bh3.aig,,f3dbcb5b1dec526b864ff724d76802820eadfc7ebbfeebbfd6b2bd330107c085,b6ec135d89272302192ee90d084868eef529d9144df2c695f35f3613c7d93989,hilo3 word mode base with bit overrides bits=14 bit_hi_bits=3 items=7676
ex204,ex204_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_gates,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,,abc_g_gates,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_g_gates|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/verilog/ex204_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_gates.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/aigs/ex204_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_gates.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/metadata/ex204_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_gates.json,1,1,OK,1510,17,25670,15180,1.691041,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/bf16-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_gates.aig,,94decc4c2f53846a18cfab7187632295a64779e4db13a345f34e039b53fcce8e,04993508a2c29928d2a8b2c35a9f0fb2c3c437079180ad859bfc0969a1231dd5,Yosys abc gate set gates
ex204,ex204_arithbase_delta_hilo3_bits_11_14_replay_abc_g_aig,bf16_log2_arithbase_selected_bit_replay,,arithbase_delta_hilo3_bits_11_14_replay+abc_g_aig,ex204|bf16_log2_arithbase_selected_bit_replay|arithbase_delta_hilo3_bits_11_14_source_replay|shared exponent/mantissa arithmetic base plus selected bit formulas|abc_g_aig|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word with selected-bit overrides,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/verilog/ex204_arithbase_delta_hilo3_bits_11_14_replay_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/aigs/ex204_arithbase_delta_hilo3_bits_11_14_replay_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/metadata/ex204_arithbase_delta_hilo3_bits_11_14_replay_abc_g_aig.json,1,1,OK,1511,17,25687,15180,1.692161,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round8_20260612_1826/agent_shards/mixed-r8/candidates.csv,ex200_ex299_frontend_refgap_round8_20260612_1826,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3.v,student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/mixed-r8/ex204/aigs/ex204_arithbase_delta_hilo3_bits_11_14_replay_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/mixed-r8/ex204/official_eval/ex204_arithbase_delta_hilo3_bits_11_14_replay_abc_g_aig.evaluate.py.log,af68295d5751c44ac4a58eac0806259102c50493769fb8232cabb6754d9305b0,04993508a2c29928d2a8b2c35a9f0fb2c3c437079180ad859bfc0969a1231dd5,source replay runtime_sec=4.304
ex204,ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_11_bh2_abc_g_aig,bf16_log2_arithbase_selected_bit_minimal,,round24 arithmetic-base hilo3 with only bit11 truth-derived correction,ex204|bf16_log2_arithbase_selected_bit_minimal|round24 arithmetic-base hilo3 with only bit11 truth-derived correction|shared exponent base plus one selected output-bit table|abc_g_aig|abc_xf_official_evaluate|grouped word output,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/verilog/ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_11_bh2_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/aigs/ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_11_bh2_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/metadata/ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_11_bh2_abc_g_aig.json,1,1,OK,1511,17,25687,15180,1.692161,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-log-tight-r95/candidates.csv,frontend_gt15_bf16_unknown_round95_20260614_0627,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95/ex204/verilog/ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_11_bh2.v,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95/ex204/aigs/ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_11_bh2_abc_g_aig.aig,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95/ex204/logs/ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_11_bh2_abc_g_aig.evaluate.py.log,8cb55ee19c925da803c189a324b6a20f5a095f86e34fbdeaf5665df8f6082022,3670d977d2a83ce3d7ea3e80a6e1eda95ca5bfc13822dacd4e24fb19310b01f0,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=11 bit_items=33; official evaluate.py OK; tests whether bit14 override is the only delay-critical output
ex204,ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_pla_abc_g_gates,bf16_log2_selected_bit_pla_gateflow,,log2_arithbase_delta_hilo3_bits_11_14_pla,ex204|bf16_log2_selected_bit_pla_gateflow|hilo3 arithmetic-base delta with PLA selected-bit predicates|shared exponent base plus PLA-compressed selected output bits|abc_g_gates|DAZ_log2_BF16_RNE_FTZ_canonical_NaN|grouped word output,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/verilog/ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_pla_abc_g_gates.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/aigs/ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_pla_abc_g_gates.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/metadata/ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_pla_abc_g_gates.json,1,1,OK,1528,17,25976,15180,1.711199,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round26_20260613_0539/agent_shards/mixed-r26/candidates.csv,ex200_ex299_frontend_refgap_round26_20260613_0539,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex204/verilog/ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_pla.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex204/aigs/ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_pla_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex204/logs/ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_pla_abc_g_gates.evaluate.py.log,f248fe3886ba3f00828ea4d9296a9024a2d49c61171d143350635c4d0ec64967,ef889fd94fb093aeb9f9af5c107e378690f11de0df04974051e147ee456212f5,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=11_14 bit_items=28; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction
ex204,ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_14_bh2_abc_g_aig,bf16_log2_arithbase_selected_bit_minimal,,round24 arithmetic-base hilo3 with only bit14 truth-derived correction,ex204|bf16_log2_arithbase_selected_bit_minimal|round24 arithmetic-base hilo3 with only bit14 truth-derived correction|shared exponent base plus one selected output-bit table|abc_g_aig|abc_xf_official_evaluate|grouped word output,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/verilog/ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_14_bh2_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/aigs/ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_14_bh2_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/metadata/ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_14_bh2_abc_g_aig.json,1,1,OK,1531,17,26027,15180,1.714559,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-log-tight-r95/candidates.csv,frontend_gt15_bf16_unknown_round95_20260614_0627,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95/ex204/verilog/ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_14_bh2.v,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95/ex204/aigs/ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_14_bh2_abc_g_aig.aig,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95/ex204/logs/ex204_r95_bf16_log2_direct_log2_arithbase_delta_hilo3_bits_14_bh2_abc_g_aig.evaluate.py.log,a51048d2329183c8707a79759d5703d0fd411b10dd1b3ca16c90e4daaa295229,b6cea4de95264056f966f0d36e26a59649932719aac6a9b58957f2053737cd1f,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=14 bit_items=7; official evaluate.py OK; tests whether bit11 override is area-only overhead under aig flow
ex204,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_gates,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,,abc_g_gates,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_g_gates|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/verilog/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_gates.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_gates.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/metadata/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_gates.json,1,1,OK,1534,17,26078,15180,1.717918,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/bf16-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_gates.aig,,9ff4e7c30b216eb34c2cdd8763c3e3a2d7819b8e3d247cbda61eb7977c31180c,830f4bba8c8ddb32e8262ed21976d7ea76f216936d2b92b29f59dccb0ef5f0a6,Yosys abc gate set gates
ex205,ex205_r97_sf_e3m3_b14_15_abc_g_aig,bf16_log10,,sep_fields_e3_m3_s0_bits_14_15_bh1,ex205|selected_output_extra_bit|sep_fields_e3_m3_s0_bits_14_15_bh1|current-style field decode plus non-sign selected bit14 and sign bit15 predicates|abc_g_aig|DAZ_log10_BF16_RNE_FTZ_canonical_NaN|separate output fields,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/verilog/ex205_r97_sf_e3m3_b14_15_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/aigs/ex205_r97_sf_e3m3_b14_15_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/metadata/ex205_r97_sf_e3m3_b14_15_abc_g_aig.json,1,1,OK,4440,16,71040,47128,1.507384,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-logmodel-r97/candidates.csv,frontend_gt15_deepstruct_round97_20260614_0724,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97/ex205/verilog/ex205_r97_sf_e3m3_b14_15_abc_g_aig.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97/ex205/aigs/ex205_r97_sf_e3m3_b14_15_abc_g_aig.aig,,79e03f841f5ac0d43e49286092307ed809b735470dfdf2b65a5b83e652ba0d59,516230ac4b8524643397c26810fa32d6dfc8db39d7a15b4eee45a6b27ea44200,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=14_15 bit_hi_bits=1 bit_items=50; official_evaluate=student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97/ex205/logs/ex205_r97_sf_e3m3_b14_15_abc_g_aig.evaluate.py.log
