case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw,1,380,23,8740,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/verilog/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/aigs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw.abc.log; synth_sec=0.491; abc_sec=0.000; eval_sec=0.441
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_sigpair_split_attr_default_raw,1,484,28,13552,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/verilog/ex247_semantic_div_sigpair_split_attr.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/aigs/ex247_ex247_semantic_div_sigpair_split_attr_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/logs/ex247_ex247_semantic_div_sigpair_split_attr_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/logs/ex247_semantic_div_sigpair_split_attr_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/logs/ex247_ex247_semantic_div_sigpair_split_attr_default_raw.abc.log; synth_sec=0.307; abc_sec=0.000; eval_sec=0.441
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_sigpair_split_attr_extra_share_raw,1,484,28,13552,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/verilog/ex247_semantic_div_sigpair_split_attr.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/aigs/ex247_ex247_semantic_div_sigpair_split_attr_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/logs/ex247_ex247_semantic_div_sigpair_split_attr_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/logs/ex247_semantic_div_sigpair_split_attr_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/logs/ex247_ex247_semantic_div_sigpair_split_attr_extra_share_raw.abc.log; synth_sec=0.327; abc_sec=0.000; eval_sec=0.449
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_sigpair_split_attr_abc_g_aig_raw,1,475,26,12350,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/verilog/ex247_semantic_div_sigpair_split_attr.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/aigs/ex247_ex247_semantic_div_sigpair_split_attr_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/logs/ex247_ex247_semantic_div_sigpair_split_attr_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/logs/ex247_semantic_div_sigpair_split_attr_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/logs/ex247_ex247_semantic_div_sigpair_split_attr_abc_g_aig_raw.abc.log; synth_sec=0.314; abc_sec=0.000; eval_sec=0.449
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_sigpair_split_attr_synth_preset_raw,1,464,27,12528,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/verilog/ex247_semantic_div_sigpair_split_attr.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/aigs/ex247_ex247_semantic_div_sigpair_split_attr_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/logs/ex247_ex247_semantic_div_sigpair_split_attr_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/logs/ex247_semantic_div_sigpair_split_attr_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_split_attr/logs/ex247_ex247_semantic_div_sigpair_split_attr_synth_preset_raw.abc.log; synth_sec=0.431; abc_sec=0.000; eval_sec=0.445
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_sigpair_possible_class_default_raw,1,446,23,10258,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/verilog/ex247_semantic_div_sigpair_possible_class.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/aigs/ex247_ex247_semantic_div_sigpair_possible_class_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/logs/ex247_ex247_semantic_div_sigpair_possible_class_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/logs/ex247_semantic_div_sigpair_possible_class_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/logs/ex247_ex247_semantic_div_sigpair_possible_class_default_raw.abc.log; synth_sec=0.517; abc_sec=0.000; eval_sec=0.449
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_sigpair_possible_class_extra_share_raw,1,446,23,10258,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/verilog/ex247_semantic_div_sigpair_possible_class.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/aigs/ex247_ex247_semantic_div_sigpair_possible_class_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/logs/ex247_ex247_semantic_div_sigpair_possible_class_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/logs/ex247_semantic_div_sigpair_possible_class_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/logs/ex247_ex247_semantic_div_sigpair_possible_class_extra_share_raw.abc.log; synth_sec=0.543; abc_sec=0.000; eval_sec=0.449
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_sigpair_possible_class_abc_g_aig_raw,1,444,23,10212,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/verilog/ex247_semantic_div_sigpair_possible_class.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/aigs/ex247_ex247_semantic_div_sigpair_possible_class_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/logs/ex247_ex247_semantic_div_sigpair_possible_class_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/logs/ex247_semantic_div_sigpair_possible_class_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/logs/ex247_ex247_semantic_div_sigpair_possible_class_abc_g_aig_raw.abc.log; synth_sec=0.520; abc_sec=0.000; eval_sec=0.443
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_sigpair_possible_class_synth_preset_raw,1,414,23,9522,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/verilog/ex247_semantic_div_sigpair_possible_class.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/aigs/ex247_ex247_semantic_div_sigpair_possible_class_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/logs/ex247_ex247_semantic_div_sigpair_possible_class_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/logs/ex247_semantic_div_sigpair_possible_class_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_sigpair_possible_class/logs/ex247_ex247_semantic_div_sigpair_possible_class_synth_preset_raw.abc.log; synth_sec=0.745; abc_sec=0.000; eval_sec=0.445
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_normsplit_attr_default_raw,1,592,27,15984,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/verilog/ex247_semantic_div_normsplit_attr.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/aigs/ex247_ex247_semantic_div_normsplit_attr_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/logs/ex247_ex247_semantic_div_normsplit_attr_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/logs/ex247_semantic_div_normsplit_attr_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/logs/ex247_ex247_semantic_div_normsplit_attr_default_raw.abc.log; synth_sec=0.378; abc_sec=0.000; eval_sec=0.453
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_normsplit_attr_extra_share_raw,1,587,27,15849,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/verilog/ex247_semantic_div_normsplit_attr.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/aigs/ex247_ex247_semantic_div_normsplit_attr_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/logs/ex247_ex247_semantic_div_normsplit_attr_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/logs/ex247_semantic_div_normsplit_attr_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/logs/ex247_ex247_semantic_div_normsplit_attr_extra_share_raw.abc.log; synth_sec=0.387; abc_sec=0.000; eval_sec=0.473
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_normsplit_attr_abc_g_aig_raw,1,573,27,15471,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/verilog/ex247_semantic_div_normsplit_attr.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/aigs/ex247_ex247_semantic_div_normsplit_attr_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/logs/ex247_ex247_semantic_div_normsplit_attr_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/logs/ex247_semantic_div_normsplit_attr_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/logs/ex247_ex247_semantic_div_normsplit_attr_abc_g_aig_raw.abc.log; synth_sec=0.384; abc_sec=0.000; eval_sec=0.443
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_normsplit_attr_synth_preset_raw,1,577,25,14425,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/verilog/ex247_semantic_div_normsplit_attr.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/aigs/ex247_ex247_semantic_div_normsplit_attr_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/logs/ex247_ex247_semantic_div_normsplit_attr_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/logs/ex247_semantic_div_normsplit_attr_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_normsplit_attr/logs/ex247_ex247_semantic_div_normsplit_attr_synth_preset_raw.abc.log; synth_sec=0.504; abc_sec=0.000; eval_sec=0.447
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_logcode_default_raw,1,448,25,11200,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/verilog/ex247_semantic_div_logcode.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/aigs/ex247_ex247_semantic_div_logcode_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/logs/ex247_ex247_semantic_div_logcode_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/logs/ex247_semantic_div_logcode_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/logs/ex247_ex247_semantic_div_logcode_default_raw.abc.log; synth_sec=0.352; abc_sec=0.000; eval_sec=0.442
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_logcode_extra_share_raw,1,439,26,11414,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/verilog/ex247_semantic_div_logcode.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/aigs/ex247_ex247_semantic_div_logcode_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/logs/ex247_ex247_semantic_div_logcode_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/logs/ex247_semantic_div_logcode_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/logs/ex247_ex247_semantic_div_logcode_extra_share_raw.abc.log; synth_sec=0.363; abc_sec=0.000; eval_sec=0.440
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_logcode_abc_g_aig_raw,1,441,25,11025,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/verilog/ex247_semantic_div_logcode.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/aigs/ex247_ex247_semantic_div_logcode_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/logs/ex247_ex247_semantic_div_logcode_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/logs/ex247_semantic_div_logcode_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/logs/ex247_ex247_semantic_div_logcode_abc_g_aig_raw.abc.log; synth_sec=0.363; abc_sec=0.000; eval_sec=0.457
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_logcode_synth_preset_raw,1,436,25,10900,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/verilog/ex247_semantic_div_logcode.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/aigs/ex247_ex247_semantic_div_logcode_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/logs/ex247_ex247_semantic_div_logcode_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/logs/ex247_semantic_div_logcode_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_logcode/logs/ex247_ex247_semantic_div_logcode_synth_preset_raw.abc.log; synth_sec=0.440; abc_sec=0.000; eval_sec=0.448
