case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_rows_plus_abc_g_aig,signed low4_high4:a*b,baugh_wooley_rows_plus+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_rows_plus.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_rows_plus_abc_g_aig.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.587,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_rows_plus; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_rows_hcla4_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_rows_hcla4+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_rows_hcla4_synth_preset_d18.aig,1,1,1,94,14,1316,657,2.003044,0,0,0.305,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.214,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.211,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.250,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.252,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_rev_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.196,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev+wreduce_abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_rev+synth_preset_d13,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.274,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_rev+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.272,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_rows_plus_abc_g_aig,signed low5_high5:a*b,baugh_wooley_rows_plus+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_rows_plus.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_rows_plus_abc_g_aig.aig,1,1,1,168,21,3528,2041,1.728564,0,0,0.224,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_plus; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_rows_plus_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_rows_plus+wreduce_abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_rows_plus.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_rows_plus_wreduce_abc_g_aig.aig,1,1,1,167,21,3507,2041,1.718275,0,0,0.228,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_plus; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_rows_plus_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_rows_plus+synth_preset_d13,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_rows_plus.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_rows_plus_synth_preset_d13.aig,1,1,1,168,21,3528,2041,1.728564,0,0,0.293,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_plus; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_rows_plus_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_rows_plus+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_rows_plus.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_rows_plus_synth_preset_d18.aig,1,1,1,168,21,3528,2041,1.728564,0,0,0.293,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_plus; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_rows_cla_abc_g_aig,signed low5_high5:a*b,baugh_wooley_rows_cla+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_rows_cla.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_rows_cla_abc_g_aig.aig,1,1,1,174,21,3654,2041,1.790299,0,0,0.237,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_cla; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_rows_cla_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_rows_cla+wreduce_abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_rows_cla.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_rows_cla_wreduce_abc_g_aig.aig,1,1,1,174,21,3654,2041,1.790299,0,0,0.244,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_cla; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_rows_cla_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_rows_cla+synth_preset_d13,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_rows_cla.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_rows_cla_synth_preset_d13.aig,1,1,1,174,21,3654,2041,1.790299,0,0,0.289,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_cla; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_rows_cla_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_rows_cla+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_rows_cla.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_rows_cla_synth_preset_d18.aig,1,1,1,174,21,3654,2041,1.790299,0,0,0.288,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_cla; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_rows_hcla4_abc_g_aig,signed low5_high5:a*b,baugh_wooley_rows_hcla4+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_rows_hcla4_abc_g_aig.aig,1,1,1,174,19,3306,2041,1.619794,0,0,0.241,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_rows_hcla4_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_rows_hcla4+wreduce_abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_rows_hcla4_wreduce_abc_g_aig.aig,1,1,1,178,18,3204,2041,1.569819,0,0,0.250,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_rows_hcla4_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_rows_hcla4+synth_preset_d13,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_rows_hcla4_synth_preset_d13.aig,1,1,1,173,20,3460,2041,1.695247,0,0,0.317,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_rows_hcla4_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_rows_hcla4+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_rows_hcla4_synth_preset_d18.aig,1,1,1,173,20,3460,2041,1.695247,0,0,0.317,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.245,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.247,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.318,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.316,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_rev_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,1,1,1,161,20,3220,2041,1.577658,0,0,0.223,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev+wreduce_abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,1,1,1,161,20,3220,2041,1.577658,0,0,0.229,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_rev+synth_preset_d13,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.304,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_rev+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.282,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_rows_plus_abc_g_aig,signed low8_high8:a*b,baugh_wooley_rows_plus+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_rows_plus.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_rows_plus_abc_g_aig.aig,1,1,1,492,32,15744,9724,1.619087,0,0,1.842,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_plus; flow=abc_g_aig
