case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_low4_case_constmul_abc_g_aig,unsigned_square_x_times_x,low4_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low4_case_constmul_abc_g_aig.aig,1,1,1,418,12,5016,2076,2.416185,0,0,0.489,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low4_case_constmul; flow=abc_g_aig
ex270,ex270_square_low6_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low6_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low6_case_constmul_synth_preset_d20.aig,1,1,1,539,11,5929,2076,2.855973,0,0,0.915,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low6_case_constmul; flow=synth_preset_d20
ex270,ex270_square_low4_case_high_direct_abc_g_aig,unsigned_square_x_times_x,low4_case_high_direct+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low4_case_high_direct_abc_g_aig.aig,1,1,1,173,28,4844,2076,2.333333,0,0,0.256,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low4_case_high_direct; flow=abc_g_aig
ex270,ex270_square_low4_case_high_direct_wreduce_abc_g_aig,unsigned_square_x_times_x,low4_case_high_direct+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low4_case_high_direct_wreduce_abc_g_aig.aig,1,1,1,173,28,4844,2076,2.333333,0,0,0.257,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low4_case_high_direct; flow=wreduce_abc_g_aig
ex270,ex270_square_low4_case_high_direct_synth_preset,unsigned_square_x_times_x,low4_case_high_direct+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low4_case_high_direct_synth_preset.aig,1,1,1,170,26,4420,2076,2.129094,0,0,0.311,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low4_case_high_direct; flow=synth_preset
ex270,ex270_square_low4_case_high_direct_synth_preset_d20,unsigned_square_x_times_x,low4_case_high_direct+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low4_case_high_direct_synth_preset_d20.aig,1,1,1,170,26,4420,2076,2.129094,0,0,0.312,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low4_case_high_direct; flow=synth_preset_d20
ex270,ex270_square_low5_case_high_direct_abc_g_aig,unsigned_square_x_times_x,low5_case_high_direct+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low5_case_high_direct_abc_g_aig.aig,1,1,1,171,22,3762,2076,1.812139,0,0,0.262,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low5_case_high_direct; flow=abc_g_aig
ex270,ex270_square_low5_case_high_direct_wreduce_abc_g_aig,unsigned_square_x_times_x,low5_case_high_direct+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low5_case_high_direct_wreduce_abc_g_aig.aig,1,1,1,167,22,3674,2076,1.769750,0,0,0.304,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low5_case_high_direct; flow=wreduce_abc_g_aig
ex270,ex270_square_low5_case_high_direct_synth_preset,unsigned_square_x_times_x,low5_case_high_direct+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low5_case_high_direct_synth_preset.aig,1,1,1,170,22,3740,2076,1.801541,0,0,0.316,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low5_case_high_direct; flow=synth_preset
ex270,ex270_square_low5_case_high_direct_synth_preset_d20,unsigned_square_x_times_x,low5_case_high_direct+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low5_case_high_direct_synth_preset_d20.aig,1,1,1,170,22,3740,2076,1.801541,0,0,0.313,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low5_case_high_direct; flow=synth_preset_d20
ex270,ex270_square_low_high_split_abc_g_aig,unsigned_square_x_times_x,low_high_split+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low_high_split_abc_g_aig.aig,1,1,1,173,28,4844,2076,2.333333,0,0,0.239,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split; flow=abc_g_aig
ex270,ex270_square_low_high_split_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low_high_split_wreduce_abc_g_aig.aig,1,1,1,173,28,4844,2076,2.333333,0,0,0.283,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split; flow=wreduce_abc_g_aig
ex270,ex270_square_low_high_split_synth_preset,unsigned_square_x_times_x,low_high_split+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low_high_split_synth_preset.aig,1,1,1,212,29,6148,2076,2.961464,0,0,0.303,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split; flow=synth_preset
ex270,ex270_square_low_high_split_synth_preset_d20,unsigned_square_x_times_x,low_high_split+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low_high_split_synth_preset_d20.aig,1,1,1,212,29,6148,2076,2.961464,0,0,0.329,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split; flow=synth_preset_d20
ex270,ex270_square_low_high_split_hcla_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low_high_split_hcla_abc_g_aig.aig,1,1,1,183,26,4758,2076,2.291908,0,0,0.258,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split_hcla; flow=abc_g_aig
ex270,ex270_square_low_high_split_hcla_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low_high_split_hcla_wreduce_abc_g_aig.aig,1,1,1,184,26,4784,2076,2.304432,0,0,0.283,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split_hcla; flow=wreduce_abc_g_aig
ex270,ex270_square_low_high_split_hcla_synth_preset,unsigned_square_x_times_x,low_high_split_hcla+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low_high_split_hcla_synth_preset.aig,1,1,1,180,27,4860,2076,2.341040,0,0,0.325,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split_hcla; flow=synth_preset
ex270,ex270_square_low_high_split_hcla_synth_preset_d20,unsigned_square_x_times_x,low_high_split_hcla+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low_high_split_hcla_synth_preset_d20.aig,1,1,1,180,27,4860,2076,2.341040,0,0,0.355,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split_hcla; flow=synth_preset_d20
ex271,ex271_square_low4_case_constmul_abc_g_aig,unsigned_square_x_times_x,low4_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low4_case_constmul_abc_g_aig.aig,1,1,1,1137,31,35247,5542,6.359978,0,0,0.724,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low4_case_constmul; flow=abc_g_aig
ex271,ex271_square_low4_case_constmul_wreduce_abc_g_aig,unsigned_square_x_times_x,low4_case_constmul+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low4_case_constmul_wreduce_abc_g_aig.aig,1,1,1,1137,31,35247,5542,6.359978,0,0,0.737,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low4_case_constmul; flow=wreduce_abc_g_aig
ex271,ex271_square_low4_case_constmul_synth_preset,unsigned_square_x_times_x,low4_case_constmul+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low4_case_constmul_synth_preset.aig,1,1,1,1078,30,32340,5542,5.835438,0,0,0.774,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low4_case_constmul; flow=synth_preset
ex271,ex271_square_low4_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low4_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low4_case_constmul_synth_preset_d20.aig,1,1,1,1078,30,32340,5542,5.835438,0,0,0.771,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low4_case_constmul; flow=synth_preset_d20
ex271,ex271_square_low5_case_constmul_abc_g_aig,unsigned_square_x_times_x,low5_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low5_case_constmul_abc_g_aig.aig,1,1,1,1661,51,84711,5542,15.285276,0,0,1.216,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low5_case_constmul; flow=abc_g_aig
ex271,ex271_square_low5_case_constmul_wreduce_abc_g_aig,unsigned_square_x_times_x,low5_case_constmul+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low5_case_constmul_wreduce_abc_g_aig.aig,1,1,1,1646,51,83946,5542,15.147239,0,0,1.219,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low5_case_constmul; flow=wreduce_abc_g_aig
ex271,ex271_square_low5_case_constmul_synth_preset,unsigned_square_x_times_x,low5_case_constmul+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low5_case_constmul_synth_preset.aig,1,1,1,1626,35,56910,5542,10.268856,0,0,1.125,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low5_case_constmul; flow=synth_preset
ex271,ex271_square_low5_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low5_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low5_case_constmul_synth_preset_d20.aig,1,1,1,1626,35,56910,5542,10.268856,0,0,1.132,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low5_case_constmul; flow=synth_preset_d20
ex271,ex271_square_low6_case_constmul_abc_g_aig,unsigned_square_x_times_x,low6_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low6_case_constmul_abc_g_aig.aig,1,1,1,1567,15,23505,5542,4.241249,0,0,1.902,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low6_case_constmul; flow=abc_g_aig
ex271,ex271_square_low6_case_constmul_wreduce_abc_g_aig,unsigned_square_x_times_x,low6_case_constmul+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low6_case_constmul_wreduce_abc_g_aig.aig,1,1,1,1562,18,28116,5542,5.073259,0,0,1.870,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low6_case_constmul; flow=wreduce_abc_g_aig
ex271,ex271_square_low6_case_constmul_synth_preset,unsigned_square_x_times_x,low6_case_constmul+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low6_case_constmul_synth_preset.aig,1,1,1,1632,20,32640,5542,5.889571,0,0,1.510,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low6_case_constmul; flow=synth_preset
ex271,ex271_square_low6_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low6_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low6_case_constmul_synth_preset_d20.aig,1,1,1,1632,20,32640,5542,5.889571,0,0,1.505,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low6_case_constmul; flow=synth_preset_d20
ex271,ex271_square_low4_case_high_direct_abc_g_aig,unsigned_square_x_times_x,low4_case_high_direct+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low4_case_high_direct_abc_g_aig.aig,1,1,1,327,32,10464,5542,1.888127,0,0,0.315,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low4_case_high_direct; flow=abc_g_aig
ex271,ex271_square_low4_case_high_direct_wreduce_abc_g_aig,unsigned_square_x_times_x,low4_case_high_direct+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low4_case_high_direct_wreduce_abc_g_aig.aig,1,1,1,327,32,10464,5542,1.888127,0,0,0.318,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low4_case_high_direct; flow=wreduce_abc_g_aig
ex271,ex271_square_low4_case_high_direct_synth_preset,unsigned_square_x_times_x,low4_case_high_direct+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low4_case_high_direct_synth_preset.aig,1,1,1,327,32,10464,5542,1.888127,0,0,0.377,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low4_case_high_direct; flow=synth_preset
ex271,ex271_square_low4_case_high_direct_synth_preset_d20,unsigned_square_x_times_x,low4_case_high_direct+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low4_case_high_direct_synth_preset_d20.aig,1,1,1,327,32,10464,5542,1.888127,0,0,0.381,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low4_case_high_direct; flow=synth_preset_d20
ex271,ex271_square_low5_case_high_direct_abc_g_aig,unsigned_square_x_times_x,low5_case_high_direct+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low5_case_high_direct_abc_g_aig.aig,1,1,1,355,33,11715,5542,2.113858,0,0,0.314,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low5_case_high_direct; flow=abc_g_aig
ex271,ex271_square_low5_case_high_direct_wreduce_abc_g_aig,unsigned_square_x_times_x,low5_case_high_direct+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low5_case_high_direct_wreduce_abc_g_aig.aig,1,1,1,356,33,11748,5542,2.119812,0,0,0.316,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low5_case_high_direct; flow=wreduce_abc_g_aig
ex271,ex271_square_low5_case_high_direct_synth_preset,unsigned_square_x_times_x,low5_case_high_direct+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low5_case_high_direct_synth_preset.aig,1,1,1,343,33,11319,5542,2.042403,0,0,0.379,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low5_case_high_direct; flow=synth_preset
ex271,ex271_square_low5_case_high_direct_synth_preset_d20,unsigned_square_x_times_x,low5_case_high_direct+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low5_case_high_direct_synth_preset_d20.aig,1,1,1,343,33,11319,5542,2.042403,0,0,0.379,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low5_case_high_direct; flow=synth_preset_d20
ex271,ex271_square_low_high_split_abc_g_aig,unsigned_square_x_times_x,low_high_split+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low_high_split_abc_g_aig.aig,1,1,1,379,34,12886,5542,2.325153,0,0,0.297,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low_high_split; flow=abc_g_aig
ex271,ex271_square_low_high_split_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low_high_split_wreduce_abc_g_aig.aig,1,1,1,378,34,12852,5542,2.319018,0,0,0.297,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low_high_split; flow=wreduce_abc_g_aig
