case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_low4_case_constmul_abc_g_aig,unsigned_square_x_times_x,low4_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low4_case_constmul_abc_g_aig.aig,1,1,1,418,12,5016,2076,2.416185,0,0,0.489,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low4_case_constmul; flow=abc_g_aig
ex273,ex273_square_low5_case_high_direct_abc_g_aig,unsigned_square_x_times_x,low5_case_high_direct+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low5_case_high_direct_abc_g_aig.aig,1,1,1,802,47,37694,15078,2.499934,0,0,0.779,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low5_case_high_direct; flow=abc_g_aig
ex273,ex273_square_low5_case_high_direct_wreduce_abc_g_aig,unsigned_square_x_times_x,low5_case_high_direct+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low5_case_high_direct_wreduce_abc_g_aig.aig,1,1,1,800,47,37600,15078,2.493699,0,0,0.788,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low5_case_high_direct; flow=wreduce_abc_g_aig
ex273,ex273_square_low5_case_high_direct_synth_preset,unsigned_square_x_times_x,low5_case_high_direct+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low5_case_high_direct_synth_preset.aig,1,1,1,763,47,35861,15078,2.378366,0,0,0.893,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low5_case_high_direct; flow=synth_preset
ex273,ex273_square_low5_case_high_direct_synth_preset_d20,unsigned_square_x_times_x,low5_case_high_direct+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low5_case_high_direct_synth_preset_d20.aig,1,1,1,763,47,35861,15078,2.378366,0,0,0.875,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low5_case_high_direct; flow=synth_preset_d20
ex273,ex273_square_low_high_split_abc_g_aig,unsigned_square_x_times_x,low_high_split+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low_high_split_abc_g_aig.aig,1,1,1,861,58,49938,15078,3.311978,0,0,0.756,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low_high_split; flow=abc_g_aig
ex273,ex273_square_low_high_split_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low_high_split_wreduce_abc_g_aig.aig,1,1,1,856,58,49648,15078,3.292744,0,0,0.757,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low_high_split; flow=wreduce_abc_g_aig
ex273,ex273_square_low_high_split_synth_preset,unsigned_square_x_times_x,low_high_split+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low_high_split_synth_preset.aig,1,1,1,916,57,52212,15078,3.462793,0,0,0.861,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low_high_split; flow=synth_preset
ex273,ex273_square_low_high_split_synth_preset_d20,unsigned_square_x_times_x,low_high_split+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low_high_split_synth_preset_d20.aig,1,1,1,916,57,52212,15078,3.462793,0,0,0.876,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low_high_split; flow=synth_preset_d20
ex273,ex273_square_low_high_split_hcla_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low_high_split_hcla_abc_g_aig.aig,1,1,1,930,46,42780,15078,2.837246,0,0,0.824,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low_high_split_hcla; flow=abc_g_aig
ex273,ex273_square_low_high_split_hcla_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low_high_split_hcla_wreduce_abc_g_aig.aig,1,1,1,917,44,40348,15078,2.675952,0,0,0.867,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low_high_split_hcla; flow=wreduce_abc_g_aig
ex273,ex273_square_low_high_split_hcla_synth_preset,unsigned_square_x_times_x,low_high_split_hcla+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low_high_split_hcla_synth_preset.aig,1,1,1,891,45,40095,15078,2.659172,0,0,1.010,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low_high_split_hcla; flow=synth_preset
ex273,ex273_square_low_high_split_hcla_synth_preset_d20,unsigned_square_x_times_x,low_high_split_hcla+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low_high_split_hcla_synth_preset_d20.aig,1,1,1,891,45,40095,15078,2.659172,0,0,1.969,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low_high_split_hcla; flow=synth_preset_d20
ex274,ex274_square_low4_case_constmul_abc_g_aig,unsigned_square_x_times_x,low4_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low4_case_constmul_abc_g_aig.aig,1,1,1,3234,56,181104,21630,8.372816,0,0,7.238,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low4_case_constmul; flow=abc_g_aig
ex274,ex274_square_low4_case_constmul_wreduce_abc_g_aig,unsigned_square_x_times_x,low4_case_constmul+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low4_case_constmul_wreduce_abc_g_aig.aig,1,1,1,3231,56,180936,21630,8.365049,0,0,6.215,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low4_case_constmul; flow=wreduce_abc_g_aig
ex274,ex274_square_low4_case_constmul_synth_preset,unsigned_square_x_times_x,low4_case_constmul+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low4_case_constmul_synth_preset.aig,1,1,1,3025,55,166375,21630,7.691863,0,0,7.607,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low4_case_constmul; flow=synth_preset
ex274,ex274_square_low4_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low4_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low4_case_constmul_synth_preset_d20.aig,1,1,1,3025,55,166375,21630,7.691863,0,0,6.512,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low4_case_constmul; flow=synth_preset_d20
ex274,ex274_square_low5_case_constmul_abc_g_aig,unsigned_square_x_times_x,low5_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low5_case_constmul_abc_g_aig.aig,1,1,1,5404,59,318836,21630,14.740453,0,0,8.431,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low5_case_constmul; flow=abc_g_aig
ex274,ex274_square_low5_case_constmul_wreduce_abc_g_aig,unsigned_square_x_times_x,low5_case_constmul+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low5_case_constmul_wreduce_abc_g_aig.aig,1,1,1,5366,60,321960,21630,14.884882,0,0,8.619,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low5_case_constmul; flow=wreduce_abc_g_aig
ex274,ex274_square_low5_case_constmul_synth_preset,unsigned_square_x_times_x,low5_case_constmul+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low5_case_constmul_synth_preset.aig,1,1,1,5016,58,290928,21630,13.450208,0,0,9.504,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low5_case_constmul; flow=synth_preset
ex274,ex274_square_low5_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low5_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low5_case_constmul_synth_preset_d20.aig,1,1,1,5016,58,290928,21630,13.450208,0,0,9.532,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low5_case_constmul; flow=synth_preset_d20
ex274,ex274_square_low6_case_constmul_abc_g_aig,unsigned_square_x_times_x,low6_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low6_case_constmul_abc_g_aig.aig,1,1,1,9283,63,584829,21630,27.037864,0,0,23.268,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low6_case_constmul; flow=abc_g_aig
ex274,ex274_square_low6_case_constmul_wreduce_abc_g_aig,unsigned_square_x_times_x,low6_case_constmul+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low6_case_constmul_wreduce_abc_g_aig.aig,1,1,1,9271,62,574802,21630,26.574295,0,0,22.200,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low6_case_constmul; flow=wreduce_abc_g_aig
ex274,ex274_square_low6_case_constmul_synth_preset,unsigned_square_x_times_x,low6_case_constmul+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low6_case_constmul_synth_preset.aig,1,1,1,8552,62,530224,21630,24.513361,0,0,25.448,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low6_case_constmul; flow=synth_preset
ex274,ex274_square_low6_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low6_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low6_case_constmul_synth_preset_d20.aig,1,1,1,8552,62,530224,21630,24.513361,0,0,25.297,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low6_case_constmul; flow=synth_preset_d20
ex274,ex274_square_low4_case_high_direct_abc_g_aig,unsigned_square_x_times_x,low4_case_high_direct+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low4_case_high_direct_abc_g_aig.aig,1,1,1,1225,52,63700,21630,2.944984,0,0,3.560,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low4_case_high_direct; flow=abc_g_aig
ex274,ex274_square_low4_case_high_direct_wreduce_abc_g_aig,unsigned_square_x_times_x,low4_case_high_direct+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low4_case_high_direct_wreduce_abc_g_aig.aig,1,1,1,1226,52,63752,21630,2.947388,0,0,3.440,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low4_case_high_direct; flow=wreduce_abc_g_aig
ex274,ex274_square_low4_case_high_direct_synth_preset,unsigned_square_x_times_x,low4_case_high_direct+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low4_case_high_direct_synth_preset.aig,1,1,1,1192,52,61984,21630,2.865650,0,0,3.589,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low4_case_high_direct; flow=synth_preset
ex274,ex274_square_low4_case_high_direct_synth_preset_d20,unsigned_square_x_times_x,low4_case_high_direct+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low4_case_high_direct_synth_preset_d20.aig,1,1,1,1192,52,61984,21630,2.865650,0,0,3.646,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low4_case_high_direct; flow=synth_preset_d20
ex274,ex274_square_low5_case_high_direct_abc_g_aig,unsigned_square_x_times_x,low5_case_high_direct+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low5_case_high_direct_abc_g_aig.aig,1,1,1,1208,53,64024,21630,2.959963,0,0,3.514,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low5_case_high_direct; flow=abc_g_aig
ex274,ex274_square_low5_case_high_direct_wreduce_abc_g_aig,unsigned_square_x_times_x,low5_case_high_direct+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low5_case_high_direct_wreduce_abc_g_aig.aig,1,1,1,1210,53,64130,21630,2.964864,0,0,3.542,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low5_case_high_direct; flow=wreduce_abc_g_aig
ex274,ex274_square_low5_case_high_direct_synth_preset,unsigned_square_x_times_x,low5_case_high_direct+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low5_case_high_direct_synth_preset.aig,1,1,1,1169,53,61957,21630,2.864401,0,0,3.649,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low5_case_high_direct; flow=synth_preset
ex274,ex274_square_low5_case_high_direct_synth_preset_d20,unsigned_square_x_times_x,low5_case_high_direct+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low5_case_high_direct_synth_preset_d20.aig,1,1,1,1169,53,61957,21630,2.864401,0,0,3.638,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low5_case_high_direct; flow=synth_preset_d20
ex274,ex274_square_low_high_split_abc_g_aig,unsigned_square_x_times_x,low_high_split+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low_high_split_abc_g_aig.aig,1,1,1,1119,63,70497,21630,3.259223,0,0,3.682,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low_high_split; flow=abc_g_aig
ex274,ex274_square_low_high_split_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low_high_split_wreduce_abc_g_aig.aig,1,1,1,1133,63,71379,21630,3.300000,0,0,4.610,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low_high_split; flow=wreduce_abc_g_aig
ex274,ex274_square_low_high_split_synth_preset,unsigned_square_x_times_x,low_high_split+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low_high_split_synth_preset.aig,1,1,1,1179,61,71919,21630,3.324965,0,0,4.072,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low_high_split; flow=synth_preset
ex274,ex274_square_low_high_split_synth_preset_d20,unsigned_square_x_times_x,low_high_split+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low_high_split_synth_preset_d20.aig,1,1,1,1179,61,71919,21630,3.324965,0,0,4.234,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low_high_split; flow=synth_preset_d20
ex274,ex274_square_low_high_split_hcla_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low_high_split_hcla_abc_g_aig.aig,1,1,1,1236,48,59328,21630,2.742857,0,0,3.958,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low_high_split_hcla; flow=abc_g_aig
ex274,ex274_square_low_high_split_hcla_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low_high_split_hcla_wreduce_abc_g_aig.aig,1,1,1,1231,48,59088,21630,2.731761,0,0,4.106,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low_high_split_hcla; flow=wreduce_abc_g_aig
ex274,ex274_square_low_high_split_hcla_synth_preset,unsigned_square_x_times_x,low_high_split_hcla+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low_high_split_hcla_synth_preset.aig,1,1,1,1172,47,55084,21630,2.546648,0,0,4.103,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low_high_split_hcla; flow=synth_preset
ex274,ex274_square_low_high_split_hcla_synth_preset_d20,unsigned_square_x_times_x,low_high_split_hcla+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/verilog/ex274_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex274/aigs/ex274_square_low_high_split_hcla_synth_preset_d20.aig,1,1,1,1172,47,55084,21630,2.546648,0,0,4.062,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=low_high_split_hcla; flow=synth_preset_d20
