case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,notes
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_tree_group,unknown_duality_symcof,split2_f10_bits_0_1_12_13_tree_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_tree_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_tree_group.aig,1,1,1151,23,26473,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_tree_global,unknown_duality_symcof,split2_f10_bits_0_1_12_13_tree_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_tree_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_tree_global.aig,1,1,1151,23,26473,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_reverse_f00_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_onehot_group.aig,1,1,1199,24,28776,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_onehot_global,unknown_duality_symcof,split2_reverse_f00_bits_0_1_12_13_onehot_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_onehot_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_onehot_global.aig,1,1,1199,24,28776,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_case_group,unknown_duality_symcof,split2_reverse_f00_bits_0_1_12_13_case_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_case_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_case_group.aig,1,1,1194,24,28656,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_case_global,unknown_duality_symcof,split2_reverse_f00_bits_0_1_12_13_case_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_case_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_case_global.aig,1,1,1194,24,28656,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_tree_group,unknown_duality_symcof,split2_reverse_f00_bits_0_1_12_13_tree_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_tree_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_tree_group.aig,1,1,1242,28,34776,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_tree_global,unknown_duality_symcof,split2_reverse_f00_bits_0_1_12_13_tree_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_tree_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_tree_global.aig,1,1,1242,28,34776,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_reverse_f10_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_onehot_group.aig,1,1,1201,22,26422,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_onehot_global,unknown_duality_symcof,split2_reverse_f10_bits_0_1_12_13_onehot_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_onehot_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_onehot_global.aig,1,1,1201,22,26422,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_case_group,unknown_duality_symcof,split2_reverse_f10_bits_0_1_12_13_case_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_case_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_case_group.aig,1,1,1199,23,27577,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_case_global,unknown_duality_symcof,split2_reverse_f10_bits_0_1_12_13_case_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_case_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_case_global.aig,1,1,1199,23,27577,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_tree_group,unknown_duality_symcof,split2_reverse_f10_bits_0_1_12_13_tree_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_tree_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_tree_group.aig,1,1,1249,25,31225,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_tree_global,unknown_duality_symcof,split2_reverse_f10_bits_0_1_12_13_tree_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_tree_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_tree_global.aig,1,1,1249,25,31225,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_natural_f00_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_onehot_group.aig,1,1,1774,22,39028,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_onehot_global,unknown_duality_symcof,split2_natural_f00_bits_0_1_12_13_onehot_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_onehot_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_onehot_global.aig,1,1,1774,22,39028,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_case_group,unknown_duality_symcof,split2_natural_f00_bits_0_1_12_13_case_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_case_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_case_group.aig,1,1,1819,22,40018,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_case_global,unknown_duality_symcof,split2_natural_f00_bits_0_1_12_13_case_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_case_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_case_global.aig,1,1,1819,22,40018,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_tree_group,unknown_duality_symcof,split2_natural_f00_bits_0_1_12_13_tree_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_tree_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_tree_group.aig,1,1,1890,25,47250,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_tree_global,unknown_duality_symcof,split2_natural_f00_bits_0_1_12_13_tree_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_tree_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_tree_global.aig,1,1,1890,25,47250,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_natural_f10_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_onehot_group.aig,1,1,2038,24,48912,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_onehot_global,unknown_duality_symcof,split2_natural_f10_bits_0_1_12_13_onehot_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_onehot_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_onehot_global.aig,1,1,2038,24,48912,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_case_group,unknown_duality_symcof,split2_natural_f10_bits_0_1_12_13_case_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_case_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_case_group.aig,1,1,2060,24,49440,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_case_global,unknown_duality_symcof,split2_natural_f10_bits_0_1_12_13_case_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_case_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_case_global.aig,1,1,2060,24,49440,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_tree_group,unknown_duality_symcof,split2_natural_f10_bits_0_1_12_13_tree_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_tree_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_tree_group.aig,1,1,2131,27,57537,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_tree_global,unknown_duality_symcof,split2_natural_f10_bits_0_1_12_13_tree_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_tree_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f10_bits_0_1_12_13_tree_global.aig,1,1,2131,27,57537,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_sym_first_f00_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_onehot_group.aig,1,1,2190,21,45990,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_onehot_global,unknown_duality_symcof,split2_sym_first_f00_bits_0_1_12_13_onehot_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_onehot_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_onehot_global.aig,1,1,2190,21,45990,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_case_group,unknown_duality_symcof,split2_sym_first_f00_bits_0_1_12_13_case_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_case_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_case_group.aig,1,1,2228,22,49016,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_case_global,unknown_duality_symcof,split2_sym_first_f00_bits_0_1_12_13_case_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_case_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_case_global.aig,1,1,2228,22,49016,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_tree_group,unknown_duality_symcof,split2_sym_first_f00_bits_0_1_12_13_tree_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_tree_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_tree_group.aig,1,1,2233,23,51359,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_tree_global,unknown_duality_symcof,split2_sym_first_f00_bits_0_1_12_13_tree_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_tree_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_sym_first_f00_bits_0_1_12_13_tree_global.aig,1,1,2233,23,51359,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_sym_first_f10_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_onehot_group.aig,1,1,2380,24,57120,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_onehot_global,unknown_duality_symcof,split2_sym_first_f10_bits_0_1_12_13_onehot_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_onehot_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_onehot_global.aig,1,1,2380,24,57120,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_case_group,unknown_duality_symcof,split2_sym_first_f10_bits_0_1_12_13_case_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_case_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_case_group.aig,1,1,2392,23,55016,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_case_global,unknown_duality_symcof,split2_sym_first_f10_bits_0_1_12_13_case_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_case_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_case_global.aig,1,1,2392,23,55016,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_tree_group,unknown_duality_symcof,split2_sym_first_f10_bits_0_1_12_13_tree_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_tree_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_tree_group.aig,1,1,2435,25,60875,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_tree_global,unknown_duality_symcof,split2_sym_first_f10_bits_0_1_12_13_tree_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_tree_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_sym_first_f10_bits_0_1_12_13_tree_global.aig,1,1,2435,25,60875,unknown duality-wrapped symmetry cofactor seed
