case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.242,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla6_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_hcla6+synth_preset_d13,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla6.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla6_synth_preset_d13.aig,1,1,1,493,29,14297,9724,1.470280,1,0,1.970,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_hcla6_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_hcla6+synth_preset_d18,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla6.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla6_synth_preset_d18.aig,1,1,1,493,29,14297,9724,1.470280,1,0,1.977,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_hcla8_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_hcla8+abc_g_aig,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla8.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla8_abc_g_aig.aig,1,1,1,489,30,14670,9724,1.508638,0,0,1.797,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla8; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_hcla8+wreduce_abc_g_aig,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla8.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig.aig,1,1,1,488,30,14640,9724,1.505553,0,0,1.803,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla8; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla8_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_hcla8+synth_preset_d13,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla8.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla8_synth_preset_d13.aig,1,1,1,488,29,14152,9724,1.455368,1,0,1.991,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_hcla8_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_hcla8+synth_preset_d18,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla8.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla8_synth_preset_d18.aig,1,1,1,488,29,14152,9724,1.455368,1,0,1.920,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_abc_g_aig.aig,1,1,1,496,31,15376,9724,1.581242,0,0,1.793,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace+wreduce_abc_g_aig,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,1,1,1,496,31,15376,9724,1.581242,0,0,1.781,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace+synth_preset_d13,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d13.aig,1,1,1,490,30,14700,9724,1.511724,0,0,1.923,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace+synth_preset_d18,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d18.aig,1,1,1,490,30,14700,9724,1.511724,0,0,2.030,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_plus_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_plus+abc_g_aig,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace_plus.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_plus_abc_g_aig.aig,1,1,1,465,34,15810,9724,1.625874,0,0,1.881,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_plus; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_plus_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_plus+wreduce_abc_g_aig,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace_plus.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_plus_wreduce_abc_g_aig.aig,1,1,1,465,34,15810,9724,1.625874,0,0,1.760,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_plus; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_plus_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_plus+synth_preset_d13,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace_plus.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_plus_synth_preset_d13.aig,1,1,1,465,34,15810,9724,1.625874,0,0,1.875,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_plus; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_plus_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_plus+synth_preset_d18,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/verilog/ex264_smul_baugh_wooley_wallace_plus.v,student/work/ex261_ex264_frontend_smul_baugh_hcla_20260609_0321/ex264/aigs/ex264_smul_baugh_wooley_wallace_plus_synth_preset_d18.aig,1,1,1,465,34,15810,9724,1.625874,0,0,1.869,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_plus; flow=synth_preset_d18
