case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_wallace_square_outside_hcla4_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_hcla4_abc_lut3_to_aig.aig,1,1,1,289,29,8381,2076,4.037091,0,0,0.446,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla4; flow=abc_lut3_to_aig
ex270,ex270_square_wallace_square_hcla6_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex270/verilog/ex270_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex270/aigs/ex270_square_wallace_square_hcla6_abc_lut4_to_aig.aig,1,1,1,388,38,14744,2076,7.102119,0,0,0.347,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla6; flow=abc_lut4_to_aig
ex270,ex270_square_wallace_square_hcla6_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex270/verilog/ex270_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex270/aigs/ex270_square_wallace_square_hcla6_abc_lut5_to_aig.aig,1,1,1,488,36,17568,2076,8.462428,0,0,0.367,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla6; flow=abc_lut5_to_aig
ex271,ex271_square_wallace_square_outside_hcla4_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_hcla4_abc_lut3_to_aig.aig,1,1,1,497,44,21868,5542,3.945868,0,0,0.373,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla4; flow=abc_lut3_to_aig
ex271,ex271_square_wallace_square_outside_hcla4_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_hcla4_abc_lut4_to_aig.aig,1,1,1,626,45,28170,5542,5.083003,0,0,0.402,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla4; flow=abc_lut4_to_aig
ex271,ex271_square_wallace_square_outside_hcla4_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_hcla4_abc_lut5_to_aig.aig,1,1,1,774,49,37926,5542,6.843378,0,0,0.418,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla4; flow=abc_lut5_to_aig
ex271,ex271_square_wallace_square_outside_hcla6_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_hcla6_abc_lut3_to_aig.aig,1,1,1,505,45,22725,5542,4.100505,0,0,0.373,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla6; flow=abc_lut3_to_aig
ex271,ex271_square_wallace_square_outside_hcla6_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_hcla6_abc_lut4_to_aig.aig,1,1,1,621,44,27324,5542,4.930350,0,0,0.394,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla6; flow=abc_lut4_to_aig
ex271,ex271_square_wallace_square_outside_hcla6_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_hcla6_abc_lut5_to_aig.aig,1,1,1,775,47,36425,5542,6.572537,0,0,0.430,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla6; flow=abc_lut5_to_aig
ex271,ex271_square_wallace_square_outside_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_abc_lut3_to_aig.aig,1,1,1,503,47,23641,5542,4.265789,0,0,0.347,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside; flow=abc_lut3_to_aig
ex271,ex271_square_wallace_square_outside_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_outside+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_abc_lut4_to_aig.aig,1,1,1,632,42,26544,5542,4.789607,0,0,0.403,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside; flow=abc_lut4_to_aig
ex271,ex271_square_wallace_square_outside_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_outside+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_abc_lut5_to_aig.aig,1,1,1,772,51,39372,5542,7.104294,0,0,0.382,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside; flow=abc_lut5_to_aig
ex271,ex271_square_wallace_square_hcla4_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_hcla4_abc_lut3_to_aig.aig,1,1,1,528,46,24288,5542,4.382533,0,0,0.408,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_hcla4; flow=abc_lut3_to_aig
ex271,ex271_square_wallace_square_hcla4_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_hcla4_abc_lut4_to_aig.aig,1,1,1,682,46,31372,5542,5.660772,0,0,0.398,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_hcla4; flow=abc_lut4_to_aig
ex271,ex271_square_wallace_square_hcla4_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_hcla4_abc_lut5_to_aig.aig,1,1,1,818,52,42536,5542,7.675208,0,0,0.446,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_hcla4; flow=abc_lut5_to_aig
ex271,ex271_square_wallace_square_hcla6_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_hcla6_abc_lut3_to_aig.aig,1,1,1,525,47,24675,5542,4.452364,0,0,0.375,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_hcla6; flow=abc_lut3_to_aig
ex271,ex271_square_wallace_square_hcla6_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_hcla6_abc_lut4_to_aig.aig,1,1,1,699,49,34251,5542,6.180260,0,0,0.428,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_hcla6; flow=abc_lut4_to_aig
ex271,ex271_square_wallace_square_hcla6_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/verilog/ex271_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex271/aigs/ex271_square_wallace_square_hcla6_abc_lut5_to_aig.aig,1,1,1,847,54,45738,5542,8.252977,0,0,0.422,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_hcla6; flow=abc_lut5_to_aig
ex272,ex272_square_wallace_square_outside_hcla4_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla4_abc_lut3_to_aig.aig,1,1,1,788,51,40188,10880,3.693750,0,0,0.531,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla4; flow=abc_lut3_to_aig
ex272,ex272_square_wallace_square_outside_hcla4_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla4_abc_lut4_to_aig.aig,1,1,1,994,46,45724,10880,4.202574,0,0,0.587,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla4; flow=abc_lut4_to_aig
ex272,ex272_square_wallace_square_outside_hcla4_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla4_abc_lut5_to_aig.aig,1,1,1,1236,57,70452,10880,6.475368,0,0,0.598,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla4; flow=abc_lut5_to_aig
ex272,ex272_square_wallace_square_outside_hcla6_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla6_abc_lut3_to_aig.aig,1,1,1,796,49,39004,10880,3.584926,0,0,0.561,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla6; flow=abc_lut3_to_aig
ex272,ex272_square_wallace_square_outside_hcla6_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla6_abc_lut4_to_aig.aig,1,1,1,1032,53,54696,10880,5.027206,0,0,0.585,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla6; flow=abc_lut4_to_aig
ex272,ex272_square_wallace_square_outside_hcla6_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla6_abc_lut5_to_aig.aig,1,1,1,1314,58,76212,10880,7.004779,0,0,0.613,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla6; flow=abc_lut5_to_aig
ex272,ex272_square_wallace_square_outside_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_abc_lut3_to_aig.aig,1,1,1,781,62,48422,10880,4.450551,0,0,0.457,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside; flow=abc_lut3_to_aig
ex272,ex272_square_wallace_square_outside_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_outside+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_abc_lut4_to_aig.aig,1,1,1,992,55,54560,10880,5.014706,0,0,0.511,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside; flow=abc_lut4_to_aig
ex272,ex272_square_wallace_square_outside_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_outside+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_abc_lut5_to_aig.aig,1,1,1,1285,63,80955,10880,7.440717,0,0,0.591,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside; flow=abc_lut5_to_aig
ex272,ex272_square_wallace_square_hcla4_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_hcla4_abc_lut3_to_aig.aig,1,1,1,821,48,39408,10880,3.622059,0,0,0.540,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_hcla4; flow=abc_lut3_to_aig
ex272,ex272_square_wallace_square_hcla4_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_hcla4_abc_lut4_to_aig.aig,1,1,1,1080,53,57240,10880,5.261029,0,0,0.607,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_hcla4; flow=abc_lut4_to_aig
ex272,ex272_square_wallace_square_hcla4_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_hcla4_abc_lut5_to_aig.aig,1,1,1,1300,54,70200,10880,6.452206,0,0,0.626,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_hcla4; flow=abc_lut5_to_aig
ex272,ex272_square_wallace_square_hcla6_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_hcla6_abc_lut3_to_aig.aig,1,1,1,812,52,42224,10880,3.880882,0,0,0.560,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_hcla6; flow=abc_lut3_to_aig
ex272,ex272_square_wallace_square_hcla6_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_hcla6_abc_lut4_to_aig.aig,1,1,1,1080,54,58320,10880,5.360294,0,0,0.578,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_hcla6; flow=abc_lut4_to_aig
ex272,ex272_square_wallace_square_hcla6_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_hcla6_abc_lut5_to_aig.aig,1,1,1,1367,52,71084,10880,6.533456,0,0,0.624,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_hcla6; flow=abc_lut5_to_aig
ex273,ex273_square_wallace_square_outside_hcla4_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla4_abc_lut3_to_aig.aig,1,1,1,1132,66,74712,15078,4.955034,0,0,0.948,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla4; flow=abc_lut3_to_aig
ex273,ex273_square_wallace_square_outside_hcla4_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla4_abc_lut4_to_aig.aig,1,1,1,1451,66,95766,15078,6.351373,0,0,1.000,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla4; flow=abc_lut4_to_aig
