case,input_width,output_width,onehot_valid,token_order,preference_style,output_transform,row_matches,total_rows,bit_matches,total_bits,exact,onehot_slots,order_bits,first_mismatch
ex287,14,14,1,outside,home_bidir_rev,identity,75,16384,125346,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,outside,home_bidir_rev,reverse,14,16384,123582,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,home_bidir_rev,rotate_left1,26,16384,124324,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,home_bidir_rev,rotate_right1,8,16384,124816,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,outside,pair_freq,identity,99,16384,123942,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,outside,pair_freq,reverse,28,16384,122786,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,pair_freq,rotate_left1,41,16384,123024,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,pair_freq,rotate_right1,53,16384,123312,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,outside,pair_freq_cw,identity,99,16384,123942,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,outside,pair_freq_cw,reverse,28,16384,122786,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,pair_freq_cw,rotate_left1,41,16384,123024,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,pair_freq_cw,rotate_right1,53,16384,123312,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,outside,pair_freq_ccw,identity,99,16384,123942,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,outside,pair_freq_ccw,reverse,28,16384,122786,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,pair_freq_ccw,rotate_left1,41,16384,123024,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,pair_freq_ccw,rotate_right1,53,16384,123312,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,outside,pair_first,identity,70,16384,124380,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,outside,pair_first,reverse,7,16384,123318,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,pair_first,rotate_left1,25,16384,124154,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,pair_first,rotate_right1,6,16384,123646,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,outside,pair_first_cw,identity,70,16384,124380,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,outside,pair_first_cw,reverse,7,16384,123318,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,pair_first_cw,rotate_left1,25,16384,124154,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,pair_first_cw,rotate_right1,6,16384,123646,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,outside,pair_first_ccw,identity,70,16384,124380,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,outside,pair_first_ccw,reverse,7,16384,123318,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,pair_first_ccw,rotate_left1,25,16384,124154,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,pair_first_ccw,rotate_right1,6,16384,123646,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,sym,home_cw,identity,63,16384,123600,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,sym,home_cw,reverse,3,16384,121048,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,home_cw,rotate_left1,45,16384,122498,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,home_cw,rotate_right1,30,16384,123178,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,sym,home_ccw,identity,82,16384,125720,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,sym,home_ccw,reverse,12,16384,123704,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,home_ccw,rotate_left1,29,16384,124816,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,home_ccw,rotate_right1,19,16384,124712,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,sym,home_bidir,identity,63,16384,124498,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,sym,home_bidir,reverse,6,16384,121614,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,home_bidir,rotate_left1,32,16384,122792,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,home_bidir,rotate_right1,14,16384,123766,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,sym,home_bidir_rev,identity,74,16384,125628,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,sym,home_bidir_rev,reverse,8,16384,122078,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,home_bidir_rev,rotate_left1,27,16384,123258,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,home_bidir_rev,rotate_right1,7,16384,123426,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,sym,pair_freq,identity,108,16384,123510,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,sym,pair_freq,reverse,66,16384,123732,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,pair_freq,rotate_left1,43,16384,122356,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,pair_freq,rotate_right1,50,16384,123330,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,sym,pair_freq_cw,identity,108,16384,123510,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,sym,pair_freq_cw,reverse,66,16384,123732,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,pair_freq_cw,rotate_left1,43,16384,122356,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,pair_freq_cw,rotate_right1,50,16384,123330,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,sym,pair_freq_ccw,identity,108,16384,123510,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,sym,pair_freq_ccw,reverse,66,16384,123732,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,pair_freq_ccw,rotate_left1,43,16384,122356,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,pair_freq_ccw,rotate_right1,50,16384,123330,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,sym,pair_first,identity,64,16384,125430,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,sym,pair_first,reverse,14,16384,123506,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,pair_first,rotate_left1,24,16384,124024,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,pair_first,rotate_right1,10,16384,125342,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,sym,pair_first_cw,identity,64,16384,125430,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,sym,pair_first_cw,reverse,14,16384,123506,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,pair_first_cw,rotate_left1,24,16384,124024,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,pair_first_cw,rotate_right1,10,16384,125342,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,sym,pair_first_ccw,identity,64,16384,125430,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,sym,pair_first_ccw,reverse,14,16384,123506,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,pair_first_ccw,rotate_left1,24,16384,124024,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,sym,pair_first_ccw,rotate_right1,10,16384,125342,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,4:5:6:7:8:9:0:1:2:3:10:11:12:13,in=0x1:pred=0x20:exp=0x40
ex288,15,15,1,natural,home_cw,identity,120,32768,264006,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,natural,home_cw,reverse,45,32768,263036,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,home_cw,rotate_left1,11,32768,260412,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,home_cw,rotate_right1,20,32768,261928,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x2000:exp=0x4000
ex288,15,15,1,natural,home_ccw,identity,145,32768,266012,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,natural,home_ccw,reverse,73,32768,263536,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,home_ccw,rotate_left1,23,32768,263782,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,home_ccw,rotate_right1,27,32768,263128,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x2000:exp=0x4000
ex288,15,15,1,natural,home_bidir,identity,114,32768,264426,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,natural,home_bidir,reverse,48,32768,263572,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,home_bidir,rotate_left1,13,32768,260602,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,home_bidir,rotate_right1,17,32768,262872,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x2000:exp=0x4000
ex288,15,15,1,natural,home_bidir_rev,identity,128,32768,265172,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,natural,home_bidir_rev,reverse,70,32768,264430,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,home_bidir_rev,rotate_left1,13,32768,261744,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,home_bidir_rev,rotate_right1,16,32768,263196,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x2000:exp=0x4000
ex288,15,15,1,natural,pair_freq,identity,145,32768,263676,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,natural,pair_freq,reverse,87,32768,264802,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,pair_freq,rotate_left1,9,32768,261372,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,pair_freq,rotate_right1,20,32768,261324,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x2000:exp=0x4000
ex288,15,15,1,natural,pair_freq_cw,identity,145,32768,263676,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,natural,pair_freq_cw,reverse,87,32768,264802,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,pair_freq_cw,rotate_left1,9,32768,261372,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,pair_freq_cw,rotate_right1,20,32768,261324,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x2000:exp=0x4000
ex288,15,15,1,natural,pair_freq_ccw,identity,145,32768,263676,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,natural,pair_freq_ccw,reverse,87,32768,264802,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,pair_freq_ccw,rotate_left1,9,32768,261372,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,pair_freq_ccw,rotate_right1,20,32768,261324,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x2000:exp=0x4000
ex288,15,15,1,natural,pair_first,identity,118,32768,265528,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,natural,pair_first,reverse,45,32768,263820,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,pair_first,rotate_left1,11,32768,260246,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,pair_first,rotate_right1,11,32768,263408,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x2000:exp=0x4000
ex288,15,15,1,natural,pair_first_cw,identity,118,32768,265528,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,natural,pair_first_cw,reverse,45,32768,263820,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,pair_first_cw,rotate_left1,11,32768,260246,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,pair_first_cw,rotate_right1,11,32768,263408,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x2000:exp=0x4000
ex288,15,15,1,natural,pair_first_ccw,identity,118,32768,265528,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,natural,pair_first_ccw,reverse,45,32768,263820,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,pair_first_ccw,rotate_left1,11,32768,260246,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,natural,pair_first_ccw,rotate_right1,11,32768,263408,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,in=0x1:pred=0x2000:exp=0x4000
ex288,15,15,1,reverse,home_cw,identity,120,32768,264006,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,reverse,home_cw,reverse,45,32768,263036,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,reverse,home_cw,rotate_left1,11,32768,260412,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,reverse,home_cw,rotate_right1,20,32768,261928,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x2000:exp=0x4000
ex288,15,15,1,reverse,home_ccw,identity,145,32768,266012,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,reverse,home_ccw,reverse,73,32768,263536,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,reverse,home_ccw,rotate_left1,23,32768,263782,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,reverse,home_ccw,rotate_right1,27,32768,263128,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x2000:exp=0x4000
ex288,15,15,1,reverse,home_bidir,identity,112,32768,264576,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x3:pred=0x6000:exp=0xc
ex288,15,15,1,reverse,home_bidir,reverse,37,32768,263858,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x1:exp=0x4000
ex288,15,15,1,reverse,home_bidir,rotate_left1,13,32768,261266,491520,0,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,in=0x1:pred=0x1:exp=0x4000
