case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex212,ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1,bf16_square / square / bf16_square / square,delta_pair_mode_hilo4_bits_15_bh1,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/verilog/ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/aigs/ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1.aig,1,1,281,11,3091,2304,1.341580,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/verilog/ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/aigs/ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1.aig,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo4 items=16529; output bit overrides bits=15 bit_hi_bits=1 bit_items=0
ex212,ex212_bf16_square_delta_pair_mode_hilo4,bf16_square / square,delta_pair_mode_hilo4,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/verilog/ex212_bf16_square_delta_pair_mode_hilo4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/aigs/ex212_bf16_square_delta_pair_mode_hilo4.aig,1,1,282,11,3102,2304,1.346354,1,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/verilog/ex212_bf16_square_delta_pair_mode_hilo4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/aigs/ex212_bf16_square_delta_pair_mode_hilo4.aig,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo4 items=16529
ex212,ex212_bf16_square_delta_pair_first_hilo4,bf16_square / square,delta_pair_first_hilo4,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/verilog/ex212_bf16_square_delta_pair_first_hilo4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/aigs/ex212_bf16_square_delta_pair_first_hilo4.aig,1,1,287,11,3157,2304,1.370226,1,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/verilog/ex212_bf16_square_delta_pair_first_hilo4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/aigs/ex212_bf16_square_delta_pair_first_hilo4.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo4 items=16529
ex212,ex212_bf16_square_legacy_exp_mant_delta_pair,bf16_square / square,legacy_exp_mant_delta_pair,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/verilog/ex212_bf16_square_legacy_exp_mant_delta_pair.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/aigs/ex212_bf16_square_legacy_exp_mant_delta_pair.aig,1,1,318,11,3498,2304,1.518229,0,0,,,diverse_delta,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/verilog/ex212_bf16_square_legacy_exp_mant_delta_pair.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/aigs/ex212_bf16_square_legacy_exp_mant_delta_pair.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search exp_mant_delta_pair; 16768
ex212,ex212_bf16_square_arith_semantic_fields,bf16_square / square,arith_semantic_fields,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/verilog/ex212_bf16_square_arith_semantic_fields.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/aigs/ex212_bf16_square_arith_semantic_fields.aig,1,1,300,12,3600,2304,1.562500,0,0,,,diverse_semantic,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/verilog/ex212_bf16_square_arith_semantic_fields.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/aigs/ex212_bf16_square_arith_semantic_fields.aig,semantic model exact over 65536 inputs; semantic BF16 exponent/mantissa RTL; 128; sign_mode=same; normal_table_entries=127
ex213,ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1,bf16_sqrt / sqrt / bf16_sqrt / sqrt,sep_fields_e2_m3_s3_bits_1_bh1,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/verilog/ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/aigs/ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1.aig,1,1,346,11,3806,2900,1.312414,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/verilog/ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/aigs/ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1.aig,semantic model exact over 65536 inputs; separate fields exp_hi=2 mant_hi=3 sign_hi=3 items=29859; sep bit overrides bits=1 bit_hi_bits=1 bit_items=15875
ex213,ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_1_bh1,bf16_sqrt / sqrt,sep_fields_e3_m3_s3_bits_1_bh1,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/verilog/ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_1_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/aigs/ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_1_bh1.aig,1,1,346,11,3806,2900,1.312414,1,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/verilog/ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_1_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/aigs/ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_1_bh1.aig,semantic model exact over 65536 inputs; separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=29859; sep bit overrides bits=1 bit_hi_bits=1 bit_items=15875
ex213,ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_14_bh1,bf16_sqrt / sqrt,sep_fields_e3_m3_s3_bits_14_bh1,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/verilog/ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_14_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/aigs/ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_14_bh1.aig,1,1,333,12,3996,2900,1.377931,1,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/verilog/ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_14_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/aigs/ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_14_bh1.aig,semantic model exact over 65536 inputs; separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=29859; sep bit overrides bits=14 bit_hi_bits=1 bit_items=3
ex213,ex213_bf16_sqrt_sep_fields_e3_m3_s3,bf16_sqrt / sqrt,sep_fields_e3_m3_s3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/verilog/ex213_bf16_sqrt_sep_fields_e3_m3_s3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/aigs/ex213_bf16_sqrt_sep_fields_e3_m3_s3.aig,1,1,337,12,4044,2900,1.394483,1,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/verilog/ex213_bf16_sqrt_sep_fields_e3_m3_s3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/aigs/ex213_bf16_sqrt_sep_fields_e3_m3_s3.aig,semantic model exact over 65536 inputs; separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=29859
ex213,ex213_bf16_sqrt_arith_semantic_fields,bf16_sqrt / sqrt,arith_semantic_fields,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/verilog/ex213_bf16_sqrt_arith_semantic_fields.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/aigs/ex213_bf16_sqrt_arith_semantic_fields.aig,1,1,338,13,4394,2900,1.515172,0,0,,,diverse_semantic,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/verilog/ex213_bf16_sqrt_arith_semantic_fields.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/aigs/ex213_bf16_sqrt_arith_semantic_fields.aig,semantic model exact over 65536 inputs; semantic BF16 exponent/mantissa RTL; 256; sign_mode=nan; normal_table_entries=254
ex214,ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_cmp_fix,bf16_reciprocal_square / reciprocal_square / bf16_reciprocal_square / reciprocal_square,legacy_default_expr_exception_case_bits_13_cmp_fix,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_cmp_fix.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_cmp_fix.aig,1,1,337,11,3707,2424,1.529290,0,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_cmp_fix.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_cmp_fix.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search default_expr_exception_case; exceptions=48896; default=zero; matches=16640; selected bit overrides bits=13 bit_hi_bits=cmp bit_items=36
ex214,ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_runs_fix,bf16_reciprocal_square / reciprocal_square,legacy_default_expr_exception_case_bits_13_runs_fix,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_runs_fix.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_runs_fix.aig,1,1,338,11,3718,2424,1.533828,0,0,,,diverse_default,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_runs_fix.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_runs_fix.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search default_expr_exception_case; exceptions=48896; default=zero; matches=16640; selected bit overrides bits=13 bit_hi_bits=runs bit_items=54
ex214,ex214_bf16_reciprocal_square_legacy_default_expr_exception_case,bf16_reciprocal_square / reciprocal_square,legacy_default_expr_exception_case,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case.aig,1,1,318,12,3816,2424,1.574257,0,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search default_expr_exception_case; exceptions=48896; default=zero; matches=16640
ex214,ex214_bf16_reciprocal_square_delta_pair_first_hilo3,bf16_reciprocal_square / reciprocal_square,delta_pair_first_hilo3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_delta_pair_first_hilo3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_delta_pair_first_hilo3.aig,1,1,352,12,4224,2424,1.742574,0,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_delta_pair_first_hilo3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_delta_pair_first_hilo3.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=16530
ex214,ex214_bf16_reciprocal_square_legacy_exp_mant_delta_pair,bf16_reciprocal_square / reciprocal_square,legacy_exp_mant_delta_pair,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_legacy_exp_mant_delta_pair.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_legacy_exp_mant_delta_pair.aig,1,1,369,12,4428,2424,1.826733,0,0,,,diverse_delta,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_legacy_exp_mant_delta_pair.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_legacy_exp_mant_delta_pair.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search exp_mant_delta_pair; 16895
ex215,ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12,bf16_reciprocal_sqrt / reciprocal_sqrt / bf16_reciprocal_sqrt / reciprocal_sqrt,delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.aig,1,1,390,12,4680,3150,1.485714,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.aig,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo3 items=29348; generic selected bit overrides bits=9 bit_hi_bits=1 bit_items=147; source case attributes parallel_case full_case
ex215,ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2,bf16_reciprocal_sqrt / reciprocal_sqrt,delta_pair_mode_hilo3_bits_9_bh1_fix2,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2.aig,1,1,390,12,4680,3150,1.485714,1,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2.aig,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo3 items=29348; generic selected bit overrides bits=9 bit_hi_bits=1 bit_items=147
ex215,ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3,bf16_reciprocal_sqrt / reciprocal_sqrt,delta_pair_mode_hilo3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3.aig,1,1,379,13,4927,3150,1.564127,0,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3.aig,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo3 items=29348
ex215,ex215_bf16_reciprocal_sqrt_legacy_sign_pair_case,bf16_reciprocal_sqrt / reciprocal_sqrt,legacy_sign_pair_case,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_legacy_sign_pair_case.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_legacy_sign_pair_case.aig,1,1,385,13,5005,3150,1.588889,0,0,,,diverse_other,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_legacy_sign_pair_case.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_legacy_sign_pair_case.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search sign_pair_case; 32768
ex215,ex215_bf16_reciprocal_sqrt_aggr_semantic_exp_delta_fields,bf16_reciprocal_sqrt / reciprocal_sqrt,aggr_semantic_exp_delta_fields,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_aggr_semantic_exp_delta_fields.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_aggr_semantic_exp_delta_fields.aig,1,1,401,13,5213,3150,1.654921,0,0,,,diverse_semantic,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_aggr_semantic_exp_delta_fields.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_aggr_semantic_exp_delta_fields.aig,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=base=arith_recip_sqrt; positive_entries=32768; normal_entries=32512; special_entries=256; relation=nan; negative_exceptions=128; semantic model exact over 65536 inputs
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13,bf16_cube / cube / bf16_cube / cube,aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13.aig,1,1,444,13,5772,3357,1.719392,0,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13.aig,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; manual cube bit14 boundary exp>=128 or exp127 mant>=34; source case attributes parallel_case full_case
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_fix12,bf16_cube / cube,aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_fix12,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_fix12.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_fix12.aig,1,1,444,13,5772,3357,1.719392,0,0,,,diverse_semantic,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_fix12.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_fix12.aig,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; manual cube bit14 boundary exp>=128 or exp127 mant>=34
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_14_cmp_fix5_manual_sign_non_nan_fix10,bf16_cube / cube,aggr_semantic_positive_symmetry_fields_bits_14_cmp_fix5_manual_sign_non_nan_fix10,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_14_cmp_fix5_manual_sign_non_nan_fix10.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_14_cmp_fix5_manual_sign_non_nan_fix10.aig,1,1,420,14,5880,3357,1.751564,0,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_14_cmp_fix5_manual_sign_non_nan_fix10.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_14_cmp_fix5_manual_sign_non_nan_fix10.aig,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=14 bit_hi_bits=cmp bit_items=18; manual sign bit override sign && !is_nan
ex216,ex216_bf16_cube_delta_pair_mode_hilo3,bf16_cube / cube,delta_pair_mode_hilo3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/verilog/ex216_bf16_cube_delta_pair_mode_hilo3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/aigs/ex216_bf16_cube_delta_pair_mode_hilo3.aig,1,1,473,14,6622,3357,1.972595,0,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/verilog/ex216_bf16_cube_delta_pair_mode_hilo3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/aigs/ex216_bf16_cube_delta_pair_mode_hilo3.aig,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo3 items=11097
ex216,ex216_bf16_cube_hand_cube_guard_lut,bf16_cube / cube,hand_cube_guard_lut,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/verilog/ex216_bf16_cube_hand_cube_guard_lut.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/aigs/ex216_bf16_cube_hand_cube_guard_lut.aig,1,1,437,17,7429,3357,2.212988,0,0,,,diverse_other,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/verilog/ex216_bf16_cube_hand_cube_guard_lut.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/aigs/ex216_bf16_cube_hand_cube_guard_lut.aig,semantic model exact over 65536 inputs; hand guarded cube semantic mod1 RTL; mant_table_items=127
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15,bf16_cbrt / cbrt / bf16_cbrt / cbrt,delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.aig,1,1,623,13,8099,5785,1.400000,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=3 bit_items=33528; manual sign bit override sign && !is_nan; source case attributes parallel_case full_case
