case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex203,ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2,bf16_log / DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN / bf16_log / DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s2_bits_14_bh2,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2.aig,1,1,4544,17,77248,56948,1.356466,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2.aig,separate fields exp_hi=3 mant_hi=3 sign_hi=2 items=7941; sep bit overrides bits=14 bit_hi_bits=2 bit_items=35
ex203,ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla,bf16_log / DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s2_bits_14_pla,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.aig,1,1,4571,17,77707,56948,1.364526,1,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.aig,separate fields exp_hi=3 mant_hi=3 sign_hi=2 items=7941; sep bit overrides bits=14 bit_hi_bits=pla bit_items=7
ex203,ex203_bf16_log_sep_fields_e2_m3_s3,bf16_log / DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,sep_fields_e2_m3_s3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/verilog/ex203_bf16_log_sep_fields_e2_m3_s3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/aigs/ex203_bf16_log_sep_fields_e2_m3_s3.aig,1,1,4584,17,77928,56948,1.368406,1,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/verilog/ex203_bf16_log_sep_fields_e2_m3_s3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/aigs/ex203_bf16_log_sep_fields_e2_m3_s3.aig,separate fields exp_hi=2 mant_hi=3 sign_hi=3 items=7963
ex203,ex203_bf16_log_hilo3_word_mode_bits_14_bh3,bf16_log / DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,hilo3_word_mode_bits_14_bh3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/verilog/ex203_bf16_log_hilo3_word_mode_bits_14_bh3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/aigs/ex203_bf16_log_hilo3_word_mode_bits_14_bh3.aig,1,1,4617,17,78489,56948,1.378257,1,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/verilog/ex203_bf16_log_hilo3_word_mode_bits_14_bh3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex203/aigs/ex203_bf16_log_hilo3_word_mode_bits_14_bh3.aig,hilo3 word mode base with bit overrides bits=14 bit_hi_bits=3 items=7676
ex204,ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14,bf16_log2 / DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN / bf16_log2 / DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,log2_arithbase_delta_hilo3_formula_bits_11_14,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14.aig,1,1,1545,17,26265,15180,1.730237,0,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14.aig,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides= bit_items=0; formula bit overrides bits=11_14 bit_items=2
ex204,ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla,bf16_log2 / DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,log2_arithbase_delta_hilo3_bits_9_11_14_pla,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla.aig,1,1,1587,17,26979,15180,1.777273,0,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla.aig,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=9_11_14 bit_items=51
ex204,ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14,bf16_log2 / DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,delta_pair_first_hilo3_formula_bits_14,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/verilog/ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/aigs/ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14.aig,1,1,1596,17,27132,15180,1.787352,0,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/verilog/ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/aigs/ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14.aig,delta pair base_policy=first delta_mode=hilo3 items=8847; formula bit overrides bits=14 bit_items=1
ex204,ex204_bf16_log2_delta_pair_first_hilo3_bits_14_bh3,bf16_log2 / DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,delta_pair_first_hilo3_bits_14_bh3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/verilog/ex204_bf16_log2_delta_pair_first_hilo3_bits_14_bh3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/aigs/ex204_bf16_log2_delta_pair_first_hilo3_bits_14_bh3.aig,1,1,1597,17,27149,15180,1.788472,0,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/verilog/ex204_bf16_log2_delta_pair_first_hilo3_bits_14_bh3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/aigs/ex204_bf16_log2_delta_pair_first_hilo3_bits_14_bh3.aig,delta pair base_policy=first delta_mode=hilo3 items=8847; output bit overrides bits=14 bit_hi_bits=3 bit_items=11
ex204,ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_9_11_14,bf16_log2 / DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,log2_arithbase_delta_hilo3_formulaeq_bits_9_11_14,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_9_11_14.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_9_11_14.aig,1,1,1528,18,27504,15180,1.811858,0,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_9_11_14.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_9_11_14.aig,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides= bit_items=0; formula bit overrides bits=9_11_14 bit_items=3
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1,bf16_log10 / log10 / bf16_log10 / log10,sep_fields_e3_m3_s0_bits_15_bh1,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1.aig,1,1,4463,17,75871,47128,1.609892,0,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1.aig,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=15 bit_hi_bits=1 bit_items=8; curated_active_seed
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2,bf16_log10 / log10,sep_fields_e3_m3_s0_bits_15_bh2,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2.aig,1,1,4463,17,75871,47128,1.609892,0,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2.aig,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=15 bit_hi_bits=2 bit_items=8; archived_low_value_intermediate
ex205,ex205_bf16_log10_bitplanes_h3,bf16_log10 / log10,bitplanes_h3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/verilog/ex205_bf16_log10_bitplanes_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/aigs/ex205_bf16_log10_bitplanes_h3.aig,1,1,4465,17,75905,47128,1.610614,0,0,,,diverse_other,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/verilog/ex205_bf16_log10_bitplanes_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/aigs/ex205_bf16_log10_bitplanes_h3.aig,all output bitplanes hi_bits=3 items=20103; curated_active_seed
ex205,ex205_bf16_log10_hilo3_word_mode,bf16_log10 / log10,hilo3_word_mode,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/verilog/ex205_bf16_log10_hilo3_word_mode.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/aigs/ex205_bf16_log10_hilo3_word_mode.aig,1,1,4495,17,76415,47128,1.621435,0,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/verilog/ex205_bf16_log10_hilo3_word_mode.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/aigs/ex205_bf16_log10_hilo3_word_mode.aig,hi_lo split field_mode=False hi_bits=3 default_mode=default_override items=7626; curated_active_seed
ex205,ex205_bf16_log10_legacy_positive_default_exp_mant_case,bf16_log10 / log10,legacy_positive_default_exp_mant_case,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/verilog/ex205_bf16_log10_legacy_positive_default_exp_mant_case.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/aigs/ex205_bf16_log10_legacy_positive_default_exp_mant_case.aig,1,1,4464,19,84816,47128,1.799694,0,0,,,diverse_default,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/verilog/ex205_bf16_log10_legacy_positive_default_exp_mant_case.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex205/aigs/ex205_bf16_log10_legacy_positive_default_exp_mant_case.aig,legacy bf16_verilog_search positive_default_exp_mant_case; 32642; default=nan; exceptions=128; archived_low_value_intermediate
