case,input_width,split_bit,input_transform,output_transform,matches,total,exact,match_ratio,examples
ex289,16,14,reverse_comp_all,comp_reverse,432,16384,0,0.026367,x=0x1:p=0x7fff:pred=0xfffd:exp=0xffbf;x=0x4:p=0xdfff:pred=0xffbf:exp=0xbfff;x=0x5:p=0x5fff:pred=0xff5f:exp=0xffaf
ex289,16,14,reverse_comp_all,pair_swap,19,16384,0,0.001160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0x7fff:pred=0x4000:exp=0xffbf;x=0x4:p=0xdfff:pred=0x100:exp=0xbfff
ex289,16,14,reverse_comp_all,comp_pair_swap,131,16384,0,0.007996,x=0x1:p=0x7fff:pred=0xbfff:exp=0xffbf;x=0x4:p=0xdfff:pred=0xfeff:exp=0xbfff;x=0x5:p=0x5fff:pred=0xf5ff:exp=0xffaf
ex289,16,14,reverse_comp_except_split,identity,0,16384,0,0.000000,x=0x0:p=0xfffd:pred=0x0:exp=0xfffb;x=0x1:p=0x7ffd:pred=0x4000:exp=0xfbef;x=0x4:p=0xdffd:pred=0x200:exp=0xeffe
ex289,16,14,reverse_comp_except_split,comp,0,16384,0,0.000000,x=0x0:p=0xfffd:pred=0xffff:exp=0xfffb;x=0x1:p=0x7ffd:pred=0xbfff:exp=0xfbef;x=0x4:p=0xdffd:pred=0xfdff:exp=0xeffe
ex289,16,14,reverse_comp_except_split,reverse,0,16384,0,0.000000,x=0x0:p=0xfffd:pred=0x0:exp=0xfffb;x=0x1:p=0x7ffd:pred=0x2:exp=0xfbef;x=0x4:p=0xdffd:pred=0x40:exp=0xeffe
ex289,16,14,reverse_comp_except_split,comp_reverse,0,16384,0,0.000000,x=0x0:p=0xfffd:pred=0xffff:exp=0xfffb;x=0x1:p=0x7ffd:pred=0xfffd:exp=0xfbef;x=0x4:p=0xdffd:pred=0xffbf:exp=0xeffe
ex289,16,14,reverse_comp_except_split,pair_swap,0,16384,0,0.000000,x=0x0:p=0xfffd:pred=0x0:exp=0xfffb;x=0x1:p=0x7ffd:pred=0x4000:exp=0xfbef;x=0x4:p=0xdffd:pred=0x100:exp=0xeffe
ex289,16,14,reverse_comp_except_split,comp_pair_swap,0,16384,0,0.000000,x=0x0:p=0xfffd:pred=0xffff:exp=0xfffb;x=0x1:p=0x7ffd:pred=0xbfff:exp=0xfbef;x=0x4:p=0xdffd:pred=0xfeff:exp=0xeffe
ex289,16,14,reverse,identity,264,16384,0,0.016113,x=0x2:p=0x4000:pred=0x2000:exp=0x20;x=0x3:p=0xc000:pred=0xc:exp=0x3000;x=0x6:p=0x6000:pred=0xa00:exp=0xa0
ex289,16,14,reverse,comp,240,16384,0,0.014648,x=0x2:p=0x4000:pred=0xdfff:exp=0x20;x=0x3:p=0xc000:pred=0xfff3:exp=0x3000;x=0x6:p=0x6000:pred=0xf5ff:exp=0xa0
ex289,16,14,reverse,reverse,312,16384,0,0.019043,x=0x2:p=0x4000:pred=0x4:exp=0x20;x=0x6:p=0x6000:pred=0x50:exp=0xa0;x=0x7:p=0xe000:pred=0x380:exp=0xb000
ex289,16,14,reverse,comp_reverse,380,16384,0,0.023193,x=0x2:p=0x4000:pred=0xfffb:exp=0x20;x=0x3:p=0xc000:pred=0xcfff:exp=0x3000;x=0x6:p=0x6000:pred=0xffaf:exp=0xa0
ex289,16,14,reverse,pair_swap,48,16384,0,0.002930,x=0x2:p=0x4000:pred=0x2000:exp=0x20;x=0x3:p=0xc000:pred=0xc:exp=0x3000;x=0x6:p=0x6000:pred=0x500:exp=0xa0
ex289,16,14,reverse,comp_pair_swap,20,16384,0,0.001221,x=0x2:p=0x4000:pred=0xdfff:exp=0x20;x=0x3:p=0xc000:pred=0xfff3:exp=0x3000;x=0x6:p=0x6000:pred=0xfaff:exp=0xa0
ex289,16,15,comp_all,identity,803,32768,0,0.024506,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,15,comp_all,comp,1,32768,0,0.000031,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,15,comp_all,reverse,0,32768,0,0.000000,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x2:exp=0xfffd;x=0x2:p=0xfffd:pred=0x4:exp=0xfffb
ex289,16,15,comp_all,comp_reverse,32768,32768,1,1.000000,
ex289,16,15,comp_all,pair_swap,131,32768,0,0.003998,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x1:p=0xfffe:pred=0x4000:exp=0xfffd;x=0x2:p=0xfffd:pred=0x2000:exp=0xfffb
ex289,16,15,comp_all,comp_pair_swap,33,32768,0,0.001007,x=0x1:p=0xfffe:pred=0xbfff:exp=0xfffd;x=0x2:p=0xfffd:pred=0xdfff:exp=0xfffb;x=0x3:p=0xfffc:pred=0xfff3:exp=0xcfff
ex289,16,15,reverse_comp_all,identity,187,16384,0,0.011414,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff;x=0x4:p=0xdfff:pred=0x200:exp=0xbfff
ex289,16,15,reverse_comp_all,comp,301,16384,0,0.018372,x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfdff:exp=0xbfff;x=0x6:p=0x9fff:pred=0xf5ff:exp=0xfaff
ex289,16,15,reverse_comp_all,reverse,236,16384,0,0.014404,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x2:p=0xbfff:pred=0x4:exp=0xfbff;x=0x4:p=0xdfff:pred=0x40:exp=0xbfff
ex289,16,15,reverse_comp_all,comp_reverse,420,16384,0,0.025635,x=0x2:p=0xbfff:pred=0xfffb:exp=0xfbff;x=0x4:p=0xdfff:pred=0xffbf:exp=0xbfff;x=0x6:p=0x9fff:pred=0xffaf:exp=0xfaff
ex289,16,15,reverse_comp_all,pair_swap,19,16384,0,0.001160,x=0x0:p=0xffff:pred=0x0:exp=0xffff;x=0x2:p=0xbfff:pred=0x2000:exp=0xfbff;x=0x4:p=0xdfff:pred=0x100:exp=0xbfff
ex289,16,15,reverse_comp_all,comp_pair_swap,131,16384,0,0.007996,x=0x2:p=0xbfff:pred=0xdfff:exp=0xfbff;x=0x4:p=0xdfff:pred=0xfeff:exp=0xbfff;x=0x8:p=0xefff:pred=0xffef:exp=0xdfff
ex289,16,15,reverse_comp_except_split,identity,0,16384,0,0.000000,x=0x0:p=0xfffe:pred=0x0:exp=0xfffd;x=0x2:p=0xbffe:pred=0x2000:exp=0xf7df;x=0x4:p=0xdffe:pred=0x200:exp=0x7ff7
ex289,16,15,reverse_comp_except_split,comp,0,16384,0,0.000000,x=0x0:p=0xfffe:pred=0xffff:exp=0xfffd;x=0x2:p=0xbffe:pred=0xdfff:exp=0xf7df;x=0x4:p=0xdffe:pred=0xfdff:exp=0x7ff7
ex289,16,15,reverse_comp_except_split,reverse,0,16384,0,0.000000,x=0x0:p=0xfffe:pred=0x0:exp=0xfffd;x=0x2:p=0xbffe:pred=0x4:exp=0xf7df;x=0x4:p=0xdffe:pred=0x40:exp=0x7ff7
ex289,16,15,reverse_comp_except_split,comp_reverse,0,16384,0,0.000000,x=0x0:p=0xfffe:pred=0xffff:exp=0xfffd;x=0x2:p=0xbffe:pred=0xfffb:exp=0xf7df;x=0x4:p=0xdffe:pred=0xffbf:exp=0x7ff7
ex289,16,15,reverse_comp_except_split,pair_swap,0,16384,0,0.000000,x=0x0:p=0xfffe:pred=0x0:exp=0xfffd;x=0x2:p=0xbffe:pred=0x2000:exp=0xf7df;x=0x4:p=0xdffe:pred=0x100:exp=0x7ff7
ex289,16,15,reverse_comp_except_split,comp_pair_swap,0,16384,0,0.000000,x=0x0:p=0xfffe:pred=0xffff:exp=0xfffd;x=0x2:p=0xbffe:pred=0xdfff:exp=0xf7df;x=0x4:p=0xdffe:pred=0xfeff:exp=0x7ff7
ex289,16,15,reverse,identity,276,16384,0,0.016846,x=0x1:p=0x8000:pred=0x4000:exp=0x200;x=0x3:p=0xc000:pred=0xc:exp=0x3000;x=0x5:p=0xa000:pred=0x500:exp=0xa00
ex289,16,15,reverse,comp,236,16384,0,0.014404,x=0x1:p=0x8000:pred=0xbfff:exp=0x200;x=0x3:p=0xc000:pred=0xfff3:exp=0x3000;x=0x5:p=0xa000:pred=0xfaff:exp=0xa00
ex289,16,15,reverse,reverse,300,16384,0,0.018311,x=0x1:p=0x8000:pred=0x2:exp=0x200;x=0x5:p=0xa000:pred=0xa0:exp=0xa00;x=0x7:p=0xe000:pred=0x380:exp=0xb000
ex289,16,15,reverse,comp_reverse,384,16384,0,0.023438,x=0x1:p=0x8000:pred=0xfffd:exp=0x200;x=0x3:p=0xc000:pred=0xcfff:exp=0x3000;x=0x5:p=0xa000:pred=0xff5f:exp=0xa00
ex289,16,15,reverse,pair_swap,48,16384,0,0.002930,x=0x1:p=0x8000:pred=0x4000:exp=0x200;x=0x3:p=0xc000:pred=0xc:exp=0x3000;x=0x7:p=0xe000:pred=0x2c0:exp=0xb000
ex289,16,15,reverse,comp_pair_swap,20,16384,0,0.001221,x=0x1:p=0x8000:pred=0xbfff:exp=0x200;x=0x3:p=0xc000:pred=0xfff3:exp=0x3000;x=0x5:p=0xa000:pred=0xf5ff:exp=0xa00
