round,run_id,agent_id,case,candidate_id,official_status,equivalent,area,delay,adp,reference_adp,current_adp,frontend_best_adp,verilog_path,aig_path,log_path,notes,output_dir,evaluate_log,runtime_sec,method_signature,shard_csv,status,frontend_adp,improves_frontend,beats_current,beats_reference,eval_log,hypothesis,variant,verified_truth,current_frontend_adp,eval_status,synth_log,representation,sharing,grouping,official_eval_dir,synth_sec,eval_sec
,,sub-fp8-mid-source-r77,ex249,ex249_r77_perbit_decomp,,,191,29,5539,2079,3339,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/verilog/ex249_r77_perbit_decomp.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/aigs/ex249_r77_perbit_decomp.aig,,per-bit output assign decomposition over current exact source; family=per-bit assign decomposition,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,4342,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/logs/ex249_r77_perbit_decomp.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex249,ex249_r77_flattened_inline,,,191,30,5730,2079,3339,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/verilog/ex249_r77_flattened_inline.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/aigs/ex249_r77_flattened_inline.aig,,renamed flattened source with a shallow output staging wire where available; family=flattened inline expression,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,4342,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/logs/ex249_r77_flattened_inline.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex241,ex241_r77_keep_boundary,,,545,30,16350,7224,11592,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/verilog/ex241_r77_keep_boundary.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/aigs/ex241_r77_keep_boundary.aig,,small keep/wire-boundary annotations on shared semantic predicates; family=shared semantic decode boundary,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,14094,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/logs/ex241_r77_keep_boundary.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex241,ex241_r77_grouped_vector,,,557,30,16710,7224,11592,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/verilog/ex241_r77_grouped_vector.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/aigs/ex241_r77_grouped_vector.aig,,grouped sign/magnitude output vector wrapper over current exact source; family=grouped output vectors,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,14094,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/logs/ex241_r77_grouped_vector.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex241,ex241_r77_perbit_decomp,,,557,30,16710,7224,11592,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/verilog/ex241_r77_perbit_decomp.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/aigs/ex241_r77_perbit_decomp.aig,,per-bit output assign decomposition over current exact source; family=per-bit assign decomposition,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,14094,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/logs/ex241_r77_perbit_decomp.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex241,ex241_r77_flattened_inline,,,554,30,16620,7224,11592,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/verilog/ex241_r77_flattened_inline.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/aigs/ex241_r77_flattened_inline.aig,,renamed flattened source with a shallow output staging wire where available; family=flattened inline expression,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,14094,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/logs/ex241_r77_flattened_inline.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex240,ex240_r77_keep_boundary,,,638,46,29348,13299,21046,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/verilog/ex240_r77_keep_boundary.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/aigs/ex240_r77_keep_boundary.aig,,small keep/wire-boundary annotations on shared semantic predicates; family=shared semantic decode boundary,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,26230,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/logs/ex240_r77_keep_boundary.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex240,ex240_r77_grouped_vector,,,634,47,29798,13299,21046,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/verilog/ex240_r77_grouped_vector.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/aigs/ex240_r77_grouped_vector.aig,,grouped sign/magnitude output vector wrapper over current exact source; family=grouped output vectors,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,26230,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/logs/ex240_r77_grouped_vector.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex240,ex240_r77_perbit_decomp,,,634,47,29798,13299,21046,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/verilog/ex240_r77_perbit_decomp.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/aigs/ex240_r77_perbit_decomp.aig,,per-bit output assign decomposition over current exact source; family=per-bit assign decomposition,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,26230,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/logs/ex240_r77_perbit_decomp.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex240,ex240_r77_flattened_inline,,,650,46,29900,13299,21046,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/verilog/ex240_r77_flattened_inline.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/aigs/ex240_r77_flattened_inline.aig,,renamed flattened source with a shallow output staging wire where available; family=flattened inline expression,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,26230,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/logs/ex240_r77_flattened_inline.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex245,ex245_r77_keep_boundary,,,707,36,25452,11050,17319,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/verilog/ex245_r77_keep_boundary.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/aigs/ex245_r77_keep_boundary.aig,,small keep/wire-boundary annotations on shared semantic predicates; family=shared semantic decode boundary,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,22077,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/logs/ex245_r77_keep_boundary.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex245,ex245_r77_grouped_vector,,,727,34,24718,11050,17319,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/verilog/ex245_r77_grouped_vector.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/aigs/ex245_r77_grouped_vector.aig,,grouped sign/magnitude output vector wrapper over current exact source; family=grouped output vectors,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,22077,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/logs/ex245_r77_grouped_vector.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex245,ex245_r77_perbit_decomp,,,727,34,24718,11050,17319,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/verilog/ex245_r77_perbit_decomp.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/aigs/ex245_r77_perbit_decomp.aig,,per-bit output assign decomposition over current exact source; family=per-bit assign decomposition,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,22077,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/logs/ex245_r77_perbit_decomp.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-mid-source-r77,ex245,ex245_r77_flattened_inline,,,726,36,26136,11050,17319,,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/verilog/ex245_r77_flattened_inline.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/aigs/ex245_r77_flattened_inline.aig,,renamed flattened source with a shallow output staging wire where available; family=flattened inline expression,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/evaluation_results.csv,OK,22077,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/logs/ex245_r77_flattened_inline.evaluate.py.log,,,,,,,,,,,,
,,sub-fp8-worst-source-r77,ex247,ex247_r77_current_copy,,1,367,24,8808,2975,,,/home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-worst-source-r77/ex247/ex247_r77_current_copy/verilog/ex247_r77_current_copy.v,/home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-worst-source-r77/ex247/ex247_r77_current_copy/aigs/ex247.aig,,source-only; synth_sec=0.375; eval_sec=0.464; eval_code=0,,,,ex247|E5M2FN_packed_low-over-high_division|current_source_copy|shared_semantic_wires_preserved_as_original_source|repo_yosys_frontend_default|official_evaluate|full_word,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/evaluation_results.csv,,,0,,0,/home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-worst-source-r77/ex247/ex247_r77_current_copy/logs/ex247_r77_current_copy.evaluate.py.log,E5M2FN packed low-over-high division,current-best source copy control,1,7291,OK,/home/b10507053/ALS_Final_Project/student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-worst-source-r77/ex247/ex247_r77_current_copy/logs/ex247_r77_current_copy.yosys_synth.log,,,,,,
