round,run_id,agent_id,case,candidate_id,hypothesis,representation,sharing_strategy,shared_structure,estimated_shared_terms,notes,shard_csv,status,area,delay,adp,frontend_adp,current_adp,reference_adp,improves_frontend,beats_current,beats_reference,verilog_path,aig_path,eval_log,family,output_grouping,result_adp,outcome,method_signature,qor
,,sub-fp8-mid-source-r77,ex249,ex249_r77_keep_boundary,,,,,,shared semantic decode boundary; small keep/wire-boundary annotations on shared semantic predicates; family=shared semantic decode boundary,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,173,28,4844,4342,3339,2079,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/verilog/ex249_r77_keep_boundary.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/aigs/ex249_r77_keep_boundary.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/logs/ex249_r77_keep_boundary.evaluate.py.log,shared semantic decode boundary,,,,,
,,sub-fp8-mid-source-r77,ex249,ex249_r77_grouped_vector,,,,,,grouped output vectors; grouped sign/magnitude output vector wrapper over current exact source; family=grouped output vectors,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,191,29,5539,4342,3339,2079,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/verilog/ex249_r77_grouped_vector.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/aigs/ex249_r77_grouped_vector.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/logs/ex249_r77_grouped_vector.evaluate.py.log,grouped output vectors,,,,,
,,sub-fp8-mid-source-r77,ex249,ex249_r77_perbit_decomp,,,,,,per-bit assign decomposition; per-bit output assign decomposition over current exact source; family=per-bit assign decomposition,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,191,29,5539,4342,3339,2079,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/verilog/ex249_r77_perbit_decomp.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/aigs/ex249_r77_perbit_decomp.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/logs/ex249_r77_perbit_decomp.evaluate.py.log,per-bit assign decomposition,,,,,
,,sub-fp8-mid-source-r77,ex249,ex249_r77_flattened_inline,,,,,,flattened inline expression; renamed flattened source with a shallow output staging wire where available; family=flattened inline expression,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,191,30,5730,4342,3339,2079,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/verilog/ex249_r77_flattened_inline.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/aigs/ex249_r77_flattened_inline.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex249/logs/ex249_r77_flattened_inline.evaluate.py.log,flattened inline expression,,,,,
,,sub-fp8-mid-source-r77,ex241,ex241_r77_keep_boundary,,,,,,shared semantic decode boundary; small keep/wire-boundary annotations on shared semantic predicates; family=shared semantic decode boundary,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,545,30,16350,14094,11592,7224,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/verilog/ex241_r77_keep_boundary.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/aigs/ex241_r77_keep_boundary.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/logs/ex241_r77_keep_boundary.evaluate.py.log,shared semantic decode boundary,,,,,
,,sub-fp8-mid-source-r77,ex241,ex241_r77_grouped_vector,,,,,,grouped output vectors; grouped sign/magnitude output vector wrapper over current exact source; family=grouped output vectors,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,557,30,16710,14094,11592,7224,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/verilog/ex241_r77_grouped_vector.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/aigs/ex241_r77_grouped_vector.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/logs/ex241_r77_grouped_vector.evaluate.py.log,grouped output vectors,,,,,
,,sub-fp8-mid-source-r77,ex241,ex241_r77_perbit_decomp,,,,,,per-bit assign decomposition; per-bit output assign decomposition over current exact source; family=per-bit assign decomposition,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,557,30,16710,14094,11592,7224,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/verilog/ex241_r77_perbit_decomp.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/aigs/ex241_r77_perbit_decomp.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/logs/ex241_r77_perbit_decomp.evaluate.py.log,per-bit assign decomposition,,,,,
,,sub-fp8-mid-source-r77,ex241,ex241_r77_flattened_inline,,,,,,flattened inline expression; renamed flattened source with a shallow output staging wire where available; family=flattened inline expression,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,554,30,16620,14094,11592,7224,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/verilog/ex241_r77_flattened_inline.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/aigs/ex241_r77_flattened_inline.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex241/logs/ex241_r77_flattened_inline.evaluate.py.log,flattened inline expression,,,,,
,,sub-fp8-mid-source-r77,ex240,ex240_r77_keep_boundary,,,,,,shared semantic decode boundary; small keep/wire-boundary annotations on shared semantic predicates; family=shared semantic decode boundary,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,638,46,29348,26230,21046,13299,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/verilog/ex240_r77_keep_boundary.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/aigs/ex240_r77_keep_boundary.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/logs/ex240_r77_keep_boundary.evaluate.py.log,shared semantic decode boundary,,,,,
,,sub-fp8-mid-source-r77,ex240,ex240_r77_grouped_vector,,,,,,grouped output vectors; grouped sign/magnitude output vector wrapper over current exact source; family=grouped output vectors,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,634,47,29798,26230,21046,13299,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/verilog/ex240_r77_grouped_vector.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/aigs/ex240_r77_grouped_vector.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/logs/ex240_r77_grouped_vector.evaluate.py.log,grouped output vectors,,,,,
,,sub-fp8-mid-source-r77,ex240,ex240_r77_perbit_decomp,,,,,,per-bit assign decomposition; per-bit output assign decomposition over current exact source; family=per-bit assign decomposition,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,634,47,29798,26230,21046,13299,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/verilog/ex240_r77_perbit_decomp.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/aigs/ex240_r77_perbit_decomp.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/logs/ex240_r77_perbit_decomp.evaluate.py.log,per-bit assign decomposition,,,,,
,,sub-fp8-mid-source-r77,ex240,ex240_r77_flattened_inline,,,,,,flattened inline expression; renamed flattened source with a shallow output staging wire where available; family=flattened inline expression,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,650,46,29900,26230,21046,13299,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/verilog/ex240_r77_flattened_inline.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/aigs/ex240_r77_flattened_inline.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex240/logs/ex240_r77_flattened_inline.evaluate.py.log,flattened inline expression,,,,,
,,sub-fp8-mid-source-r77,ex245,ex245_r77_keep_boundary,,,,,,shared semantic decode boundary; small keep/wire-boundary annotations on shared semantic predicates; family=shared semantic decode boundary,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,707,36,25452,22077,17319,11050,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/verilog/ex245_r77_keep_boundary.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/aigs/ex245_r77_keep_boundary.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/logs/ex245_r77_keep_boundary.evaluate.py.log,shared semantic decode boundary,,,,,
,,sub-fp8-mid-source-r77,ex245,ex245_r77_grouped_vector,,,,,,grouped output vectors; grouped sign/magnitude output vector wrapper over current exact source; family=grouped output vectors,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,727,34,24718,22077,17319,11050,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/verilog/ex245_r77_grouped_vector.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/aigs/ex245_r77_grouped_vector.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/logs/ex245_r77_grouped_vector.evaluate.py.log,grouped output vectors,,,,,
,,sub-fp8-mid-source-r77,ex245,ex245_r77_perbit_decomp,,,,,,per-bit assign decomposition; per-bit output assign decomposition over current exact source; family=per-bit assign decomposition,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,727,34,24718,22077,17319,11050,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/verilog/ex245_r77_perbit_decomp.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/aigs/ex245_r77_perbit_decomp.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/logs/ex245_r77_perbit_decomp.evaluate.py.log,per-bit assign decomposition,,,,,
,,sub-fp8-mid-source-r77,ex245,ex245_r77_flattened_inline,,,,,,flattened inline expression; renamed flattened source with a shallow output staging wire where available; family=flattened inline expression,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-mid-source-r77/shared_structure_report.csv,OK,726,36,26136,22077,17319,11050,0,0,0,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/verilog/ex245_r77_flattened_inline.v,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/aigs/ex245_r77_flattened_inline.aig,student/work/frontend_source_parallel_round77_20260613_1733/sub-fp8-mid-source-r77/ex245/logs/ex245_r77_flattened_inline.evaluate.py.log,flattened inline expression,,,,,
,,sub-fp8-worst-source-r77,ex247,ex247_r77_current_copy,,,,shared semantic wires preserved as original source,,current-best source copy control,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,current_source_copy,full_word,8808,equivalent,,
,,sub-fp8-worst-source-r77,ex247,ex247_r77_keep_semantic_wires,,,,semantic decode/product/boundary wires marked keep,,selective keep on reused semantic wires,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,selective_keep_semantic_wires,full_word,9542,equivalent,,
,,sub-fp8-worst-source-r77,ex247,ex247_r77_output_style_caseassign,,,,same semantic wires with output mux/grouping rewritten,,assign versus always/case output style rewrite,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,output_style_caseassign,full_word,9854,equivalent,,
,,sub-fp8-worst-source-r77,ex247,ex247_r77_boundary_core,,,,shared semantic decode routed through a source module boundary before flatten,,boundary module variant around current semantic core,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,flattenable_boundary_core,full_word,8808,equivalent,,
,,sub-fp8-worst-source-r77,ex246,ex246_r77_current_copy,,,,shared semantic wires preserved as original source,,current-best source copy control,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,current_source_copy,full_word,8520,equivalent,,
,,sub-fp8-worst-source-r77,ex246,ex246_r77_keep_semantic_wires,,,,semantic decode/product/boundary wires marked keep,,selective keep on reused semantic wires,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,selective_keep_semantic_wires,full_word,8424,equivalent,,
,,sub-fp8-worst-source-r77,ex246,ex246_r77_output_style_caseassign,,,,same semantic wires with output mux/grouping rewritten,,assign versus always/case output style rewrite,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,output_style_caseassign,full_word,8520,equivalent,,
,,sub-fp8-worst-source-r77,ex246,ex246_r77_boundary_core,,,,shared semantic decode routed through a source module boundary before flatten,,boundary module variant around current semantic core,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,flattenable_boundary_core,full_word,8448,equivalent,,
,,sub-fp8-worst-source-r77,ex244,ex244_r77_current_copy,,,,shared semantic wires preserved as original source,,current-best source copy control,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,current_source_copy,full_word,12136,equivalent,,
,,sub-fp8-worst-source-r77,ex244,ex244_r77_keep_semantic_wires,,,,semantic decode/product/boundary wires marked keep,,selective keep on reused semantic wires,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,selective_keep_semantic_wires,full_word,11803,equivalent,,
,,sub-fp8-worst-source-r77,ex244,ex244_r77_output_style_caseassign,,,,same semantic wires with output mux/grouping rewritten,,assign versus always/case output style rewrite,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,output_style_caseassign,full_word,12388,equivalent,,
,,sub-fp8-worst-source-r77,ex244,ex244_r77_boundary_core,,,,shared semantic decode routed through a source module boundary before flatten,,boundary module variant around current semantic core,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-fp8-worst-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,flattenable_boundary_core,full_word,11445,equivalent,,
round77,frontend_source_parallel_round77_20260613_1733,sub-integer-source-r77,ex260,ex260_r77_bw_boundary_cse_abc_g_aig,signed low4_high4 multiply keeps current Baugh-Wooley semantics but exposes common sign-correction boundaries,grouped partial products plus explicit sign-row/sign-column correction buses,"shared sign-correction wires, grouped partial products, named carry wires reused across high output bits","shared sign-correction wires, grouped partial products, named carry wires reused across high output bits",source-declared,frontend source only; no standalone ABC/remap/post-AIG optimization,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-integer-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,,,,,
round77,frontend_source_parallel_round77_20260613_1733,sub-integer-source-r77,ex260,ex260_r77_bw_boundary_cse_synth_preset_d13,signed low4_high4 multiply keeps current Baugh-Wooley semantics but exposes common sign-correction boundaries,grouped partial products plus explicit sign-row/sign-column correction buses,"shared sign-correction wires, grouped partial products, named carry wires reused across high output bits","shared sign-correction wires, grouped partial products, named carry wires reused across high output bits",source-declared,frontend source only; no standalone ABC/remap/post-AIG optimization,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-integer-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,,,,,
round77,frontend_source_parallel_round77_20260613_1733,sub-integer-source-r77,ex260,ex260_r77_low_anf_helper_abc_g_aig,low product bits can use a small shared ANF monomial helper while high bits keep current shared compressor carries,explicit low-bit ANF/common monomials plus current Baugh-Wooley high-bit carry network,common low monomials feed bits 0-3; compressor carry wires continue to feed bits 4-7,common low monomials feed bits 0-3; compressor carry wires continue to feed bits 4-7,source-declared,frontend source only; no standalone ABC/remap/post-AIG optimization,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-integer-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,,,,,
round77,frontend_source_parallel_round77_20260613_1733,sub-integer-source-r77,ex260,ex260_r77_low_anf_helper_synth_preset_d13,low product bits can use a small shared ANF monomial helper while high bits keep current shared compressor carries,explicit low-bit ANF/common monomials plus current Baugh-Wooley high-bit carry network,common low monomials feed bits 0-3; compressor carry wires continue to feed bits 4-7,common low monomials feed bits 0-3; compressor carry wires continue to feed bits 4-7,source-declared,frontend source only; no standalone ABC/remap/post-AIG optimization,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-integer-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,,,,,
round77,frontend_source_parallel_round77_20260613_1733,sub-integer-source-r77,ex266,ex266_r77_hi_compare_residual_abc_g_aig,current quotient cofactor source can prune high-denominator cells into small compare residuals while preserving low-denominator BDD cells,"current {b[4:3],a[4]} low cells plus explicit high-cell quotient comparisons","shared high-cell selector, current group0/group1 local BDDs, and compact compare residuals for groups 2-7","shared high-cell selector, current group0/group1 local BDDs, and compact compare residuals for groups 2-7",source-declared,frontend source only; no standalone ABC/remap/post-AIG optimization,student/frontend_campaigns/campaigns/frontend_source_parallel_round77_20260613_1733/agent_shards/sub-integer-source-r77/shared_structure_report.csv,,,,,,,,,,,,,,,,,,,
