case,model,missing_policy,order_name,order_fields,input_width,output_width,field_count,bucket_count,selected_features,mapped_keys,domain_space,terminal_count,nonterm_nodes,total_nodes,max_width,width_profile,valid_exact,trace
ex286,word,reuse_first,domain_desc,cnt6:cnt7:cnt3:cnt2:sel2_xor6_7:sel1_raw10:sel0_raw3:cnt5:cnt4:cnt1:cnt0,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,3959,6192,1952,1:4:12:36:54:48:64:256:512:1020:1952,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_first,domain_desc,cnt6:cnt7:cnt3:cnt2:sel2_xor6_7:sel1_raw10:sel0_raw3:cnt5:cnt4:cnt1:cnt0,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,3406,3408,704,13:52:156:468:591:624:704:640:144:12:2,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,reuse_first,entropy_asc,cnt6:cnt3:cnt2:cnt7:cnt5:sel0_raw3:cnt4:cnt1:cnt0:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,4353,6586,1383,1:4:12:36:108:72:288:574:1139:736:1383,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_first,entropy_asc,cnt6:cnt3:cnt2:cnt7:cnt5:sel0_raw3:cnt4:cnt1:cnt0:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,4312,4314,1192,13:52:156:441:930:541:1192:771:202:12:2,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,reuse_first,entropy_desc,sel2_xor6_7:sel1_raw10:cnt0:cnt1:cnt4:sel0_raw3:cnt5:cnt7:cnt2:cnt3:cnt6,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,2931,5164,1524,1:2:4:8:16:32:64:128:384:768:1524,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_first,entropy_desc,sel2_xor6_7:sel1_raw10:cnt0:cnt1:cnt4:sel0_raw3:cnt5:cnt7:cnt2:cnt3:cnt6,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,2625,2627,722,13:26:48:96:176:326:559:450:722:195:14,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,reuse_first,selector_count_interleave,sel0_raw3:cnt0:sel1_raw10:cnt1:sel2_xor6_7:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,2559,4792,1536,1:2:4:8:16:32:64:128:256:512:1536,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_first,selector_count_interleave,sel0_raw3:cnt0:sel1_raw10:cnt1:sel2_xor6_7:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,2241,2243,606,13:26:52:96:176:320:606:579:292:75:6,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,reuse_mode,counts_then_selectors,cnt0:cnt1:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7:sel0_raw3:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,3541,5774,1383,1:2:4:12:36:72:144:576:575:736:1383,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_mode,counts_then_selectors,cnt0:cnt1:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7:sel0_raw3:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,2303,2305,638,13:26:48:136:362:472:421:638:173:12:2,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,reuse_mode,selectors_then_counts,sel0_raw3:sel1_raw10:sel2_xor6_7:cnt0:cnt1:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,2559,4792,1536,1:2:4:8:16:32:64:128:256:512:1536,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_mode,selectors_then_counts,sel0_raw3:sel1_raw10:sel2_xor6_7:cnt0:cnt1:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,2257,2259,606,13:26:48:96:192:320:606:579:294:77:6,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,reuse_mode,count_center_then_selectors,cnt3:cnt4:cnt2:cnt5:cnt1:cnt6:cnt0:cnt7:sel0_raw3:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,3694,5927,1383,1:3:6:18:36:72:288:576:575:736:1383,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_mode,count_center_then_selectors,cnt3:cnt4:cnt2:cnt5:cnt1:cnt6:cnt0:cnt7:sel0_raw3:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,2653,2655,905,13:39:78:172:269:352:905:638:173:12:2,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,reuse_mode,count_edges_then_selectors,cnt7:cnt0:cnt6:cnt1:cnt5:cnt2:cnt4:cnt3:sel0_raw3:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,3736,5969,1383,1:3:6:24:48:96:288:576:575:736:1383,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_mode,count_edges_then_selectors,cnt7:cnt0:cnt6:cnt1:cnt5:cnt2:cnt4:cnt3:sel0_raw3:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,4038,4040,1377,13:39:78:280:440:690:1377:934:173:12:2,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,reuse_mode,domain_asc,cnt0:cnt1:cnt4:cnt5:sel0_raw3:sel1_raw10:sel2_xor6_7:cnt2:cnt3:cnt7:cnt6,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,2547,4780,1524,1:2:4:8:16:32:64:128:256:512:1524,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_mode,domain_asc,cnt0:cnt1:cnt4:cnt5:sel0_raw3:sel1_raw10:sel2_xor6_7:cnt2:cnt3:cnt7:cnt6,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,1710,1712,430,13:26:48:80:128:212:299:430:385:75:14,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,reuse_mode,domain_desc,cnt6:cnt7:cnt3:cnt2:sel2_xor6_7:sel1_raw10:sel0_raw3:cnt5:cnt4:cnt1:cnt0,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,3959,6192,1952,1:4:12:36:54:48:64:256:512:1020:1952,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_mode,domain_desc,cnt6:cnt7:cnt3:cnt2:sel2_xor6_7:sel1_raw10:sel0_raw3:cnt5:cnt4:cnt1:cnt0,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,3406,3408,704,13:52:156:468:591:624:704:640:144:12:2,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,reuse_mode,entropy_asc,cnt6:cnt3:cnt2:cnt7:cnt5:sel0_raw3:cnt4:cnt1:cnt0:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,4353,6586,1383,1:4:12:36:108:72:288:574:1139:736:1383,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_mode,entropy_asc,cnt6:cnt3:cnt2:cnt7:cnt5:sel0_raw3:cnt4:cnt1:cnt0:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,4312,4314,1192,13:52:156:441:930:541:1192:771:202:12:2,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,reuse_mode,entropy_desc,sel2_xor6_7:sel1_raw10:cnt0:cnt1:cnt4:sel0_raw3:cnt5:cnt7:cnt2:cnt3:cnt6,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,2931,5164,1524,1:2:4:8:16:32:64:128:384:768:1524,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_mode,entropy_desc,sel2_xor6_7:sel1_raw10:cnt0:cnt1:cnt4:sel0_raw3:cnt5:cnt7:cnt2:cnt3:cnt6,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,2519,2521,653,13:26:48:96:176:326:559:445:653:163:14,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,reuse_mode,selector_count_interleave,sel0_raw3:cnt0:sel1_raw10:cnt1:sel2_xor6_7:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,2559,4792,1536,1:2:4:8:16:32:64:128:256:512:1536,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,reuse_mode,selector_count_interleave,sel0_raw3:cnt0:sel1_raw10:cnt1:sel2_xor6_7:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,2245,2247,606,13:26:52:96:176:320:606:579:294:77:6,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,zero,counts_then_selectors,cnt0:cnt1:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7:sel0_raw3:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,4953,7186,1433,1:2:4:12:36:72:144:576:1290:1433:1383,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,zero,counts_then_selectors,cnt0:cnt1:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7:sel0_raw3:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,2507,2509,689,13:26:48:144:397:507:492:689:177:12:2,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,zero,selectors_then_counts,sel0_raw3:sel1_raw10:sel2_xor6_7:cnt0:cnt1:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,2559,4792,1536,1:2:4:8:16:32:64:128:256:512:1536,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,zero,selectors_then_counts,sel0_raw3:sel1_raw10:sel2_xor6_7:cnt0:cnt1:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,2349,2351,606,13:26:52:104:208:384:606:579:292:79:6,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,zero,count_center_then_selectors,cnt3:cnt4:cnt2:cnt5:cnt1:cnt6:cnt0:cnt7:sel0_raw3:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,5106,7339,1433,1:3:6:18:36:72:288:576:1290:1433:1383,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,zero,count_center_then_selectors,cnt3:cnt4:cnt2:cnt5:cnt1:cnt6:cnt0:cnt7:sel0_raw3:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,2811,2813,963,13:39:78:172:282:384:963:689:177:12:2,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,zero,count_edges_then_selectors,cnt7:cnt0:cnt6:cnt1:cnt5:cnt2:cnt4:cnt3:sel0_raw3:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,5148,7381,1433,1:3:6:24:48:96:288:576:1290:1433:1383,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,zero,count_edges_then_selectors,cnt7:cnt0:cnt6:cnt1:cnt5:cnt2:cnt4:cnt3:sel0_raw3:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,4204,4206,1422,13:39:78:280:440:690:1422:1051:177:12:2,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,zero,domain_asc,cnt0:cnt1:cnt4:cnt5:sel0_raw3:sel1_raw10:sel2_xor6_7:cnt2:cnt3:cnt7:cnt6,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,2547,4780,1524,1:2:4:8:16:32:64:128:256:512:1524,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,zero,domain_asc,cnt0:cnt1:cnt4:cnt5:sel0_raw3:sel1_raw10:sel2_xor6_7:cnt2:cnt3:cnt7:cnt6,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,1905,1907,569,13:26:48:80:128:212:329:569:411:75:14,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,zero,domain_desc,cnt6:cnt7:cnt3:cnt2:sel2_xor6_7:sel1_raw10:sel0_raw3:cnt5:cnt4:cnt1:cnt0,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,4237,6470,1952,1:4:12:36:108:144:192:256:512:1020:1952,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,zero,domain_desc,cnt6:cnt7:cnt3:cnt2:sel2_xor6_7:sel1_raw10:sel0_raw3:cnt5:cnt4:cnt1:cnt0,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,5102,5104,1289,13:52:156:468:1197:1289:1129:640:144:12:2,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,zero,entropy_asc,cnt6:cnt3:cnt2:cnt7:cnt5:sel0_raw3:cnt4:cnt1:cnt0:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,5194,7427,1433,1:4:12:36:108:216:288:574:1139:1433:1383,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,zero,entropy_asc,cnt6:cnt3:cnt2:cnt7:cnt5:sel0_raw3:cnt4:cnt1:cnt0:sel1_raw10:sel2_xor6_7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,5180,5182,1259,13:52:156:453:931:1257:1259:841:204:12:2,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,zero,entropy_desc,sel2_xor6_7:sel1_raw10:cnt0:cnt1:cnt4:sel0_raw3:cnt5:cnt7:cnt2:cnt3:cnt6,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,2931,5164,1524,1:2:4:8:16:32:64:128:384:768:1524,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,zero,entropy_desc,sel2_xor6_7:sel1_raw10:cnt0:cnt1:cnt4:sel0_raw3:cnt5:cnt7:cnt2:cnt3:cnt6,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,2925,2927,868,13:26:52:104:192:372:591:498:868:195:14,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,word,zero,selector_count_interleave,sel0_raw3:cnt0:sel1_raw10:cnt1:sel2_xor6_7:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2233,2559,4792,1536,1:2:4:8:16:32:64:128:256:512:1536,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex286,bit_shared,zero,selector_count_interleave,sel0_raw3:cnt0:sel1_raw10:cnt1:sel2_xor6_7:cnt2:cnt3:cnt4:cnt5:cnt6:cnt7,13,13,11,8,raw3:raw10:xor6_7,4608,13824,2,2333,2335,606,13:26:52:104:192:384:606:579:292:79:6,1,base::3763:1728;add:raw3:4888:2304;add:raw10:6336:3072;add:xor6_7:8192:4608
ex287,word,reuse_first,counts_then_selectors,cnt0:cnt1:cnt2:cnt3:cnt4:cnt5:cnt6:sel0_xor6_7:sel1_xor8_9:sel2_raw13:sel3_raw12,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2609,5270,7879,1297,1:4:8:24:48:240:704:809:882:1297:1253,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
ex287,bit_shared,reuse_first,counts_then_selectors,cnt0:cnt1:cnt2:cnt3:cnt4:cnt5:cnt6:sel0_xor6_7:sel1_xor8_9:sel2_raw13:sel3_raw12,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2,6420,6422,2482,14:56:104:312:573:1770:2482:948:147:12:2,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
ex287,word,reuse_first,selectors_then_counts,sel0_xor6_7:sel1_xor8_9:sel2_raw13:sel3_raw12:cnt0:cnt1:cnt2:cnt3:cnt4:cnt5:cnt6,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2609,4432,7041,2673,1:2:4:8:16:48:96:192:384:1008:2673,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
ex287,bit_shared,reuse_first,selectors_then_counts,sel0_xor6_7:sel1_xor8_9:sel2_raw13:sel3_raw12:cnt0:cnt1:cnt2:cnt3:cnt4:cnt5:cnt6,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2,4123,4125,1346,14:28:56:112:224:606:1092:1346:601:42:2,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
ex287,word,reuse_first,count_center_then_selectors,cnt3:cnt2:cnt4:cnt1:cnt5:cnt0:cnt6:sel0_xor6_7:sel1_xor8_9:sel2_raw13:sel3_raw12,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2609,5220,7829,1297,1:2:6:30:60:176:704:809:882:1297:1253,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
ex287,bit_shared,reuse_first,count_center_then_selectors,cnt3:cnt2:cnt4:cnt1:cnt5:cnt0:cnt6:sel0_xor6_7:sel1_xor8_9:sel2_raw13:sel3_raw12,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2,6168,6170,2482,14:28:84:416:651:1384:2482:948:147:12:2,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
ex287,word,reuse_first,count_edges_then_selectors,cnt6:cnt0:cnt5:cnt1:cnt4:cnt2:cnt3:sel0_xor6_7:sel1_xor8_9:sel2_raw13:sel3_raw12,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2609,5268,7877,1297,1:2:8:24:48:240:704:809:882:1297:1253,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
ex287,bit_shared,reuse_first,count_edges_then_selectors,cnt6:cnt0:cnt5:cnt1:cnt4:cnt2:cnt3:sel0_xor6_7:sel1_xor8_9:sel2_raw13:sel3_raw12,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2,6906,6908,2522,14:28:112:336:552:2233:2522:948:147:12:2,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
ex287,word,reuse_first,domain_asc,cnt1:cnt3:cnt6:sel0_xor6_7:sel1_xor8_9:sel2_raw13:sel3_raw12:cnt2:cnt5:cnt0:cnt4,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2609,3198,5807,1919,1:2:4:8:16:32:64:128:256:768:1919,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
ex287,bit_shared,reuse_first,domain_asc,cnt1:cnt3:cnt6:sel0_xor6_7:sel1_xor8_9:sel2_raw13:sel3_raw12:cnt2:cnt5:cnt0:cnt4,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2,4677,4679,1264,14:26:52:104:208:368:695:1264:994:930:22,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
ex287,word,reuse_first,domain_desc,cnt4:cnt0:cnt5:cnt2:sel3_raw12:sel2_raw13:sel1_xor8_9:sel0_xor6_7:cnt6:cnt3:cnt1,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2609,5319,7928,2537,1:5:20:60:60:144:188:288:672:1344:2537,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
ex287,bit_shared,reuse_first,domain_desc,cnt4:cnt0:cnt5:cnt2:sel3_raw12:sel2_raw13:sel1_xor8_9:sel0_xor6_7:cnt6:cnt3:cnt1,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2,5914,5916,1756,14:70:280:840:801:1756:983:1018:138:12:2,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
ex287,word,reuse_first,entropy_asc,cnt4:cnt0:cnt2:cnt5:sel0_xor6_7:sel1_xor8_9:sel2_raw13:sel3_raw12:cnt1:cnt3:cnt6,14,14,11,7,xor6_7:xor8_9:raw13:raw12,6912,23040,2609,5403,8012,2673,1:5:20:60:108:130:198:192:672:1344:2673,1,base::5617:1440;add:xor6_7:7493:2304;add:xor8_9:9615:3456;add:raw13:12341:5184;add:raw12:16384:6912
