case,model,input_order,output_order,layer,layer_size,matches,match_ratio,param,mean_cyclic_distance,max_cyclic_distance
ex289,reverse,value,gray_then_reverse,1,16,0,0.000000,reverse,4.312500,7
ex289,reverse,value,gray_then_reverse,2,120,0,0.000000,reverse,30.216667,59
ex289,reverse,value,gray_then_reverse,3,560,2,0.003571,reverse,144.103571,280
ex289,reverse,value,gray_then_reverse,4,1820,2,0.001099,reverse,466.551648,910
ex289,reverse,value,gray_then_reverse,5,4368,1,0.000229,reverse,1126.966804,2183
ex289,reverse,value,gray_then_reverse,6,8008,1,0.000125,reverse,2077.003621,4002
ex289,reverse,value,gray_then_reverse,7,11440,2,0.000175,reverse,2981.401661,5720
ex289,reverse,value,gray_then_reverse,8,12870,3,0.000233,reverse,3328.856488,6434
ex289,reverse,value,gray_then_reverse,9,11440,1,0.000087,reverse,2904.617133,5720
ex289,reverse,value,gray_then_reverse,10,8008,2,0.000250,reverse,1978.413462,4003
ex289,reverse,value,gray_then_reverse,11,4368,4,0.000916,reverse,1067.786630,2183
ex289,reverse,value,gray_then_reverse,12,1820,2,0.001099,reverse,449.850549,910
ex289,reverse,value,gray_then_reverse,13,560,0,0.000000,reverse,142.628571,279
ex289,reverse,value,gray_then_reverse,14,120,1,0.008333,reverse,30.583333,58
ex289,reverse,value,gray_then_reverse,15,16,0,0.000000,reverse,4.312500,7
ex289,reverse,value,gray_then_reverse,16,1,1,1.000000,trivial,0.000000,0
ex289,reverse,value,gray_value,0,1,1,1.000000,trivial,0.000000,0
ex289,reverse,value,gray_value,1,16,4,0.250000,reverse,1.875000,7
ex289,reverse,value,gray_value,2,120,2,0.016667,reverse,24.233333,58
ex289,reverse,value,gray_value,3,560,1,0.001786,reverse,144.376786,280
ex289,reverse,value,gray_value,4,1820,0,0.000000,reverse,490.847253,910
ex289,reverse,value,gray_value,5,4368,1,0.000229,reverse,1143.396062,2184
ex289,reverse,value,gray_value,6,8008,1,0.000125,reverse,2045.923701,4003
ex289,reverse,value,gray_value,7,11440,0,0.000000,reverse,2913.109266,5719
ex289,reverse,value,gray_value,8,12870,1,0.000078,reverse,3223.235975,6435
ex289,reverse,value,gray_value,9,11440,0,0.000000,reverse,2874.601661,5720
ex289,reverse,value,gray_value,10,8008,1,0.000125,reverse,2073.962413,4004
ex289,reverse,value,gray_value,11,4368,0,0.000000,reverse,1150.977335,2184
ex289,reverse,value,gray_value,12,1820,1,0.000549,reverse,475.147253,909
ex289,reverse,value,gray_value,13,560,1,0.001786,reverse,134.437500,280
ex289,reverse,value,gray_value,14,120,1,0.008333,reverse,22.966667,58
ex289,reverse,value,gray_value,15,16,4,0.250000,reverse,2.250000,8
ex289,reverse,value,gray_value,16,1,1,1.000000,trivial,0.000000,0
ex289,reverse,value,rev_brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex289,reverse,value,rev_brgc_index,1,16,0,0.000000,reverse,4.375000,7
ex289,reverse,value,rev_brgc_index,2,120,2,0.016667,reverse,31.800000,60
ex289,reverse,value,rev_brgc_index,3,560,0,0.000000,reverse,144.194643,280
ex289,reverse,value,rev_brgc_index,4,1820,1,0.000549,reverse,467.424176,910
ex289,reverse,value,rev_brgc_index,5,4368,2,0.000458,reverse,1087.670101,2183
ex289,reverse,value,rev_brgc_index,6,8008,3,0.000375,reverse,1932.399850,4004
ex289,reverse,value,rev_brgc_index,7,11440,3,0.000262,reverse,2781.444143,5719
ex289,reverse,value,rev_brgc_index,8,12870,4,0.000311,reverse,3127.782362,6434
ex289,reverse,value,rev_brgc_index,9,11440,3,0.000262,reverse,2838.000262,5719
ex289,reverse,value,rev_brgc_index,10,8008,1,0.000125,reverse,2011.436938,4004
ex289,reverse,value,rev_brgc_index,11,4368,3,0.000687,reverse,1100.619963,2183
ex289,reverse,value,rev_brgc_index,12,1820,3,0.001648,reverse,458.894505,910
ex289,reverse,value,rev_brgc_index,13,560,1,0.001786,reverse,134.357143,279
ex289,reverse,value,rev_brgc_index,14,120,2,0.016667,reverse,26.116667,60
ex289,reverse,value,rev_brgc_index,15,16,1,0.062500,reverse,3.500000,7
ex289,reverse,value,rev_brgc_index,16,1,1,1.000000,trivial,0.000000,0
ex289,reverse,value,rev_gray_value,0,1,1,1.000000,trivial,0.000000,0
ex289,reverse,value,rev_gray_value,1,16,0,0.000000,reverse,4.375000,7
ex289,reverse,value,rev_gray_value,2,120,1,0.008333,reverse,31.866667,59
ex289,reverse,value,rev_gray_value,3,560,2,0.003571,reverse,146.073214,280
ex289,reverse,value,rev_gray_value,4,1820,3,0.001648,reverse,459.786813,910
ex289,reverse,value,rev_gray_value,5,4368,3,0.000687,reverse,1082.617445,2184
ex289,reverse,value,rev_gray_value,6,8008,2,0.000250,reverse,1976.474900,4004
ex289,reverse,value,rev_gray_value,7,11440,2,0.000175,reverse,2826.830857,5719
ex289,reverse,value,rev_gray_value,8,12870,3,0.000233,reverse,3200.409557,6435
ex289,reverse,value,rev_gray_value,9,11440,1,0.000087,reverse,2903.872203,5720
ex289,reverse,value,rev_gray_value,10,8008,2,0.000250,reverse,2045.931194,4004
ex289,reverse,value,rev_gray_value,11,4368,3,0.000687,reverse,1076.683150,2184
ex289,reverse,value,rev_gray_value,12,1820,3,0.001648,reverse,431.834066,910
ex289,reverse,value,rev_gray_value,13,560,2,0.003571,reverse,133.180357,279
ex289,reverse,value,rev_gray_value,14,120,0,0.000000,reverse,29.800000,60
ex289,reverse,value,rev_gray_value,15,16,1,0.062500,reverse,4.500000,8
ex289,reverse,value,rev_gray_value,16,1,1,1.000000,trivial,0.000000,0
ex289,reverse,value,rev_value,0,1,1,1.000000,trivial,0.000000,0
ex289,reverse,value,rev_value,1,16,0,0.000000,reverse,4.375000,7
ex289,reverse,value,rev_value,2,120,1,0.008333,reverse,32.300000,60
ex289,reverse,value,rev_value,3,560,1,0.001786,reverse,148.298214,280
ex289,reverse,value,rev_value,4,1820,4,0.002198,reverse,463.029670,909
ex289,reverse,value,rev_value,5,4368,2,0.000458,reverse,1067.281822,2184
ex289,reverse,value,rev_value,6,8008,2,0.000250,reverse,1887.046204,4004
ex289,reverse,value,rev_value,7,11440,0,0.000000,reverse,2638.470804,5719
ex289,reverse,value,rev_value,8,12870,16,0.001243,reverse,2946.193862,6435
ex289,reverse,value,rev_value,9,11440,3,0.000262,reverse,2794.503759,5720
ex289,reverse,value,rev_value,10,8008,2,0.000250,reverse,2022.712288,4004
ex289,reverse,value,rev_value,11,4368,1,0.000229,reverse,1135.324176,2183
ex289,reverse,value,rev_value,12,1820,1,0.000549,reverse,489.342857,910
ex289,reverse,value,rev_value,13,560,0,0.000000,reverse,144.598214,280
ex289,reverse,value,rev_value,14,120,2,0.016667,reverse,24.216667,59
ex289,reverse,value,rev_value,15,16,4,0.250000,reverse,1.875000,7
ex289,reverse,value,rev_value,16,1,1,1.000000,trivial,0.000000,0
ex289,reverse,value,reverse_gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex289,reverse,value,reverse_gray_then_reverse,1,16,5,0.312500,reverse,1.812500,7
ex289,reverse,value,reverse_gray_then_reverse,2,120,2,0.016667,reverse,24.916667,57
ex289,reverse,value,reverse_gray_then_reverse,3,560,0,0.000000,reverse,143.732143,280
ex289,reverse,value,reverse_gray_then_reverse,4,1820,0,0.000000,reverse,479.991209,909
ex289,reverse,value,reverse_gray_then_reverse,5,4368,2,0.000458,reverse,1131.869048,2184
ex289,reverse,value,reverse_gray_then_reverse,6,8008,3,0.000375,reverse,2097.023352,4004
ex289,reverse,value,reverse_gray_then_reverse,7,11440,0,0.000000,reverse,3009.667832,5720
ex289,reverse,value,reverse_gray_then_reverse,8,12870,1,0.000078,reverse,3371.654002,6434
ex289,reverse,value,reverse_gray_then_reverse,9,11440,0,0.000000,reverse,2942.738724,5720
ex289,reverse,value,reverse_gray_then_reverse,10,8008,2,0.000250,reverse,1995.404471,4004
ex289,reverse,value,reverse_gray_then_reverse,11,4368,0,0.000000,reverse,1040.855998,2182
ex289,reverse,value,reverse_gray_then_reverse,12,1820,2,0.001099,reverse,410.090110,910
ex289,reverse,value,reverse_gray_then_reverse,13,560,0,0.000000,reverse,114.385714,280
ex289,reverse,value,reverse_gray_then_reverse,14,120,9,0.075000,reverse,19.383333,59
ex289,reverse,value,reverse_gray_then_reverse,15,16,4,0.250000,reverse,1.937500,7
ex289,reverse,value,reverse_gray_then_reverse,16,1,1,1.000000,trivial,0.000000,0
ex289,reverse,value,value,0,1,1,1.000000,trivial,0.000000,0
ex289,reverse,value,value,1,16,4,0.250000,reverse,1.875000,7
ex289,reverse,value,value,2,120,2,0.016667,reverse,24.216667,59
ex289,reverse,value,value,3,560,0,0.000000,reverse,144.598214,280
ex289,reverse,value,value,4,1820,1,0.000549,reverse,489.342857,910
ex289,reverse,value,value,5,4368,1,0.000229,reverse,1135.324176,2183
ex289,reverse,value,value,6,8008,2,0.000250,reverse,2022.712288,4004
ex289,reverse,value,value,7,11440,3,0.000262,reverse,2794.503759,5720
ex289,reverse,value,value,8,12870,16,0.001243,reverse,2946.193862,6435
ex289,reverse,value,value,9,11440,0,0.000000,reverse,2638.470804,5719
ex289,reverse,value,value,10,8008,2,0.000250,reverse,1887.046204,4004
ex289,reverse,value,value,11,4368,2,0.000458,reverse,1067.281822,2184
ex289,reverse,value,value,12,1820,4,0.002198,reverse,463.029670,909
ex289,reverse,value,value,13,560,1,0.001786,reverse,148.298214,280
ex289,reverse,value,value,14,120,1,0.008333,reverse,32.300000,60
ex289,reverse,value,value,15,16,0,0.000000,reverse,4.375000,7
ex289,reverse,value,value,16,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,brgc_index,1,16,3,0.187500,shift=7,3.500000,8
ex289,shift,brgc_index,brgc_index,2,120,4,0.033333,shift=0,31.016667,60
ex289,shift,brgc_index,brgc_index,3,560,5,0.008929,shift=249,140.566071,279
ex289,shift,brgc_index,brgc_index,4,1820,14,0.007692,shift=0,462.842857,910
ex289,shift,brgc_index,brgc_index,5,4368,14,0.003205,shift=4365,1085.612637,2183
ex289,shift,brgc_index,brgc_index,6,8008,14,0.001748,shift=0,1949.333666,4004
ex289,shift,brgc_index,brgc_index,7,11440,9,0.000787,shift=1,2792.652360,5720
ex289,shift,brgc_index,brgc_index,8,12870,13,0.001010,shift=0,3215.595260,6435
ex289,shift,brgc_index,brgc_index,9,11440,15,0.001311,shift=0,2919.409615,5720
ex289,shift,brgc_index,brgc_index,10,8008,20,0.002498,shift=0,2075.068556,4004
ex289,shift,brgc_index,brgc_index,11,4368,18,0.004121,shift=0,1142.157967,2184
ex289,shift,brgc_index,brgc_index,12,1820,20,0.010989,shift=0,476.885714,908
ex289,shift,brgc_index,brgc_index,13,560,13,0.023214,shift=0,143.182143,280
ex289,shift,brgc_index,brgc_index,14,120,12,0.100000,shift=0,27.850000,60
ex289,shift,brgc_index,brgc_index,15,16,4,0.250000,shift=0,3.000000,7
ex289,shift,brgc_index,brgc_index,16,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,gray_then_reverse,1,16,4,0.250000,shift=0,1.937500,7
ex289,shift,brgc_index,gray_then_reverse,2,120,6,0.050000,shift=5,20.350000,59
ex289,shift,brgc_index,gray_then_reverse,3,560,7,0.012500,shift=542,121.421429,278
ex289,shift,brgc_index,gray_then_reverse,4,1820,6,0.003297,shift=386,391.068132,909
ex289,shift,brgc_index,gray_then_reverse,5,4368,6,0.001374,shift=1591,1025.087225,2183
ex289,shift,brgc_index,gray_then_reverse,6,8008,6,0.000749,shift=987,1961.591783,4004
ex289,shift,brgc_index,gray_then_reverse,7,11440,8,0.000699,shift=7725,2824.589598,5719
ex289,shift,brgc_index,gray_then_reverse,8,12870,7,0.000544,shift=7438,3168.973660,6433
ex289,shift,brgc_index,gray_then_reverse,9,11440,7,0.000612,shift=7287,2786.908217,5720
ex289,shift,brgc_index,gray_then_reverse,10,8008,6,0.000749,shift=3690,2009.829545,4004
ex289,shift,brgc_index,gray_then_reverse,11,4368,6,0.001374,shift=124,1098.027015,2184
ex289,shift,brgc_index,gray_then_reverse,12,1820,6,0.003297,shift=1206,446.293407,909
ex289,shift,brgc_index,gray_then_reverse,13,560,5,0.008929,shift=281,137.217857,280
ex289,shift,brgc_index,gray_then_reverse,14,120,3,0.025000,shift=34,27.650000,59
ex289,shift,brgc_index,gray_then_reverse,15,16,3,0.187500,shift=6,3.187500,8
ex289,shift,brgc_index,gray_then_reverse,16,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,gray_value,0,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,gray_value,1,16,3,0.187500,shift=7,3.500000,8
ex289,shift,brgc_index,gray_value,2,120,5,0.041667,shift=63,27.933333,60
ex289,shift,brgc_index,gray_value,3,560,5,0.008929,shift=253,139.491071,278
ex289,shift,brgc_index,gray_value,4,1820,6,0.003297,shift=1331,429.618681,910
ex289,shift,brgc_index,gray_value,5,4368,8,0.001832,shift=2844,1086.302656,2184
ex289,shift,brgc_index,gray_value,6,8008,6,0.000749,shift=2195,1979.832043,4004
ex289,shift,brgc_index,gray_value,7,11440,6,0.000524,shift=861,2829.681993,5720
ex289,shift,brgc_index,gray_value,8,12870,7,0.000544,shift=954,3238.615929,6435
ex289,shift,brgc_index,gray_value,9,11440,6,0.000524,shift=1887,2896.016521,5720
ex289,shift,brgc_index,gray_value,10,8008,6,0.000749,shift=296,2029.439685,4004
ex289,shift,brgc_index,gray_value,11,4368,7,0.001603,shift=411,1090.953068,2184
ex289,shift,brgc_index,gray_value,12,1820,5,0.002747,shift=67,444.486813,910
ex289,shift,brgc_index,gray_value,13,560,6,0.010714,shift=450,128.137500,280
ex289,shift,brgc_index,gray_value,14,120,5,0.041667,shift=94,23.366667,60
ex289,shift,brgc_index,gray_value,15,16,3,0.187500,shift=12,2.875000,7
ex289,shift,brgc_index,gray_value,16,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,rev_brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,rev_brgc_index,1,16,4,0.250000,shift=0,1.875000,7
ex289,shift,brgc_index,rev_brgc_index,2,120,12,0.100000,shift=0,19.366667,59
ex289,shift,brgc_index,rev_brgc_index,3,560,13,0.023214,shift=0,118.591071,280
ex289,shift,brgc_index,rev_brgc_index,4,1820,20,0.010989,shift=0,425.898901,910
ex289,shift,brgc_index,rev_brgc_index,5,4368,18,0.004121,shift=0,1063.149954,2183
ex289,shift,brgc_index,rev_brgc_index,6,8008,20,0.002498,shift=0,1993.600400,4004
ex289,shift,brgc_index,rev_brgc_index,7,11440,15,0.001311,shift=0,2905.378759,5719
ex289,shift,brgc_index,rev_brgc_index,8,12870,13,0.001010,shift=0,3291.971950,6435
ex289,shift,brgc_index,rev_brgc_index,9,11440,8,0.000699,shift=9721,2919.505857,5720
ex289,shift,brgc_index,rev_brgc_index,10,8008,14,0.001748,shift=0,1987.926698,4004
ex289,shift,brgc_index,rev_brgc_index,11,4368,14,0.003205,shift=1365,1078.476648,2184
ex289,shift,brgc_index,rev_brgc_index,12,1820,14,0.007692,shift=0,417.618681,909
ex289,shift,brgc_index,rev_brgc_index,13,560,6,0.010714,shift=3,126.678571,279
ex289,shift,brgc_index,rev_brgc_index,14,120,5,0.041667,shift=16,29.000000,60
ex289,shift,brgc_index,rev_brgc_index,15,16,4,0.250000,shift=8,3.000000,7
ex289,shift,brgc_index,rev_brgc_index,16,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,rev_gray_value,0,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,rev_gray_value,1,16,4,0.250000,shift=0,1.875000,7
ex289,shift,brgc_index,rev_gray_value,2,120,5,0.041667,shift=3,19.866667,57
ex289,shift,brgc_index,rev_gray_value,3,560,7,0.012500,shift=123,130.873214,279
ex289,shift,brgc_index,rev_gray_value,4,1820,6,0.003297,shift=97,431.557143,910
ex289,shift,brgc_index,rev_gray_value,5,4368,6,0.001374,shift=4241,1084.182005,2184
ex289,shift,brgc_index,rev_gray_value,6,8008,6,0.000749,shift=1616,1989.607018,4004
ex289,shift,brgc_index,rev_gray_value,7,11440,6,0.000524,shift=2056,2868.692570,5719
ex289,shift,brgc_index,rev_gray_value,8,12870,7,0.000544,shift=4379,3169.768687,6435
ex289,shift,brgc_index,rev_gray_value,9,11440,7,0.000612,shift=2327,2833.209790,5720
ex289,shift,brgc_index,rev_gray_value,10,8008,7,0.000874,shift=211,1932.409965,4004
ex289,shift,brgc_index,rev_gray_value,11,4368,7,0.001603,shift=2127,1143.411172,2183
ex289,shift,brgc_index,rev_gray_value,12,1820,5,0.002747,shift=103,433.775824,910
ex289,shift,brgc_index,rev_gray_value,13,560,4,0.007143,shift=45,138.087500,279
ex289,shift,brgc_index,rev_gray_value,14,120,4,0.033333,shift=32,28.500000,60
ex289,shift,brgc_index,rev_gray_value,15,16,4,0.250000,shift=7,3.125000,8
ex289,shift,brgc_index,rev_gray_value,16,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,rev_value,0,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,rev_value,1,16,4,0.250000,shift=0,1.875000,7
ex289,shift,brgc_index,rev_value,2,120,6,0.050000,shift=2,19.533333,58
ex289,shift,brgc_index,rev_value,3,560,6,0.010714,shift=7,119.637500,280
ex289,shift,brgc_index,rev_value,4,1820,5,0.002747,shift=17,441.129670,910
ex289,shift,brgc_index,rev_value,5,4368,7,0.001603,shift=3165,1073.063416,2184
ex289,shift,brgc_index,rev_value,6,8008,7,0.000874,shift=559,2021.471778,4004
ex289,shift,brgc_index,rev_value,7,11440,6,0.000524,shift=41,2916.069406,5720
ex289,shift,brgc_index,rev_value,8,12870,7,0.000544,shift=3544,3162.755167,6435
ex289,shift,brgc_index,rev_value,9,11440,6,0.000524,shift=639,2880.219493,5720
ex289,shift,brgc_index,rev_value,10,8008,6,0.000749,shift=0,2029.595904,4003
ex289,shift,brgc_index,rev_value,11,4368,6,0.001374,shift=168,1119.486264,2184
ex289,shift,brgc_index,rev_value,12,1820,5,0.002747,shift=1186,450.239560,910
ex289,shift,brgc_index,rev_value,13,560,5,0.008929,shift=201,135.366071,278
ex289,shift,brgc_index,rev_value,14,120,4,0.033333,shift=113,29.366667,60
ex289,shift,brgc_index,rev_value,15,16,3,0.187500,shift=11,2.875000,7
ex289,shift,brgc_index,rev_value,16,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,reverse_gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,reverse_gray_then_reverse,1,16,3,0.187500,shift=7,3.562500,8
ex289,shift,brgc_index,reverse_gray_then_reverse,2,120,4,0.033333,shift=23,33.283333,59
ex289,shift,brgc_index,reverse_gray_then_reverse,3,560,5,0.008929,shift=417,120.492857,274
ex289,shift,brgc_index,reverse_gray_then_reverse,4,1820,6,0.003297,shift=1308,418.806593,910
ex289,shift,brgc_index,reverse_gray_then_reverse,5,4368,6,0.001374,shift=1791,1105.825549,2183
ex289,shift,brgc_index,reverse_gray_then_reverse,6,8008,6,0.000749,shift=1965,1988.260614,4004
ex289,shift,brgc_index,reverse_gray_then_reverse,7,11440,6,0.000524,shift=2250,2805.013986,5719
ex289,shift,brgc_index,reverse_gray_then_reverse,8,12870,6,0.000466,shift=1474,3155.918493,6435
ex289,shift,brgc_index,reverse_gray_then_reverse,9,11440,7,0.000612,shift=2008,2822.858654,5720
ex289,shift,brgc_index,reverse_gray_then_reverse,10,8008,6,0.000749,shift=542,1910.490135,4003
ex289,shift,brgc_index,reverse_gray_then_reverse,11,4368,6,0.001374,shift=1844,1179.030449,2184
ex289,shift,brgc_index,reverse_gray_then_reverse,12,1820,6,0.003297,shift=7,421.556044,910
ex289,shift,brgc_index,reverse_gray_then_reverse,13,560,6,0.010714,shift=524,126.696429,280
ex289,shift,brgc_index,reverse_gray_then_reverse,14,120,6,0.050000,shift=80,25.166667,59
ex289,shift,brgc_index,reverse_gray_then_reverse,15,16,3,0.187500,shift=11,2.937500,7
ex289,shift,brgc_index,reverse_gray_then_reverse,16,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,value,0,1,1,1.000000,trivial,0.000000,0
ex289,shift,brgc_index,value,1,16,3,0.187500,shift=7,3.500000,8
ex289,shift,brgc_index,value,2,120,5,0.041667,shift=62,28.133333,60
ex289,shift,brgc_index,value,3,560,5,0.008929,shift=376,124.491071,279
ex289,shift,brgc_index,value,4,1820,6,0.003297,shift=1398,429.917582,909
ex289,shift,brgc_index,value,5,4368,7,0.001603,shift=3270,1072.592491,2183
ex289,shift,brgc_index,value,6,8008,6,0.000749,shift=513,1951.334166,4004
ex289,shift,brgc_index,value,7,11440,7,0.000612,shift=1650,2841.493444,5719
ex289,shift,brgc_index,value,8,12870,9,0.000699,shift=12832,3150.673116,6434
ex289,shift,brgc_index,value,9,11440,6,0.000524,shift=6792,2779.449650,5720
ex289,shift,brgc_index,value,10,8008,7,0.000874,shift=3119,1965.325425,4003
ex289,shift,brgc_index,value,11,4368,6,0.001374,shift=1228,1056.549679,2184
ex289,shift,brgc_index,value,12,1820,7,0.003846,shift=656,430.809890,908
ex289,shift,brgc_index,value,13,560,4,0.007143,shift=42,137.583929,279
ex289,shift,brgc_index,value,14,120,5,0.041667,shift=31,27.033333,59
ex289,shift,brgc_index,value,15,16,4,0.250000,shift=6,3.125000,8
ex289,shift,brgc_index,value,16,1,1,1.000000,trivial,0.000000,0
ex289,shift,gray_then_reverse,brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex289,shift,gray_then_reverse,brgc_index,1,16,5,0.312500,shift=0,1.875000,7
ex289,shift,gray_then_reverse,brgc_index,2,120,6,0.050000,shift=113,21.050000,59
ex289,shift,gray_then_reverse,brgc_index,3,560,7,0.012500,shift=524,115.094643,279
ex289,shift,gray_then_reverse,brgc_index,4,1820,6,0.003297,shift=1055,486.348352,909
ex289,shift,gray_then_reverse,brgc_index,5,4368,7,0.001603,shift=1218,1127.179945,2184
ex289,shift,gray_then_reverse,brgc_index,6,8008,6,0.000749,shift=823,1980.771479,4003
ex289,shift,gray_then_reverse,brgc_index,7,11440,6,0.000524,shift=983,2861.289073,5720
ex289,shift,gray_then_reverse,brgc_index,8,12870,7,0.000544,shift=2661,3227.360140,6435
ex289,shift,gray_then_reverse,brgc_index,9,11440,7,0.000612,shift=943,2864.862238,5720
ex289,shift,gray_then_reverse,brgc_index,10,8008,7,0.000874,shift=4802,1964.243881,4004
ex289,shift,gray_then_reverse,brgc_index,11,4368,10,0.002289,shift=3047,1034.192766,2183
ex289,shift,gray_then_reverse,brgc_index,12,1820,5,0.002747,shift=164,492.868132,909
ex289,shift,gray_then_reverse,brgc_index,13,560,4,0.007143,shift=162,140.403571,279
ex289,shift,gray_then_reverse,brgc_index,14,120,4,0.033333,shift=25,30.300000,60
ex289,shift,gray_then_reverse,brgc_index,15,16,2,0.125000,shift=9,3.875000,8
ex289,shift,gray_then_reverse,brgc_index,16,1,1,1.000000,trivial,0.000000,0
ex289,shift,gray_then_reverse,gray_then_reverse,0,1,1,1.000000,trivial,0.000000,0
ex289,shift,gray_then_reverse,gray_then_reverse,1,16,3,0.187500,shift=9,3.562500,8
ex289,shift,gray_then_reverse,gray_then_reverse,2,120,4,0.033333,shift=0,30.100000,60
ex289,shift,gray_then_reverse,gray_then_reverse,3,560,5,0.008929,shift=165,135.771429,280
ex289,shift,gray_then_reverse,gray_then_reverse,4,1820,15,0.008242,shift=1,470.708791,909
ex289,shift,gray_then_reverse,gray_then_reverse,5,4368,16,0.003663,shift=1,1066.406822,2184
ex289,shift,gray_then_reverse,gray_then_reverse,6,8008,16,0.001998,shift=1,1897.878746,4004
ex289,shift,gray_then_reverse,gray_then_reverse,7,11440,11,0.000962,shift=4,2689.332080,5720
ex289,shift,gray_then_reverse,gray_then_reverse,8,12870,13,0.001010,shift=0,2999.679332,6435
ex289,shift,gray_then_reverse,gray_then_reverse,9,11440,15,0.001311,shift=0,2644.607692,5720
ex289,shift,gray_then_reverse,gray_then_reverse,10,8008,20,0.002498,shift=0,1837.769106,4002
ex289,shift,gray_then_reverse,gray_then_reverse,11,4368,18,0.004121,shift=0,999.739469,2184
ex289,shift,gray_then_reverse,gray_then_reverse,12,1820,20,0.010989,shift=0,409.608791,909
ex289,shift,gray_then_reverse,gray_then_reverse,13,560,13,0.023214,shift=0,115.528571,279
ex289,shift,gray_then_reverse,gray_then_reverse,14,120,12,0.100000,shift=0,20.383333,57
ex289,shift,gray_then_reverse,gray_then_reverse,15,16,5,0.312500,shift=1,2.187500,8
ex289,shift,gray_then_reverse,gray_then_reverse,16,1,1,1.000000,trivial,0.000000,0
ex289,shift,gray_then_reverse,gray_value,0,1,1,1.000000,trivial,0.000000,0
ex289,shift,gray_then_reverse,gray_value,1,16,5,0.312500,shift=0,1.875000,7
ex289,shift,gray_then_reverse,gray_value,2,120,14,0.116667,shift=0,19.983333,57
ex289,shift,gray_then_reverse,gray_value,3,560,12,0.021429,shift=559,111.983929,279
ex289,shift,gray_then_reverse,gray_value,4,1820,9,0.004945,shift=1731,393.223077,910
ex289,shift,gray_then_reverse,gray_value,5,4368,7,0.001603,shift=2973,1097.900641,2184
ex289,shift,gray_then_reverse,gray_value,6,8008,7,0.000874,shift=7319,1905.836788,4002
ex289,shift,gray_then_reverse,gray_value,7,11440,6,0.000524,shift=1195,2849.251399,5720
ex289,shift,gray_then_reverse,gray_value,8,12870,7,0.000544,shift=6414,3135.408780,6435
ex289,shift,gray_then_reverse,gray_value,9,11440,8,0.000699,shift=5086,2749.913374,5720
ex289,shift,gray_then_reverse,gray_value,10,8008,10,0.001249,shift=3003,1942.124500,4004
ex289,shift,gray_then_reverse,gray_value,11,4368,7,0.001603,shift=1675,1084.103251,2183
ex289,shift,gray_then_reverse,gray_value,12,1820,6,0.003297,shift=455,478.945055,910
ex289,shift,gray_then_reverse,gray_value,13,560,5,0.008929,shift=291,127.951786,279
ex289,shift,gray_then_reverse,gray_value,14,120,6,0.050000,shift=15,30.016667,60
ex289,shift,gray_then_reverse,gray_value,15,16,3,0.187500,shift=10,3.500000,8
ex289,shift,gray_then_reverse,gray_value,16,1,1,1.000000,trivial,0.000000,0
ex289,shift,gray_then_reverse,rev_brgc_index,0,1,1,1.000000,trivial,0.000000,0
ex289,shift,gray_then_reverse,rev_brgc_index,1,16,3,0.187500,shift=9,3.500000,8
ex289,shift,gray_then_reverse,rev_brgc_index,2,120,5,0.041667,shift=50,28.916667,60
ex289,shift,gray_then_reverse,rev_brgc_index,3,560,5,0.008929,shift=3,144.369643,280
ex289,shift,gray_then_reverse,rev_brgc_index,4,1820,8,0.004396,shift=589,405.087912,910
ex289,shift,gray_then_reverse,rev_brgc_index,5,4368,7,0.001603,shift=1575,1030.595009,2184
ex289,shift,gray_then_reverse,rev_brgc_index,6,8008,6,0.000749,shift=1432,1992.530470,4003
ex289,shift,gray_then_reverse,rev_brgc_index,7,11440,7,0.000612,shift=1641,2885.182430,5720
ex289,shift,gray_then_reverse,rev_brgc_index,8,12870,6,0.000466,shift=203,3154.403341,6435
ex289,shift,gray_then_reverse,rev_brgc_index,9,11440,6,0.000524,shift=711,2878.315647,5719
ex289,shift,gray_then_reverse,rev_brgc_index,10,8008,7,0.000874,shift=6659,2025.057567,4003
ex289,shift,gray_then_reverse,rev_brgc_index,11,4368,6,0.001374,shift=490,1067.567766,2184
ex289,shift,gray_then_reverse,rev_brgc_index,12,1820,6,0.003297,shift=72,444.903297,910
