case,model,input_order,output_order,matches,total_rows,match_ratio,bit_mismatches,total_bits,bit_match_ratio,exact_layers,best_layer_notes
ex289,affine,value,value,187,65536,0.002853,492014,1048576,0.530779,0:16,w1:4/16:a=-1;b=0;w2:5/120:a=7;b=38;w3:6/560:a=-1;b=501;w4:14/1820:a=1;b=0;w5:13/4368:a=1;b=1001;w6:14/8008:a=1;b=0;w7:11/11440:a=1;b=11437;w8:16/12870:a=-1;b=12869
ex289,affine,value,rev_value,187,65536,0.002853,492014,1048576,0.530779,0:16,w1:4/16:a=1;b=0;w2:12/120:a=1;b=0;w3:13/560:a=1;b=0;w4:20/1820:a=1;b=0;w5:18/4368:a=1;b=0;w6:20/8008:a=1;b=0;w7:15/11440:a=1;b=0;w8:16/12870:a=-1;b=12869
ex289,affine,brgc_index,brgc_index,186,65536,0.002838,491960,1048576,0.530830,0:16,w1:4/16:a=-1;b=0;w2:6/120:a=11;b=110;w3:6/560:a=-1;b=287;w4:14/1820:a=1;b=0;w5:14/4368:a=1;b=4365;w6:14/8008:a=1;b=0;w7:9/11440:a=1;b=1;w8:13/12870:a=1;b=0
ex289,shift,gray_value,gray_value,186,65536,0.002838,492418,1048576,0.530394,0:16,w1:3/16:shift=7;w2:4/120:shift=0;w3:5/560:shift=156;w4:14/1820:shift=0;w5:13/4368:shift=4365;w6:14/8008:shift=0;w7:13/11440:shift=1;w8:16/12870:shift=6435
ex289,shift,gray_value,rev_gray_value,186,65536,0.002838,492418,1048576,0.530394,0:16,w1:4/16:shift=0;w2:12/120:shift=0;w3:13/560:shift=0;w4:20/1820:shift=0;w5:18/4368:shift=0;w6:20/8008:shift=0;w7:15/11440:shift=0;w8:16/12870:shift=6435
ex289,affine,rev_brgc_index,rev_brgc_index,185,65536,0.002823,492110,1048576,0.530687,0:16,w1:4/16:a=-1;b=0;w2:4/120:a=11;b=3;w3:6/560:a=3;b=309;w4:14/1820:a=1;b=0;w5:15/4368:a=1;b=4367;w6:14/8008:a=1;b=0;w7:9/11440:a=1;b=11439;w8:13/12870:a=1;b=0
ex289,affine,brgc_index,rev_brgc_index,184,65536,0.002808,491962,1048576,0.530828,0:16,w1:4/16:a=1;b=0;w2:12/120:a=1;b=0;w3:13/560:a=1;b=0;w4:20/1820:a=1;b=0;w5:18/4368:a=1;b=0;w6:20/8008:a=1;b=0;w7:15/11440:a=1;b=0;w8:13/12870:a=1;b=0
ex289,shift,rev_value,value,183,65536,0.002792,492546,1048576,0.530272,0:16,w1:4/16:shift=0;w2:12/120:shift=0;w3:13/560:shift=0;w4:20/1820:shift=0;w5:18/4368:shift=0;w6:20/8008:shift=0;w7:15/11440:shift=0;w8:13/12870:shift=0
ex289,shift,rev_value,rev_value,183,65536,0.002792,493030,1048576,0.529810,0:16,w1:3/16:shift=9;w2:4/120:shift=0;w3:5/560:shift=78;w4:15/1820:shift=1819;w5:17/4368:shift=4367;w6:14/8008:shift=0;w7:8/11440:shift=3;w8:13/12870:shift=0
ex289,affine,reverse_gray_then_reverse,gray_then_reverse,183,65536,0.002792,493156,1048576,0.529690,0:16,w1:4/16:a=1;b=0;w2:12/120:a=1;b=0;w3:13/560:a=1;b=0;w4:20/1820:a=1;b=0;w5:18/4368:a=1;b=0;w6:20/8008:a=1;b=0;w7:15/11440:a=1;b=0;w8:15/12870:a=1;b=1
ex289,shift,brgc_index,rev_brgc_index,182,65536,0.002777,492386,1048576,0.530424,0:16,w1:4/16:shift=0;w2:12/120:shift=0;w3:13/560:shift=0;w4:20/1820:shift=0;w5:18/4368:shift=0;w6:20/8008:shift=0;w7:15/11440:shift=0;w8:13/12870:shift=0
ex289,shift,value,value,182,65536,0.002777,492442,1048576,0.530371,0:16,w1:3/16:shift=7;w2:5/120:shift=91;w3:5/560:shift=155;w4:14/1820:shift=0;w5:13/4368:shift=1001;w6:14/8008:shift=0;w7:11/11440:shift=11437;w8:13/12870:shift=0
ex289,shift,value,rev_value,182,65536,0.002777,492472,1048576,0.530342,0:16,w1:4/16:shift=0;w2:12/120:shift=0;w3:13/560:shift=0;w4:20/1820:shift=0;w5:18/4368:shift=0;w6:20/8008:shift=0;w7:15/11440:shift=0;w8:13/12870:shift=0
ex289,shift,rev_brgc_index,rev_brgc_index,181,65536,0.002762,492132,1048576,0.530666,0:16,w1:3/16:shift=9;w2:4/120:shift=0;w3:5/560:shift=212;w4:14/1820:shift=0;w5:15/4368:shift=4367;w6:14/8008:shift=0;w7:9/11440:shift=11439;w8:13/12870:shift=0
ex289,affine,reverse_gray_then_reverse,reverse_gray_then_reverse,181,65536,0.002762,495758,1048576,0.527208,0:16,w1:5/16:a=-1;b=15;w2:5/120:a=-7;b=25;w3:7/560:a=-11;b=172;w4:14/1820:a=1;b=0;w5:11/4368:a=1;b=1;w6:14/8008:a=1;b=0;w7:8/11440:a=1;b=1;w8:13/12870:a=1;b=0
ex289,shift,brgc_index,brgc_index,180,65536,0.002747,492116,1048576,0.530682,0:16,w1:3/16:shift=7;w2:4/120:shift=0;w3:5/560:shift=249;w4:14/1820:shift=0;w5:14/4368:shift=4365;w6:14/8008:shift=0;w7:9/11440:shift=1;w8:13/12870:shift=0
ex289,shift,reverse_gray_then_reverse,gray_then_reverse,179,65536,0.002731,493252,1048576,0.529598,0:16,w1:4/16:shift=0;w2:12/120:shift=0;w3:13/560:shift=0;w4:20/1820:shift=0;w5:18/4368:shift=0;w6:20/8008:shift=0;w7:15/11440:shift=0;w8:15/12870:shift=1
ex289,shift,reverse_gray_then_reverse,reverse_gray_then_reverse,177,65536,0.002701,495854,1048576,0.527117,0:16,w1:3/16:shift=6;w2:5/120:shift=1;w3:5/560:shift=15;w4:14/1820:shift=0;w5:11/4368:shift=1;w6:14/8008:shift=0;w7:8/11440:shift=1;w8:13/12870:shift=0
ex289,identity,value,value,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:0/16:identity;w2:4/120:identity;w3:2/560:identity;w4:14/1820:identity;w5:6/4368:identity;w6:14/8008:identity;w7:5/11440:identity;w8:13/12870:identity
ex289,identity,value,rev_value,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:4/16:identity;w2:12/120:identity;w3:13/560:identity;w4:20/1820:identity;w5:18/4368:identity;w6:20/8008:identity;w7:15/11440:identity;w8:13/12870:identity
ex289,identity,rev_value,value,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:4/16:identity;w2:12/120:identity;w3:13/560:identity;w4:20/1820:identity;w5:18/4368:identity;w6:20/8008:identity;w7:15/11440:identity;w8:13/12870:identity
ex289,identity,rev_value,rev_value,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:0/16:identity;w2:4/120:identity;w3:2/560:identity;w4:14/1820:identity;w5:6/4368:identity;w6:14/8008:identity;w7:5/11440:identity;w8:13/12870:identity
ex289,identity,gray_value,gray_value,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:0/16:identity;w2:4/120:identity;w3:2/560:identity;w4:14/1820:identity;w5:6/4368:identity;w6:14/8008:identity;w7:5/11440:identity;w8:13/12870:identity
ex289,identity,gray_value,rev_gray_value,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:4/16:identity;w2:12/120:identity;w3:13/560:identity;w4:20/1820:identity;w5:18/4368:identity;w6:20/8008:identity;w7:15/11440:identity;w8:13/12870:identity
ex289,identity,rev_gray_value,gray_value,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:4/16:identity;w2:12/120:identity;w3:13/560:identity;w4:20/1820:identity;w5:18/4368:identity;w6:20/8008:identity;w7:15/11440:identity;w8:13/12870:identity
ex289,identity,rev_gray_value,rev_gray_value,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:0/16:identity;w2:4/120:identity;w3:2/560:identity;w4:14/1820:identity;w5:6/4368:identity;w6:14/8008:identity;w7:5/11440:identity;w8:13/12870:identity
ex289,identity,brgc_index,brgc_index,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:0/16:identity;w2:4/120:identity;w3:2/560:identity;w4:14/1820:identity;w5:6/4368:identity;w6:14/8008:identity;w7:5/11440:identity;w8:13/12870:identity
ex289,identity,brgc_index,rev_brgc_index,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:4/16:identity;w2:12/120:identity;w3:13/560:identity;w4:20/1820:identity;w5:18/4368:identity;w6:20/8008:identity;w7:15/11440:identity;w8:13/12870:identity
ex289,identity,rev_brgc_index,brgc_index,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:4/16:identity;w2:12/120:identity;w3:13/560:identity;w4:20/1820:identity;w5:18/4368:identity;w6:20/8008:identity;w7:15/11440:identity;w8:13/12870:identity
ex289,identity,rev_brgc_index,rev_brgc_index,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:0/16:identity;w2:4/120:identity;w3:2/560:identity;w4:14/1820:identity;w5:6/4368:identity;w6:14/8008:identity;w7:5/11440:identity;w8:13/12870:identity
ex289,identity,gray_then_reverse,gray_then_reverse,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:0/16:identity;w2:4/120:identity;w3:2/560:identity;w4:14/1820:identity;w5:6/4368:identity;w6:14/8008:identity;w7:5/11440:identity;w8:13/12870:identity
ex289,identity,gray_then_reverse,reverse_gray_then_reverse,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:4/16:identity;w2:12/120:identity;w3:13/560:identity;w4:20/1820:identity;w5:18/4368:identity;w6:20/8008:identity;w7:15/11440:identity;w8:13/12870:identity
ex289,identity,reverse_gray_then_reverse,gray_then_reverse,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:4/16:identity;w2:12/120:identity;w3:13/560:identity;w4:20/1820:identity;w5:18/4368:identity;w6:20/8008:identity;w7:15/11440:identity;w8:13/12870:identity
ex289,identity,reverse_gray_then_reverse,reverse_gray_then_reverse,162,65536,0.002472,491776,1048576,0.531006,0:16,w1:0/16:identity;w2:4/120:identity;w3:2/560:identity;w4:14/1820:identity;w5:6/4368:identity;w6:14/8008:identity;w7:5/11440:identity;w8:13/12870:identity
ex289,affine,gray_then_reverse,gray_value,121,65536,0.001846,488782,1048576,0.533861,0:16,w1:5/16:a=1;b=0;w2:14/120:a=1;b=0;w3:12/560:a=1;b=559;w4:9/1820:a=1;b=1731;w5:7/4368:a=-1;b=198;w6:7/8008:a=1;b=7319;w7:7/11440:a=3;b=2276;w8:7/12870:a=1;b=6414
ex289,affine,gray_then_reverse,rev_gray_value,121,65536,0.001846,489600,1048576,0.533081,0:16,w1:5/16:a=-1;b=15;w2:6/120:a=1;b=0;w3:6/560:a=11;b=36;w4:7/1820:a=-1;b=68;w5:8/4368:a=-11;b=3719;w6:10/8008:a=1;b=0;w7:9/11440:a=3;b=11186;w8:7/12870:a=7;b=5568
ex289,affine,rev_gray_value,reverse_gray_then_reverse,118,65536,0.001801,489682,1048576,0.533003,0:16,w1:5/16:a=1;b=0;w2:12/120:a=1;b=0;w3:11/560:a=1;b=0;w4:10/1820:a=1;b=1;w5:8/4368:a=1;b=166;w6:8/8008:a=1;b=2874;w7:7/11440:a=3;b=2666;w8:8/12870:a=-7;b=7849
ex289,affine,gray_then_reverse,rev_value,118,65536,0.001801,490746,1048576,0.531988,0:16,w1:5/16:a=-1;b=15;w2:6/120:a=11;b=9;w3:7/560:a=11;b=433;w4:8/1820:a=1;b=1285;w5:7/4368:a=-11;b=3324;w6:7/8008:a=-3;b=5654;w7:8/11440:a=7;b=6720;w8:8/12870:a=-1;b=3276
ex289,affine,gray_value,gray_then_reverse,118,65536,0.001801,491652,1048576,0.531124,0:16,w1:4/16:a=1;b=0;w2:11/120:a=1;b=0;w3:14/560:a=1;b=1;w4:12/1820:a=1;b=0;w5:8/4368:a=5;b=2525;w6:8/8008:a=5;b=463;w7:7/11440:a=7;b=1024;w8:8/12870:a=-7;b=5465
ex289,affine,rev_gray_value,gray_then_reverse,117,65536,0.001785,489378,1048576,0.533293,0:16,w1:4/16:a=-1;b=14;w2:6/120:a=1;b=28;w3:7/560:a=-1;b=195;w4:8/1820:a=1;b=741;w5:6/4368:a=11;b=3923;w6:7/8008:a=-3;b=1645;w7:9/11440:a=-7;b=7042;w8:7/12870:a=-7;b=11100
ex289,affine,gray_then_reverse,value,117,65536,0.001785,490546,1048576,0.532179,0:16,w1:5/16:a=1;b=0;w2:13/120:a=1;b=119;w3:10/560:a=1;b=545;w4:9/1820:a=1;b=1717;w5:8/4368:a=1;b=314;w6:7/8008:a=1;b=6992;w7:8/11440:a=7;b=7646;w8:7/12870:a=1;b=9594
ex289,affine,gray_value,reverse_gray_then_reverse,117,65536,0.001785,491460,1048576,0.531307,0:16,w1:5/16:a=-1;b=15;w2:5/120:a=1;b=92;w3:6/560:a=-1;b=419;w4:8/1820:a=1;b=1798;w5:6/4368:a=1;b=79;w6:7/8008:a=5;b=6836;w7:7/11440:a=7;b=649;w8:7/12870:a=-1;b=3778
ex289,shift,gray_then_reverse,gray_value,114,65536,0.001740,488146,1048576,0.534468,0:16,w1:5/16:shift=0;w2:14/120:shift=0;w3:12/560:shift=559;w4:9/1820:shift=1731;w5:7/4368:shift=2973;w6:7/8008:shift=7319;w7:6/11440:shift=1195;w8:7/12870:shift=6414
ex289,shift,gray_then_reverse,rev_gray_value,114,65536,0.001740,489352,1048576,0.533318,0:16,w1:3/16:shift=9;w2:6/120:shift=0;w3:5/560:shift=186;w4:6/1820:shift=0;w5:7/4368:shift=310;w6:10/8008:shift=0;w7:8/11440:shift=81;w8:7/12870:shift=2961
ex289,affine,reverse_gray_then_reverse,rev_gray_value,113,65536,0.001724,491712,1048576,0.531067,0:16,w1:4/16:a=1;b=0;w2:11/120:a=1;b=0;w3:9/560:a=1;b=1;w4:11/1820:a=1;b=0;w5:7/4368:a=5;b=1099;w6:7/8008:a=1;b=0;w7:7/11440:a=-3;b=4562;w8:8/12870:a=1;b=7162
ex289,affine,value,gray_then_reverse,112,65536,0.001709,490210,1048576,0.532499,0:16,w1:4/16:a=1;b=0;w2:10/120:a=1;b=1;w3:8/560:a=1;b=10;w4:8/1820:a=1;b=56;w5:8/4368:a=1;b=418;w6:7/8008:a=1;b=1096;w7:8/11440:a=1;b=2720;w8:8/12870:a=1;b=7464
ex289,affine,value,rev_gray_value,112,65536,0.001709,490286,1048576,0.532427,0:16,w1:4/16:a=1;b=0;w2:10/120:a=1;b=1;w3:10/560:a=1;b=10;w4:8/1820:a=11;b=81;w5:7/4368:a=1;b=1663;w6:8/8008:a=-3;b=4290;w7:7/11440:a=3;b=3136;w8:7/12870:a=7;b=5803
ex289,affine,value,reverse_gray_then_reverse,112,65536,0.001709,490344,1048576,0.532372,0:16,w1:5/16:a=-1;b=15;w2:7/120:a=1;b=93;w3:6/560:a=1;b=427;w4:8/1820:a=3;b=800;w5:7/4368:a=-5;b=1509;w6:7/8008:a=-1;b=3810;w7:9/11440:a=1;b=5239;w8:8/12870:a=-7;b=9482
ex289,affine,reverse_gray_then_reverse,gray_value,112,65536,0.001709,490524,1048576,0.532200,0:16,w1:4/16:a=-1;b=0;w2:5/120:a=11;b=92;w3:6/560:a=-3;b=125;w4:9/1820:a=1;b=0;w5:7/4368:a=1;b=2625;w6:7/8008:a=-3;b=6564;w7:9/11440:a=1;b=11385;w8:7/12870:a=-1;b=5139
ex289,affine,value,gray_value,112,65536,0.001709,490590,1048576,0.532137,0:16,w1:4/16:a=-1;b=0;w2:5/120:a=7;b=39;w3:6/560:a=-1;b=400;w4:6/1820:a=-11;b=653;w5:10/4368:a=-11;b=2669;w6:10/8008:a=1;b=3305;w7:8/11440:a=-1;b=6934;w8:7/12870:a=1;b=12565
ex289,affine,rev_value,gray_then_reverse,110,65536,0.001678,490536,1048576,0.532188,0:16,w1:4/16:a=-1;b=14;w2:6/120:a=1;b=29;w3:6/560:a=-3;b=215;w4:7/1820:a=1;b=468;w5:7/4368:a=11;b=1869;w6:8/8008:a=5;b=1490;w7:9/11440:a=-1;b=8023;w8:7/12870:a=7;b=6961
ex289,affine,rev_value,reverse_gray_then_reverse,110,65536,0.001678,491096,1048576,0.531654,0:16,w1:5/16:a=1;b=0;w2:11/120:a=1;b=1;w3:8/560:a=1;b=15;w4:7/1820:a=1;b=11;w5:8/4368:a=5;b=3259;w6:8/8008:a=-3;b=2300;w7:7/11440:a=-1;b=823;w8:7/12870:a=1;b=4202
ex289,shift,reverse_gray_then_reverse,rev_gray_value,110,65536,0.001678,491930,1048576,0.530859,0:16,w1:4/16:shift=0;w2:11/120:shift=0;w3:9/560:shift=1;w4:11/1820:shift=0;w5:7/4368:shift=1001;w6:7/8008:shift=0;w7:7/11440:shift=4081;w8:8/12870:shift=7162
ex289,shift,gray_then_reverse,value,109,65536,0.001663,489004,1048576,0.533649,0:16,w1:5/16:shift=0;w2:13/120:shift=119;w3:10/560:shift=545;w4:9/1820:shift=1717;w5:8/4368:shift=314;w6:7/8008:shift=6992;w7:7/11440:shift=1359;w8:7/12870:shift=9594
ex289,shift,rev_gray_value,reverse_gray_then_reverse,109,65536,0.001663,489494,1048576,0.533182,0:16,w1:5/16:shift=0;w2:12/120:shift=0;w3:11/560:shift=0;w4:10/1820:shift=1;w5:8/4368:shift=166;w6:8/8008:shift=2874;w7:7/11440:shift=105;w8:6/12870:shift=7359
ex289,shift,rev_gray_value,gray_then_reverse,109,65536,0.001663,490338,1048576,0.532377,0:16,w1:3/16:shift=9;w2:6/120:shift=28;w3:5/560:shift=271;w4:8/1820:shift=741;w5:5/4368:shift=1;w6:7/8008:shift=0;w7:6/11440:shift=2809;w8:6/12870:shift=1050
ex289,shift,reverse_gray_then_reverse,gray_value,109,65536,0.001663,490948,1048576,0.531796,0:16,w1:3/16:shift=6;w2:5/120:shift=0;w3:5/560:shift=2;w4:9/1820:shift=0;w5:7/4368:shift=2625;w6:6/8008:shift=28;w7:9/11440:shift=11385;w8:7/12870:shift=6238
ex289,shift,gray_value,reverse_gray_then_reverse,109,65536,0.001663,491300,1048576,0.531460,0:16,w1:3/16:shift=7;w2:5/120:shift=92;w3:5/560:shift=473;w4:8/1820:shift=1798;w5:6/4368:shift=79;w6:6/8008:shift=0;w7:6/11440:shift=112;w8:7/12870:shift=260
ex289,shift,gray_value,gray_then_reverse,109,65536,0.001663,491972,1048576,0.530819,0:16,w1:4/16:shift=0;w2:11/120:shift=0;w3:14/560:shift=1;w4:12/1820:shift=0;w5:6/4368:shift=126;w6:7/8008:shift=476;w7:7/11440:shift=5590;w8:7/12870:shift=1729
ex289,affine,rev_value,gray_value,108,65536,0.001648,489570,1048576,0.533110,0:16,w1:4/16:a=1;b=0;w2:10/120:a=1;b=1;w3:9/560:a=1;b=482;w4:8/1820:a=1;b=1479;w5:7/4368:a=11;b=1739;w6:9/8008:a=-5;b=4781;w7:8/11440:a=7;b=6482;w8:7/12870:a=-1;b=8495
ex289,affine,rev_value,rev_gray_value,108,65536,0.001648,489570,1048576,0.533110,0:16,w1:4/16:a=-1;b=0;w2:5/120:a=-1;b=119;w3:7/560:a=-1;b=181;w4:7/1820:a=-3;b=1528;w5:6/4368:a=-5;b=308;w6:7/8008:a=1;b=775;w7:8/11440:a=7;b=7890;w8:7/12870:a=1;b=2061
ex289,affine,rev_brgc_index,gray_value,106,65536,0.001617,488122,1048576,0.534491,0:16,w1:4/16:a=1;b=0;w2:6/120:a=1;b=106;w3:7/560:a=-1;b=373;w4:6/1820:a=3;b=947;w5:8/4368:a=11;b=2751;w6:8/8008:a=5;b=5181;w7:7/11440:a=3;b=5723;w8:8/12870:a=-7;b=718
ex289,affine,rev_gray_value,rev_value,106,65536,0.001617,489916,1048576,0.532780,0:16,w1:4/16:a=-1;b=0;w2:5/120:a=11;b=9;w3:7/560:a=-1;b=66;w4:7/1820:a=1;b=207;w5:8/4368:a=5;b=4103;w6:8/8008:a=-1;b=6258;w7:8/11440:a=1;b=11366;w8:7/12870:a=1;b=8110
ex289,affine,rev_gray_value,value,106,65536,0.001617,490328,1048576,0.532387,0:16,w1:4/16:a=1;b=0;w2:10/120:a=1;b=119;w3:7/560:a=1;b=454;w4:7/1820:a=1;b=276;w5:7/4368:a=5;b=1657;w6:7/8008:a=1;b=7218;w7:8/11440:a=3;b=2937;w8:7/12870:a=-1;b=8963
ex289,affine,gray_then_reverse,brgc_index,105,65536,0.001602,490384,1048576,0.532333,0:16,w1:5/16:a=1;b=0;w2:7/120:a=-1;b=77;w3:7/560:a=1;b=524;w4:7/1820:a=-1;b=630;w5:7/4368:a=11;b=2485;w6:8/8008:a=-5;b=4842;w7:8/11440:a=-3;b=4998;w8:8/12870:a=7;b=4798
ex289,affine,gray_value,value,105,65536,0.001602,491038,1048576,0.531710,0:16,w1:4/16:a=-1;b=0;w2:5/120:a=11;b=91;w3:6/560:a=11;b=181;w4:7/1820:a=-3;b=882;w5:7/4368:a=-1;b=837;w6:7/8008:a=-3;b=350;w7:7/11440:a=-7;b=4152;w8:8/12870:a=1;b=11082
