case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla8_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_hcla8+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla8_synth_preset_d18.aig,1,1,1,89,16,1424,657,2.167428,0,0,0.260,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.202,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.202,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_synth_preset_d13.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.241,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_synth_preset_d18.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.240,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_rev_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.196,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.212,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_rev+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.273,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_rev+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.264,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_outside_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.193,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.198,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_outside+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.235,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_outside+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.238,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.238,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.243,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.330,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.312,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla6_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla6+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.219,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.227,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_hcla6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d13.aig,1,1,1,156,22,3432,2041,1.681529,0,0,0.269,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_hcla6+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d18.aig,1,1,1,156,22,3432,2041,1.681529,0,0,0.271,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla8_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla8+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla8_abc_g_aig.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.217,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla8; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla8+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.225,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla8; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla8_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_hcla8+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla8_synth_preset_d13.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.273,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla8_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_hcla8+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla8.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla8_synth_preset_d18.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.271,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.222,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.227,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_synth_preset_d13.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.276,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_synth_preset_d18.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.273,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_rev_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,1,1,1,161,20,3220,2041,1.577658,0,0,0.219,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,1,1,1,161,20,3220,2041,1.577658,0,0,0.223,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
