case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,92,13,1196,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig,1,359,28,10052,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla6; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla6_synth_preset_d13,1,355,27,9585,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla6_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_hcla6_synth_preset_d18,1,355,27,9585,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla6_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_hcla8_abc_g_aig,1,344,30,10320,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla8_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla8; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig,1,344,30,10320,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla8; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla8_synth_preset_d13,1,344,30,10320,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla8_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_hcla8_synth_preset_d18,1,344,30,10320,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla8_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_abc_g_aig,1,368,26,9568,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_wreduce_abc_g_aig,1,368,26,9568,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_synth_preset_d13,1,366,26,9516,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_synth_preset_d18,1,366,26,9516,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_rev_abc_g_aig,1,368,26,9568,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,1,368,26,9568,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_synth_preset_d13,1,366,26,9516,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_synth_preset_d18,1,366,26,9516,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_outside_abc_g_aig,1,367,26,9542,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,1,367,26,9542,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_synth_preset_d13,1,367,26,9542,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_synth_preset_d18,1,367,26,9542,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,488,28,13664,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,489,28,13692,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,489,27,13203,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,1,489,27,13203,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_hcla6_abc_g_aig,1,491,28,13748,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla6; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig,1,491,28,13748,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla6; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla6_synth_preset_d13,1,493,29,14297,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla6_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_hcla6_synth_preset_d18,1,493,29,14297,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla6_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_hcla8_abc_g_aig,1,489,30,14670,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla8_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla8; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig,1,488,30,14640,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla8_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla8; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla8_synth_preset_d13,1,488,29,14152,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla8_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_hcla8_synth_preset_d18,1,488,29,14152,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla8_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla8; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_abc_g_aig,1,496,31,15376,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_wreduce_abc_g_aig,1,496,31,15376,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d13,1,490,30,14700,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d18,1,490,30,14700,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_rev_abc_g_aig,1,492,30,14760,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,1,492,30,14760,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_synth_preset_d13,1,480,32,15360,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rev_synth_preset_d18,1,480,32,15360,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_outside_abc_g_aig,1,496,31,15376,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,1,496,31,15376,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_outside_synth_preset_d13,1,494,32,15808,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_outside_synth_preset_d18,1,494,32,15808,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
