case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_direct_square_abc_g_aig,unsigned_square_x_times_x,direct_square+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_direct_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_direct_square_abc_g_aig.aig,1,1,1,270,33,8910,2076,4.291908,0,0,0.243,semantic_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=direct_square; flow=abc_g_aig
ex270,ex270_square_wallace_square_hcla6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla6+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_wallace_square_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_wallace_square_hcla6_wreduce_abc_g_aig.aig,1,1,1,195,22,4290,2076,2.066474,0,0,0.249,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla6; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_hcla8_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla8+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_wallace_square_hcla8.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_wallace_square_hcla8_abc_g_aig.aig,1,1,1,195,23,4485,2076,2.160405,0,0,0.236,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla8; flow=abc_g_aig
ex270,ex270_square_wallace_square_hcla8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla8+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_wallace_square_hcla8.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_wallace_square_hcla8_wreduce_abc_g_aig.aig,1,1,1,195,22,4290,2076,2.066474,0,0,0.244,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla8; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_outside_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_wallace_square_outside_hcla4_abc_g_aig.aig,1,1,1,188,20,3760,2076,1.811175,0,0,0.244,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla4; flow=abc_g_aig
ex270,ex270_square_wallace_square_outside_hcla4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_wallace_square_outside_hcla4_wreduce_abc_g_aig.aig,1,1,1,187,21,3927,2076,1.891618,0,0,0.251,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla4; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_outside_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_wallace_square_outside_hcla6_abc_g_aig.aig,1,1,1,185,21,3885,2076,1.871387,0,0,0.238,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla6; flow=abc_g_aig
ex270,ex270_square_wallace_square_outside_hcla6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_wallace_square_outside_hcla6_wreduce_abc_g_aig.aig,1,1,1,185,21,3885,2076,1.871387,0,0,0.263,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla6; flow=wreduce_abc_g_aig
ex270,ex270_square_dadda_square_abc_g_aig,unsigned_square_x_times_x,dadda_square+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_dadda_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_dadda_square_abc_g_aig.aig,1,1,1,197,23,4531,2076,2.182563,0,0,0.255,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square; flow=abc_g_aig
ex270,ex270_square_dadda_square_wreduce_abc_g_aig,unsigned_square_x_times_x,dadda_square+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_dadda_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_dadda_square_wreduce_abc_g_aig.aig,1,1,1,197,23,4531,2076,2.182563,0,0,0.233,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square; flow=wreduce_abc_g_aig
ex270,ex270_square_dadda_square_hcla4_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla4+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_dadda_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_dadda_square_hcla4_abc_g_aig.aig,1,1,1,197,23,4531,2076,2.182563,0,0,0.244,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_hcla4; flow=abc_g_aig
ex270,ex270_square_dadda_square_hcla4_wreduce_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla4+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_dadda_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_dadda_square_hcla4_wreduce_abc_g_aig.aig,1,1,1,200,23,4600,2076,2.215800,0,0,0.252,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_hcla4; flow=wreduce_abc_g_aig
ex270,ex270_square_dadda_square_hcla6_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla6+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_dadda_square_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_dadda_square_hcla6_abc_g_aig.aig,1,1,1,195,23,4485,2076,2.160405,0,0,0.237,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_hcla6; flow=abc_g_aig
ex270,ex270_square_dadda_square_hcla6_wreduce_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla6+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_dadda_square_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_dadda_square_hcla6_wreduce_abc_g_aig.aig,1,1,1,195,23,4485,2076,2.160405,0,0,0.244,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_hcla6; flow=wreduce_abc_g_aig
ex270,ex270_square_low_high_split_abc_g_aig,unsigned_square_x_times_x,low_high_split+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_low_high_split.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_low_high_split_abc_g_aig.aig,1,1,1,173,28,4844,2076,2.333333,0,0,0.239,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split; flow=abc_g_aig
ex270,ex270_square_low_high_split_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_low_high_split.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_low_high_split_wreduce_abc_g_aig.aig,1,1,1,173,28,4844,2076,2.333333,0,0,0.253,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split; flow=wreduce_abc_g_aig
ex270,ex270_square_low_high_split_hcla_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_low_high_split_hcla_abc_g_aig.aig,1,1,1,183,26,4758,2076,2.291908,0,0,0.265,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split_hcla; flow=abc_g_aig
ex270,ex270_square_low_high_split_hcla_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/verilog/ex270_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex270/aigs/ex270_square_low_high_split_hcla_wreduce_abc_g_aig.aig,1,1,1,184,26,4784,2076,2.304432,0,0,0.265,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split_hcla; flow=wreduce_abc_g_aig
ex271,ex271_square_direct_square_abc_g_aig,unsigned_square_x_times_x,direct_square+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_direct_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_direct_square_abc_g_aig.aig,1,1,1,542,35,18970,5542,3.422952,0,0,0.320,semantic_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=direct_square; flow=abc_g_aig
ex271,ex271_square_direct_square_wreduce_abc_g_aig,unsigned_square_x_times_x,direct_square+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_direct_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_direct_square_wreduce_abc_g_aig.aig,1,1,1,542,35,18970,5542,3.422952,0,0,0.314,semantic_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=direct_square; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_abc_g_aig,unsigned_square_x_times_x,wallace_square+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_abc_g_aig.aig,1,1,1,338,31,10478,5542,1.890653,0,0,0.273,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square; flow=abc_g_aig
ex271,ex271_square_wallace_square_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_wreduce_abc_g_aig.aig,1,1,1,338,31,10478,5542,1.890653,0,0,0.285,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_rev_abc_g_aig,unsigned_square_x_times_x,wallace_square_rev+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_rev.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_rev_abc_g_aig.aig,1,1,1,330,31,10230,5542,1.845904,0,0,0.281,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_rev; flow=abc_g_aig
ex271,ex271_square_wallace_square_rev_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_rev+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_rev.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_rev_wreduce_abc_g_aig.aig,1,1,1,330,31,10230,5542,1.845904,0,0,0.280,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_rev; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_outside.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_outside_abc_g_aig.aig,1,1,1,320,29,9280,5542,1.674486,0,0,0.259,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_outside.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_outside_wreduce_abc_g_aig.aig,1,1,1,320,29,9280,5542,1.674486,0,0,0.274,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_hcla4_abc_g_aig.aig,1,1,1,341,30,10230,5542,1.845904,0,0,0.293,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_hcla4; flow=abc_g_aig
ex271,ex271_square_wallace_square_hcla4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla4+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_hcla4_wreduce_abc_g_aig.aig,1,1,1,339,30,10170,5542,1.835078,0,0,0.313,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_hcla4; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_hcla6_abc_g_aig.aig,1,1,1,336,30,10080,5542,1.818838,0,0,0.287,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_hcla6; flow=abc_g_aig
ex271,ex271_square_wallace_square_hcla6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla6+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_hcla6_wreduce_abc_g_aig.aig,1,1,1,336,31,10416,5542,1.879466,0,0,0.304,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_hcla6; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_hcla8_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla8+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_hcla8.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_hcla8_abc_g_aig.aig,1,1,1,338,29,9802,5542,1.768676,0,0,0.288,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_hcla8; flow=abc_g_aig
ex271,ex271_square_wallace_square_hcla8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla8+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_hcla8.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_hcla8_wreduce_abc_g_aig.aig,1,1,1,337,29,9773,5542,1.763443,0,0,0.299,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_hcla8; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_outside_hcla4_abc_g_aig.aig,1,1,1,317,29,9193,5542,1.658787,0,0,0.278,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla4; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_hcla4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_outside_hcla4_wreduce_abc_g_aig.aig,1,1,1,317,29,9193,5542,1.658787,0,0,0.289,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla4; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_outside_hcla6_abc_g_aig.aig,1,1,1,324,29,9396,5542,1.695417,0,0,0.295,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla6; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_hcla6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_wallace_square_outside_hcla6_wreduce_abc_g_aig.aig,1,1,1,319,30,9570,5542,1.726813,0,0,0.299,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla6; flow=wreduce_abc_g_aig
ex271,ex271_square_dadda_square_abc_g_aig,unsigned_square_x_times_x,dadda_square+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_dadda_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_dadda_square_abc_g_aig.aig,1,1,1,341,31,10571,5542,1.907434,0,0,0.275,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=dadda_square; flow=abc_g_aig
ex271,ex271_square_dadda_square_wreduce_abc_g_aig,unsigned_square_x_times_x,dadda_square+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_dadda_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_dadda_square_wreduce_abc_g_aig.aig,1,1,1,341,31,10571,5542,1.907434,0,0,0.281,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=dadda_square; flow=wreduce_abc_g_aig
ex271,ex271_square_dadda_square_hcla4_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla4+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/verilog/ex271_square_dadda_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core/ex271/aigs/ex271_square_dadda_square_hcla4_abc_g_aig.aig,1,1,1,342,31,10602,5542,1.913028,0,0,0.291,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=dadda_square_hcla4; flow=abc_g_aig
