case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop4_order_nat_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_order_nat+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_order_nat_abc_g_aig.aig,1,1,1,1074,35,37590,15078,2.493036,0,0,0.901,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_order_nat; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop2_trunc_order_nat_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_nat+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_nat_synth_preset.aig,1,1,1,1023,42,42966,21630,1.986408,0,0,4.790,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_nat; flow=synth_preset
ex274,ex274_square_hybrid_bddtop2_trunc_order_nat_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_nat+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_nat_synth_preset_d20.aig,1,1,1,1023,42,42966,21630,1.986408,0,0,5.397,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_nat; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig.aig,1,1,1,1003,42,42126,21630,1.947573,0,0,3.435,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop2_trunc_order_outside_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_outside_wreduce_abc_g_aig.aig,1,1,1,1007,42,42294,21630,1.955340,0,0,3.467,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop2_trunc_order_outside_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_outside_synth_preset.aig,1,1,1,987,43,42441,21630,1.962136,0,0,3.704,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=synth_preset
ex274,ex274_square_hybrid_bddtop2_trunc_order_outside_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_outside_synth_preset_d20.aig,1,1,1,987,43,42441,21630,1.962136,0,0,3.723,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop2_trunc_order_center_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_center+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_center_abc_g_aig.aig,1,1,1,1036,42,43512,21630,2.011650,0,0,3.472,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_center; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop2_trunc_order_center_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_center+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_center_wreduce_abc_g_aig.aig,1,1,1,1021,43,43903,21630,2.029727,0,0,3.555,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_center; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop2_trunc_order_center_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_center+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_center_synth_preset.aig,1,1,1,1008,43,43344,21630,2.003883,0,0,3.746,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_center; flow=synth_preset
ex274,ex274_square_hybrid_bddtop2_trunc_order_center_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_center+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_order_center_synth_preset_d20.aig,1,1,1,1008,43,43344,21630,2.003883,0,0,3.715,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_order_center; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop3_trunc_order_nat_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_nat+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_order_nat_abc_g_aig.aig,1,1,1,1150,41,47150,21630,2.179843,0,0,3.524,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_order_nat; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_order_nat_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_nat+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_order_nat_wreduce_abc_g_aig.aig,1,1,1,1151,41,47191,21630,2.181738,0,0,3.488,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_order_nat; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_order_nat_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_nat+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_order_nat_synth_preset.aig,1,1,1,1140,41,46740,21630,2.160888,0,0,3.767,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_order_nat; flow=synth_preset
ex274,ex274_square_hybrid_bddtop3_trunc_order_nat_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_nat+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_order_nat_synth_preset_d20.aig,1,1,1,1140,41,46740,21630,2.160888,0,0,3.797,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_order_nat; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop3_trunc_order_outside_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_outside+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_order_outside_abc_g_aig.aig,1,1,1,1059,41,43419,21630,2.007351,0,0,3.520,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_order_outside; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_order_outside_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_outside+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_order_outside_wreduce_abc_g_aig.aig,1,1,1,1050,41,43050,21630,1.990291,0,0,3.604,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_order_outside; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_order_outside_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_outside+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_order_outside_synth_preset.aig,1,1,1,1034,41,42394,21630,1.959963,0,0,3.900,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_order_outside; flow=synth_preset
ex274,ex274_square_hybrid_bddtop3_trunc_order_outside_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_outside+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_order_outside_synth_preset_d20.aig,1,1,1,1034,41,42394,21630,1.959963,0,0,3.812,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_order_outside; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop3_trunc_order_center_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_center+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_order_center_abc_g_aig.aig,1,1,1,1181,41,48421,21630,2.238604,0,0,3.585,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_order_center; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_order_center_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_center+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_order_center_wreduce_abc_g_aig.aig,1,1,1,1164,42,48888,21630,2.260194,0,0,3.559,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_order_center; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_order_center_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_center+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_order_center_synth_preset.aig,1,1,1,1128,41,46248,21630,2.138141,0,0,3.818,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_order_center; flow=synth_preset
ex274,ex274_square_hybrid_bddtop3_trunc_order_center_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_center+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_order_center_synth_preset_d20.aig,1,1,1,1128,41,46248,21630,2.138141,0,0,3.816,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_order_center; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_order_nat_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_nat+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_order_nat_abc_g_aig.aig,1,1,1,1338,41,54858,21630,2.536200,0,0,3.625,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_order_nat; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_order_nat_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_nat+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_order_nat_wreduce_abc_g_aig.aig,1,1,1,1340,41,54940,21630,2.539991,0,0,3.676,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_order_nat; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_order_nat_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_nat+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_order_nat_synth_preset.aig,1,1,1,1333,40,53320,21630,2.465095,0,0,4.250,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_order_nat; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_order_nat_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_nat+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_order_nat_synth_preset_d20.aig,1,1,1,1333,40,53320,21630,2.465095,0,0,4.831,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_order_nat; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_order_outside_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_outside+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_order_outside_abc_g_aig.aig,1,1,1,1203,40,48120,21630,2.224688,0,0,3.612,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_order_outside; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_order_outside_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_outside+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_order_outside_wreduce_abc_g_aig.aig,1,1,1,1191,40,47640,21630,2.202497,0,0,3.656,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_order_outside; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_order_outside_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_outside+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_order_outside_synth_preset.aig,1,1,1,1160,40,46400,21630,2.145169,0,0,3.848,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_order_outside; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_order_outside_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_outside+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_order_outside_synth_preset_d20.aig,1,1,1,1160,40,46400,21630,2.145169,0,0,3.870,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_order_outside; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_order_center_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_center+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_order_center_abc_g_aig.aig,1,1,1,1310,41,53710,21630,2.483125,0,0,4.378,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_order_center; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_order_center_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_center+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_order_center_wreduce_abc_g_aig.aig,1,1,1,1305,41,53505,21630,2.473648,0,0,3.630,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_order_center; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_order_center_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_center+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_order_center_synth_preset.aig,1,1,1,1288,40,51520,21630,2.381877,0,0,3.870,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_order_center; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_order_center_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_order_center+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_order_center_synth_preset_d20.aig,1,1,1,1288,40,51520,21630,2.381877,0,0,3.820,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_order_center; flow=synth_preset_d20
