case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop4_order_nat_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_order_nat+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_order_nat_abc_g_aig.aig,1,1,1,1074,35,37590,15078,2.493036,0,0,0.901,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_order_nat; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop4_order_center_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_order_center+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_order_center_synth_preset_d20.aig,1,1,1,964,34,32776,15078,2.173763,0,0,1.089,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_order_center; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop5_order_nat_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_nat+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_order_nat_abc_g_aig.aig,1,1,1,1372,33,45276,15078,3.002786,0,0,0.951,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_nat; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop5_order_nat_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_nat+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_order_nat_wreduce_abc_g_aig.aig,1,1,1,1362,33,44946,15078,2.980899,0,0,1.002,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_nat; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop5_order_nat_synth_preset,unsigned_square_x_times_x,hybrid_bddtop5_order_nat+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_order_nat_synth_preset.aig,1,1,1,1374,33,45342,15078,3.007163,0,0,1.228,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_nat; flow=synth_preset
ex273,ex273_square_hybrid_bddtop5_order_nat_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop5_order_nat+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_order_nat_synth_preset_d20.aig,1,1,1,1374,33,45342,15078,3.007163,0,0,1.236,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_nat; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop5_order_outside_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_outside+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_order_outside_abc_g_aig.aig,1,1,1,1194,32,38208,15078,2.534023,0,0,0.932,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_outside; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop5_order_outside_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_outside+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_order_outside_wreduce_abc_g_aig.aig,1,1,1,1204,33,39732,15078,2.635097,0,0,0.960,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_outside; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop5_order_outside_synth_preset,unsigned_square_x_times_x,hybrid_bddtop5_order_outside+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_order_outside_synth_preset.aig,1,1,1,1145,33,37785,15078,2.505969,0,0,1.231,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_outside; flow=synth_preset
ex273,ex273_square_hybrid_bddtop5_order_outside_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop5_order_outside+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_order_outside_synth_preset_d20.aig,1,1,1,1145,33,37785,15078,2.505969,0,0,2.330,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_outside; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop5_order_center_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_center+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_order_center_abc_g_aig.aig,1,1,1,1270,32,40640,15078,2.695318,0,0,1.781,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_center; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop5_order_center_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_center+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_order_center_wreduce_abc_g_aig.aig,1,1,1,1239,33,40887,15078,2.711699,0,0,1.829,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_center; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop5_order_center_synth_preset,unsigned_square_x_times_x,hybrid_bddtop5_order_center+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_order_center_synth_preset.aig,1,1,1,1209,32,38688,15078,2.565858,0,0,1.942,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_center; flow=synth_preset
ex273,ex273_square_hybrid_bddtop5_order_center_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop5_order_center+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_order_center_synth_preset_d20.aig,1,1,1,1209,32,38688,15078,2.565858,0,0,2.117,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_center; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop2_trunc_order_nat_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_nat+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_nat_abc_g_aig.aig,1,1,1,760,36,27360,15078,1.814564,0,0,1.268,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_nat; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop2_trunc_order_nat_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_nat+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_nat_wreduce_abc_g_aig.aig,1,1,1,779,36,28044,15078,1.859928,0,0,1.503,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_nat; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop2_trunc_order_nat_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_nat+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_nat_synth_preset.aig,1,1,1,764,36,27504,15078,1.824115,0,0,1.653,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_nat; flow=synth_preset
ex273,ex273_square_hybrid_bddtop2_trunc_order_nat_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_nat+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_nat_synth_preset_d20.aig,1,1,1,764,36,27504,15078,1.824115,0,0,1.322,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_nat; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig.aig,1,1,1,738,36,26568,15078,1.762037,0,0,1.043,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop2_trunc_order_outside_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_outside_wreduce_abc_g_aig.aig,1,1,1,738,36,26568,15078,1.762037,0,0,1.078,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop2_trunc_order_outside_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_outside_synth_preset.aig,1,1,1,734,36,26424,15078,1.752487,0,0,1.204,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=synth_preset
ex273,ex273_square_hybrid_bddtop2_trunc_order_outside_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_outside_synth_preset_d20.aig,1,1,1,734,36,26424,15078,1.752487,0,0,1.192,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop2_trunc_order_center_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_center+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_center_abc_g_aig.aig,1,1,1,754,36,27144,15078,1.800239,0,0,1.062,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_center; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop2_trunc_order_center_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_center+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_center_wreduce_abc_g_aig.aig,1,1,1,750,36,27000,15078,1.790688,0,0,1.000,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_center; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop2_trunc_order_center_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_center+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_center_synth_preset.aig,1,1,1,749,36,26964,15078,1.788301,0,0,1.198,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_center; flow=synth_preset
ex273,ex273_square_hybrid_bddtop2_trunc_order_center_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_center+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_center.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_center_synth_preset_d20.aig,1,1,1,749,36,26964,15078,1.788301,0,0,1.199,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_center; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop3_trunc_order_nat_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_nat+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_order_nat_abc_g_aig.aig,1,1,1,873,36,31428,15078,2.084361,0,0,1.020,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc_order_nat; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop3_trunc_order_nat_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_nat+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_order_nat_wreduce_abc_g_aig.aig,1,1,1,895,36,32220,15078,2.136888,0,0,1.005,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc_order_nat; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop3_trunc_order_nat_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_nat+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_order_nat_synth_preset.aig,1,1,1,852,35,29820,15078,1.977716,0,0,1.230,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc_order_nat; flow=synth_preset
ex273,ex273_square_hybrid_bddtop3_trunc_order_nat_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_nat+synth_preset_d20,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc_order_nat.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_order_nat_synth_preset_d20.aig,1,1,1,852,35,29820,15078,1.977716,0,0,1.171,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc_order_nat; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop3_trunc_order_outside_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_outside+abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_order_outside_abc_g_aig.aig,1,1,1,778,36,28008,15078,1.857541,0,0,0.916,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc_order_outside; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop3_trunc_order_outside_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_outside+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_order_outside_wreduce_abc_g_aig.aig,1,1,1,804,36,28944,15078,1.919618,0,0,0.940,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc_order_outside; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop3_trunc_order_outside_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc_order_outside+synth_preset,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_order_outside_synth_preset.aig,1,1,1,760,35,26600,15078,1.764160,0,0,1.133,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc_order_outside; flow=synth_preset
