case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop4_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_abc_g_aig_d16.aig,1,1,1,800,35,28000,15078,1.857010,0,0,0.788,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=abc_g_aig_d16
ex273,ex273_square_hybrid_bddtop5_synth_preset_d24,unsigned_square_x_times_x,hybrid_bddtop5+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop5.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop5_synth_preset_d24.aig,1,1,1,876,32,28032,15078,1.859133,0,0,1.002,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5; flow=synth_preset_d24
ex273,ex273_square_hybrid_bddtop2_trunc_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop2_trunc+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_abc_g_aig_d16.aig,1,1,1,739,36,26604,15078,1.764425,0,0,0.768,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc; flow=abc_g_aig_d16
ex273,ex273_square_hybrid_bddtop2_trunc_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_abc_g_aig_d20.aig,1,1,1,739,36,26604,15078,1.764425,0,0,0.769,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc; flow=abc_g_aig_d20
ex273,ex273_square_hybrid_bddtop2_trunc_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_bddtop2_trunc+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_abc_g_aig_d24.aig,1,1,1,739,36,26604,15078,1.764425,0,0,0.762,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc; flow=abc_g_aig_d24
ex273,ex273_square_hybrid_bddtop2_trunc_synth_preset_d16,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_synth_preset_d16.aig,1,1,1,735,36,26460,15078,1.754875,0,0,0.957,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset_d16
ex273,ex273_square_hybrid_bddtop2_trunc_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_synth_preset_d20.aig,1,1,1,735,36,26460,15078,1.754875,0,0,0.968,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop2_trunc_synth_preset_d24,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_synth_preset_d24.aig,1,1,1,735,36,26460,15078,1.754875,0,0,0.945,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset_d24
ex273,ex273_square_hybrid_bddtop3_trunc_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop3_trunc+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_abc_g_aig_d16.aig,1,1,1,763,36,27468,15078,1.821727,0,0,0.777,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc; flow=abc_g_aig_d16
ex273,ex273_square_hybrid_bddtop3_trunc_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_abc_g_aig_d20.aig,1,1,1,763,36,27468,15078,1.821727,0,0,0.771,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc; flow=abc_g_aig_d20
ex273,ex273_square_hybrid_bddtop3_trunc_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_bddtop3_trunc+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_abc_g_aig_d24.aig,1,1,1,763,36,27468,15078,1.821727,0,0,0.769,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc; flow=abc_g_aig_d24
ex273,ex273_square_hybrid_bddtop3_trunc_synth_preset_d16,unsigned_square_x_times_x,hybrid_bddtop3_trunc+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_synth_preset_d16.aig,1,1,1,761,35,26635,15078,1.766481,0,0,0.950,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc; flow=synth_preset_d16
ex273,ex273_square_hybrid_bddtop3_trunc_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc+synth_preset_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_synth_preset_d20.aig,1,1,1,761,35,26635,15078,1.766481,0,0,0.956,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop3_trunc_synth_preset_d24,unsigned_square_x_times_x,hybrid_bddtop3_trunc+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop3_trunc_synth_preset_d24.aig,1,1,1,761,35,26635,15078,1.766481,0,0,0.968,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3_trunc; flow=synth_preset_d24
ex273,ex273_square_hybrid_bddtop4_trunc_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop4_trunc+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_abc_g_aig_d16.aig,1,1,1,800,36,28800,15078,1.910068,0,0,0.831,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc; flow=abc_g_aig_d16
ex273,ex273_square_hybrid_bddtop4_trunc_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_abc_g_aig_d20.aig,1,1,1,800,36,28800,15078,1.910068,0,0,0.790,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc; flow=abc_g_aig_d20
ex273,ex273_square_hybrid_bddtop4_trunc_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_bddtop4_trunc+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_abc_g_aig_d24.aig,1,1,1,800,36,28800,15078,1.910068,0,0,0.765,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc; flow=abc_g_aig_d24
ex273,ex273_square_hybrid_bddtop4_trunc_synth_preset_d16,unsigned_square_x_times_x,hybrid_bddtop4_trunc+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_synth_preset_d16.aig,1,1,1,794,34,26996,15078,1.790423,0,0,0.969,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc; flow=synth_preset_d16
ex273,ex273_square_hybrid_bddtop4_trunc_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc+synth_preset_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_synth_preset_d20.aig,1,1,1,794,34,26996,15078,1.790423,0,0,0.980,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop4_trunc_synth_preset_d24,unsigned_square_x_times_x,hybrid_bddtop4_trunc+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_trunc_synth_preset_d24.aig,1,1,1,794,34,26996,15078,1.790423,0,0,0.967,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_trunc; flow=synth_preset_d24
ex273,ex273_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig_d16.aig,1,1,1,738,36,26568,15078,1.762037,0,0,0.764,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=abc_g_aig_d16
ex273,ex273_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig_d20.aig,1,1,1,738,36,26568,15078,1.762037,0,0,0.773,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=abc_g_aig_d20
ex273,ex273_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_outside_abc_g_aig_d24.aig,1,1,1,738,36,26568,15078,1.762037,0,0,0.769,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=abc_g_aig_d24
ex273,ex273_square_hybrid_bddtop2_trunc_order_outside_synth_preset_d16,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_outside_synth_preset_d16.aig,1,1,1,734,36,26424,15078,1.752487,0,0,0.975,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=synth_preset_d16
ex273,ex273_square_hybrid_bddtop2_trunc_order_outside_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+synth_preset_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_outside_synth_preset_d20.aig,1,1,1,734,36,26424,15078,1.752487,0,0,0.981,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop2_trunc_order_outside_synth_preset_d24,unsigned_square_x_times_x,hybrid_bddtop2_trunc_order_outside+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_order_outside_synth_preset_d24.aig,1,1,1,734,36,26424,15078,1.752487,0,0,1.002,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc_order_outside; flow=synth_preset_d24
ex273,ex273_square_hybrid_bddtop4_order_outside_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop4_order_outside+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_order_outside_abc_g_aig_d16.aig,1,1,1,902,33,29766,15078,1.974135,0,0,0.818,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_order_outside; flow=abc_g_aig_d16
ex273,ex273_square_hybrid_bddtop4_order_outside_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_bddtop4_order_outside+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_order_outside_abc_g_aig_d20.aig,1,1,1,902,33,29766,15078,1.974135,0,0,0.818,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_order_outside; flow=abc_g_aig_d20
ex273,ex273_square_hybrid_bddtop4_order_outside_abc_g_aig_d24,unsigned_square_x_times_x,hybrid_bddtop4_order_outside+abc_g_aig_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_order_outside_abc_g_aig_d24.aig,1,1,1,902,33,29766,15078,1.974135,0,0,0.813,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_order_outside; flow=abc_g_aig_d24
ex273,ex273_square_hybrid_bddtop4_order_outside_synth_preset_d16,unsigned_square_x_times_x,hybrid_bddtop4_order_outside+synth_preset_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_order_outside_synth_preset_d16.aig,1,1,1,864,34,29376,15078,1.948269,0,0,3.632,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_order_outside; flow=synth_preset_d16
ex273,ex273_square_hybrid_bddtop4_order_outside_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_order_outside+synth_preset_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_order_outside_synth_preset_d20.aig,1,1,1,864,34,29376,15078,1.948269,0,0,1.812,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_order_outside; flow=synth_preset_d20
ex273,ex273_square_hybrid_bddtop4_order_outside_synth_preset_d24,unsigned_square_x_times_x,hybrid_bddtop4_order_outside+synth_preset_d24,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop4_order_outside.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop4_order_outside_synth_preset_d24.aig,1,1,1,864,34,29376,15078,1.948269,0,0,1.068,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_order_outside; flow=synth_preset_d24
ex273,ex273_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d16,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+abc_g_aig_d16,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d16.aig,1,1,1,765,35,26775,15078,1.775766,0,0,2.499,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=abc_g_aig_d16
ex273,ex273_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d20,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+abc_g_aig_d20,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/verilog/ex273_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex273/aigs/ex273_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d20.aig,1,1,1,765,35,26775,15078,1.775766,0,0,2.150,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=abc_g_aig_d20
