case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop4_abc_g_aig_d12,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_bddtop4_abc_g_aig_d12.aig,1,1,1,800,35,28000,15078,1.857010,0,0,0.771,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=abc_g_aig_d12
ex273,ex273_square_hybrid_bddtop2_trunc_synth_preset_d14,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_synth_preset_d14.aig,1,1,1,735,36,26460,15078,1.754875,0,0,0.987,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset_d14
ex273,ex273_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d12,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d12.aig,1,1,1,765,35,26775,15078,1.775766,0,0,0.845,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=abc_g_aig_d12
ex273,ex273_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d14,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_bddtop2_cmp1_trunc_abc_g_aig_d14.aig,1,1,1,765,35,26775,15078,1.775766,0,0,0.831,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=abc_g_aig_d14
ex273,ex273_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d12,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d12.aig,1,1,1,765,35,26775,15078,1.775766,0,0,1.065,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=synth_preset_d12
ex273,ex273_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d14,unsigned_square_x_times_x,hybrid_bddtop2_cmp1_trunc+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_bddtop2_cmp1_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_bddtop2_cmp1_trunc_synth_preset_d14.aig,1,1,1,765,35,26775,15078,1.775766,0,0,1.081,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_cmp1_trunc; flow=synth_preset_d14
ex273,ex273_square_hybrid_cmptop2_trunc_abc_g_aig_d12,unsigned_square_x_times_x,hybrid_cmptop2_trunc+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_cmptop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_cmptop2_trunc_abc_g_aig_d12.aig,1,1,1,736,37,27232,15078,1.806075,0,0,0.822,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_cmptop2_trunc; flow=abc_g_aig_d12
ex273,ex273_square_hybrid_cmptop2_trunc_abc_g_aig_d14,unsigned_square_x_times_x,hybrid_cmptop2_trunc+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_cmptop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_cmptop2_trunc_abc_g_aig_d14.aig,1,1,1,736,37,27232,15078,1.806075,0,0,0.812,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_cmptop2_trunc; flow=abc_g_aig_d14
ex273,ex273_square_hybrid_cmptop2_trunc_synth_preset_d12,unsigned_square_x_times_x,hybrid_cmptop2_trunc+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_cmptop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_cmptop2_trunc_synth_preset_d12.aig,1,1,1,734,37,27158,15078,1.801167,0,0,1.020,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_cmptop2_trunc; flow=synth_preset_d12
ex273,ex273_square_hybrid_cmptop2_trunc_synth_preset_d14,unsigned_square_x_times_x,hybrid_cmptop2_trunc+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_cmptop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_cmptop2_trunc_synth_preset_d14.aig,1,1,1,734,37,27158,15078,1.801167,0,0,1.003,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_cmptop2_trunc; flow=synth_preset_d14
ex273,ex273_square_hybrid_rangetop2_trunc_abc_g_aig_d12,unsigned_square_x_times_x,hybrid_rangetop2_trunc+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_rangetop2_trunc_abc_g_aig_d12.aig,1,1,1,739,37,27343,15078,1.813437,0,0,0.831,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_rangetop2_trunc; flow=abc_g_aig_d12
ex273,ex273_square_hybrid_rangetop2_trunc_abc_g_aig_d14,unsigned_square_x_times_x,hybrid_rangetop2_trunc+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_rangetop2_trunc_abc_g_aig_d14.aig,1,1,1,739,37,27343,15078,1.813437,0,0,0.809,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_rangetop2_trunc; flow=abc_g_aig_d14
ex273,ex273_square_hybrid_rangetop2_trunc_synth_preset_d12,unsigned_square_x_times_x,hybrid_rangetop2_trunc+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_rangetop2_trunc_synth_preset_d12.aig,1,1,1,737,36,26532,15078,1.759650,0,0,1.071,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_rangetop2_trunc; flow=synth_preset_d12
ex273,ex273_square_hybrid_rangetop2_trunc_synth_preset_d14,unsigned_square_x_times_x,hybrid_rangetop2_trunc+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_rangetop2_trunc_synth_preset_d14.aig,1,1,1,737,36,26532,15078,1.759650,0,0,1.026,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_rangetop2_trunc; flow=synth_preset_d14
ex273,ex273_square_wallace_square_outside_csel6_abc_g_aig_d12,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_wallace_square_outside_csel6_abc_g_aig_d12.aig,1,1,1,718,39,28002,15078,1.857143,0,0,0.779,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig_d12
ex273,ex273_square_wallace_square_outside_csel6_abc_g_aig_d14,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_wallace_square_outside_csel6_abc_g_aig_d14.aig,1,1,1,718,39,28002,15078,1.857143,0,0,0.769,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig_d14
ex273,ex273_square_wallace_square_outside_csel6_synth_preset_d12,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_wallace_square_outside_csel6_synth_preset_d12.aig,1,1,1,715,39,27885,15078,1.849383,0,0,0.959,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=synth_preset_d12
ex273,ex273_square_wallace_square_outside_csel6_synth_preset_d14,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_wallace_square_outside_csel6_synth_preset_d14.aig,1,1,1,715,39,27885,15078,1.849383,0,0,0.971,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=synth_preset_d14
ex273,ex273_square_wallace_square_outside_csel8_abc_g_aig_d12,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_wallace_square_outside_csel8_abc_g_aig_d12.aig,1,1,1,725,38,27550,15078,1.827165,0,0,0.802,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig_d12
ex273,ex273_square_wallace_square_outside_csel8_abc_g_aig_d14,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_wallace_square_outside_csel8_abc_g_aig_d14.aig,1,1,1,725,38,27550,15078,1.827165,0,0,0.809,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig_d14
ex273,ex273_square_wallace_square_outside_csel8_synth_preset_d12,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_wallace_square_outside_csel8_synth_preset_d12.aig,1,1,1,724,37,26788,15078,1.776628,0,0,0.954,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=synth_preset_d12
ex273,ex273_square_wallace_square_outside_csel8_synth_preset_d14,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_wallace_square_outside_csel8_synth_preset_d14.aig,1,1,1,724,37,26788,15078,1.776628,0,0,0.960,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=synth_preset_d14
ex274,ex274_square_hybrid_bddtop4_abc_g_aig_d12,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop4_abc_g_aig_d12.aig,1,1,1,1063,41,43583,21630,2.014933,0,0,3.585,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=abc_g_aig_d12
ex274,ex274_square_hybrid_bddtop4_abc_g_aig_d14,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop4_abc_g_aig_d14.aig,1,1,1,1063,41,43583,21630,2.014933,0,0,3.467,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=abc_g_aig_d14
ex274,ex274_square_hybrid_bddtop4_synth_preset_d12,unsigned_square_x_times_x,hybrid_bddtop4+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop4_synth_preset_d12.aig,1,1,1,1055,41,43255,21630,1.999769,0,0,3.770,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=synth_preset_d12
ex274,ex274_square_hybrid_bddtop4_synth_preset_d14,unsigned_square_x_times_x,hybrid_bddtop4+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop4_synth_preset_d14.aig,1,1,1,1055,41,43255,21630,1.999769,0,0,3.814,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=synth_preset_d14
ex274,ex274_square_hybrid_bddtop4_perbit_abc_g_aig_d12,unsigned_square_x_times_x,hybrid_bddtop4_perbit+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop4_perbit.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop4_perbit_abc_g_aig_d12.aig,1,1,1,1059,41,43419,21630,2.007351,0,0,3.583,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_perbit; flow=abc_g_aig_d12
ex274,ex274_square_hybrid_bddtop4_perbit_abc_g_aig_d14,unsigned_square_x_times_x,hybrid_bddtop4_perbit+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop4_perbit.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop4_perbit_abc_g_aig_d14.aig,1,1,1,1059,41,43419,21630,2.007351,0,0,3.474,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_perbit; flow=abc_g_aig_d14
ex274,ex274_square_hybrid_bddtop4_perbit_synth_preset_d12,unsigned_square_x_times_x,hybrid_bddtop4_perbit+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop4_perbit.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop4_perbit_synth_preset_d12.aig,1,1,1,1056,41,43296,21630,2.001664,0,0,3.787,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_perbit; flow=synth_preset_d12
ex274,ex274_square_hybrid_bddtop4_perbit_synth_preset_d14,unsigned_square_x_times_x,hybrid_bddtop4_perbit+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop4_perbit.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop4_perbit_synth_preset_d14.aig,1,1,1,1056,41,43296,21630,2.001664,0,0,3.784,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_perbit; flow=synth_preset_d14
ex274,ex274_square_hybrid_bddtop2_trunc_abc_g_aig_d12,unsigned_square_x_times_x,hybrid_bddtop2_trunc+abc_g_aig_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_abc_g_aig_d12.aig,1,1,1,991,43,42613,21630,1.970088,0,0,3.491,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=abc_g_aig_d12
ex274,ex274_square_hybrid_bddtop2_trunc_abc_g_aig_d14,unsigned_square_x_times_x,hybrid_bddtop2_trunc+abc_g_aig_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_abc_g_aig_d14.aig,1,1,1,991,43,42613,21630,1.970088,0,0,3.496,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=abc_g_aig_d14
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset_d12,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset_d12,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d12.aig,1,1,1,985,42,41370,21630,1.912621,0,0,3.753,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset_d12
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset_d14,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset_d14,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d14.aig,1,1,1,985,42,41370,21630,1.912621,0,0,3.712,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset_d14
