case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev_pfx1+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.220,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_pfx1; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_outside_pfx3+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig_d9.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.234,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_pfx3+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_pfx3_abc_g_aig_d11.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.204,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_pfx3; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_pfx4+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_pfx4_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_pfx4+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_pfx4_wreduce_abc_g_aig.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.211,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_pfx4_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_pfx4+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_pfx4_synth_preset_d11.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.259,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_pfx4_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_outside_pfx4+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_pfx4_synth_preset_d13.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.258,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_outside_pfx4+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig_d9.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_pfx4+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_pfx4_abc_g_aig_d11.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.208,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_pfx4; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.244,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.208,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11.aig,1,1,1,88,16,1408,657,2.143075,0,0,0.267,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,1,1,1,88,16,1408,657,2.143075,0,0,0.267,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.202,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.205,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.263,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.266,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.208,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.200,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx1+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.485,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx1_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx1+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx1_wreduce_abc_g_aig.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.500,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx1_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx1+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx1_synth_preset_d11.aig,1,1,1,366,26,9516,6840,1.391228,1,0,0.605,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx1_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx1+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx1_synth_preset_d13.aig,1,1,1,366,26,9516,6840,1.391228,1,0,0.628,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx1+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig_d9.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.488,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx1; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx1+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx1.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig_d11.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.484,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx1; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx2_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx2+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx2.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx2_abc_g_aig.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.494,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx2; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx2_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx2.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx2_wreduce_abc_g_aig.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.503,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx2; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx2_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx2.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx2_synth_preset_d11.aig,1,1,1,363,29,10527,6840,1.539035,0,0,0.608,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx2; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx2_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx2.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx2_synth_preset_d13.aig,1,1,1,363,29,10527,6840,1.539035,0,0,0.606,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx2; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx2_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx2+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx2.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx2_abc_g_aig_d9.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.494,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx2; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx2_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx2+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx2.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx2_abc_g_aig_d11.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.494,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx2; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx3_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx3+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx3_abc_g_aig.aig,1,1,1,361,27,9747,6840,1.425000,1,0,0.491,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx3; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx3_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx3+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx3_wreduce_abc_g_aig.aig,1,1,1,362,27,9774,6840,1.428947,1,0,0.558,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx3; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx3_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx3+synth_preset_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx3_synth_preset_d11.aig,1,1,1,356,27,9612,6840,1.405263,1,0,0.600,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx3; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx3_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx3+synth_preset_d13,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx3_synth_preset_d13.aig,1,1,1,356,27,9612,6840,1.405263,1,0,0.602,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx3; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx3_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx3+abc_g_aig_d9,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx3_abc_g_aig_d9.aig,1,1,1,361,27,9747,6840,1.425000,1,0,0.490,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx3; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx3_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx3+abc_g_aig_d11,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx3.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx3_abc_g_aig_d11.aig,1,1,1,361,27,9747,6840,1.425000,1,0,0.491,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx3; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx4+abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx4_abc_g_aig.aig,1,1,1,367,27,9909,6840,1.448684,1,0,0.496,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_pfx4+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_pfx4.v,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx4_wreduce_abc_g_aig.aig,1,1,1,367,27,9909,6840,1.448684,1,0,0.509,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx4; flow=wreduce_abc_g_aig
