case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx1_synth_preset_d13,1,366,26,9516,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx1_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig_d9,1,368,26,9568,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx1; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig_d11,1,368,26,9568,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx1_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx1; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx2_abc_g_aig,1,368,26,9568,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx2_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx2; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx2_wreduce_abc_g_aig,1,368,26,9568,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx2_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx2; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx2_synth_preset_d11,1,363,29,10527,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx2_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx2; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx2_synth_preset_d13,1,363,29,10527,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx2_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx2; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx2_abc_g_aig_d9,1,368,26,9568,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx2_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx2; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx2_abc_g_aig_d11,1,368,26,9568,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx2_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx2; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_pfx3_abc_g_aig,1,361,27,9747,student/work/ex260_ex263_frontend_smul_order_pfx_refine_20260609_0640/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_pfx3_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_pfx3; flow=abc_g_aig
