case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.211,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d9
ex264,ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d15,signed low8_high8:a*b,baugh_wooley_wallace_csel3+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_abc_g_aig_d15.aig,1,1,1,477,30,14310,9724,1.471617,1,0,1.811,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d15
ex264,ex264_smul_baugh_wooley_wallace_csel3_synth_preset_d9,signed low8_high8:a*b,baugh_wooley_wallace_csel3+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_synth_preset_d9.aig,1,1,1,477,30,14310,9724,1.471617,1,0,2.100,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d9
ex264,ex264_smul_baugh_wooley_wallace_csel3_synth_preset_d11,signed low8_high8:a*b,baugh_wooley_wallace_csel3+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_synth_preset_d11.aig,1,1,1,477,30,14310,9724,1.471617,1,0,2.165,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d11
ex264,ex264_smul_baugh_wooley_wallace_csel3_synth_preset_d15,signed low8_high8:a*b,baugh_wooley_wallace_csel3+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_wallace_csel3_synth_preset_d15.aig,1,1,1,477,30,14310,9724,1.471617,1,0,2.064,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d15
ex264,ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d9,signed low8_high8:a*b,baugh_wooley_rows_hcla4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d9.aig,1,1,1,534,26,13884,9724,1.427807,1,0,1.967,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d9
ex264,ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d11,signed low8_high8:a*b,baugh_wooley_rows_hcla4+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d11.aig,1,1,1,534,26,13884,9724,1.427807,1,0,1.923,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d11
ex264,ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d13,signed low8_high8:a*b,baugh_wooley_rows_hcla4+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d13.aig,1,1,1,534,26,13884,9724,1.427807,1,0,1.914,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d13
ex264,ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d15,signed low8_high8:a*b,baugh_wooley_rows_hcla4+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig_d15.aig,1,1,1,534,26,13884,9724,1.427807,1,0,1.920,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d15
ex264,ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d9,signed low8_high8:a*b,baugh_wooley_rows_hcla4+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d9.aig,1,1,1,520,28,14560,9724,1.497326,1,0,2.137,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d9
ex264,ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d11,signed low8_high8:a*b,baugh_wooley_rows_hcla4+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d11.aig,1,1,1,520,28,14560,9724,1.497326,1,0,2.073,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d11
ex264,ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d15,signed low8_high8:a*b,baugh_wooley_rows_hcla4+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/verilog/ex264_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d15.aig,1,1,1,520,28,14560,9724,1.497326,1,0,2.134,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d15
