case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,88,13,1144,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_signbit_abc_g_aig_d11,1,95,14,1330,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_signbit_abc_g_aig_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4_signbit; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig,1,93,14,1302,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig,1,93,14,1302,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11,1,93,14,1302,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13,1,93,14,1302,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9,1,93,14,1302,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11,1,93,14,1302,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig,1,98,15,1470,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_wreduce_abc_g_aig,1,99,14,1386,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_synth_preset_d11,1,98,16,1568,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_synth_preset_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_synth_preset_d13,1,98,16,1568,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig_d9,1,98,15,1470,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig_d11,1,98,15,1470,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig,1,97,16,1552,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_wreduce_abc_g_aig,1,97,16,1552,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_synth_preset_d11,1,97,16,1552,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_synth_preset_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_synth_preset_d13,1,97,16,1552,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig_d9,1,97,16,1552,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig_d11,1,97,16,1552,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig,1,93,14,1302,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig,1,92,14,1288,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d11,1,93,14,1302,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13,1,93,14,1302,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d9,1,93,14,1302,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d11,1,93,14,1302,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,363,25,9075,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,366,25,9150,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11,1,361,26,9386,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,361,26,9386,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9,1,363,25,9075,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11,1,363,25,9075,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_signbit_abc_g_aig,1,368,27,9936,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_signbit_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_signbit; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_signbit_wreduce_abc_g_aig,1,367,27,9909,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_signbit_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_signbit; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_signbit_synth_preset_d11,1,369,26,9594,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_signbit_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_signbit; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_signbit_synth_preset_d13,1,369,26,9594,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_signbit_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_signbit; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_signbit_abc_g_aig_d9,1,368,27,9936,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_signbit_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_signbit; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_signbit_abc_g_aig_d11,1,368,27,9936,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_signbit_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_signbit; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig,1,361,27,9747,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig,1,361,25,9025,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11,1,354,27,9558,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13,1,354,27,9558,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9,1,361,27,9747,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11,1,361,27,9747,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig,1,369,28,10332,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_signbit_wreduce_abc_g_aig,1,372,27,10044,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_signbit_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_signbit_synth_preset_d11,1,369,26,9594,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_signbit_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_signbit_synth_preset_d13,1,369,26,9594,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_signbit_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig_d9,1,369,28,10332,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig_d11,1,369,28,10332,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_signbit; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig,1,369,28,10332,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_wreduce_abc_g_aig,1,369,28,10332,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_synth_preset_d11,1,369,28,10332,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_synth_preset_d13,1,369,28,10332,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig_d9,1,369,28,10332,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig_d11,1,369,28,10332,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_pfx_signbit_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_pfx_signbit; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig,1,362,25,9050,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig,1,361,26,9386,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d11,1,361,26,9386,student/work/ex260_ex263_frontend_smul_constfa_signbit_20260609_0638/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d11
