case,candidate_id,status,area,delay,adp,expected_adp,aig_path,notes
ex293,ex293_unknown_15x15_rotate_high_split_default,OK,8395,18,151110,151110,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex293/aigs/ex293_unknown_15x15_rotate_high_split_default.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex294,ex294_r4_octant_d21,OK,10675,22,234850,234850,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex294/aigs/ex294_r4_octant_d21.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex294,ex294_r80_mod4_shared_mirror_cofactor,OK,10675,23,245525,245525,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex294/aigs/ex294_r80_mod4_shared_mirror_cofactor.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex294,ex294_r81_octant_plane_descriptor_cofactor,OK,10664,22,234608,234608,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex294/aigs/ex294_r81_octant_plane_descriptor_cofactor.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex294,ex294_r8_current_direct_abc_and,OK,10774,22,237028,237028,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex294/aigs/ex294_r8_current_direct_abc_and.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex294,ex294_r9_alt_odd_planes_synth_preset,OK,10659,23,245157,245157,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex294/aigs/ex294_r9_alt_odd_planes_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex294,ex294_r9_current_inline_synth_preset,OK,10565,21,221865,221865,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex294/aigs/ex294_r9_current_inline_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex294,ex294_r9_route_no_keep_synth_preset,OK,10711,22,235642,235642,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex294/aigs/ex294_r9_route_no_keep_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex294,ex294_ugr_quadrant_descriptor_midplanes,OK,10687,22,235114,235114,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex294/aigs/ex294_ugr_quadrant_descriptor_midplanes.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex295,ex295_low_split_default_abc_g_aig,OK,8653,16,138448,138448,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex295/aigs/ex295_low_split_default_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex295,ex295_r10_symbol_plane_split_abc_g_aig,OK,8257,15,123855,123855,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex295/aigs/ex295_r10_symbol_plane_split_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex295,ex295_r11_bitplane_symbol_split_abc_g_aig_d14,OK,8368,15,125520,125520,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex295/aigs/ex295_r11_bitplane_symbol_split_abc_g_aig_d14.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex295,ex295_r21_cell_grouped_symbol_plane_abc_g_aig,OK,8218,15,123270,123270,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex295/aigs/ex295_r21_cell_grouped_symbol_plane_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex295,ex295_r24_cell_grouped_symbol_plane_majority_default_synth_preset,OK,8193,16,131088,131088,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex295/aigs/ex295_r24_cell_grouped_symbol_plane_majority_default_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex295,ex295_r67_cell_value_cube_defaults_abc_g_aig,OK,7526,14,105364,105364,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex295/aigs/ex295_r67_cell_value_cube_defaults_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex296,ex296_deep_high_rotate_source_bitmix,OK,10387,16,166192,166192,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex296/aigs/ex296_deep_high_rotate_source_bitmix.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex296,ex296_high_split_default_abc_d20,OK,9032,17,153544,153544,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex296/aigs/ex296_high_split_default_abc_d20.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex296,ex296_high_split_default_abc_g_and_mux,OK,9286,18,167148,167148,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex296/aigs/ex296_high_split_default_abc_g_and_mux.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex296,ex296_high_split_default_abc_g_cmos2,OK,9228,17,156876,156876,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex296/aigs/ex296_high_split_default_abc_g_cmos2.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex296,ex296_high_split_default_abc_g_gates,OK,8984,17,152728,152728,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex296/aigs/ex296_high_split_default_abc_g_gates.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex296,ex296_high_split_default_synth_preset,OK,8994,18,161892,161892,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex296/aigs/ex296_high_split_default_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex297,ex297_r73_pairsel_cell_bit_template,OK,26564,16,425024,425024,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex297/aigs/ex297_r73_pairsel_cell_bit_template.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex297,ex297_r73_sel2_cluster_bdd,OK,26603,16,425648,425648,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex297/aigs/ex297_r73_sel2_cluster_bdd.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex297,ex297_r74_pairsel_sel2_cluster_po_mix,OK,26617,16,425872,425872,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex297/aigs/ex297_r74_pairsel_sel2_cluster_po_mix.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex297,ex297_r74_pairxor_celllocal_mix,OK,26609,16,425744,425744,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex297/aigs/ex297_r74_pairxor_celllocal_mix.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex297,ex297_r75_pairsel_r71_selector_plane,OK,26590,16,425440,425440,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex297/aigs/ex297_r75_pairsel_r71_selector_plane.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex297,ex297_r7_pairmix_delta_mask_fixed_concat,OK,26613,16,425808,425808,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex297/aigs/ex297_r7_pairmix_delta_mask_fixed_concat.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex297,ex297_r85_pairsel_pairxor_hiadj_10_11,OK,26606,16,425696,425696,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex297/aigs/ex297_r85_pairsel_pairxor_hiadj_10_11.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex297,ex297_ugr_sel2_midcell_overlay,OK,26568,16,425088,425088,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex297/aigs/ex297_ugr_sel2_midcell_overlay.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex298,ex298_r6_rotate_split_current_recut,OK,34258,20,685160,685160,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex298/aigs/ex298_r6_rotate_split_current_recut.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex298,ex298_rotate_high_split_default_abc_d20,OK,34185,20,683700,683700,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex298/aigs/ex298_rotate_high_split_default_abc_d20.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex298,ex298_rotate_high_split_default_abc_g_aig,OK,34033,19,646627,646627,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex298/aigs/ex298_rotate_high_split_default_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex298,ex298_rotate_high_split_default_abc_g_cmos2,OK,34968,20,699360,699360,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex298/aigs/ex298_rotate_high_split_default_abc_g_cmos2.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex298,ex298_rotate_high_split_default_abc_g_gates,OK,34034,20,680680,680680,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex298/aigs/ex298_rotate_high_split_default_abc_g_gates.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex298,ex298_rotate_high_split_default_synth_preset,OK,33981,19,645639,645639,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex298/aigs/ex298_rotate_high_split_default_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex299,ex299_r2_direct_cellsrc_quad_6_9,OK,98747,18,1777446,1777446,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex299/aigs/ex299_r2_direct_cellsrc_quad_6_9.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex299,ex299_r2_masked_delta_quad_6_9,OK,98738,18,1777284,1777284,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex299/aigs/ex299_r2_masked_delta_quad_6_9.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex299,ex299_r2_wordsplice_quad_6_9,OK,98570,18,1774260,1774260,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex299/aigs/ex299_r2_wordsplice_quad_6_9.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex299,ex299_r75_sel2_celllocal_cluster_static,OK,98747,18,1777446,1777446,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex299/aigs/ex299_r75_sel2_celllocal_cluster_static.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex299,ex299_r75_sel2_pairsel_cluster_static,OK,98735,18,1777230,1777230,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex299/aigs/ex299_r75_sel2_pairsel_cluster_static.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex299,ex299_r78_static_celllocal_pair89,OK,98724,18,1777032,1777032,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex299/aigs/ex299_r78_static_celllocal_pair89.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex299,ex299_r79_static_celllocal_bits7_9,OK,98740,18,1777320,1777320,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex299/aigs/ex299_r79_static_celllocal_bits7_9.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex299,ex299_r9_casez_full_parallel_synth_preset,OK,96509,18,1737162,1737162,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex299/aigs/ex299_r9_casez_full_parallel_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
