case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex255,ex255_umul_direct_context_default,1,91,19,1729,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/aigs/ex255_umul_direct_context_default.aig,exact unsigned low4 * high4 over 256 inputs; source=direct_context; flow=default
ex258,ex258_umul_sorted_operands_arith_wreduce_aig,1,420,45,18900,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_sorted_operands_arith_wreduce_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=sorted_operands; flow=arith_wreduce_aig
ex258,ex258_umul_sorted_operands_synth_preset,1,416,44,18304,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_sorted_operands_synth_preset.aig,exact unsigned low7 * high7 over 16384 inputs; source=sorted_operands; flow=synth_preset
ex259,ex259_umul_direct_context_default,1,458,37,16946,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_direct_context_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=direct_context; flow=default
ex259,ex259_umul_direct_context_wreduce_default,1,458,37,16946,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_direct_context_wreduce_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=direct_context; flow=wreduce_default
ex259,ex259_umul_direct_context_abc_g_aig,1,458,37,16946,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_direct_context_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=direct_context; flow=abc_g_aig
ex259,ex259_umul_direct_context_wreduce_abc_g_aig,1,458,37,16946,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_direct_context_wreduce_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=direct_context; flow=wreduce_abc_g_aig
ex259,ex259_umul_direct_context_arith_wreduce_aig,1,458,37,16946,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_direct_context_arith_wreduce_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=direct_context; flow=arith_wreduce_aig
ex259,ex259_umul_direct_context_synth_preset,1,455,37,16835,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_direct_context_synth_preset.aig,exact unsigned low8 * high8 over 65536 inputs; source=direct_context; flow=synth_preset
ex259,ex259_umul_wide_ext_direct_default,1,506,38,19228,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_wide_ext_direct_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=wide_ext_direct; flow=default
ex259,ex259_umul_wide_ext_direct_wreduce_default,1,458,37,16946,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_wide_ext_direct_wreduce_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=wide_ext_direct; flow=wreduce_default
ex259,ex259_umul_wide_ext_direct_abc_g_aig,1,506,38,19228,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_wide_ext_direct_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=wide_ext_direct; flow=abc_g_aig
ex259,ex259_umul_wide_ext_direct_wreduce_abc_g_aig,1,458,37,16946,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_wide_ext_direct_wreduce_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=wide_ext_direct; flow=wreduce_abc_g_aig
ex259,ex259_umul_wide_ext_direct_arith_wreduce_aig,1,458,37,16946,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_wide_ext_direct_arith_wreduce_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=wide_ext_direct; flow=arith_wreduce_aig
ex259,ex259_umul_wide_ext_direct_synth_preset,1,455,37,16835,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_wide_ext_direct_synth_preset.aig,exact unsigned low8 * high8 over 65536 inputs; source=wide_ext_direct; flow=synth_preset
ex259,ex259_umul_balanced_rows_default,1,445,35,15575,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_balanced_rows_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=balanced_rows; flow=default
ex259,ex259_umul_balanced_rows_wreduce_default,1,444,35,15540,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_balanced_rows_wreduce_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=balanced_rows; flow=wreduce_default
ex259,ex259_umul_balanced_rows_abc_g_aig,1,433,35,15155,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_balanced_rows_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=balanced_rows; flow=abc_g_aig
ex259,ex259_umul_balanced_rows_wreduce_abc_g_aig,1,434,35,15190,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_balanced_rows_wreduce_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=balanced_rows; flow=wreduce_abc_g_aig
ex259,ex259_umul_balanced_rows_arith_wreduce_aig,1,450,34,15300,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_balanced_rows_arith_wreduce_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=balanced_rows; flow=arith_wreduce_aig
ex259,ex259_umul_balanced_rows_synth_preset,1,449,35,15715,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_balanced_rows_synth_preset.aig,exact unsigned low8 * high8 over 65536 inputs; source=balanced_rows; flow=synth_preset
ex259,ex259_umul_csa_vector_default,1,651,34,22134,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_csa_vector_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=default
ex259,ex259_umul_csa_vector_wreduce_default,1,618,34,21012,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_csa_vector_wreduce_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=wreduce_default
ex259,ex259_umul_csa_vector_abc_g_aig,1,475,34,16150,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_csa_vector_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=abc_g_aig
ex259,ex259_umul_csa_vector_wreduce_abc_g_aig,1,475,34,16150,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_csa_vector_wreduce_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=wreduce_abc_g_aig
ex259,ex259_umul_csa_vector_arith_wreduce_aig,1,475,34,16150,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_csa_vector_arith_wreduce_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=arith_wreduce_aig
ex259,ex259_umul_csa_vector_synth_preset,1,469,32,15008,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_csa_vector_synth_preset.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=synth_preset
ex259,ex259_umul_column_carry_default,1,532,149,79268,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_column_carry_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=column_carry; flow=default
ex259,ex259_umul_column_carry_wreduce_default,1,529,147,77763,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_column_carry_wreduce_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=column_carry; flow=wreduce_default
ex259,ex259_umul_column_carry_abc_g_aig,1,509,148,75332,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_column_carry_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=column_carry; flow=abc_g_aig
ex259,ex259_umul_column_carry_wreduce_abc_g_aig,1,513,147,75411,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_column_carry_wreduce_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=column_carry; flow=wreduce_abc_g_aig
ex259,ex259_umul_column_carry_arith_wreduce_aig,1,436,147,64092,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_column_carry_arith_wreduce_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=column_carry; flow=arith_wreduce_aig
ex259,ex259_umul_column_carry_synth_preset,1,436,147,64092,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_column_carry_synth_preset.aig,exact unsigned low8 * high8 over 65536 inputs; source=column_carry; flow=synth_preset
ex259,ex259_umul_case_b_const_default,1,11660,59,687940,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_case_b_const_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=case_b_const; flow=default
ex259,ex259_umul_case_b_const_wreduce_default,1,11629,60,697740,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_case_b_const_wreduce_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=case_b_const; flow=wreduce_default
ex259,ex259_umul_case_b_const_abc_g_aig,1,11536,57,657552,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_case_b_const_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=case_b_const; flow=abc_g_aig
ex259,ex259_umul_case_b_const_wreduce_abc_g_aig,1,11504,57,655728,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_case_b_const_wreduce_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=case_b_const; flow=wreduce_abc_g_aig
ex259,ex259_umul_case_b_const_arith_wreduce_aig,1,11538,57,657666,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_case_b_const_arith_wreduce_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=case_b_const; flow=arith_wreduce_aig
ex259,ex259_umul_case_b_const_synth_preset,1,7976,67,534392,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_case_b_const_synth_preset.aig,exact unsigned low8 * high8 over 65536 inputs; source=case_b_const; flow=synth_preset
ex259,ex259_umul_split_half_default,1,470,38,17860,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_split_half_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=split_half; flow=default
ex259,ex259_umul_split_half_wreduce_default,1,482,38,18316,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_split_half_wreduce_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=split_half; flow=wreduce_default
ex259,ex259_umul_split_half_abc_g_aig,1,470,38,17860,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_split_half_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=split_half; flow=abc_g_aig
ex259,ex259_umul_split_half_wreduce_abc_g_aig,1,472,38,17936,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_split_half_wreduce_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=split_half; flow=wreduce_abc_g_aig
ex259,ex259_umul_split_half_arith_wreduce_aig,1,527,39,20553,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_split_half_arith_wreduce_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=split_half; flow=arith_wreduce_aig
ex259,ex259_umul_split_half_synth_preset,1,528,39,20592,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_split_half_synth_preset.aig,exact unsigned low8 * high8 over 65536 inputs; source=split_half; flow=synth_preset
ex259,ex259_umul_karatsuba_even_default,1,574,50,28700,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_karatsuba_even_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=karatsuba_even; flow=default
ex259,ex259_umul_karatsuba_even_wreduce_default,1,575,50,28750,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_karatsuba_even_wreduce_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=karatsuba_even; flow=wreduce_default
ex259,ex259_umul_karatsuba_even_abc_g_aig,1,567,50,28350,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_karatsuba_even_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=karatsuba_even; flow=abc_g_aig
ex259,ex259_umul_karatsuba_even_wreduce_abc_g_aig,1,570,50,28500,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_karatsuba_even_wreduce_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=karatsuba_even; flow=wreduce_abc_g_aig
ex259,ex259_umul_karatsuba_even_arith_wreduce_aig,1,559,50,27950,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_karatsuba_even_arith_wreduce_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=karatsuba_even; flow=arith_wreduce_aig
ex259,ex259_umul_karatsuba_even_synth_preset,1,556,50,27800,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_karatsuba_even_synth_preset.aig,exact unsigned low8 * high8 over 65536 inputs; source=karatsuba_even; flow=synth_preset
ex259,ex259_umul_sorted_operands_default,1,551,47,25897,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_sorted_operands_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=sorted_operands; flow=default
ex259,ex259_umul_sorted_operands_wreduce_default,1,551,47,25897,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_sorted_operands_wreduce_default.aig,exact unsigned low8 * high8 over 65536 inputs; source=sorted_operands; flow=wreduce_default
ex259,ex259_umul_sorted_operands_abc_g_aig,1,546,47,25662,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_sorted_operands_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=sorted_operands; flow=abc_g_aig
ex259,ex259_umul_sorted_operands_wreduce_abc_g_aig,1,546,47,25662,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_sorted_operands_wreduce_abc_g_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=sorted_operands; flow=wreduce_abc_g_aig
ex259,ex259_umul_sorted_operands_arith_wreduce_aig,1,546,47,25662,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_sorted_operands_arith_wreduce_aig.aig,exact unsigned low8 * high8 over 65536 inputs; source=sorted_operands; flow=arith_wreduce_aig
ex259,ex259_umul_sorted_operands_synth_preset,1,541,47,25427,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex259/aigs/ex259_umul_sorted_operands_synth_preset.aig,exact unsigned low8 * high8 over 65536 inputs; source=sorted_operands; flow=synth_preset
