case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex278,ex278_isqrt_prefix8_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix8_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix8_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix8_range_arith_wreduce_aig.aig,1,1,1,690,13,8970,5198,1.725664,0,0,0.760,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix8_range; flow=arith_wreduce_aig
ex278,ex278_isqrt_prefix8_range_synth_preset,unsigned_floor_isqrt,prefix8_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix8_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix8_range_synth_preset.aig,1,1,1,656,14,9184,5198,1.766833,0,0,0.879,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix8_range; flow=synth_preset
ex278,ex278_isqrt_prefix8_range_synth_preset_d12,unsigned_floor_isqrt,prefix8_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix8_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix8_range_synth_preset_d12.aig,1,1,1,656,14,9184,5198,1.766833,0,0,0.866,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix8_range; flow=synth_preset_d12
ex278,ex278_isqrt_prefix8_range_synth_preset_d16,unsigned_floor_isqrt,prefix8_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix8_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix8_range_synth_preset_d16.aig,1,1,1,656,14,9184,5198,1.766833,0,0,0.911,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix8_range; flow=synth_preset_d16
ex278,ex278_isqrt_radix4_wires_abc_g_aig,unsigned_floor_isqrt,radix4_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_radix4_wires_abc_g_aig.aig,1,1,1,240,31,7440,5198,1.431320,1,0,0.606,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix4_wires; flow=abc_g_aig
ex278,ex278_isqrt_radix4_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,radix4_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_radix4_wires_wreduce_abc_g_aig.aig,1,1,1,238,32,7616,5198,1.465179,1,0,0.573,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix4_wires; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_radix4_wires_arith_wreduce_aig,unsigned_floor_isqrt,radix4_wires+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_radix4_wires_arith_wreduce_aig.aig,1,1,1,240,33,7920,5198,1.523663,0,0,0.520,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix4_wires; flow=arith_wreduce_aig
ex278,ex278_isqrt_radix4_wires_synth_preset,unsigned_floor_isqrt,radix4_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_radix4_wires_synth_preset.aig,1,1,1,237,33,7821,5198,1.504617,0,0,0.642,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix4_wires; flow=synth_preset
ex278,ex278_isqrt_radix4_wires_synth_preset_d12,unsigned_floor_isqrt,radix4_wires+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_radix4_wires_synth_preset_d12.aig,1,1,1,237,33,7821,5198,1.504617,0,0,0.566,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix4_wires; flow=synth_preset_d12
ex278,ex278_isqrt_radix4_wires_synth_preset_d16,unsigned_floor_isqrt,radix4_wires+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_radix4_wires_synth_preset_d16.aig,1,1,1,237,33,7821,5198,1.504617,0,0,0.607,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix4_wires; flow=synth_preset_d16
ex278,ex278_isqrt_radix8_wires_abc_g_aig,unsigned_floor_isqrt,radix8_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_radix8_wires_abc_g_aig.aig,1,1,1,332,28,9296,5198,1.788380,0,0,0.671,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix8_wires; flow=abc_g_aig
ex278,ex278_isqrt_radix8_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,radix8_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_radix8_wires_wreduce_abc_g_aig.aig,1,1,1,333,29,9657,5198,1.857830,0,0,0.691,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix8_wires; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_radix8_wires_arith_wreduce_aig,unsigned_floor_isqrt,radix8_wires+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_radix8_wires_arith_wreduce_aig.aig,1,1,1,332,28,9296,5198,1.788380,0,0,0.594,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix8_wires; flow=arith_wreduce_aig
ex278,ex278_isqrt_radix8_wires_synth_preset,unsigned_floor_isqrt,radix8_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_radix8_wires_synth_preset.aig,1,1,1,325,28,9100,5198,1.750673,0,0,0.884,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix8_wires; flow=synth_preset
ex278,ex278_isqrt_radix8_wires_synth_preset_d12,unsigned_floor_isqrt,radix8_wires+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_radix8_wires_synth_preset_d12.aig,1,1,1,325,28,9100,5198,1.750673,0,0,0.756,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix8_wires; flow=synth_preset_d12
ex278,ex278_isqrt_radix8_wires_synth_preset_d16,unsigned_floor_isqrt,radix8_wires+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_radix8_wires_synth_preset_d16.aig,1,1,1,325,28,9100,5198,1.750673,0,0,0.801,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix8_wires; flow=synth_preset_d16
ex278,ex278_isqrt_restoring_wires_abc_g_aig,unsigned_floor_isqrt,restoring_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_restoring_wires_abc_g_aig.aig,1,1,1,195,52,10140,5198,1.950750,0,0,0.422,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=restoring_wires; flow=abc_g_aig
ex278,ex278_isqrt_restoring_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,restoring_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_restoring_wires_wreduce_abc_g_aig.aig,1,1,1,195,51,9945,5198,1.913236,0,0,0.511,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=restoring_wires; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_restoring_wires_arith_wreduce_aig,unsigned_floor_isqrt,restoring_wires+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_restoring_wires_arith_wreduce_aig.aig,1,1,1,195,51,9945,5198,1.913236,0,0,0.441,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=restoring_wires; flow=arith_wreduce_aig
ex278,ex278_isqrt_restoring_wires_synth_preset,unsigned_floor_isqrt,restoring_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_restoring_wires_synth_preset.aig,1,1,1,190,53,10070,5198,1.937284,0,0,0.545,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=restoring_wires; flow=synth_preset
ex278,ex278_isqrt_restoring_wires_synth_preset_d12,unsigned_floor_isqrt,restoring_wires+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_restoring_wires_synth_preset_d12.aig,1,1,1,190,53,10070,5198,1.937284,0,0,0.492,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=restoring_wires; flow=synth_preset_d12
ex278,ex278_isqrt_restoring_wires_synth_preset_d16,unsigned_floor_isqrt,restoring_wires+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_restoring_wires_synth_preset_d16.aig,1,1,1,190,53,10070,5198,1.937284,0,0,0.471,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=restoring_wires; flow=synth_preset_d16
ex278,ex278_isqrt_prefix4_range_abc_g_aig,unsigned_floor_isqrt,prefix4_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix4_range_abc_g_aig.aig,1,1,1,531,16,8496,5198,1.634475,0,0,1.049,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix4_range; flow=abc_g_aig
ex278,ex278_isqrt_prefix4_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix4_range_wreduce_abc_g_aig.aig,1,1,1,535,16,8560,5198,1.646787,0,0,0.985,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix4_range; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_prefix4_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix4_range_arith_wreduce_aig.aig,1,1,1,538,17,9146,5198,1.759523,0,0,0.996,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix4_range; flow=arith_wreduce_aig
ex278,ex278_isqrt_prefix4_range_synth_preset,unsigned_floor_isqrt,prefix4_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix4_range_synth_preset.aig,1,1,1,535,15,8025,5198,1.543863,0,0,1.044,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix4_range; flow=synth_preset
ex278,ex278_isqrt_prefix4_range_synth_preset_d12,unsigned_floor_isqrt,prefix4_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix4_range_synth_preset_d12.aig,1,1,1,535,15,8025,5198,1.543863,0,0,1.051,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix4_range; flow=synth_preset_d12
ex278,ex278_isqrt_prefix4_range_synth_preset_d16,unsigned_floor_isqrt,prefix4_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix4_range_synth_preset_d16.aig,1,1,1,535,15,8025,5198,1.543863,0,0,1.164,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix4_range; flow=synth_preset_d16
ex278,ex278_isqrt_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_abc_g_aig.aig,1,1,1,540,18,9720,5198,1.869950,0,0,0.384,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=abc_g_aig
ex278,ex278_isqrt_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,540,18,9720,5198,1.869950,0,0,0.443,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_bdd_reverse_arith_wreduce_aig,unsigned_floor_isqrt,bdd_reverse+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_arith_wreduce_aig.aig,1,1,1,540,18,9720,5198,1.869950,0,0,0.434,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=arith_wreduce_aig
ex278,ex278_isqrt_bdd_reverse_synth_preset,unsigned_floor_isqrt,bdd_reverse+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_synth_preset.aig,1,1,1,508,17,8636,5198,1.661408,0,0,0.496,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=synth_preset
ex278,ex278_isqrt_bdd_reverse_synth_preset_d12,unsigned_floor_isqrt,bdd_reverse+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_synth_preset_d12.aig,1,1,1,508,17,8636,5198,1.661408,0,0,0.539,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=synth_preset_d12
ex278,ex278_isqrt_bdd_reverse_synth_preset_d16,unsigned_floor_isqrt,bdd_reverse+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_synth_preset_d16.aig,1,1,1,508,17,8636,5198,1.661408,0,0,0.533,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=synth_preset_d16
ex279,ex279_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,1093,18,19674,10952,1.796384,0,0,2.291,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix5_range; flow=abc_g_aig
ex279,ex279_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,1107,17,18819,10952,1.718316,0,0,2.158,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,1106,18,19908,10952,1.817750,0,0,2.173,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex279,ex279_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix5_range_synth_preset.aig,1,1,1,1087,18,19566,10952,1.786523,0,0,2.209,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix5_range; flow=synth_preset
ex279,ex279_isqrt_prefix5_range_synth_preset_d12,unsigned_floor_isqrt,prefix5_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix5_range_synth_preset_d12.aig,1,1,1,1087,18,19566,10952,1.786523,0,0,2.298,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix5_range; flow=synth_preset_d12
ex279,ex279_isqrt_prefix5_range_synth_preset_d16,unsigned_floor_isqrt,prefix5_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix5_range_synth_preset_d16.aig,1,1,1,1087,18,19566,10952,1.786523,0,0,2.167,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix5_range; flow=synth_preset_d16
ex279,ex279_isqrt_prefix6_range_abc_g_aig,unsigned_floor_isqrt,prefix6_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix6_range_abc_g_aig.aig,1,1,1,1076,17,18292,10952,1.670197,0,0,1.898,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix6_range; flow=abc_g_aig
ex279,ex279_isqrt_prefix6_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix6_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix6_range_wreduce_abc_g_aig.aig,1,1,1,1071,18,19278,10952,1.760226,0,0,1.803,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix6_range; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_prefix6_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix6_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix6_range_arith_wreduce_aig.aig,1,1,1,1070,18,19260,10952,1.758583,0,0,3.071,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix6_range; flow=arith_wreduce_aig
ex279,ex279_isqrt_prefix6_range_synth_preset,unsigned_floor_isqrt,prefix6_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix6_range_synth_preset.aig,1,1,1,1064,17,18088,10952,1.651570,0,0,3.418,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix6_range; flow=synth_preset
ex279,ex279_isqrt_prefix6_range_synth_preset_d12,unsigned_floor_isqrt,prefix6_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix6_range_synth_preset_d12.aig,1,1,1,1064,17,18088,10952,1.651570,0,0,2.165,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix6_range; flow=synth_preset_d12
ex279,ex279_isqrt_prefix6_range_synth_preset_d16,unsigned_floor_isqrt,prefix6_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix6_range_synth_preset_d16.aig,1,1,1,1064,17,18088,10952,1.651570,0,0,1.895,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix6_range; flow=synth_preset_d16
ex279,ex279_isqrt_prefix7_range_abc_g_aig,unsigned_floor_isqrt,prefix7_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix7_range_abc_g_aig.aig,1,1,1,1110,15,16650,10952,1.520270,0,0,1.336,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix7_range; flow=abc_g_aig
ex279,ex279_isqrt_prefix7_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix7_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix7_range_wreduce_abc_g_aig.aig,1,1,1,1101,17,18717,10952,1.709003,0,0,1.423,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix7_range; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_prefix7_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix7_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_prefix7_range_arith_wreduce_aig.aig,1,1,1,1094,16,17504,10952,1.598247,0,0,1.443,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix7_range; flow=arith_wreduce_aig
