case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_wallace_square_outside_csel2_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel2+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel2_abc_g_aig.aig,1,1,1,191,20,3820,2076,1.840077,0,0,0.290,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel2; flow=abc_g_aig
ex270,ex270_square_wallace_square_outside_hcla4_synth_preset,unsigned_square_x_times_x,wallace_square_outside_hcla4+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_hcla4_synth_preset.aig,1,1,1,186,20,3720,2076,1.791908,0,0,0.327,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla4; flow=synth_preset
ex270,ex270_square_wallace_square_outside_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_hcla6_abc_g_aig.aig,1,1,1,185,21,3885,2076,1.871387,0,0,0.233,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla6; flow=abc_g_aig
ex270,ex270_square_wallace_square_outside_hcla6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_hcla6_wreduce_abc_g_aig.aig,1,1,1,185,21,3885,2076,1.871387,0,0,0.271,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla6; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_outside_hcla6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_hcla6+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_hcla6_synth_preset.aig,1,1,1,184,20,3680,2076,1.772640,0,0,0.312,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla6; flow=synth_preset
ex271,ex271_square_wallace_square_outside_csel2_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel2+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel2_abc_g_aig.aig,1,1,1,325,28,9100,5542,1.642006,0,0,0.314,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel2; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_csel2_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel2+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel2_wreduce_abc_g_aig.aig,1,1,1,327,27,8829,5542,1.593107,0,0,0.326,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel2; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_csel2_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel2+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel2_synth_preset.aig,1,1,1,320,29,9280,5542,1.674486,0,0,0.431,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel2; flow=synth_preset
ex271,ex271_square_wallace_square_outside_csel3_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel3+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel3_abc_g_aig.aig,1,1,1,335,26,8710,5542,1.571635,0,0,0.312,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel3; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_csel3_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel3+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel3_wreduce_abc_g_aig.aig,1,1,1,335,26,8710,5542,1.571635,0,0,0.320,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel3; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_csel3_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel3+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel3_synth_preset.aig,1,1,1,331,26,8606,5542,1.552869,0,0,0.409,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel3; flow=synth_preset
ex271,ex271_square_wallace_square_outside_csel4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel4+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel4_abc_g_aig.aig,1,1,1,333,25,8325,5542,1.502165,0,0,0.339,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel4; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_csel4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel4+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel4_wreduce_abc_g_aig.aig,1,1,1,333,25,8325,5542,1.502165,0,0,0.317,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel4; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_csel4_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel4+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel4_synth_preset.aig,1,1,1,331,25,8275,5542,1.493143,1,0,0.442,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel4; flow=synth_preset
ex271,ex271_square_wallace_square_outside_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_hcla4_abc_g_aig.aig,1,1,1,317,29,9193,5542,1.658787,0,0,0.290,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla4; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_hcla4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_hcla4_wreduce_abc_g_aig.aig,1,1,1,317,29,9193,5542,1.658787,0,0,0.327,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla4; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_hcla4_synth_preset,unsigned_square_x_times_x,wallace_square_outside_hcla4+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_hcla4_synth_preset.aig,1,1,1,321,29,9309,5542,1.679719,0,0,0.377,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla4; flow=synth_preset
ex271,ex271_square_wallace_square_outside_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_hcla6_abc_g_aig.aig,1,1,1,324,29,9396,5542,1.695417,0,0,0.316,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla6; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_hcla6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_hcla6_wreduce_abc_g_aig.aig,1,1,1,319,30,9570,5542,1.726813,0,0,0.295,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla6; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_hcla6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_hcla6+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_hcla6_synth_preset.aig,1,1,1,319,29,9251,5542,1.669253,0,0,0.375,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_hcla6; flow=synth_preset
ex272,ex272_square_wallace_square_outside_csel2_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel2+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel2_abc_g_aig.aig,1,1,1,498,35,17430,10880,1.602022,0,0,0.411,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel2; flow=abc_g_aig
ex272,ex272_square_wallace_square_outside_csel2_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel2+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel2_wreduce_abc_g_aig.aig,1,1,1,494,37,18278,10880,1.679963,0,0,0.425,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel2; flow=wreduce_abc_g_aig
ex272,ex272_square_wallace_square_outside_csel2_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel2+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel2_synth_preset.aig,1,1,1,494,35,17290,10880,1.589154,0,0,0.598,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel2; flow=synth_preset
ex272,ex272_square_wallace_square_outside_csel3_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel3+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel3_abc_g_aig.aig,1,1,1,509,33,16797,10880,1.543842,0,0,0.401,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel3; flow=abc_g_aig
ex272,ex272_square_wallace_square_outside_csel3_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel3+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel3_wreduce_abc_g_aig.aig,1,1,1,509,33,16797,10880,1.543842,0,0,0.422,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel3; flow=wreduce_abc_g_aig
ex272,ex272_square_wallace_square_outside_csel3_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel3+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel3_synth_preset.aig,1,1,1,505,33,16665,10880,1.531710,0,0,0.568,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel3; flow=synth_preset
ex272,ex272_square_wallace_square_outside_csel4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel4+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel4_abc_g_aig.aig,1,1,1,504,33,16632,10880,1.528676,0,0,0.398,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel4; flow=abc_g_aig
ex272,ex272_square_wallace_square_outside_csel4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel4+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel4_wreduce_abc_g_aig.aig,1,1,1,504,33,16632,10880,1.528676,0,0,0.407,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel4; flow=wreduce_abc_g_aig
ex272,ex272_square_wallace_square_outside_csel4_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel4+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel4_synth_preset.aig,1,1,1,502,33,16566,10880,1.522610,0,0,0.525,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel4; flow=synth_preset
ex272,ex272_square_wallace_square_outside_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla4_abc_g_aig.aig,1,1,1,521,32,16672,10880,1.532353,0,0,0.390,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla4; flow=abc_g_aig
ex272,ex272_square_wallace_square_outside_hcla4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla4_wreduce_abc_g_aig.aig,1,1,1,523,32,16736,10880,1.538235,0,0,0.404,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla4; flow=wreduce_abc_g_aig
ex272,ex272_square_wallace_square_outside_hcla4_synth_preset,unsigned_square_x_times_x,wallace_square_outside_hcla4+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla4_synth_preset.aig,1,1,1,518,32,16576,10880,1.523529,0,0,0.528,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla4; flow=synth_preset
ex272,ex272_square_wallace_square_outside_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla6_abc_g_aig.aig,1,1,1,524,32,16768,10880,1.541176,0,0,0.400,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla6; flow=abc_g_aig
ex272,ex272_square_wallace_square_outside_hcla6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla6_wreduce_abc_g_aig.aig,1,1,1,522,32,16704,10880,1.535294,0,0,0.404,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla6; flow=wreduce_abc_g_aig
ex272,ex272_square_wallace_square_outside_hcla6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_hcla6+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla6_synth_preset.aig,1,1,1,516,33,17028,10880,1.565074,0,0,0.529,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla6; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel2_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel2+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel2_abc_g_aig.aig,1,1,1,701,44,30844,15078,2.045629,0,0,0.767,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel2; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel2_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel2+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel2_wreduce_abc_g_aig.aig,1,1,1,704,43,30272,15078,2.007693,0,0,0.793,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel2; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel2_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel2+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel2_synth_preset.aig,1,1,1,703,43,30229,15078,2.004841,0,0,0.930,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel2; flow=synth_preset
