case,candidate_id,equivalent,area,delay,adp,notes,hypothesis,variant,verilog_path,aig_path,verified_truth,method_signature,official_status,reference_adp,runtime_sec,evaluate_log,agent_id,domain,high_level_description,representation,sharing_strategy,synth_flow,yosys_log,current_frontend_adp,beats_current_frontend,beats_reference,method_notes
ex286,ex286_linhyb_sweep_raw_2_5_7_8_f11_group_abc_g_aig,1,1363,15,20445,selected_bits=2:5:7:8;coord_masks=4:20:80:100;policy=f11;share=group;base_nodes=1969;coord_nodes=348;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_2_5_7_8_f11_group/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_2_5_7_8_f11_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_2_5_7_8_f11_group_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_2_5_7_8|policy_f11|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.218,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_5_7_8_f11_group_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_5_7_8_f11_group_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_2_6_7_8_f00_global_abc_g_aig,1,1353,15,20295,selected_bits=2:6:7:8;coord_masks=4:40:80:100;policy=f00;share=global;base_nodes=572;coord_nodes=350;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_2_6_7_8_f00_global/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_2_6_7_8_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_2_6_7_8_f00_global_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_2_6_7_8|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.214,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_6_7_8_f00_global_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_6_7_8_f00_global_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_2_6_7_8_f11_global_abc_g_aig,1,1352,16,21632,selected_bits=2:6:7:8;coord_masks=4:40:80:100;policy=f11;share=global;base_nodes=585;coord_nodes=363;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_2_6_7_8_f11_global/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_2_6_7_8_f11_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_2_6_7_8_f11_global_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_2_6_7_8|policy_f11|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.340,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_6_7_8_f11_global_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_6_7_8_f11_global_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_2_6_7_8_f00_group_abc_g_aig,1,1345,15,20175,selected_bits=2:6:7:8;coord_masks=4:40:80:100;policy=f00;share=group;base_nodes=1853;coord_nodes=350;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_2_6_7_8_f00_group/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_2_6_7_8_f00_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_2_6_7_8_f00_group_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_2_6_7_8|policy_f00|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.259,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_6_7_8_f00_group_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_6_7_8_f00_group_abc_g_aig.yosys.log,20190,1,0,
ex286,ex286_linhyb_sweep_raw_2_6_7_8_f11_group_abc_g_aig,1,1351,16,21616,selected_bits=2:6:7:8;coord_masks=4:40:80:100;policy=f11;share=group;base_nodes=1956;coord_nodes=363;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_2_6_7_8_f11_group/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_2_6_7_8_f11_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_2_6_7_8_f11_group_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_2_6_7_8|policy_f11|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.213,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_6_7_8_f11_group_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_6_7_8_f11_group_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_3_4_5_6_f00_global_abc_g_aig,1,1360,15,20400,selected_bits=3:4:5:6;coord_masks=8:10:20:40;policy=f00;share=global;base_nodes=564;coord_nodes=359;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_3_4_5_6_f00_global/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_4_5_6_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_4_5_6_f00_global_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_4_5_6|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.214,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_6_f00_global_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_6_f00_global_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_3_4_5_6_f11_global_abc_g_aig,1,1348,16,21568,selected_bits=3:4:5:6;coord_masks=8:10:20:40;policy=f11;share=global;base_nodes=577;coord_nodes=371;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_3_4_5_6_f11_global/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_4_5_6_f11_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_4_5_6_f11_global_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_4_5_6|policy_f11|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.213,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_6_f11_global_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_6_f11_global_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_3_4_5_6_f00_group_abc_g_aig,1,1348,15,20220,selected_bits=3:4:5:6;coord_masks=8:10:20:40;policy=f00;share=group;base_nodes=1874;coord_nodes=359;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_3_4_5_6_f00_group/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_4_5_6_f00_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_4_5_6_f00_group_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_4_5_6|policy_f00|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.359,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_6_f00_group_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_6_f00_group_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_3_4_5_6_f11_group_abc_g_aig,1,1345,16,21520,selected_bits=3:4:5:6;coord_masks=8:10:20:40;policy=f11;share=group;base_nodes=1974;coord_nodes=371;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_3_4_5_6_f11_group/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_4_5_6_f11_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_4_5_6_f11_group_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_4_5_6|policy_f11|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.216,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_6_f11_group_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_6_f11_group_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_3_4_5_7_f00_global_abc_g_aig,1,1355,15,20325,selected_bits=3:4:5:7;coord_masks=8:10:20:80;policy=f00;share=global;base_nodes=564;coord_nodes=343;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_3_4_5_7_f00_global/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_4_5_7_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_4_5_7_f00_global_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_4_5_7|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.217,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_7_f00_global_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_7_f00_global_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_3_4_5_7_f11_global_abc_g_aig,1,1349,16,21584,selected_bits=3:4:5:7;coord_masks=8:10:20:80;policy=f11;share=global;base_nodes=577;coord_nodes=355;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_3_4_5_7_f11_global/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_4_5_7_f11_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_4_5_7_f11_global_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_4_5_7|policy_f11|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.216,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_7_f11_global_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_7_f11_global_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_3_4_5_7_f00_group_abc_g_aig,1,1343,16,21488,selected_bits=3:4:5:7;coord_masks=8:10:20:80;policy=f00;share=group;base_nodes=1870;coord_nodes=343;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_3_4_5_7_f00_group/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_4_5_7_f00_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_4_5_7_f00_group_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_4_5_7|policy_f00|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.391,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_7_f00_group_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_7_f00_group_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_3_4_5_7_f11_group_abc_g_aig,1,1363,16,21808,selected_bits=3:4:5:7;coord_masks=8:10:20:80;policy=f11;share=group;base_nodes=1970;coord_nodes=355;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_3_4_5_7_f11_group/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_4_5_7_f11_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_4_5_7_f11_group_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_4_5_7|policy_f11|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.230,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_7_f11_group_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_7_f11_group_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_3_4_5_8_f00_global_abc_g_aig,1,1360,15,20400,selected_bits=3:4:5:8;coord_masks=8:10:20:100;policy=f00;share=global;base_nodes=523;coord_nodes=429;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_3_4_5_8_f00_global/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_4_5_8_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_4_5_8_f00_global_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_4_5_8|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.217,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_8_f00_global_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_8_f00_global_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_3_4_5_8_f11_global_abc_g_aig,1,1365,16,21840,selected_bits=3:4:5:8;coord_masks=8:10:20:100;policy=f11;share=global;base_nodes=536;coord_nodes=441;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_3_4_5_8_f11_global/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_4_5_8_f11_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_4_5_8_f11_global_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_4_5_8|policy_f11|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.217,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_8_f11_global_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_8_f11_global_abc_g_aig.yosys.log,20190,0,0,
ex286,ex286_linhyb_sweep_raw_3_4_5_8_f00_group_abc_g_aig,1,1361,15,20415,selected_bits=3:4:5:8;coord_masks=8:10:20:100;policy=f00;share=group;base_nodes=1883;coord_nodes=429;outer_bits=0:12:1:10,selective_output_linear_coordinate_hybrid,sweep_raw_3_4_5_8_f00_group/abc_g_aig,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_4_5_8_f00_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_4_5_8_f00_group_abc_g_aig.aig,1,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_4_5_8|policy_f00|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,OK,2376,0.215,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_8_f00_group_abc_g_aig.evaluate.py.log,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_4_5_8_f00_group_abc_g_aig.yosys.log,20190,0,0,
