case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla2+synth_preset_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13.aig,1,1,1,163,21,3423,2041,1.677119,0,0,0.286,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d15,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla2+synth_preset_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d15.aig,1,1,1,163,21,3423,2041,1.677119,0,0,0.290,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d15
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla2+synth_preset_d18,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d18.aig,1,1,1,163,21,3423,2041,1.677119,0,0,0.293,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla6+abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig.aig,1,1,1,163,21,3423,2041,1.677119,0,0,0.240,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d9,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla6+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d9.aig,1,1,1,163,21,3423,2041,1.677119,0,0,0.241,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d9
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d11,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla6+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d11.aig,1,1,1,163,21,3423,2041,1.677119,0,0,0.241,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d13,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla6+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d13.aig,1,1,1,163,21,3423,2041,1.677119,0,0,0.240,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d15,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla6+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d15.aig,1,1,1,163,21,3423,2041,1.677119,0,0,0.243,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d15
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_wreduce_abc_g_aig.aig,1,1,1,161,20,3220,2041,1.577658,0,0,0.257,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d9,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla6+synth_preset_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d9.aig,1,1,1,156,22,3432,2041,1.681529,0,0,0.292,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d11,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla6+synth_preset_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d11.aig,1,1,1,156,22,3432,2041,1.681529,0,0,0.294,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d11
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d13.aig,1,1,1,156,22,3432,2041,1.681529,0,0,0.296,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d15,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla6+synth_preset_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d15.aig,1,1,1,156,22,3432,2041,1.681529,0,0,0.296,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d15
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla6+synth_preset_d18,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d18.aig,1,1,1,156,22,3432,2041,1.681529,0,0,0.297,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.242,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.245,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d9
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.248,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d13,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d13.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.245,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d15,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d15.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.246,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d15
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.250,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d9,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d9.aig,1,1,1,158,21,3318,2041,1.625674,0,0,0.303,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11.aig,1,1,1,158,21,3318,2041,1.625674,0,0,0.306,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d11
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,1,1,1,158,21,3318,2041,1.625674,0,0,0.303,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d15,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d15.aig,1,1,1,158,21,3318,2041,1.625674,0,0,0.303,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d15
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d18,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d18.aig,1,1,1,158,21,3318,2041,1.625674,0,0,0.304,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.243,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.242,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d9
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.241,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.241,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d15,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d15.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.247,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d15
ex261,ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.248,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d9,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+synth_preset_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d9.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.317,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d11,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+synth_preset_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d11.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.318,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d11
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.316,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d15,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+synth_preset_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d15.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.313,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d15
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.313,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.522,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.523,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.522,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d13.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.522,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d15,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d15.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.524,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d15
