case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex276,ex276_isqrt_prefix3_range_synth_preset_d8,unsigned_floor_isqrt,prefix3_range+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_synth_preset_d8.aig,1,1,1,107,11,1177,632,1.862342,0,0,0.377,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=synth_preset_d8
ex276,ex276_isqrt_prefix3_range_synth_preset_d10,unsigned_floor_isqrt,prefix3_range+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_synth_preset_d10.aig,1,1,1,107,11,1177,632,1.862342,0,0,0.379,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=synth_preset_d10
ex276,ex276_isqrt_prefix3_range_abc_g_aig_d6,unsigned_floor_isqrt,prefix3_range+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_abc_g_aig_d6.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.298,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=abc_g_aig_d6
ex276,ex276_isqrt_prefix3_range_abc_g_aig_d8,unsigned_floor_isqrt,prefix3_range+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_abc_g_aig_d8.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.297,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=abc_g_aig_d8
ex276,ex276_isqrt_prefix3_range_abc_g_aig_d10,unsigned_floor_isqrt,prefix3_range+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_abc_g_aig_d10.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.299,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=abc_g_aig_d10
ex276,ex276_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,132,9,1188,632,1.879747,0,0,0.279,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=abc_g_aig
ex276,ex276_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,133,10,1330,632,2.104430,0,0,0.269,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,132,9,1188,632,1.879747,0,0,0.264,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_synth_preset.aig,1,1,1,125,10,1250,632,1.977848,0,0,0.341,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=synth_preset
ex276,ex276_isqrt_prefix5_range_synth_preset_d6,unsigned_floor_isqrt,prefix5_range+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_synth_preset_d6.aig,1,1,1,125,10,1250,632,1.977848,0,0,0.357,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=synth_preset_d6
ex276,ex276_isqrt_prefix5_range_synth_preset_d8,unsigned_floor_isqrt,prefix5_range+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_synth_preset_d8.aig,1,1,1,125,10,1250,632,1.977848,0,0,0.341,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=synth_preset_d8
ex276,ex276_isqrt_prefix5_range_synth_preset_d10,unsigned_floor_isqrt,prefix5_range+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_synth_preset_d10.aig,1,1,1,125,10,1250,632,1.977848,0,0,0.337,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=synth_preset_d10
ex276,ex276_isqrt_prefix5_range_abc_g_aig_d6,unsigned_floor_isqrt,prefix5_range+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_abc_g_aig_d6.aig,1,1,1,132,9,1188,632,1.879747,0,0,0.277,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=abc_g_aig_d6
ex276,ex276_isqrt_prefix5_range_abc_g_aig_d8,unsigned_floor_isqrt,prefix5_range+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_abc_g_aig_d8.aig,1,1,1,132,9,1188,632,1.879747,0,0,0.281,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=abc_g_aig_d8
ex276,ex276_isqrt_prefix5_range_abc_g_aig_d10,unsigned_floor_isqrt,prefix5_range+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_abc_g_aig_d10.aig,1,1,1,132,9,1188,632,1.879747,0,0,0.288,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=abc_g_aig_d10
