case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop2_trunc_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_trunc_abc_g_aig.aig,1,1,1,739,36,26604,15078,1.764425,0,0,0.754,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_trunc; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop2_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_synth_preset.aig,1,1,1,736,36,26496,15078,1.757262,0,0,0.949,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2; flow=synth_preset
ex273,ex273_square_hybrid_bddtop3_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop3.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop3_abc_g_aig.aig,1,1,1,764,35,26740,15078,1.773445,0,0,0.804,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop3_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop3.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop3_wreduce_abc_g_aig.aig,1,1,1,763,36,27468,15078,1.821727,0,0,0.774,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop3_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop3.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop3_synth_preset.aig,1,1,1,761,35,26635,15078,1.766481,0,0,0.956,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3; flow=synth_preset
ex273,ex273_square_hybrid_bddtop4_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop4_abc_g_aig.aig,1,1,1,800,35,28000,15078,1.857010,0,0,0.761,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop4_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop4_wreduce_abc_g_aig.aig,1,1,1,797,33,26301,15078,1.744329,0,0,0.829,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop4_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop4_synth_preset.aig,1,1,1,798,33,26334,15078,1.746518,0,0,0.987,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel6_abc_g_aig.aig,1,1,1,718,39,28002,15078,1.857143,0,0,0.786,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel6_wreduce_abc_g_aig.aig,1,1,1,716,39,27924,15078,1.851970,0,0,0.767,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel6_synth_preset.aig,1,1,1,715,39,27885,15078,1.849383,0,0,0.925,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel8_abc_g_aig.aig,1,1,1,725,38,27550,15078,1.827165,0,0,0.754,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel8_wreduce_abc_g_aig.aig,1,1,1,723,37,26751,15078,1.774174,0,0,0.765,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel8_synth_preset.aig,1,1,1,724,37,26788,15078,1.776628,0,0,0.921,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=synth_preset
ex274,ex274_square_hybrid_bddtop2_trunc_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_abc_g_aig.aig,1,1,1,991,43,42613,21630,1.970088,0,0,4.625,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop2_trunc_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_wreduce_abc_g_aig.aig,1,1,1,989,43,42527,21630,1.966112,0,0,3.561,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset.aig,1,1,1,985,42,41370,21630,1.912621,0,0,3.747,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset
ex274,ex274_square_hybrid_bddtop3_trunc_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_abc_g_aig.aig,1,1,1,1019,42,42798,21630,1.978641,0,0,3.436,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_wreduce_abc_g_aig.aig,1,1,1,1019,42,42798,21630,1.978641,0,0,3.436,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3_trunc.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_synth_preset.aig,1,1,1,1011,41,41451,21630,1.916366,0,0,3.570,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_abc_g_aig.aig,1,1,1,1061,41,43501,21630,2.011142,0,0,3.459,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_wreduce_abc_g_aig.aig,1,1,1,1061,41,43501,21630,2.011142,0,0,3.424,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_synth_preset.aig,1,1,1,1056,40,42240,21630,1.952843,0,0,3.651,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc; flow=synth_preset
ex274,ex274_square_hybrid_bddtop2_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_abc_g_aig.aig,1,1,1,994,44,43736,21630,2.022006,0,0,3.395,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop2_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_wreduce_abc_g_aig.aig,1,1,1,990,44,43560,21630,2.013870,0,0,3.430,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop2_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_synth_preset.aig,1,1,1,990,43,42570,21630,1.968100,0,0,3.635,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2; flow=synth_preset
ex274,ex274_square_hybrid_bddtop3_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_abc_g_aig.aig,1,1,1,1017,43,43731,21630,2.021775,0,0,3.424,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop3_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_wreduce_abc_g_aig.aig,1,1,1,1017,43,43731,21630,2.021775,0,0,3.477,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop3_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop3.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop3_synth_preset.aig,1,1,1,1014,42,42588,21630,1.968932,0,0,3.655,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_abc_g_aig.aig,1,1,1,1063,41,43583,21630,2.014933,0,0,3.591,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_wreduce_abc_g_aig.aig,1,1,1,1061,42,44562,21630,2.060194,0,0,3.581,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_synth_preset.aig,1,1,1,1055,41,43255,21630,1.999769,0,0,3.639,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel6_abc_g_aig.aig,1,1,1,967,44,42548,21630,1.967083,0,0,3.527,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel6_wreduce_abc_g_aig.aig,1,1,1,970,44,42680,21630,1.973185,0,0,3.445,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=wreduce_abc_g_aig
