case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,notes
ex258,ex258_umul_shift_add,low7_high7:a*b,shift_add,student/work/reverse_integer_variants/ex258/verilog/ex258_umul_shift_add.v,student/work/reverse_integer_variants/ex258/aigs/ex258_umul_shift_add.aig,1,1,1,462,55,25410,0.503,integer Verilog seed
ex258,ex258_umul_partial_products,low7_high7:a*b,partial_products,student/work/reverse_integer_variants/ex258/verilog/ex258_umul_partial_products.v,student/work/reverse_integer_variants/ex258/aigs/ex258_umul_partial_products.aig,1,1,1,315,45,14175,0.471,integer Verilog seed
ex259,ex259_umul_direct,low8_high8:a*b,direct,student/work/reverse_integer_variants/ex259/verilog/ex259_umul_direct.v,student/work/reverse_integer_variants/ex259/aigs/ex259_umul_direct.aig,1,1,1,506,38,19228,1.936,integer Verilog seed
ex259,ex259_umul_shift_add,low8_high8:a*b,shift_add,student/work/reverse_integer_variants/ex259/verilog/ex259_umul_shift_add.v,student/work/reverse_integer_variants/ex259/aigs/ex259_umul_shift_add.aig,1,1,1,627,65,40755,2.099,integer Verilog seed
ex259,ex259_umul_partial_products,low8_high8:a*b,partial_products,student/work/reverse_integer_variants/ex259/verilog/ex259_umul_partial_products.v,student/work/reverse_integer_variants/ex259/aigs/ex259_umul_partial_products.aig,1,1,1,424,53,22472,1.996,integer Verilog seed
ex260,ex260_smul_direct,low4_high4:signed_a*signed_b,direct,student/work/reverse_integer_variants/ex260/verilog/ex260_smul_direct.v,student/work/reverse_integer_variants/ex260/aigs/ex260_smul_direct.aig,1,1,1,168,18,3024,0.232,integer Verilog seed
ex260,ex260_smul_abs_sign,low4_high4:signed_a*signed_b,abs_sign,student/work/reverse_integer_variants/ex260/verilog/ex260_smul_abs_sign.v,student/work/reverse_integer_variants/ex260/aigs/ex260_smul_abs_sign.aig,1,1,1,109,19,2071,0.243,integer Verilog seed
ex260,ex260_smul_sign_correction,low4_high4:signed_a*signed_b,sign_correction,student/work/reverse_integer_variants/ex260/verilog/ex260_smul_sign_correction.v,student/work/reverse_integer_variants/ex260/aigs/ex260_smul_sign_correction.aig,1,1,1,145,24,3480,0.247,integer Verilog seed
ex261,ex261_smul_direct,low5_high5:signed_a*signed_b,direct,student/work/reverse_integer_variants/ex261/verilog/ex261_smul_direct.v,student/work/reverse_integer_variants/ex261/aigs/ex261_smul_direct.aig,1,1,1,316,26,8216,0.283,integer Verilog seed
ex261,ex261_smul_abs_sign,low5_high5:signed_a*signed_b,abs_sign,student/work/reverse_integer_variants/ex261/verilog/ex261_smul_abs_sign.v,student/work/reverse_integer_variants/ex261/aigs/ex261_smul_abs_sign.aig,1,1,1,189,27,5103,0.273,integer Verilog seed
ex261,ex261_smul_sign_correction,low5_high5:signed_a*signed_b,sign_correction,student/work/reverse_integer_variants/ex261/verilog/ex261_smul_sign_correction.v,student/work/reverse_integer_variants/ex261/aigs/ex261_smul_sign_correction.aig,1,1,1,234,34,7956,0.281,integer Verilog seed
ex262,ex262_smul_direct,low6_high6:signed_a*signed_b,direct,student/work/reverse_integer_variants/ex262/verilog/ex262_smul_direct.v,student/work/reverse_integer_variants/ex262/aigs/ex262_smul_direct.aig,1,1,1,465,27,12555,0.346,integer Verilog seed
ex262,ex262_smul_abs_sign,low6_high6:signed_a*signed_b,abs_sign,student/work/reverse_integer_variants/ex262/verilog/ex262_smul_abs_sign.v,student/work/reverse_integer_variants/ex262/aigs/ex262_smul_abs_sign.aig,1,1,1,285,33,9405,0.335,integer Verilog seed
ex262,ex262_smul_sign_correction,low6_high6:signed_a*signed_b,sign_correction,student/work/reverse_integer_variants/ex262/verilog/ex262_smul_sign_correction.v,student/work/reverse_integer_variants/ex262/aigs/ex262_smul_sign_correction.aig,1,1,1,325,37,12025,0.326,integer Verilog seed
ex263,ex263_smul_direct,low7_high7:signed_a*signed_b,direct,student/work/reverse_integer_variants/ex263/verilog/ex263_smul_direct.v,student/work/reverse_integer_variants/ex263/aigs/ex263_smul_direct.aig,1,1,1,636,35,22260,0.620,integer Verilog seed
ex263,ex263_smul_abs_sign,low7_high7:signed_a*signed_b,abs_sign,student/work/reverse_integer_variants/ex263/verilog/ex263_smul_abs_sign.v,student/work/reverse_integer_variants/ex263/aigs/ex263_smul_abs_sign.aig,1,1,1,415,41,17015,0.533,integer Verilog seed
ex263,ex263_smul_sign_correction,low7_high7:signed_a*signed_b,sign_correction,student/work/reverse_integer_variants/ex263/verilog/ex263_smul_sign_correction.v,student/work/reverse_integer_variants/ex263/aigs/ex263_smul_sign_correction.aig,1,1,1,483,44,21252,0.536,integer Verilog seed
ex264,ex264_smul_direct,low8_high8:signed_a*signed_b,direct,student/work/reverse_integer_variants/ex264/verilog/ex264_smul_direct.v,student/work/reverse_integer_variants/ex264/aigs/ex264_smul_direct.aig,1,1,1,828,38,31464,2.608,integer Verilog seed
ex264,ex264_smul_abs_sign,low8_high8:signed_a*signed_b,abs_sign,student/work/reverse_integer_variants/ex264/verilog/ex264_smul_abs_sign.v,student/work/reverse_integer_variants/ex264/aigs/ex264_smul_abs_sign.aig,1,1,1,541,45,24345,1.970,integer Verilog seed
ex264,ex264_smul_sign_correction,low8_high8:signed_a*signed_b,sign_correction,student/work/reverse_integer_variants/ex264/verilog/ex264_smul_sign_correction.v,student/work/reverse_integer_variants/ex264/aigs/ex264_smul_sign_correction.aig,1,1,1,624,47,29328,1.969,integer Verilog seed
ex265,ex265_udiv_direct,low4_high4:a/b dbz=max,direct,student/work/reverse_integer_variants/ex265/verilog/ex265_udiv_direct.v,student/work/reverse_integer_variants/ex265/aigs/ex265_udiv_direct.aig,1,1,1,54,18,972,0.264,integer Verilog seed
ex265,ex265_udiv_restoring,low4_high4:a/b dbz=max,restoring,student/work/reverse_integer_variants/ex265/verilog/ex265_udiv_restoring.v,student/work/reverse_integer_variants/ex265/aigs/ex265_udiv_restoring.aig,1,1,1,52,16,832,0.240,integer Verilog seed
ex265,ex265_udiv_case_denominator,low4_high4:a/b dbz=max,case_denominator,student/work/reverse_integer_variants/ex265/verilog/ex265_udiv_case_denominator.v,student/work/reverse_integer_variants/ex265/aigs/ex265_udiv_case_denominator.aig,1,1,1,80,8,640,0.601,integer Verilog seed
ex266,ex266_udiv_direct,low5_high5:a/b dbz=max,direct,student/work/reverse_integer_variants/ex266/verilog/ex266_udiv_direct.v,student/work/reverse_integer_variants/ex266/aigs/ex266_udiv_direct.aig,1,1,1,105,28,2940,0.285,integer Verilog seed
ex266,ex266_udiv_restoring,low5_high5:a/b dbz=max,restoring,student/work/reverse_integer_variants/ex266/verilog/ex266_udiv_restoring.v,student/work/reverse_integer_variants/ex266/aigs/ex266_udiv_restoring.aig,1,1,1,93,30,2790,0.245,integer Verilog seed
ex266,ex266_udiv_case_denominator,low5_high5:a/b dbz=max,case_denominator,student/work/reverse_integer_variants/ex266/verilog/ex266_udiv_case_denominator.v,student/work/reverse_integer_variants/ex266/aigs/ex266_udiv_case_denominator.aig,1,1,1,244,13,3172,1.632,integer Verilog seed
ex267,ex267_udiv_direct,low6_high6:a/b dbz=max,direct,student/work/reverse_integer_variants/ex267/verilog/ex267_udiv_direct.v,student/work/reverse_integer_variants/ex267/aigs/ex267_udiv_direct.aig,1,1,1,159,40,6360,0.324,integer Verilog seed
ex267,ex267_udiv_restoring,low6_high6:a/b dbz=max,restoring,student/work/reverse_integer_variants/ex267/verilog/ex267_udiv_restoring.v,student/work/reverse_integer_variants/ex267/aigs/ex267_udiv_restoring.aig,1,1,1,155,44,6820,0.271,integer Verilog seed
ex267,ex267_udiv_case_denominator,low6_high6:a/b dbz=max,case_denominator,student/work/reverse_integer_variants/ex267/verilog/ex267_udiv_case_denominator.v,student/work/reverse_integer_variants/ex267/aigs/ex267_udiv_case_denominator.aig,1,1,1,541,17,9197,4.916,integer Verilog seed
ex268,ex268_udiv_direct,low7_high7:a/b dbz=max,direct,student/work/reverse_integer_variants/ex268/verilog/ex268_udiv_direct.v,student/work/reverse_integer_variants/ex268/aigs/ex268_udiv_direct.aig,1,1,1,227,65,14755,0.394,integer Verilog seed
ex268,ex268_udiv_restoring,low7_high7:a/b dbz=max,restoring,student/work/reverse_integer_variants/ex268/verilog/ex268_udiv_restoring.v,student/work/reverse_integer_variants/ex268/aigs/ex268_udiv_restoring.aig,1,1,1,227,61,13847,0.308,integer Verilog seed
ex268,ex268_udiv_case_denominator,low7_high7:a/b dbz=max,case_denominator,student/work/reverse_integer_variants/ex268/verilog/ex268_udiv_case_denominator.v,student/work/reverse_integer_variants/ex268/aigs/ex268_udiv_case_denominator.aig,1,1,1,1295,24,31080,13.917,integer Verilog seed
ex269,ex269_udiv_direct,low8_high8:a/b dbz=max,direct,student/work/reverse_integer_variants/ex269/verilog/ex269_udiv_direct.v,student/work/reverse_integer_variants/ex269/aigs/ex269_udiv_direct.aig,1,1,1,314,78,24492,0.502,integer Verilog seed
ex269,ex269_udiv_restoring,low8_high8:a/b dbz=max,restoring,student/work/reverse_integer_variants/ex269/verilog/ex269_udiv_restoring.v,student/work/reverse_integer_variants/ex269/aigs/ex269_udiv_restoring.aig,1,1,1,297,86,25542,0.406,integer Verilog seed
ex269,ex269_udiv_case_denominator,low8_high8:a/b dbz=max,case_denominator,student/work/reverse_integer_variants/ex269/verilog/ex269_udiv_case_denominator.v,student/work/reverse_integer_variants/ex269/aigs/ex269_udiv_case_denominator.aig,1,1,1,2919,29,84651,39.141,integer Verilog seed
ex270,ex270_square_direct,x*x,direct,student/work/reverse_integer_variants/ex270/verilog/ex270_square_direct.v,student/work/reverse_integer_variants/ex270/aigs/ex270_square_direct.aig,1,1,1,312,36,11232,0.252,integer Verilog seed
ex270,ex270_square_shift_add,x*x,shift_add,student/work/reverse_integer_variants/ex270/verilog/ex270_square_shift_add.v,student/work/reverse_integer_variants/ex270/aigs/ex270_square_shift_add.aig,1,1,1,521,61,31781,0.313,integer Verilog seed
ex270,ex270_square_symmetric_terms,x*x,symmetric_terms,student/work/reverse_integer_variants/ex270/verilog/ex270_square_symmetric_terms.v,student/work/reverse_integer_variants/ex270/aigs/ex270_square_symmetric_terms.aig,1,1,1,297,61,18117,0.448,integer Verilog seed
ex271,ex271_square_direct,x*x,direct,student/work/reverse_integer_variants/ex271/verilog/ex271_square_direct.v,student/work/reverse_integer_variants/ex271/aigs/ex271_square_direct.aig,1,1,1,664,40,26560,0.340,integer Verilog seed
ex271,ex271_square_shift_add,x*x,shift_add,student/work/reverse_integer_variants/ex271/verilog/ex271_square_shift_add.v,student/work/reverse_integer_variants/ex271/aigs/ex271_square_shift_add.aig,1,1,1,940,81,76140,0.418,integer Verilog seed
ex271,ex271_square_symmetric_terms,x*x,symmetric_terms,student/work/reverse_integer_variants/ex271/verilog/ex271_square_symmetric_terms.v,student/work/reverse_integer_variants/ex271/aigs/ex271_square_symmetric_terms.aig,1,1,1,568,97,55096,0.705,integer Verilog seed
ex272,ex272_square_direct,x*x,direct,student/work/reverse_integer_variants/ex272/verilog/ex272_square_direct.v,student/work/reverse_integer_variants/ex272/aigs/ex272_square_direct.aig,1,1,1,923,46,42458,0.439,integer Verilog seed
ex272,ex272_square_shift_add,x*x,shift_add,student/work/reverse_integer_variants/ex272/verilog/ex272_square_shift_add.v,student/work/reverse_integer_variants/ex272/aigs/ex272_square_shift_add.aig,1,1,1,1349,103,138947,0.590,integer Verilog seed
ex272,ex272_square_symmetric_terms,x*x,symmetric_terms,student/work/reverse_integer_variants/ex272/verilog/ex272_square_symmetric_terms.v,student/work/reverse_integer_variants/ex272/aigs/ex272_square_symmetric_terms.aig,1,1,1,975,146,142350,1.216,integer Verilog seed
ex273,ex273_square_direct,x*x,direct,student/work/reverse_integer_variants/ex273/verilog/ex273_square_direct.v,student/work/reverse_integer_variants/ex273/aigs/ex273_square_direct.aig,1,1,1,1308,61,79788,0.838,integer Verilog seed
ex273,ex273_square_shift_add,x*x,shift_add,student/work/reverse_integer_variants/ex273/verilog/ex273_square_shift_add.v,student/work/reverse_integer_variants/ex273/aigs/ex273_square_shift_add.aig,1,1,1,1941,123,238743,1.010,integer Verilog seed
ex273,ex273_square_symmetric_terms,x*x,symmetric_terms,student/work/reverse_integer_variants/ex273/verilog/ex273_square_symmetric_terms.v,student/work/reverse_integer_variants/ex273/aigs/ex273_square_symmetric_terms.aig,1,1,1,1552,192,297984,2.216,integer Verilog seed
ex274,ex274_square_direct,x*x,direct,student/work/reverse_integer_variants/ex274/verilog/ex274_square_direct.v,student/work/reverse_integer_variants/ex274/aigs/ex274_square_direct.aig,1,1,1,1846,72,132912,3.595,integer Verilog seed
ex274,ex274_square_shift_add,x*x,shift_add,student/work/reverse_integer_variants/ex274/verilog/ex274_square_shift_add.v,student/work/reverse_integer_variants/ex274/aigs/ex274_square_shift_add.aig,1,1,1,2666,144,383904,3.816,integer Verilog seed
ex274,ex274_square_symmetric_terms,x*x,symmetric_terms,student/work/reverse_integer_variants/ex274/verilog/ex274_square_symmetric_terms.v,student/work/reverse_integer_variants/ex274/aigs/ex274_square_symmetric_terms.aig,1,1,1,2326,251,583826,6.450,integer Verilog seed
ex275,ex275_isqrt_direct,isqrt(x),direct,student/work/reverse_integer_variants/ex275/verilog/ex275_isqrt_direct.v,student/work/reverse_integer_variants/ex275/aigs/ex275_isqrt_direct.aig,1,1,1,42,15,630,0.232,integer Verilog seed
ex275,ex275_isqrt_threshold_chain,isqrt(x),threshold_chain,student/work/reverse_integer_variants/ex275/verilog/ex275_isqrt_threshold_chain.v,student/work/reverse_integer_variants/ex275/aigs/ex275_isqrt_threshold_chain.aig,1,1,1,50,11,550,0.267,integer Verilog seed
ex276,ex276_isqrt_direct,isqrt(x),direct,student/work/reverse_integer_variants/ex276/verilog/ex276_isqrt_direct.v,student/work/reverse_integer_variants/ex276/aigs/ex276_isqrt_direct.aig,1,1,1,102,28,2856,0.285,integer Verilog seed
ex276,ex276_isqrt_threshold_chain,isqrt(x),threshold_chain,student/work/reverse_integer_variants/ex276/verilog/ex276_isqrt_threshold_chain.v,student/work/reverse_integer_variants/ex276/aigs/ex276_isqrt_threshold_chain.aig,1,1,1,144,28,4032,0.391,integer Verilog seed
ex277,ex277_isqrt_direct,isqrt(x),direct,student/work/reverse_integer_variants/ex277/verilog/ex277_isqrt_direct.v,student/work/reverse_integer_variants/ex277/aigs/ex277_isqrt_direct.aig,1,1,1,225,55,12375,0.384,integer Verilog seed
ex277,ex277_isqrt_threshold_chain,isqrt(x),threshold_chain,student/work/reverse_integer_variants/ex277/verilog/ex277_isqrt_threshold_chain.v,student/work/reverse_integer_variants/ex277/aigs/ex277_isqrt_threshold_chain.aig,1,1,1,311,55,17105,0.653,integer Verilog seed
ex278,ex278_isqrt_direct,isqrt(x),direct,student/work/reverse_integer_variants/ex278/verilog/ex278_isqrt_direct.v,student/work/reverse_integer_variants/ex278/aigs/ex278_isqrt_direct.aig,1,1,1,511,86,43946,0.617,integer Verilog seed
ex278,ex278_isqrt_threshold_chain,isqrt(x),threshold_chain,student/work/reverse_integer_variants/ex278/verilog/ex278_isqrt_threshold_chain.v,student/work/reverse_integer_variants/ex278/aigs/ex278_isqrt_threshold_chain.aig,1,1,1,663,119,78897,1.268,integer Verilog seed
ex279,ex279_isqrt_direct,isqrt(x),direct,student/work/reverse_integer_variants/ex279/verilog/ex279_isqrt_direct.v,student/work/reverse_integer_variants/ex279/aigs/ex279_isqrt_direct.aig,1,1,1,731,125,91375,1.076,integer Verilog seed
ex279,ex279_isqrt_threshold_chain,isqrt(x),threshold_chain,student/work/reverse_integer_variants/ex279/verilog/ex279_isqrt_threshold_chain.v,student/work/reverse_integer_variants/ex279/aigs/ex279_isqrt_threshold_chain.aig,1,1,1,1371,231,316701,3.084,integer Verilog seed
