case,candidate_id,parent_id,source,tool_chain,aig_path,area,delay,adp,equivalent,runtime_sec,notes
ex216,ex216_abc_resyn2,ex216_baseline,abc,abc_resyn2,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_resyn2/ex216_abc_resyn2.aig,1805,17,30685,1,0.592,abc portfolio flow
ex216,ex216_abc_resyn2a,ex216_baseline,abc,abc_resyn2a,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_resyn2a/ex216_abc_resyn2a.aig,1916,17,32572,1,0.577,abc portfolio flow
ex216,ex216_abc_resyn3,ex216_baseline,abc,abc_resyn3,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_resyn3/ex216_abc_resyn3.aig,1988,19,37772,1,0.615,abc portfolio flow
ex216,ex216_abc_compress2,ex216_baseline,abc,abc_compress2,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_compress2/ex216_abc_compress2.aig,1790,15,26850,1,0.592,abc portfolio flow
ex216,ex216_abc_resyn2rs,ex216_baseline,abc,abc_resyn2rs,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_resyn2rs/ex216_abc_resyn2rs.aig,1553,16,24848,1,1.019,abc portfolio flow
ex216,ex216_abc_compress2rs,ex216_baseline,abc,abc_compress2rs,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_compress2rs/ex216_abc_compress2rs.aig,1579,16,25264,1,1.036,abc portfolio flow
ex216,ex216_abc_dc2,ex216_baseline,abc,abc_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_dc2/ex216_abc_dc2.aig,1736,16,27776,1,0.573,abc portfolio flow
ex216,ex216_abc_dch,ex216_baseline,abc,abc_dch,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_dch/ex216_abc_dch.aig,1714,15,25710,1,0.746,abc portfolio flow
ex216,ex216_abc_dc2_dch,ex216_baseline,abc,abc_dc2_dch,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_dc2_dch/ex216_abc_dc2_dch.aig,1592,14,22288,1,0.705,abc portfolio flow
ex216,ex216_abc_dch_dc2,ex216_baseline,abc,abc_dch_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_dch_dc2/ex216_abc_dch_dc2.aig,1628,17,27676,1,0.800,abc portfolio flow
ex216,ex216_abc_dc2_rw,ex216_baseline,abc,abc_dc2_rw,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_dc2_rw/ex216_abc_dc2_rw.aig,1686,15,25290,1,0.616,abc portfolio flow
ex216,ex216_abc_dch_rw,ex216_baseline,abc,abc_dch_rw,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_dch_rw/ex216_abc_dch_rw.aig,1676,15,25140,1,0.795,abc portfolio flow
ex216,ex216_abc_src_rw,ex216_baseline,abc,abc_src_rw,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_src_rw/ex216_abc_src_rw.aig,1928,20,38560,1,0.574,abc portfolio flow
ex216,ex216_abc_src_rws,ex216_baseline,abc,abc_src_rws,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_src_rws/ex216_abc_src_rws.aig,1671,20,33420,1,0.918,abc portfolio flow
ex216,ex216_abc_delay_try,ex216_baseline,abc,abc_delay_try,student/work/pipeline/abc_all_full_20260602_1524/ex216/abc_delay_try/ex216_abc_delay_try.aig,1689,15,25335,1,0.635,abc portfolio flow
ex217,ex217_baseline,,baseline,baseline,/home/b10507053/ALS_Final_Project/baselines/abc_st/aigs/ex217.aig,7536,29,218544,1,1.031,from baseline directory
ex217,ex217_abc_resyn,ex217_baseline,abc,abc_resyn,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_resyn/ex217_abc_resyn.aig,5513,21,115773,1,1.216,abc portfolio flow
ex217,ex217_abc_resyn2,ex217_baseline,abc,abc_resyn2,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_resyn2/ex217_abc_resyn2.aig,5214,20,104280,1,1.282,abc portfolio flow
ex217,ex217_abc_resyn2a,ex217_baseline,abc,abc_resyn2a,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_resyn2a/ex217_abc_resyn2a.aig,5452,21,114492,1,1.235,abc portfolio flow
ex217,ex217_abc_resyn3,ex217_baseline,abc,abc_resyn3,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_resyn3/ex217_abc_resyn3.aig,5763,23,132549,1,1.243,abc portfolio flow
ex217,ex217_abc_compress2,ex217_baseline,abc,abc_compress2,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_compress2/ex217_abc_compress2.aig,5199,21,109179,1,1.262,abc portfolio flow
ex217,ex217_abc_resyn2rs,ex217_baseline,abc,abc_resyn2rs,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_resyn2rs/ex217_abc_resyn2rs.aig,4686,21,98406,1,2.230,abc portfolio flow
ex217,ex217_abc_compress2rs,ex217_baseline,abc,abc_compress2rs,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_compress2rs/ex217_abc_compress2rs.aig,4624,21,97104,1,2.174,abc portfolio flow
ex217,ex217_abc_dc2,ex217_baseline,abc,abc_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_dc2/ex217_abc_dc2.aig,4994,20,99880,1,1.257,abc portfolio flow
ex217,ex217_abc_dch,ex217_baseline,abc,abc_dch,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_dch/ex217_abc_dch.aig,4815,19,91485,1,2.022,abc portfolio flow
ex217,ex217_abc_dc2_dch,ex217_baseline,abc,abc_dc2_dch,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_dc2_dch/ex217_abc_dc2_dch.aig,4610,19,87590,1,1.941,abc portfolio flow
ex217,ex217_abc_dch_dc2,ex217_baseline,abc,abc_dch_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_dch_dc2/ex217_abc_dch_dc2.aig,4625,19,87875,1,2.145,abc portfolio flow
ex217,ex217_abc_dc2_rw,ex217_baseline,abc,abc_dc2_rw,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_dc2_rw/ex217_abc_dc2_rw.aig,4872,19,92568,1,1.334,abc portfolio flow
ex217,ex217_abc_dch_rw,ex217_baseline,abc,abc_dch_rw,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_dch_rw/ex217_abc_dch_rw.aig,4725,19,89775,1,2.096,abc portfolio flow
ex217,ex217_abc_src_rw,ex217_baseline,abc,abc_src_rw,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_src_rw/ex217_abc_src_rw.aig,5485,30,164550,1,1.214,abc portfolio flow
ex217,ex217_abc_src_rws,ex217_baseline,abc,abc_src_rws,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_src_rws/ex217_abc_src_rws.aig,5014,29,145406,1,1.828,abc portfolio flow
ex217,ex217_abc_delay_try,ex217_baseline,abc,abc_delay_try,student/work/pipeline/abc_all_full_20260602_1524/ex217/abc_delay_try/ex217_abc_delay_try.aig,4895,20,97900,1,1.387,abc portfolio flow
ex218,ex218_baseline,,baseline,baseline,/home/b10507053/ALS_Final_Project/baselines/abc_st/aigs/ex218.aig,2846,27,76842,1,0.419,from baseline directory
ex218,ex218_abc_resyn,ex218_baseline,abc,abc_resyn,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_resyn/ex218_abc_resyn.aig,1832,18,32976,1,0.532,abc portfolio flow
ex218,ex218_abc_resyn2,ex218_baseline,abc,abc_resyn2,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_resyn2/ex218_abc_resyn2.aig,1690,17,28730,1,0.543,abc portfolio flow
ex218,ex218_abc_resyn2a,ex218_baseline,abc,abc_resyn2a,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_resyn2a/ex218_abc_resyn2a.aig,1803,17,30651,1,0.525,abc portfolio flow
ex218,ex218_abc_resyn3,ex218_baseline,abc,abc_resyn3,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_resyn3/ex218_abc_resyn3.aig,1836,22,40392,1,0.534,abc portfolio flow
ex218,ex218_abc_compress2,ex218_baseline,abc,abc_compress2,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_compress2/ex218_abc_compress2.aig,1674,16,26784,1,0.536,abc portfolio flow
ex218,ex218_abc_resyn2rs,ex218_baseline,abc,abc_resyn2rs,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_resyn2rs/ex218_abc_resyn2rs.aig,1427,18,25686,1,0.872,abc portfolio flow
ex218,ex218_abc_compress2rs,ex218_baseline,abc,abc_compress2rs,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_compress2rs/ex218_abc_compress2rs.aig,1395,18,25110,1,0.866,abc portfolio flow
ex218,ex218_abc_dc2,ex218_baseline,abc,abc_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_dc2/ex218_abc_dc2.aig,1595,14,22330,1,0.539,abc portfolio flow
ex218,ex218_abc_dch,ex218_baseline,abc,abc_dch,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_dch/ex218_abc_dch.aig,1532,13,19916,1,0.707,abc portfolio flow
ex218,ex218_abc_dc2_dch,ex218_baseline,abc,abc_dc2_dch,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_dc2_dch/ex218_abc_dc2_dch.aig,1477,13,19201,1,0.659,abc portfolio flow
ex218,ex218_abc_dch_dc2,ex218_baseline,abc,abc_dch_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_dch_dc2/ex218_abc_dch_dc2.aig,1441,14,20174,1,0.743,abc portfolio flow
ex218,ex218_abc_dc2_rw,ex218_baseline,abc,abc_dc2_rw,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_dc2_rw/ex218_abc_dc2_rw.aig,1553,14,21742,1,0.558,abc portfolio flow
ex218,ex218_abc_dch_rw,ex218_baseline,abc,abc_dch_rw,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_dch_rw/ex218_abc_dch_rw.aig,1503,13,19539,1,0.736,abc portfolio flow
ex218,ex218_abc_src_rw,ex218_baseline,abc,abc_src_rw,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_src_rw/ex218_abc_src_rw.aig,1865,20,37300,1,0.517,abc portfolio flow
ex218,ex218_abc_src_rws,ex218_baseline,abc,abc_src_rws,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_src_rws/ex218_abc_src_rws.aig,1541,21,32361,1,0.761,abc portfolio flow
ex218,ex218_abc_delay_try,ex218_baseline,abc,abc_delay_try,student/work/pipeline/abc_all_full_20260602_1524/ex218/abc_delay_try/ex218_abc_delay_try.aig,1562,14,21868,1,0.570,abc portfolio flow
ex219,ex219_baseline,,baseline,baseline,/home/b10507053/ALS_Final_Project/baselines/abc_st/aigs/ex219.aig,7466,30,223980,1,1.018,from baseline directory
ex219,ex219_abc_resyn,ex219_baseline,abc,abc_resyn,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_resyn/ex219_abc_resyn.aig,5586,22,122892,1,1.198,abc portfolio flow
ex219,ex219_abc_resyn2,ex219_baseline,abc,abc_resyn2,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_resyn2/ex219_abc_resyn2.aig,5369,21,112749,1,1.255,abc portfolio flow
ex219,ex219_abc_resyn2a,ex219_baseline,abc,abc_resyn2a,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_resyn2a/ex219_abc_resyn2a.aig,5564,21,116844,1,1.219,abc portfolio flow
ex219,ex219_abc_resyn3,ex219_baseline,abc,abc_resyn3,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_resyn3/ex219_abc_resyn3.aig,5855,24,140520,1,1.265,abc portfolio flow
ex219,ex219_abc_compress2,ex219_baseline,abc,abc_compress2,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_compress2/ex219_abc_compress2.aig,5354,22,117788,1,1.260,abc portfolio flow
ex219,ex219_abc_resyn2rs,ex219_baseline,abc,abc_resyn2rs,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_resyn2rs/ex219_abc_resyn2rs.aig,4936,22,108592,1,2.241,abc portfolio flow
ex219,ex219_abc_compress2rs,ex219_baseline,abc,abc_compress2rs,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_compress2rs/ex219_abc_compress2rs.aig,4907,22,107954,1,2.206,abc portfolio flow
ex219,ex219_abc_dc2,ex219_baseline,abc,abc_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_dc2/ex219_abc_dc2.aig,5130,20,102600,1,1.255,abc portfolio flow
ex219,ex219_abc_dch,ex219_baseline,abc,abc_dch,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_dch/ex219_abc_dch.aig,4972,19,94468,1,2.041,abc portfolio flow
ex219,ex219_abc_dc2_dch,ex219_baseline,abc,abc_dc2_dch,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_dc2_dch/ex219_abc_dc2_dch.aig,4785,19,90915,1,1.955,abc portfolio flow
ex219,ex219_abc_dch_dc2,ex219_baseline,abc,abc_dch_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_dch_dc2/ex219_abc_dch_dc2.aig,4796,19,91124,1,2.206,abc portfolio flow
ex219,ex219_abc_dc2_rw,ex219_baseline,abc,abc_dc2_rw,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_dc2_rw/ex219_abc_dc2_rw.aig,5042,20,100840,1,1.319,abc portfolio flow
ex219,ex219_abc_dch_rw,ex219_baseline,abc,abc_dch_rw,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_dch_rw/ex219_abc_dch_rw.aig,4887,19,92853,1,2.141,abc portfolio flow
ex219,ex219_abc_src_rw,ex219_baseline,abc,abc_src_rw,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_src_rw/ex219_abc_src_rw.aig,5589,30,167670,1,1.195,abc portfolio flow
ex219,ex219_abc_src_rws,ex219_baseline,abc,abc_src_rws,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_src_rws/ex219_abc_src_rws.aig,5210,30,156300,1,1.868,abc portfolio flow
ex219,ex219_abc_delay_try,ex219_baseline,abc,abc_delay_try,student/work/pipeline/abc_all_full_20260602_1524/ex219/abc_delay_try/ex219_abc_delay_try.aig,5057,20,101140,1,1.361,abc portfolio flow
ex220,ex220_baseline,,baseline,baseline,/home/b10507053/ALS_Final_Project/baselines/abc_st/aigs/ex220.aig,67046,52,3486392,1,0.915,from baseline directory
ex220,ex220_abc_resyn,ex220_baseline,abc,abc_resyn,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_resyn/ex220_abc_resyn.aig,51113,27,1380051,1,2.324,abc portfolio flow
ex220,ex220_abc_resyn2,ex220_baseline,abc,abc_resyn2,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_resyn2/ex220_abc_resyn2.aig,50332,27,1358964,1,3.049,abc portfolio flow
ex220,ex220_abc_resyn2a,ex220_baseline,abc,abc_resyn2a,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_resyn2a/ex220_abc_resyn2a.aig,51255,27,1383885,1,2.602,abc portfolio flow
ex220,ex220_abc_resyn3,ex220_baseline,abc,abc_resyn3,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_resyn3/ex220_abc_resyn3.aig,53323,30,1599690,1,2.401,abc portfolio flow
ex220,ex220_abc_compress2,ex220_baseline,abc,abc_compress2,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_compress2/ex220_abc_compress2.aig,50312,27,1358424,1,2.875,abc portfolio flow
ex220,ex220_abc_resyn2rs,ex220_baseline,abc,abc_resyn2rs,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_resyn2rs/ex220_abc_resyn2rs.aig,48706,27,1315062,1,8.630,abc portfolio flow
ex220,ex220_abc_compress2rs,ex220_baseline,abc,abc_compress2rs,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_compress2rs/ex220_abc_compress2rs.aig,48674,27,1314198,1,8.392,abc portfolio flow
ex220,ex220_abc_dc2,ex220_baseline,abc,abc_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_dc2/ex220_abc_dc2.aig,47924,24,1150176,1,2.909,abc portfolio flow
ex220,ex220_abc_dch,ex220_baseline,abc,abc_dch,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_dch/ex220_abc_dch.aig,47032,23,1081736,1,12.313,abc portfolio flow
ex220,ex220_abc_dc2_dch,ex220_baseline,abc,abc_dc2_dch,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_dc2_dch/ex220_abc_dc2_dch.aig,46400,22,1020800,1,11.770,abc portfolio flow
ex220,ex220_abc_dch_dc2,ex220_baseline,abc,abc_dch_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_dch_dc2/ex220_abc_dch_dc2.aig,46484,23,1069132,1,13.831,abc portfolio flow
ex220,ex220_abc_dc2_rw,ex220_baseline,abc,abc_dc2_rw,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_dc2_rw/ex220_abc_dc2_rw.aig,47185,23,1085255,1,3.573,abc portfolio flow
ex220,ex220_abc_dch_rw,ex220_baseline,abc,abc_dch_rw,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_dch_rw/ex220_abc_dch_rw.aig,46712,23,1074376,1,12.934,abc portfolio flow
ex220,ex220_abc_src_rw,ex220_baseline,abc,abc_src_rw,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_src_rw/ex220_abc_src_rw.aig,51030,52,2653560,1,2.160,abc portfolio flow
ex220,ex220_abc_src_rws,ex220_baseline,abc,abc_src_rws,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_src_rws/ex220_abc_src_rws.aig,49578,51,2528478,1,5.270,abc portfolio flow
ex220,ex220_abc_delay_try,ex220_baseline,abc,abc_delay_try,student/work/pipeline/abc_all_full_20260602_1524/ex220/abc_delay_try/ex220_abc_delay_try.aig,47369,23,1089487,1,4.048,abc portfolio flow
ex221,ex221_baseline,,baseline,baseline,/home/b10507053/ALS_Final_Project/baselines/abc_st/aigs/ex221.aig,44788,38,1701944,1,0.686,from baseline directory
ex221,ex221_abc_resyn,ex221_baseline,abc,abc_resyn,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_resyn/ex221_abc_resyn.aig,34560,27,933120,1,1.601,abc portfolio flow
ex221,ex221_abc_resyn2,ex221_baseline,abc,abc_resyn2,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_resyn2/ex221_abc_resyn2.aig,33919,27,915813,1,2.060,abc portfolio flow
ex221,ex221_abc_resyn2a,ex221_baseline,abc,abc_resyn2a,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_resyn2a/ex221_abc_resyn2a.aig,34671,27,936117,1,1.755,abc portfolio flow
ex221,ex221_abc_resyn3,ex221_baseline,abc,abc_resyn3,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_resyn3/ex221_abc_resyn3.aig,36124,31,1119844,1,1.708,abc portfolio flow
ex221,ex221_abc_compress2,ex221_baseline,abc,abc_compress2,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_compress2/ex221_abc_compress2.aig,33902,27,915354,1,1.987,abc portfolio flow
ex221,ex221_abc_resyn2rs,ex221_baseline,abc,abc_resyn2rs,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_resyn2rs/ex221_abc_resyn2rs.aig,32795,27,885465,1,5.588,abc portfolio flow
ex221,ex221_abc_compress2rs,ex221_baseline,abc,abc_compress2rs,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_compress2rs/ex221_abc_compress2rs.aig,32798,27,885546,1,5.408,abc portfolio flow
ex221,ex221_abc_dc2,ex221_baseline,abc,abc_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_dc2/ex221_abc_dc2.aig,32445,23,746235,1,1.992,abc portfolio flow
ex221,ex221_abc_dch,ex221_baseline,abc,abc_dch,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_dch/ex221_abc_dch.aig,31931,23,734413,1,6.548,abc portfolio flow
ex221,ex221_abc_dc2_dch,ex221_baseline,abc,abc_dc2_dch,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_dc2_dch/ex221_abc_dc2_dch.aig,31456,22,692032,1,6.700,abc portfolio flow
ex221,ex221_abc_dch_dc2,ex221_baseline,abc,abc_dch_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_dch_dc2/ex221_abc_dch_dc2.aig,31507,23,724661,1,7.669,abc portfolio flow
ex221,ex221_abc_dc2_rw,ex221_baseline,abc,abc_dc2_rw,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_dc2_rw/ex221_abc_dc2_rw.aig,31985,23,735655,1,2.427,abc portfolio flow
ex221,ex221_abc_dch_rw,ex221_baseline,abc,abc_dch_rw,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_dch_rw/ex221_abc_dch_rw.aig,31691,23,728893,1,7.012,abc portfolio flow
ex221,ex221_abc_src_rw,ex221_baseline,abc,abc_src_rw,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_src_rw/ex221_abc_src_rw.aig,34548,37,1278276,1,1.560,abc portfolio flow
ex221,ex221_abc_src_rws,ex221_baseline,abc,abc_src_rws,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_src_rws/ex221_abc_src_rws.aig,33577,37,1242349,1,3.474,abc portfolio flow
ex221,ex221_abc_delay_try,ex221_baseline,abc,abc_delay_try,student/work/pipeline/abc_all_full_20260602_1524/ex221/abc_delay_try/ex221_abc_delay_try.aig,32099,23,738277,1,2.772,abc portfolio flow
ex222,ex222_baseline,,baseline,baseline,/home/b10507053/ALS_Final_Project/baselines/abc_st/aigs/ex222.aig,67111,53,3556883,1,0.941,from baseline directory
ex222,ex222_abc_resyn,ex222_baseline,abc,abc_resyn,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_resyn/ex222_abc_resyn.aig,51373,27,1387071,1,2.371,abc portfolio flow
ex222,ex222_abc_resyn2,ex222_baseline,abc,abc_resyn2,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_resyn2/ex222_abc_resyn2.aig,50791,26,1320566,1,3.087,abc portfolio flow
ex222,ex222_abc_resyn2a,ex222_baseline,abc,abc_resyn2a,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_resyn2a/ex222_abc_resyn2a.aig,51554,27,1391958,1,2.647,abc portfolio flow
ex222,ex222_abc_resyn3,ex222_baseline,abc,abc_resyn3,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_resyn3/ex222_abc_resyn3.aig,53612,29,1554748,1,2.479,abc portfolio flow
ex222,ex222_abc_compress2,ex222_baseline,abc,abc_compress2,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_compress2/ex222_abc_compress2.aig,50750,27,1370250,1,2.941,abc portfolio flow
ex222,ex222_abc_resyn2rs,ex222_baseline,abc,abc_resyn2rs,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_resyn2rs/ex222_abc_resyn2rs.aig,49182,27,1327914,1,8.915,abc portfolio flow
ex222,ex222_abc_compress2rs,ex222_baseline,abc,abc_compress2rs,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_compress2rs/ex222_abc_compress2rs.aig,49143,27,1326861,1,8.788,abc portfolio flow
ex222,ex222_abc_dc2,ex222_baseline,abc,abc_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_dc2/ex222_abc_dc2.aig,48473,23,1114879,1,2.943,abc portfolio flow
ex222,ex222_abc_dch,ex222_baseline,abc,abc_dch,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_dch/ex222_abc_dch.aig,47681,23,1096663,1,11.146,abc portfolio flow
ex222,ex222_abc_dc2_dch,ex222_baseline,abc,abc_dc2_dch,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_dc2_dch/ex222_abc_dc2_dch.aig,46959,22,1033098,1,11.236,abc portfolio flow
ex222,ex222_abc_dch_dc2,ex222_baseline,abc,abc_dch_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_dch_dc2/ex222_abc_dch_dc2.aig,47104,22,1036288,1,12.721,abc portfolio flow
ex222,ex222_abc_dc2_rw,ex222_baseline,abc,abc_dc2_rw,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_dc2_rw/ex222_abc_dc2_rw.aig,47738,23,1097974,1,3.637,abc portfolio flow
ex222,ex222_abc_dch_rw,ex222_baseline,abc,abc_dch_rw,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_dch_rw/ex222_abc_dch_rw.aig,47354,23,1089142,1,11.843,abc portfolio flow
ex222,ex222_abc_src_rw,ex222_baseline,abc,abc_src_rw,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_src_rw/ex222_abc_src_rw.aig,51253,50,2562650,1,2.223,abc portfolio flow
ex222,ex222_abc_src_rws,ex222_baseline,abc,abc_src_rws,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_src_rws/ex222_abc_src_rws.aig,49806,50,2490300,1,5.464,abc portfolio flow
ex222,ex222_abc_delay_try,ex222_baseline,abc,abc_delay_try,student/work/pipeline/abc_all_full_20260602_1524/ex222/abc_delay_try/ex222_abc_delay_try.aig,47921,23,1102183,1,4.054,abc portfolio flow
ex223,ex223_baseline,,baseline,baseline,/home/b10507053/ALS_Final_Project/baselines/abc_st/aigs/ex223.aig,74386,58,4314388,1,1.330,from baseline directory
ex223,ex223_abc_resyn,ex223_baseline,abc,abc_resyn,student/work/pipeline/abc_all_full_20260602_1524/ex223/abc_resyn/ex223_abc_resyn.aig,58847,28,1647716,1,2.919,abc portfolio flow
ex223,ex223_abc_resyn2,ex223_baseline,abc,abc_resyn2,student/work/pipeline/abc_all_full_20260602_1524/ex223/abc_resyn2/ex223_abc_resyn2.aig,58348,27,1575396,1,3.749,abc portfolio flow
ex223,ex223_abc_resyn2a,ex223_baseline,abc,abc_resyn2a,student/work/pipeline/abc_all_full_20260602_1524/ex223/abc_resyn2a/ex223_abc_resyn2a.aig,59169,28,1656732,1,3.160,abc portfolio flow
ex223,ex223_abc_resyn3,ex223_baseline,abc,abc_resyn3,student/work/pipeline/abc_all_full_20260602_1524/ex223/abc_resyn3/ex223_abc_resyn3.aig,61759,31,1914529,1,2.840,abc portfolio flow
ex223,ex223_abc_compress2,ex223_baseline,abc,abc_compress2,student/work/pipeline/abc_all_full_20260602_1524/ex223/abc_compress2/ex223_abc_compress2.aig,58303,29,1690787,1,3.590,abc portfolio flow
ex223,ex223_abc_resyn2rs,ex223_baseline,abc,abc_resyn2rs,student/work/pipeline/abc_all_full_20260602_1524/ex223/abc_resyn2rs/ex223_abc_resyn2rs.aig,56486,27,1525122,1,10.451,abc portfolio flow
ex223,ex223_abc_compress2rs,ex223_baseline,abc,abc_compress2rs,student/work/pipeline/abc_all_full_20260602_1524/ex223/abc_compress2rs/ex223_abc_compress2rs.aig,56454,28,1580712,1,10.205,abc portfolio flow
ex223,ex223_abc_dc2,ex223_baseline,abc,abc_dc2,student/work/pipeline/abc_all_full_20260602_1524/ex223/abc_dc2/ex223_abc_dc2.aig,55398,24,1329552,1,3.561,abc portfolio flow
ex223,ex223_abc_dch,ex223_baseline,abc,abc_dch,student/work/pipeline/abc_all_full_20260602_1524/ex223/abc_dch/ex223_abc_dch.aig,54506,24,1308144,1,12.264,abc portfolio flow
ex223,ex223_abc_dc2_dch,ex223_baseline,abc,abc_dc2_dch,student/work/pipeline/abc_all_full_20260602_1524/ex223/abc_dc2_dch/ex223_abc_dc2_dch.aig,53888,24,1293312,1,12.465,abc portfolio flow
