case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes,evaluate_py_ok,evaluate_py_adp,evaluate_py_returncode,evaluate_py_notes
ex282,ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/verilog/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex282/aigs/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig.aig,1,1,1,761,35,26635,0.633,Yosys abc gate set aig,Yosys abc gate set aig,1,26635,0,
ex282,ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_synth_preset,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_synth_preset,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/verilog/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex282/aigs/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_synth_preset.aig,1,1,1,911,37,33707,0.786,Yosys synth preset with flatten,Yosys synth preset with flatten,1,33707,0,
ex282,ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_extra_opt_share,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_extra_opt_share,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/verilog/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex282/aigs/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_extra_opt_share.aig,1,1,1,927,35,32445,0.642,extra opt_reduce/opt_muxtree/wreduce/share,extra opt_reduce/opt_muxtree/wreduce/share,1,32445,0,
ex282,ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d24,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d24,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/verilog/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex282/aigs/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d24.aig,1,1,1,761,35,26635,0.612,Yosys abc gate set aig delay target 24,Yosys abc gate set aig delay target 24,1,26635,0,
ex282,ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d28,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d28,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex282/verilog/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex282/aigs/ex282_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d28.aig,1,1,1,761,35,26635,0.620,Yosys abc gate set aig delay target 28,Yosys abc gate set aig delay target 28,1,26635,0,
ex283,ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/verilog/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex283/aigs/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig.aig,1,1,1,872,39,34008,0.946,Yosys abc gate set aig,Yosys abc gate set aig,1,34008,0,
ex283,ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_synth_preset,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_synth_preset,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/verilog/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex283/aigs/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_synth_preset.aig,1,1,1,984,40,39360,1.132,Yosys synth preset with flatten,Yosys synth preset with flatten,1,39360,0,
ex283,ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_extra_opt_share,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_extra_opt_share,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/verilog/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex283/aigs/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_extra_opt_share.aig,1,1,1,1043,39,40677,0.951,extra opt_reduce/opt_muxtree/wreduce/share,extra opt_reduce/opt_muxtree/wreduce/share,1,40677,0,
ex283,ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d24,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d24,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/verilog/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex283/aigs/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d24.aig,1,1,1,872,39,34008,0.922,Yosys abc gate set aig delay target 24,Yosys abc gate set aig delay target 24,1,34008,0,
ex283,ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d28,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d28,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex283/verilog/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex283/aigs/ex283_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d28.aig,1,1,1,872,39,34008,0.943,Yosys abc gate set aig delay target 28,Yosys abc gate set aig delay target 28,1,34008,0,
ex284,ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/verilog/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex284/aigs/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig.aig,1,1,1,969,39,37791,1.780,Yosys abc gate set aig,Yosys abc gate set aig,1,37791,0,
ex284,ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_synth_preset,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_synth_preset,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/verilog/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex284/aigs/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_synth_preset.aig,1,1,1,1153,39,44967,1.979,Yosys synth preset with flatten,Yosys synth preset with flatten,1,44967,0,
ex284,ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_extra_opt_share,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_extra_opt_share,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/verilog/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex284/aigs/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_extra_opt_share.aig,1,1,1,1142,39,44538,1.738,extra opt_reduce/opt_muxtree/wreduce/share,extra opt_reduce/opt_muxtree/wreduce/share,1,44538,0,
ex284,ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d24,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d24,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/verilog/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex284/aigs/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d24.aig,1,1,1,969,39,37791,1.753,Yosys abc gate set aig delay target 24,Yosys abc gate set aig delay target 24,1,37791,0,
ex284,ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d28,unknown_layered_anf_davio_synthflow,prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d28,student/work/ex280_ex284_frontend_prefix_davio_thresholds_20260608_2325/ex284/verilog/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev.v,student/work/ex280_ex284_frontend_prefix_davio_thresholds_synthflow_20260608_2330/ex284/aigs/ex284_unknown_layered_anf_davio_prefix_parity_reduce_deg1_endpoint_rev_abc_g_aig_d28.aig,1,1,1,969,39,37791,1.753,Yosys abc gate set aig delay target 28,Yosys abc gate set aig delay target 28,1,37791,0,
