case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla3_mod_abc_g_aig,1,88,15,1320,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla3_mod_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla3_mod; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla5_mod_synth_preset_d13,1,87,16,1392,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla5_mod_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla5_mod; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_mod_abc_g_aig,1,93,14,1302,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_mod_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_mod_wreduce_abc_g_aig,1,93,14,1302,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_mod_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11,1,93,14,1302,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d13,1,93,14,1302,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla2_mod_abc_g_aig,1,91,14,1274,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla2_mod_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla2_mod; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla2_mod_wreduce_abc_g_aig,1,91,14,1274,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla2_mod_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla2_mod; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla2_mod_synth_preset_d11,1,93,14,1302,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla2_mod_synth_preset_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla2_mod; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla2_mod_synth_preset_d13,1,93,14,1302,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla2_mod_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla2_mod; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_abc_g_aig,1,88,15,1320,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrfirst_hcla4_mod; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_wreduce_abc_g_aig,1,87,16,1392,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrfirst_hcla4_mod; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_synth_preset_d11,1,88,16,1408,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_synth_preset_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrfirst_hcla4_mod; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_synth_preset_d13,1,88,16,1408,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrfirst_hcla4_mod; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_abc_g_aig,1,88,14,1232,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2_mod; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_wreduce_abc_g_aig,1,88,14,1232,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2_mod; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d11,1,88,14,1232,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2_mod; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d13,1,88,14,1232,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2_mod; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,88,13,1144,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,88,13,1144,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11,1,88,16,1408,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,88,16,1408,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig,1,91,14,1274,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig,1,93,14,1302,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11,1,93,14,1302,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13,1,93,14,1302,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla3_mod_abc_g_aig,1,358,28,10024,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla3_mod_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla3_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla3_mod_wreduce_abc_g_aig,1,355,27,9585,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla3_mod_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla3_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d11,1,356,27,9612,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla3_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d13,1,356,27,9612,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla3_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_abc_g_aig,1,354,28,9912,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_wreduce_abc_g_aig,1,354,28,9912,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_synth_preset_d11,1,356,28,9968,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_synth_preset_d13,1,356,28,9968,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_abc_g_aig,1,361,25,9025,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla5_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_wreduce_abc_g_aig,1,361,25,9025,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla5_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_synth_preset_d11,1,356,28,9968,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla5_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_synth_preset_d13,1,356,28,9968,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla5_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_abc_g_aig,1,366,25,9150,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_wreduce_abc_g_aig,1,362,25,9050,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11,1,362,24,8688,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d13,1,362,24,8688,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_abc_g_aig,1,355,26,9230,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla2_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_wreduce_abc_g_aig,1,359,25,8975,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla2_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_synth_preset_d11,1,363,26,9438,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla2_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_synth_preset_d13,1,363,26,9438,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla2_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_abc_g_aig,1,354,28,9912,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla4_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_wreduce_abc_g_aig,1,354,28,9912,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla4_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_synth_preset_d11,1,356,28,9968,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla4_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_synth_preset_d13,1,356,28,9968,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla4_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_abc_g_aig,1,356,27,9612,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_wreduce_abc_g_aig,1,354,28,9912,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d11,1,358,25,8950,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d13,1,358,25,8950,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,354,28,9912,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,354,28,9912,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11,1,356,28,9968,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,356,28,9968,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig,1,362,25,9050,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig,1,362,25,9050,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=wreduce_abc_g_aig
