case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex255,ex255_umul_wallace_bits_abc_g_aig_d20,unsigned low4_high4:a*b,wallace_bits+abc_g_aig_d20,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex255/verilog/ex255_umul_wallace_bits_abc_g_aig_d20.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex255/aigs/ex255_umul_wallace_bits_abc_g_aig_d20.aig,1,1,87,13,1131,836,1.352871,1,0,semantic_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/results/candidates.csv,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex255/verilog/ex255_umul_wallace_bits.v,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex255/aigs/ex255_umul_wallace_bits_abc_g_aig_d20.aig,exact unsigned low4 * high4 over 256 inputs; source=wallace_bits; flow=abc_g_aig_d20
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset_d12,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset_d12,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_synth_preset_d12.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d12.aig,1,1,985,42,41370,21630,1.912621,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/results/candidates.csv,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d12.aig,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset_d12
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset_d14,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset_d14,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_synth_preset_d14.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d14.aig,1,1,985,42,41370,21630,1.912621,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/results/candidates.csv,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d14.aig,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset_d14
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset_d20,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_synth_preset_d20.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d20.aig,1,1,985,42,41370,21630,1.912621,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/results/candidates.csv,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d20.aig,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset_d20
ex275,ex275_isqrt_prefix3_ge_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_ge_bitwise+arith_wreduce_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex275/verilog/ex275_isqrt_prefix3_ge_bitwise_arith_wreduce_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex275/aigs/ex275_isqrt_prefix3_ge_bitwise_arith_wreduce_aig.aig,1,1,48,7,336,204,1.647059,0,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/results/candidates.csv,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix3_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix3_ge_bitwise_arith_wreduce_aig.aig,exact unsigned floor isqrt over 256 inputs; source=prefix3_ge_bitwise; flow=arith_wreduce_aig
ex275,ex275_isqrt_prefix4_bitwise_abc_g_NAND,unsigned_floor_isqrt,prefix4_bitwise+abc_g_NAND,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex275/verilog/ex275_isqrt_prefix4_bitwise_abc_g_NAND.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_NAND.aig,1,1,48,7,336,204,1.647059,0,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/results/candidates.csv,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_NAND.aig,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_NAND
ex275,ex275_isqrt_prefix4_bitwise_abc_g_NOR,unsigned_floor_isqrt,prefix4_bitwise+abc_g_NOR,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex275/verilog/ex275_isqrt_prefix4_bitwise_abc_g_NOR.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_NOR.aig,1,1,48,7,336,204,1.647059,0,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/results/candidates.csv,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_NOR.aig,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_NOR
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex275/verilog/ex275_isqrt_prefix4_bitwise_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,48,7,336,204,1.647059,0,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/results/candidates.csv,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig.aig,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d10,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d10.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d10.aig,1,1,101,10,1010,632,1.598101,0,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/results/candidates.csv,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d10.aig,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d6,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d6.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d6.aig,1,1,101,10,1010,632,1.598101,0,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/results/candidates.csv,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d6.aig,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d8,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d8.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d8.aig,1,1,101,10,1010,632,1.598101,0,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/results/candidates.csv,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d8.aig,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex276/verilog/ex276_isqrt_prefix4_bitwise_synth_preset.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset.aig,1,1,102,10,1020,632,1.613924,0,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/results/candidates.csv,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset.aig,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset
ex277,ex277_isqrt_cofbdd4_reverse_synth_preset_d10,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d10,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex277/verilog/ex277_isqrt_cofbdd4_reverse_synth_preset_d10.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset_d10.aig,1,1,237,12,2844,1980,1.436364,1,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/results/candidates.csv,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset_d10.aig,exact unsigned floor isqrt over 4096 inputs; source=cofbdd4_reverse; flow=synth_preset_d10
ex277,ex277_isqrt_cofbdd4_reverse_synth_preset_d6,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d6,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex277/verilog/ex277_isqrt_cofbdd4_reverse_synth_preset_d6.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset_d6.aig,1,1,237,12,2844,1980,1.436364,1,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex279_frontend_isqrt_cofbdd_lowtarget_20260609_1551/results/candidates.csv,student/work/ex275_ex279_frontend_isqrt_cofbdd_lowtarget_20260609_1551/ex277/verilog/ex277_isqrt_cofbdd4_reverse.v,student/work/ex275_ex279_frontend_isqrt_cofbdd_lowtarget_20260609_1551/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset_d6.aig,exact unsigned floor isqrt over 4096 inputs; source=cofbdd4_reverse; flow=synth_preset_d6
ex277,ex277_isqrt_cofbdd4_reverse_synth_preset_d8,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d8,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex277/verilog/ex277_isqrt_cofbdd4_reverse_synth_preset_d8.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset_d8.aig,1,1,237,12,2844,1980,1.436364,1,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/results/candidates.csv,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset_d8.aig,exact unsigned floor isqrt over 4096 inputs; source=cofbdd4_reverse; flow=synth_preset_d8
ex277,ex277_isqrt_prefix6_range_synth_preset,unsigned_floor_isqrt,prefix6_range+synth_preset,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex277/verilog/ex277_isqrt_prefix6_range_synth_preset.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex277/aigs/ex277_isqrt_prefix6_range_synth_preset.aig,1,1,267,11,2937,1980,1.483333,1,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/results/candidates.csv,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix6_range_synth_preset.aig,exact unsigned floor isqrt over 4096 inputs; source=prefix6_range; flow=synth_preset
ex278,ex278_isqrt_prefix5_range_synth_preset_d10,unsigned_floor_isqrt,prefix5_range+synth_preset_d10,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex278/verilog/ex278_isqrt_prefix5_range_synth_preset_d10.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset_d10.aig,1,1,502,14,7028,5198,1.352058,1,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex279_frontend_isqrt_cofbdd_lowtarget_20260609_1551/results/candidates.csv,student/work/ex275_ex279_frontend_isqrt_cofbdd_lowtarget_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_cofbdd_lowtarget_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset_d10.aig,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=synth_preset_d10
ex278,ex278_isqrt_prefix5_range_synth_preset_d12,unsigned_floor_isqrt,prefix5_range+synth_preset_d12,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex278/verilog/ex278_isqrt_prefix5_range_synth_preset_d12.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset_d12.aig,1,1,502,14,7028,5198,1.352058,1,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/results/candidates.csv,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset_d12.aig,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=synth_preset_d12
ex278,ex278_isqrt_prefix5_range_synth_preset_d16,unsigned_floor_isqrt,prefix5_range+synth_preset_d16,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex278/verilog/ex278_isqrt_prefix5_range_synth_preset_d16.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset_d16.aig,1,1,502,14,7028,5198,1.352058,1,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/results/candidates.csv,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset_d16.aig,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=synth_preset_d16
ex278,ex278_isqrt_prefix5_range_synth_preset_d6,unsigned_floor_isqrt,prefix5_range+synth_preset_d6,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex278/verilog/ex278_isqrt_prefix5_range_synth_preset_d6.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset_d6.aig,1,1,502,14,7028,5198,1.352058,1,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex279_frontend_isqrt_cofbdd_lowtarget_20260609_1551/results/candidates.csv,student/work/ex275_ex279_frontend_isqrt_cofbdd_lowtarget_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_cofbdd_lowtarget_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset_d6.aig,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=synth_preset_d6
ex279,ex279_isqrt_radix4_wires_synth_preset_d10,unsigned_floor_isqrt,radix4_wires+synth_preset_d10,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex279/verilog/ex279_isqrt_radix4_wires_synth_preset_d10.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex279/aigs/ex279_isqrt_radix4_wires_synth_preset_d10.aig,1,1,334,42,14028,10952,1.280862,1,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/results/candidates.csv,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex279/verilog/ex279_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex279/aigs/ex279_isqrt_radix4_wires_synth_preset_d10.aig,exact unsigned floor isqrt over 65536 inputs; source=radix4_wires; flow=synth_preset_d10
ex279,ex279_isqrt_radix4_wires_synth_preset_d12,unsigned_floor_isqrt,radix4_wires+synth_preset_d12,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex279/verilog/ex279_isqrt_radix4_wires_synth_preset_d12.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex279/aigs/ex279_isqrt_radix4_wires_synth_preset_d12.aig,1,1,334,42,14028,10952,1.280862,1,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/results/candidates.csv,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_radix4_wires_synth_preset_d12.aig,exact unsigned floor isqrt over 65536 inputs; source=radix4_wires; flow=synth_preset_d12
ex279,ex279_isqrt_radix4_wires_synth_preset_d16,unsigned_floor_isqrt,radix4_wires+synth_preset_d16,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex279/verilog/ex279_isqrt_radix4_wires_synth_preset_d16.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex279/aigs/ex279_isqrt_radix4_wires_synth_preset_d16.aig,1,1,334,42,14028,10952,1.280862,1,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/results/candidates.csv,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/verilog/ex279_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex279/aigs/ex279_isqrt_radix4_wires_synth_preset_d16.aig,exact unsigned floor isqrt over 65536 inputs; source=radix4_wires; flow=synth_preset_d16
ex279,ex279_isqrt_radix4_wires_synth_preset_d8,unsigned_floor_isqrt,radix4_wires+synth_preset_d8,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex279/verilog/ex279_isqrt_radix4_wires_synth_preset_d8.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex279/aigs/ex279_isqrt_radix4_wires_synth_preset_d8.aig,1,1,334,42,14028,10952,1.280862,1,0,sqrt_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/results/candidates.csv,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex279/verilog/ex279_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex279/aigs/ex279_isqrt_radix4_wires_synth_preset_d8.aig,exact unsigned floor isqrt over 65536 inputs; source=radix4_wires; flow=synth_preset_d8
