case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex260,ex260_smul_case_small_signed_arith_wreduce_aig,0,,,,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_case_small_signed_arith_wreduce_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/logs/ex260_smul_case_small_signed_arith_wreduce_aig.yosys.log
ex260,ex260_smul_case_small_signed_synth_preset_d9,1,197,12,2364,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_case_small_signed_synth_preset_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=case_small_signed; flow=synth_preset_d9
ex260,ex260_smul_case_small_signed_synth_preset_d13,1,197,12,2364,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_case_small_signed_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=case_small_signed; flow=synth_preset_d13
ex260,ex260_smul_case_b_signed_const_abc_g_aig,1,190,10,1900,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_case_b_signed_const_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=case_b_signed_const; flow=abc_g_aig
ex260,ex260_smul_case_b_signed_const_wreduce_abc_g_aig,1,191,10,1910,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_case_b_signed_const_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=case_b_signed_const; flow=wreduce_abc_g_aig
ex260,ex260_smul_case_b_signed_const_arith_wreduce_aig,1,190,9,1710,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_case_b_signed_const_arith_wreduce_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=case_b_signed_const; flow=arith_wreduce_aig
ex260,ex260_smul_case_b_signed_const_synth_preset_d9,1,188,10,1880,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_case_b_signed_const_synth_preset_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=case_b_signed_const; flow=synth_preset_d9
ex260,ex260_smul_case_b_signed_const_synth_preset_d13,1,188,10,1880,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_case_b_signed_const_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=case_b_signed_const; flow=synth_preset_d13
ex260,ex260_smul_ex260_shared_bdd_outside_abc_g_aig,1,183,12,2196,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_ex260_shared_bdd_outside_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_shared_bdd_outside; flow=abc_g_aig
ex260,ex260_smul_ex260_shared_bdd_outside_wreduce_abc_g_aig,1,179,12,2148,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_ex260_shared_bdd_outside_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_shared_bdd_outside; flow=wreduce_abc_g_aig
ex260,ex260_smul_ex260_shared_bdd_outside_arith_wreduce_aig,1,179,12,2148,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_ex260_shared_bdd_outside_arith_wreduce_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_shared_bdd_outside; flow=arith_wreduce_aig
ex260,ex260_smul_ex260_shared_bdd_outside_synth_preset_d9,1,181,13,2353,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_ex260_shared_bdd_outside_synth_preset_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_shared_bdd_outside; flow=synth_preset_d9
ex260,ex260_smul_ex260_shared_bdd_outside_synth_preset_d13,1,181,13,2353,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_ex260_shared_bdd_outside_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_shared_bdd_outside; flow=synth_preset_d13
ex260,ex260_smul_ex260_shared_bdd_interleave_abc_g_aig,1,231,11,2541,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_ex260_shared_bdd_interleave_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_shared_bdd_interleave; flow=abc_g_aig
ex260,ex260_smul_ex260_shared_bdd_interleave_wreduce_abc_g_aig,1,213,12,2556,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_ex260_shared_bdd_interleave_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_shared_bdd_interleave; flow=wreduce_abc_g_aig
ex260,ex260_smul_ex260_shared_bdd_interleave_arith_wreduce_aig,1,213,12,2556,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_ex260_shared_bdd_interleave_arith_wreduce_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_shared_bdd_interleave; flow=arith_wreduce_aig
ex260,ex260_smul_ex260_shared_bdd_interleave_synth_preset_d9,1,227,11,2497,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_ex260_shared_bdd_interleave_synth_preset_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_shared_bdd_interleave; flow=synth_preset_d9
ex260,ex260_smul_ex260_shared_bdd_interleave_synth_preset_d13,1,227,11,2497,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_ex260_shared_bdd_interleave_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_shared_bdd_interleave; flow=synth_preset_d13
