case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,notes
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_sigprodcode_dc_seed12_set11to10 + default + raw,sig-pair product-code table plus seed12 product-class completion,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed133_abc_g_aig_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed133 + abc_g_aig + raw,random invalid sigpair don't-care completion seed 133,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed133_synth_preset_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed133 + synth_preset + raw,random invalid sigpair don't-care completion seed 133,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed134_default_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed134 + default + raw,random invalid sigpair don't-care completion seed 134,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed134_extra_share_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed134 + extra_share + raw,random invalid sigpair don't-care completion seed 134,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed134_abc_g_aig_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed134 + abc_g_aig + raw,random invalid sigpair don't-care completion seed 134,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed134_synth_preset_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed134 + synth_preset + raw,random invalid sigpair don't-care completion seed 134,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed135_default_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed135 + default + raw,random invalid sigpair don't-care completion seed 135,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed135_extra_share_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed135 + extra_share + raw,random invalid sigpair don't-care completion seed 135,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed135_abc_g_aig_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed135 + abc_g_aig + raw,random invalid sigpair don't-care completion seed 135,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed135_synth_preset_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed135 + synth_preset + raw,random invalid sigpair don't-care completion seed 135,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed136_default_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed136 + default + raw,random invalid sigpair don't-care completion seed 136,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed136_extra_share_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed136 + extra_share + raw,random invalid sigpair don't-care completion seed 136,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed136_abc_g_aig_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed136 + abc_g_aig + raw,random invalid sigpair don't-care completion seed 136,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed136_synth_preset_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed136 + synth_preset + raw,random invalid sigpair don't-care completion seed 136,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed137_default_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed137 + default + raw,random invalid sigpair don't-care completion seed 137,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed137_extra_share_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed137 + extra_share + raw,random invalid sigpair don't-care completion seed 137,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed137_abc_g_aig_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed137 + abc_g_aig + raw,random invalid sigpair don't-care completion seed 137,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed137_synth_preset_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed137 + synth_preset + raw,random invalid sigpair don't-care completion seed 137,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed138_default_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed138 + default + raw,random invalid sigpair don't-care completion seed 138,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed138_extra_share_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed138 + extra_share + raw,random invalid sigpair don't-care completion seed 138,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed138_abc_g_aig_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed138 + abc_g_aig + raw,random invalid sigpair don't-care completion seed 138,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed138_synth_preset_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed138 + synth_preset + raw,random invalid sigpair don't-care completion seed 138,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed139_default_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed139 + default + raw,random invalid sigpair don't-care completion seed 139,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed139_extra_share_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed139 + extra_share + raw,random invalid sigpair don't-care completion seed 139,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed139_abc_g_aig_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed139 + abc_g_aig + raw,random invalid sigpair don't-care completion seed 139,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex247,float_fp8,local-fp8-dc-r51,ex247_ex247_semantic_div_sigpair_invalid_dc_seed139_synth_preset_raw,FP8 source predicate/table restructuring,ex247_semantic_div_sigpair_invalid_dc_seed139 + synth_preset + raw,random invalid sigpair don't-care completion seed 139,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
