case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,notes
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_sigprodcode_dc_seed12_set11to10 + default + raw,sig-pair product-code table plus seed12 product-class completion,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_normsplit_attr_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_normsplit_attr + abc_g_aig + raw,normal/subnormal split attribute source,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_normsplit_attr_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_normsplit_attr + synth_preset + raw,normal/subnormal split attribute source,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_logcode_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_logcode + default + raw,log-code add plus boundary tables,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_logcode_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_logcode + extra_share + raw,log-code add plus boundary tables,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_logcode_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_logcode + abc_g_aig + raw,log-code add plus boundary tables,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_logcode_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_logcode + synth_preset + raw,log-code add plus boundary tables,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed300_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed300 + default + raw,random unreachable product don't-care completion seed 300,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed300_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed300 + extra_share + raw,random unreachable product don't-care completion seed 300,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed300_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed300 + abc_g_aig + raw,random unreachable product don't-care completion seed 300,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed300_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed300 + synth_preset + raw,random unreachable product don't-care completion seed 300,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed301_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed301 + default + raw,random unreachable product don't-care completion seed 301,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed301_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed301 + extra_share + raw,random unreachable product don't-care completion seed 301,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed301_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed301 + abc_g_aig + raw,random unreachable product don't-care completion seed 301,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed301_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed301 + synth_preset + raw,random unreachable product don't-care completion seed 301,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed302_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed302 + default + raw,random unreachable product don't-care completion seed 302,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed302_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed302 + extra_share + raw,random unreachable product don't-care completion seed 302,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed302_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed302 + abc_g_aig + raw,random unreachable product don't-care completion seed 302,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed302_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed302 + synth_preset + raw,random unreachable product don't-care completion seed 302,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed303_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed303 + default + raw,random unreachable product don't-care completion seed 303,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed303_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed303 + extra_share + raw,random unreachable product don't-care completion seed 303,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed303_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed303 + abc_g_aig + raw,random unreachable product don't-care completion seed 303,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed303_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed303 + synth_preset + raw,random unreachable product don't-care completion seed 303,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed304_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed304 + default + raw,random unreachable product don't-care completion seed 304,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed304_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed304 + extra_share + raw,random unreachable product don't-care completion seed 304,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed304_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed304 + abc_g_aig + raw,random unreachable product don't-care completion seed 304,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed304_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed304 + synth_preset + raw,random unreachable product don't-care completion seed 304,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed305_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed305 + default + raw,random unreachable product don't-care completion seed 305,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed305_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed305 + extra_share + raw,random unreachable product don't-care completion seed 305,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed305_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed305 + abc_g_aig + raw,random unreachable product don't-care completion seed 305,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed305_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed305 + synth_preset + raw,random unreachable product don't-care completion seed 305,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed306_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed306 + default + raw,random unreachable product don't-care completion seed 306,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed306_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed306 + extra_share + raw,random unreachable product don't-care completion seed 306,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed306_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed306 + abc_g_aig + raw,random unreachable product don't-care completion seed 306,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed306_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed306 + synth_preset + raw,random unreachable product don't-care completion seed 306,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed307_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed307 + default + raw,random unreachable product don't-care completion seed 307,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed307_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed307 + extra_share + raw,random unreachable product don't-care completion seed 307,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed307_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed307 + abc_g_aig + raw,random unreachable product don't-care completion seed 307,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed307_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed307 + synth_preset + raw,random unreachable product don't-care completion seed 307,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed308_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed308 + default + raw,random unreachable product don't-care completion seed 308,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed308_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed308 + extra_share + raw,random unreachable product don't-care completion seed 308,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed308_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed308 + abc_g_aig + raw,random unreachable product don't-care completion seed 308,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed308_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed308 + synth_preset + raw,random unreachable product don't-care completion seed 308,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed309_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed309 + default + raw,random unreachable product don't-care completion seed 309,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed309_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed309 + extra_share + raw,random unreachable product don't-care completion seed 309,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed309_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed309 + abc_g_aig + raw,random unreachable product don't-care completion seed 309,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed309_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed309 + synth_preset + raw,random unreachable product don't-care completion seed 309,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed310_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed310 + default + raw,random unreachable product don't-care completion seed 310,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed310_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed310 + extra_share + raw,random unreachable product don't-care completion seed 310,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed310_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed310 + abc_g_aig + raw,random unreachable product don't-care completion seed 310,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed310_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed310 + synth_preset + raw,random unreachable product don't-care completion seed 310,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed311_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed311 + default + raw,random unreachable product don't-care completion seed 311,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed311_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed311 + extra_share + raw,random unreachable product don't-care completion seed 311,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed311_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed311 + abc_g_aig + raw,random unreachable product don't-care completion seed 311,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed311_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed311 + synth_preset + raw,random unreachable product don't-care completion seed 311,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed312_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed312 + default + raw,random unreachable product don't-care completion seed 312,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed312_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed312 + extra_share + raw,random unreachable product don't-care completion seed 312,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed312_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed312 + abc_g_aig + raw,random unreachable product don't-care completion seed 312,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed312_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed312 + synth_preset + raw,random unreachable product don't-care completion seed 312,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed313_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed313 + default + raw,random unreachable product don't-care completion seed 313,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed313_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed313 + extra_share + raw,random unreachable product don't-care completion seed 313,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed313_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed313 + abc_g_aig + raw,random unreachable product don't-care completion seed 313,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed313_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed313 + synth_preset + raw,random unreachable product don't-care completion seed 313,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed314_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed314 + default + raw,random unreachable product don't-care completion seed 314,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed314_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed314 + extra_share + raw,random unreachable product don't-care completion seed 314,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed314_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed314 + abc_g_aig + raw,random unreachable product don't-care completion seed 314,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed314_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed314 + synth_preset + raw,random unreachable product don't-care completion seed 314,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed315_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed315 + default + raw,random unreachable product don't-care completion seed 315,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed315_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed315 + extra_share + raw,random unreachable product don't-care completion seed 315,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed315_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed315 + abc_g_aig + raw,random unreachable product don't-care completion seed 315,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed315_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed315 + synth_preset + raw,random unreachable product don't-care completion seed 315,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed316_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed316 + default + raw,random unreachable product don't-care completion seed 316,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed316_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed316 + extra_share + raw,random unreachable product don't-care completion seed 316,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed316_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed316 + abc_g_aig + raw,random unreachable product don't-care completion seed 316,synth=abc_g_aig; post=raw; Yosys abc gate set aig
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed316_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed316 + synth_preset + raw,random unreachable product don't-care completion seed 316,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed317_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed317 + default + raw,random unreachable product don't-care completion seed 317,synth=default; post=raw; project default proc/techmap/abc AND/aigmap
