case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_wallace_square_counter4_csel4_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4_csel4+abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex270/verilog/ex270_square_wallace_square_counter4_csel4.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex270/aigs/ex270_square_wallace_square_counter4_csel4_abc_g_aig.aig,1,1,1,200,23,4600,2076,2.215800,0,0,0.311,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_counter4_csel4; flow=abc_g_aig
ex273,ex273_square_wallace_square_counter4_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4_csel6+wreduce_abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_counter4_csel6.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_counter4_csel6_wreduce_abc_g_aig.aig,1,1,1,850,45,38250,15078,2.536809,0,0,1.016,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_counter4_csel6; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_counter4_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_counter4_csel6+synth_preset,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_counter4_csel6.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_counter4_csel6_synth_preset.aig,1,1,1,853,46,39238,15078,2.602335,0,0,1.143,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_counter4_csel6; flow=synth_preset
ex273,ex273_square_wallace_square_counter4_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4_csel8+abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_counter4_csel8.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_counter4_csel8_abc_g_aig.aig,1,1,1,834,45,37530,15078,2.489057,0,0,1.022,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_counter4_csel8; flow=abc_g_aig
ex273,ex273_square_wallace_square_counter4_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4_csel8+wreduce_abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_counter4_csel8.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_counter4_csel8_wreduce_abc_g_aig.aig,1,1,1,840,45,37800,15078,2.506964,0,0,1.015,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_counter4_csel8; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_counter4_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_counter4_csel8+synth_preset,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_counter4_csel8.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_counter4_csel8_synth_preset.aig,1,1,1,839,45,37755,15078,2.503979,0,0,1.122,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_counter4_csel8; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel5_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel5+abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel5.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel5_abc_g_aig.aig,1,1,1,715,41,29315,15078,1.944223,0,0,0.756,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel5; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel5_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel5+wreduce_abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel5.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel5_wreduce_abc_g_aig.aig,1,1,1,715,41,29315,15078,1.944223,0,0,0.773,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel5; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel5_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel5+synth_preset,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel5.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel5_synth_preset.aig,1,1,1,711,41,29151,15078,1.933347,0,0,0.941,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel5; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel6_abc_g_aig.aig,1,1,1,718,39,28002,15078,1.857143,0,0,0.792,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+wreduce_abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel6_wreduce_abc_g_aig.aig,1,1,1,716,39,27924,15078,1.851970,0,0,0.778,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel6_synth_preset.aig,1,1,1,715,39,27885,15078,1.849383,0,0,0.931,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel8_abc_g_aig.aig,1,1,1,725,38,27550,15078,1.827165,0,0,0.768,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+wreduce_abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel8_wreduce_abc_g_aig.aig,1,1,1,723,37,26751,15078,1.774174,0,0,0.771,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel8_synth_preset.aig,1,1,1,724,37,26788,15078,1.776628,0,0,0.974,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=synth_preset
ex274,ex274_square_wallace_square_counter4_csel4_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4_csel4+abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/verilog/ex274_square_wallace_square_counter4_csel4.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/aigs/ex274_square_wallace_square_counter4_csel4_abc_g_aig.aig,1,1,1,1141,48,54768,21630,2.532039,0,0,4.239,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4_csel4; flow=abc_g_aig
ex274,ex274_square_wallace_square_counter4_csel4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4_csel4+wreduce_abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/verilog/ex274_square_wallace_square_counter4_csel4.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/aigs/ex274_square_wallace_square_counter4_csel4_wreduce_abc_g_aig.aig,1,1,1,1129,48,54192,21630,2.505409,0,0,4.633,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4_csel4; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_counter4_csel4_synth_preset,unsigned_square_x_times_x,wallace_square_counter4_csel4+synth_preset,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/verilog/ex274_square_wallace_square_counter4_csel4.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/aigs/ex274_square_wallace_square_counter4_csel4_synth_preset.aig,1,1,1,1128,49,55272,21630,2.555340,0,0,5.219,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4_csel4; flow=synth_preset
ex274,ex274_square_wallace_square_counter4_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4_csel6+abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/verilog/ex274_square_wallace_square_counter4_csel6.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/aigs/ex274_square_wallace_square_counter4_csel6_abc_g_aig.aig,1,1,1,1153,48,55344,21630,2.558669,0,0,4.186,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4_csel6; flow=abc_g_aig
ex274,ex274_square_wallace_square_counter4_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4_csel6+wreduce_abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/verilog/ex274_square_wallace_square_counter4_csel6.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/aigs/ex274_square_wallace_square_counter4_csel6_wreduce_abc_g_aig.aig,1,1,1,1156,48,55488,21630,2.565326,0,0,3.810,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4_csel6; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_counter4_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_counter4_csel6+synth_preset,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/verilog/ex274_square_wallace_square_counter4_csel6.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/aigs/ex274_square_wallace_square_counter4_csel6_synth_preset.aig,1,1,1,1153,49,56497,21630,2.611974,0,0,3.840,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4_csel6; flow=synth_preset
ex274,ex274_square_wallace_square_counter4_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4_csel8+abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/verilog/ex274_square_wallace_square_counter4_csel8.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/aigs/ex274_square_wallace_square_counter4_csel8_abc_g_aig.aig,1,1,1,1148,48,55104,21630,2.547573,0,0,3.798,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4_csel8; flow=abc_g_aig
ex274,ex274_square_wallace_square_counter4_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4_csel8+wreduce_abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/verilog/ex274_square_wallace_square_counter4_csel8.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/aigs/ex274_square_wallace_square_counter4_csel8_wreduce_abc_g_aig.aig,1,1,1,1148,45,51660,21630,2.388350,0,0,3.789,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4_csel8; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_counter4_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_counter4_csel8+synth_preset,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/verilog/ex274_square_wallace_square_counter4_csel8.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/aigs/ex274_square_wallace_square_counter4_csel8_synth_preset.aig,1,1,1,1136,48,54528,21630,2.520943,0,0,3.850,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4_csel8; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel5_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel5+abc_g_aig,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel5.v,student/work/ex270_ex273_ex274_square_counter4_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel5_abc_g_aig.aig,1,1,1,966,46,44436,21630,2.054369,0,0,3.409,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel5; flow=abc_g_aig
