case,target,family,name,matches,total_rows,exact,key_count,notes
ex286,pair_count_0,single,p3:clip2,4037,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,single,p3:v,4037,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,single,p3:mod3,4017,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,single,p5:clip2,4009,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,single,p4:clip2,4009,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,single,p5:v,4009,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,single,p4:v,4009,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,single,p6:v,4002,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,single,mx3_6:v,4001,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,single,sc1_3:v,3999,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,single,sc1_3:mod3,3999,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,single,sc1_3:clip2,3999,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,pair,p3:p5,4108,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,pair,p3:mx3_6,4107,8192,0,16,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,pair,p5:mx3_6,4105,8192,0,16,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,pair,mx3_6:p5,4105,8192,0,16,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,pair,p4:mx3_6,4093,8192,0,16,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,pair,mx3_6:p4,4093,8192,0,16,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,pair,p4:sc3_7,4083,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,pair,p3:sc3_7,4083,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,pair,p3:mx3_7,4083,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,pair,mx3_6:mx1_3,4080,8192,0,10,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,pair,mx3_6:sc1_3,4080,8192,0,11,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_0,pair,sc3_7:p5,4080,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,single,p2:clip2,4303,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,single,p2:v,4303,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,single,sc1_2:v,4272,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,single,sc1_2:mod3,4272,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,single,sc1_2:clip2,4272,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,single,mx1_2:v,4272,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,single,mx1_2:mod3,4272,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,single,mx1_2:clip2,4272,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,single,sc0_2:v,4254,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,single,sc0_2:mod3,4254,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,single,sc0_2:clip2,4254,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,single,mx0_2:v,4254,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,pair,sc1_2:p3,4362,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,pair,mx1_2:p3,4362,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,pair,sc1_2:p4,4353,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,pair,mx1_2:p4,4353,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,pair,p2:mx2_7,4351,8192,0,11,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,pair,p2:p3,4335,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,pair,p2:mx1_2,4328,8192,0,7,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,pair,p2:mx0_2,4328,8192,0,7,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,pair,p2:p5,4323,8192,0,10,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,pair,p2:sc2_7,4323,8192,0,11,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,pair,p2:p2,4303,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_1,pair,mx1_2:mx0_2,4303,8192,0,5,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,single,sc0_3:v,4523,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,single,sc0_3:mod3,4523,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,single,sc0_3:clip2,4523,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,single,mx0_3:v,4523,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,single,mx0_3:mod3,4523,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,single,mx0_3:clip2,4523,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,single,sc3_4:v,4468,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,single,sc3_4:mod3,4468,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,single,sc3_4:clip2,4468,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,single,mx3_4:v,4468,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,single,mx3_4:mod3,4468,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,single,mx3_4:clip2,4468,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,pair,sc0_3:s3,4559,8192,0,11,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,pair,sc0_3:sc3_6,4554,8192,0,8,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,pair,mx0_3:sc3_6,4552,8192,0,7,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,pair,mx0_3:s3,4541,8192,0,10,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,pair,sc0_3:p3,4538,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,pair,mx0_3:p3,4538,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,pair,mx0_3:mx3_4,4529,8192,0,5,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,pair,sc0_3:mx3_4,4529,8192,0,6,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,pair,mx0_3:sc3_4,4529,8192,0,6,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,pair,sc0_3:sc3_4,4529,8192,0,7,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,pair,sc0_3:sc0_3,4523,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_2,pair,mx0_3:mx0_3,4523,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,single,mn6_7:v,4400,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,single,mn6_7:mod3,4400,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,single,mn6_7:clip2,4400,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,single,s7:v,4352,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,single,s7:mod3,4352,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,single,s7:clip2,4352,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,single,mx4_7:v,4352,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,single,mx4_7:mod3,4352,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,single,mx4_7:clip2,4352,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,single,c7:v,4352,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,single,c7:mod3,4352,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,single,c7:clip2,4352,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,pair,mn6_7:mx3_6,4552,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,pair,s7:mx3_6,4544,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,pair,c7:mx3_6,4544,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,pair,s7:c6,4512,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,pair,c7:c6,4512,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,pair,s7:mx4_6,4496,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,pair,c7:mx4_6,4496,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,pair,mx4_7:mx3_6,4488,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,pair,mn6_7:mx4_6,4480,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,pair,mn6_7:c6,4480,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,pair,mn6_7:s3,4464,8192,0,7,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_3,pair,mx3_6:mx5_7,4456,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,single,p2:v,3965,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,single,p5:mod3,3909,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,single,p5:v,3909,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,single,s3:v,3881,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,single,p2:clip2,3870,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,single,s3:mod3,3865,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,single,sc5_6:v,3861,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,single,sc5_6:mod3,3861,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,single,sc5_6:clip2,3861,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,single,mx5_6:clip2,3861,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,single,mx5_6:v,3861,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,single,s5:clip2,3848,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,pair,p2:sc5_6,4120,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,pair,p2:s5,4092,8192,0,16,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,pair,p2:s4,4084,8192,0,16,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,pair,s3:p2,4079,8192,0,16,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,pair,p2:s3,4079,8192,0,16,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,pair,p2:mx5_6,4077,8192,0,16,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,pair,p2:sc5_7,4035,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,pair,p5:p2,4033,8192,0,10,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,pair,p2:p5,4033,8192,0,10,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,pair,p2:mx5_7,4020,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,pair,p2:p4,3994,8192,0,10,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_4,pair,p2:p2,3965,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,single,p2:clip2,4303,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,single,p2:v,4303,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,single,sc1_2:v,4272,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,single,sc1_2:mod3,4272,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,single,sc1_2:clip2,4272,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,single,mx1_2:v,4272,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,single,mx1_2:mod3,4272,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,single,mx1_2:clip2,4272,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,single,sc0_2:v,4254,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,single,sc0_2:mod3,4254,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,single,sc0_2:clip2,4254,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,single,mx0_2:v,4254,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,pair,p2:s3,4359,8192,0,16,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,pair,p2:s2,4355,8192,0,15,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,pair,p2:s1,4354,8192,0,13,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,pair,sc1_2:p4,4353,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,pair,mx1_2:p4,4353,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,pair,sc1_2:p5,4351,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,pair,mx1_2:p5,4351,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,pair,p2:mx1_2,4328,8192,0,7,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,pair,p2:mx0_2,4328,8192,0,7,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,pair,p2:p6,4325,8192,0,10,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,pair,sc1_2:s3,4320,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_5,pair,mx1_2:s3,4320,8192,0,12,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,single,sc1_4:v,5679,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,single,sc1_4:mod3,5679,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,single,sc1_4:clip2,5679,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,single,mx1_4:v,5201,8192,0,2,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,single,mx1_4:mod3,5201,8192,0,2,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,single,mx1_4:clip2,5201,8192,0,2,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,single,c5z:v,5037,8192,0,2,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,single,c5z:mod3,5037,8192,0,2,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,single,c5z:clip2,5037,8192,0,2,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,single,c5ge1:v,5037,8192,0,2,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,single,c5ge1:mod3,5037,8192,0,2,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,single,c5ge1:clip2,5037,8192,0,2,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,pair,sc1_4:sc3_5,5771,8192,0,9,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,pair,sc1_4:mn5_7,5689,8192,0,6,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,pair,sc1_4:sc1_4,5679,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,pair,sc1_4:mx1_4,5679,8192,0,3,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,pair,sc1_4:mn5_6,5679,8192,0,6,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,pair,sc1_4:c5z,5679,8192,0,6,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,pair,sc1_4:c5ge1,5679,8192,0,6,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,pair,sc1_4:c5,5679,8192,0,6,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,pair,mx1_4:sc3_5,5303,8192,0,6,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,pair,mx1_4:c5z,5293,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,pair,mx1_4:c5ge1,5293,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex286,pair_count_6,pair,mx1_4:c5,5293,8192,0,4,buckets=8; selectors=raw3:raw10:xor6_7
ex287,pair_count_0,single,sc2_4:v,9107,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,single,sc2_4:mod3,9107,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,single,sc2_4:clip2,9107,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,single,s2:v,9009,16384,0,4,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,single,s2:mod3,8998,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,single,s1:v,8947,16384,0,4,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,single,p4:v,8947,16384,0,4,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,single,s1:mod3,8940,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,single,p4:mod3,8940,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,single,mx2_4:clip2,8861,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,single,mx2_4:v,8861,16384,0,5,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,single,p5:v,8847,16384,0,4,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,pair,mx2_4:sc2_5,9224,16384,0,15,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,pair,sc2_4:s2,9132,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,pair,sc2_4:sc2_5,9131,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,pair,sc2_4:s1,9121,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,pair,sc2_4:p4,9119,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,pair,sc2_4:s3,9113,16384,0,12,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,pair,sc2_4:p5,9110,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,pair,sc2_4:sc2_4,9107,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,pair,sc2_4:mx2_4,9107,16384,0,6,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,pair,sc2_4:s0,9107,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,pair,sc2_4:p6,9107,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,pair,s2:p4,9066,16384,0,16,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,single,mx0_6:v,8848,16384,0,4,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,single,mx0_1:v,8784,16384,0,4,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,single,p0:v,8704,16384,0,4,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,single,c0:v,8704,16384,0,4,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,single,sc0_6:v,8688,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,single,sc0_6:mod3,8688,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,single,sc0_6:clip2,8688,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,single,mx0_6:clip2,8688,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,single,sc0_1:v,8624,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,single,sc0_1:mod3,8624,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,single,sc0_1:clip2,8624,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,single,p1:clip2,8624,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,pair,sc0_6:sc0_1,9408,16384,0,7,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,pair,sc0_6:p1,9408,16384,0,8,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,pair,sc0_6:mx0_1,9080,16384,0,7,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,pair,mx0_1:sc0_6,9080,16384,0,7,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,pair,mx0_6:mx0_1,9032,16384,0,6,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,pair,mx0_1:mx0_6,9032,16384,0,6,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,pair,mx0_6:sc0_1,9032,16384,0,7,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,pair,mx0_6:p1,9032,16384,0,8,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,pair,sc0_6:mx0_6,8896,16384,0,5,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,pair,mx0_6:sc0_6,8896,16384,0,5,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,pair,sc0_6:p0,8896,16384,0,6,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,pair,sc0_6:c0,8896,16384,0,6,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,single,c2z:v,8144,16384,0,2,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,single,c2z:mod3,8144,16384,0,2,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,single,c2z:clip2,8144,16384,0,2,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,single,c2ge1:v,8144,16384,0,2,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,single,c2ge1:mod3,8144,16384,0,2,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,single,c2ge1:clip2,8144,16384,0,2,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,single,c2:v,8144,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,single,c2:mod3,8144,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,single,c2:clip2,8144,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,single,sc2_6:v,8110,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,single,sc2_6:mod3,8110,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,single,sc2_6:clip2,8110,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,pair,sc2_3:sc0_2,8275,16384,0,8,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,pair,sc2_6:sc0_2,8270,16384,0,8,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,pair,sc2_3:p2,8261,16384,0,11,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,pair,mx2_3:p2,8251,16384,0,10,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,pair,mx2_6:sc0_2,8220,16384,0,7,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,pair,mx2_3:sc0_2,8194,16384,0,7,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,pair,mx2_6:p2,8190,16384,0,10,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,pair,sc2_6:p2,8190,16384,0,11,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,pair,c2z:p2,8163,16384,0,7,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,pair,c2ge1:p2,8163,16384,0,7,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,pair,c2:p2,8163,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,pair,mx2_6:mx2_3,8150,16384,0,5,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
