domain,bundle,bundle_type,case,candidate_id,artifact_role,file_type,new_path,sha256,source_path,source_csv,source_run,source_priority,method_signature,area,delay,adp,reference_adp,is_current_best,selection_reason
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex200,ex200_semantic_exp_default_one_casez_all_special_abc_g_aig,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/verilog/ex200_semantic_exp_default_one_casez_all_special_abc_g_aig.v,c5b83d37386e49fc25292f3940fdf3fc18094d43664a7b2c10ccc9eff188cd39,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_casez_all_special.v,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/bf16-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,3,ex200|bf16_exp_unary_semantic_shell|shared_special_case_shell|shared special-case decode plus direct mantissa LUT|yosys_abc_g_aig|DAZ+exp+BF16_RNE+FTZ|full word output grouped by sign_exp/mant,3737,16,59792,40052,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex200,ex200_semantic_exp_default_one_casez_all_special_abc_g_aig,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_semantic_exp_default_one_casez_all_special_abc_g_aig.aig,6cedfad22fb5c1d98575e453b99c7b4931f800729e863d4ee3175afc0ee92e61,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex200/aigs/ex200_semantic_exp_default_one_casez_all_special_abc_g_aig.aig,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/bf16-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,3,ex200|bf16_exp_unary_semantic_shell|shared_special_case_shell|shared special-case decode plus direct mantissa LUT|yosys_abc_g_aig|DAZ+exp+BF16_RNE+FTZ|full word output grouped by sign_exp/mant,3737,16,59792,40052,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex200,ex200_semantic_exp_default_one_casez_all_special_abc_g_aig,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/metadata/ex200_semantic_exp_default_one_casez_all_special_abc_g_aig.json,ba18a1b8047d4c486e6f7799b3af35b01ca113eccbc3e4644ad958bafc65ed1a,,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/bf16-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,3,ex200|bf16_exp_unary_semantic_shell|shared_special_case_shell|shared special-case decode plus direct mantissa LUT|yosys_abc_g_aig|DAZ+exp+BF16_RNE+FTZ|full word output grouped by sign_exp/mant,3737,16,59792,40052,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex200,ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/verilog/ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset.v,4e42b786d41a4c71d59f79e843df360f9b2221fe3183e895e9ab957617d9a5a1,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation__seedcopy.v,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/bf16-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,3,ex200|bf16_exp_unary_semantic_shell|current_frontend_seed_copy|shared special-case decode plus direct mantissa LUT|yosys_synth_preset|DAZ+exp+BF16_RNE+FTZ|full word output grouped by sign_exp/mant,3637,17,61829,40052,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex200,ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset.aig,02b38b6b91cbf894a81487946d5f4aed6e1ae06f17de497a4d8356e5feadb521,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex200/aigs/ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset.aig,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/bf16-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,3,ex200|bf16_exp_unary_semantic_shell|current_frontend_seed_copy|shared special-case decode plus direct mantissa LUT|yosys_synth_preset|DAZ+exp+BF16_RNE+FTZ|full word output grouped by sign_exp/mant,3637,17,61829,40052,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex200,ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/metadata/ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset.json,d4015616873c5fa7700415cc115bf1995624a0988a4e9364225c6b8592f14cef,,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/bf16-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,3,ex200|bf16_exp_unary_semantic_shell|current_frontend_seed_copy|shared special-case decode plus direct mantissa LUT|yosys_synth_preset|DAZ+exp+BF16_RNE+FTZ|full word output grouped by sign_exp/mant,3637,17,61829,40052,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex200,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.v,4e42b786d41a4c71d59f79e843df360f9b2221fe3183e895e9ab957617d9a5a1,student/work/ex200_ex299_frontend_refgap_round4_20260612_1705/unary-r4/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.v,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round4_20260612_1705/results/candidates.csv,ex200_ex299_frontend_refgap_round4_20260612_1705,3,ex200|bf16_exp_semantic_exp_default|one_parallel_casez_saturation|shared_sign_exp_decode_and_parallel_casez|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_semantic_exp,3717,17,63189,40052,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex200,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,759c0927c8b8029d657e815faf635c93dcf22ee25cb4721f0371bcc8e03ca31d,student/work/ex200_ex299_frontend_refgap_round4_20260612_1705/unary-r4/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round4_20260612_1705/results/candidates.csv,ex200_ex299_frontend_refgap_round4_20260612_1705,3,ex200|bf16_exp_semantic_exp_default|one_parallel_casez_saturation|shared_sign_exp_decode_and_parallel_casez|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_semantic_exp,3717,17,63189,40052,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex200,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/metadata/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.json,4decd7cbf245804c33a45d9692be7c021c98f820fbd30cf0f8ddd49f24b2e5d9,,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round4_20260612_1705/results/candidates.csv,ex200_ex299_frontend_refgap_round4_20260612_1705,3,ex200|bf16_exp_semantic_exp_default|one_parallel_casez_saturation|shared_sign_exp_decode_and_parallel_casez|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_semantic_exp,3717,17,63189,40052,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_current,current,ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,current_best,verilog,student/new_seeds/bf16/ex200_ex219_current/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.v,a8028068c9ea871c11656de01dcde3d4b6d88c7815c1a3eeaf97980326a4a53a,student/seeds/bf16/ex200_ex219_current/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.v,student/frontend_campaigns/frontend_best_registry.csv,ex200_ex219_current,1,ex201|frontend|current,1647,14,23058,16300,1,current_best
bf16,ex200_ex219_current,current,ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,current_best,aig,student/new_seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,c68e8bd04c130ae5da6257abf302ccdaf8efedffffdd18171cccd250864649e3,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,student/frontend_campaigns/frontend_best_registry.csv,ex200_ex219_current,1,ex201|frontend|current,1647,14,23058,16300,1,current_best
bf16,ex200_ex219_current,current,ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,current_best,metadata,student/new_seeds/bf16/ex200_ex219_current/ex201/metadata/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.json,8a83e7dbaa434f72d3ddfaa57c4b2c38b3f16630c30032268761d83670eac395,,student/frontend_campaigns/frontend_best_registry.csv,ex200_ex219_current,1,ex201|frontend|current,1647,14,23058,16300,1,current_best
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.v,b83b8ee4245c96b79e64aa3318f9403e822c1972f2155e8c273993c7c40024e5,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.v,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,4,bf16_exp2,1655,14,23170,16300,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.aig,20609e1cef3068e088607e11829c6a6e60a925e9927a37b2d6561b82712f065a,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.aig,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,4,bf16_exp2,1655,14,23170,16300,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/metadata/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.json,a16e45b42cd8949993ec02e7faeb0a529195d5eaaffff9824bf0ac504ca72d7b,,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,4,bf16_exp2,1655,14,23170,16300,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex201,ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/verilog/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.v,32550648be38cf9897503bfe335766d7054a1f75b9109116dea0ab0766e1fc5c,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/verilog/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.v,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,4,bf16_exp2,1620,15,24300,16300,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex201,ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/aigs/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.aig,3dd176a048c7bf65ba3089a50f3fdcc65beec68b62c734f902fbc76a2dcf9a83,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/aigs/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.aig,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,4,bf16_exp2,1620,15,24300,16300,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex201,ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/metadata/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.json,57da8e33e7ba9b2ef4f9836c35ae498c2b04e7ac1f1007b614ee8debe106c4c7,,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,4,bf16_exp2,1620,15,24300,16300,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex201,ex201_bf16_exp2_hilo2_field_mode,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/verilog/ex201_bf16_exp2_hilo2_field_mode.v,351434d9ae0a598a0261c0196872527fac67bf22dcca22e5fd6b4a4ab49b0f00,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/verilog/ex201_bf16_exp2_hilo2_field_mode.v,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,4,bf16_exp2,1629,15,24435,16300,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex201,ex201_bf16_exp2_hilo2_field_mode,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/aigs/ex201_bf16_exp2_hilo2_field_mode.aig,a416f0ed82d575186815119936f5827dda5a3a6bcae833a1cb66030d93a40bbd,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/aigs/ex201_bf16_exp2_hilo2_field_mode.aig,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,4,bf16_exp2,1629,15,24435,16300,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex201,ex201_bf16_exp2_hilo2_field_mode,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/metadata/ex201_bf16_exp2_hilo2_field_mode.json,4637734f5419944c4bab14b66ad032c80de283645de9cb8223b0300cb4c5f83b,,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,4,bf16_exp2,1629,15,24435,16300,0,backend_start_diverse_noncurrent
