domain,case,current_candidate_id,current_area,current_delay,current_adp,reference_adp,gap_to_reference,ratio_to_reference,current_source_run,current_source_csv,current_verilog_path,current_aig_path,candidate_target,candidate_count,candidate_insufficient,candidate_shortfall_reason,candidate_ids,backend_priority_score
bf16,ex210,ex210_bf16_sigmoid_const_default_3f80_h3,2232,15,33480,27053,6427,1.237571,ex200_ex219_current,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/bf16/ex200_ex219_current/ex210/verilog/ex210_bf16_sigmoid_const_default_3f80_h3.v,student/new_seeds/bf16/ex200_ex219_current/ex210/aigs/ex210_bf16_sigmoid_const_default_3f80_h3.aig,6,6,0,,ex210_bf16_sigmoid_const_default_0000_h3;ex210_bf16_sigmoid_const_default_3f00_h3_first;ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3;ex210_bf16_sigmoid_sep_fields_e3_m3_s0;ex210_bf16_sigmoid_r94_const_default_3f80_h3_first;ex210_bf16_sigmoid_aggr_semantic_field_reassembly,7953.866854
bf16,ex211,ex211_bf16_reciprocal_hand_recip_formula_signmag_lut,273,11,3003,2136,867,1.405899,ex200_ex219_current,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/bf16/ex200_ex219_current/ex211/verilog/ex211_bf16_reciprocal_hand_recip_formula_signmag_lut.v,student/new_seeds/bf16/ex200_ex219_current/ex211/aigs/ex211_bf16_reciprocal_hand_recip_formula_signmag_lut.aig,6,6,0,,ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields;ex211_bf16_reciprocal_hand_recip_formula_mant_lut;ex211_r94_bf16_reciprocal_hand_recip_formula_signmag_add_lut;ex211_bf16_reciprocal_legacy_exp_mant_delta_pair;ex211_r94_bf16_reciprocal_delta_pair_mode_hilo3;ex211_r94_bf16_reciprocal_odd_pos_fields_e3_m3,1218.914326
bf16,ex212,ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1,281,11,3091,2304,787,1.341580,ex200_ex219_current,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/bf16/ex200_ex219_current/ex212/verilog/ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1.v,student/new_seeds/bf16/ex200_ex219_current/ex212/aigs/ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1.aig,6,6,0,,ex212_bf16_square_delta_pair_mode_hilo4;ex212_bf16_square_delta_pair_first_hilo4;ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1;ex212_bf16_square_legacy_exp_mant_delta_pair;ex212_r94_bf16_square_hand_square_formula_mant_lut;ex212_bf16_square_arith_semantic_fields,1055.823351
bf16,ex213,ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1,346,11,3806,2900,906,1.312414,ex200_ex219_current,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/bf16/ex200_ex219_current/ex213/verilog/ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1.v,student/new_seeds/bf16/ex200_ex219_current/ex213/aigs/ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1.aig,6,5,1,valid distinct non-current frontend candidates below target count,ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_14_bh1;ex213_bf16_sqrt_sep_fields_e3_m3_s3;ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1;ex213_bf16_sqrt_arith_semantic_fields;ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3,1189.046897
bf16,ex214,ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig,324,11,3564,2424,1140,1.470297,frontend_gt15_structural_round96_20260614_0651,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/bf16/ex200_ex219_current/ex214/verilog/ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_current/ex214/aigs/ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig.aig,6,6,0,,ex214_r95_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_cmp_caseattrs;ex214_r96_bf16_recip_square_current_abc_g_aig;ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_runs_fix;ex214_r95_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_bh1_caseattrs;ex214_bf16_reciprocal_square_legacy_default_expr_exception_case;ex214_r95_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_15_cmp_caseattrs,1676.138614
bf16,ex215,ex215_r8_caseattrs_abc_g_aig,389,12,4668,3150,1518,1.481905,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/bf16/ex200_ex219_current/ex215/verilog/ex215_r8_caseattrs_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_current/ex215/aigs/ex215_r8_caseattrs_abc_g_aig.aig,6,6,0,,ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2;ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3;ex215_bf16_reciprocal_sqrt_legacy_sign_pair_case;ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1;ex215_bf16_reciprocal_sqrt_aggr_semantic_exp_delta_fields;ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields,2249.531429
bf16,ex216,ex216_r4_current_source_abc_g_aig,440,13,5720,3357,2363,1.703902,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/bf16/ex200_ex219_current/ex216/verilog/ex216_r4_current_source_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_current/ex216/aigs/ex216_r4_current_source_abc_g_aig.aig,6,6,0,,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13;ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_14_cmp_fix5_manual_sign_non_nan_fix10;ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_manual_sign_non_nan_fix7;ex216_bf16_cube_aggr_semantic_positive_symmetry_fields;ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary;ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_13_cmp,4026.321120
bf16,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15,623,13,8099,5785,2314,1.400000,ex215_ex219_frontend_bf16_deep2_20260606_1726,student/runs/bf16/ex200_ex219_current/results/best.csv,student/new_seeds/bf16/ex200_ex219_current/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.v,student/new_seeds/bf16/ex200_ex219_current/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.aig,6,6,0,,ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan;ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12;ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2;ex217_bf16_cbrt_delta_pair_first_hilo3_mod3_bit0_fix12;ex217_bf16_cbrt_delta_pair_first_hilo3;ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta,3239.600000
bf16,ex218,ex218_field_selector_abc_g_aig,457,13,5941,3222,2719,1.843886,ex200_ex299_frontend_refgap_round19_20260612_2346,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/bf16/ex200_ex219_current/ex218/verilog/ex218_field_selector_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_current/ex218/aigs/ex218_field_selector_abc_g_aig.aig,6,6,0,,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9;ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13;ex218_special_shell_norm_lo15_abc_g_aig_r21;ex218_r95_bf16_reciprocal_cube_field_selector_r19_bits_8_cmp;ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_13_bh1_fix15;ex218_bf16_reciprocal_cube_legacy_value_case_bits_4_bh1_fix3,5013.525450
bf16,ex219,ex219_r4_current_source_abc_g_aig,657,13,8541,5640,2901,1.514362,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/bf16/ex200_ex219_current/ex219/verilog/ex219_r4_current_source_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_current/ex219/aigs/ex219_r4_current_source_abc_g_aig.aig,6,6,0,,ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp;ex219_r27_seedcopy_synth_preset_aig;ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9;ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_bh3_fix2;ex219_r97_reciprocal_cbrt_small_lut_selected_overlay_bits_5_bh2_abc_and;ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9_manual_sign_casez_fix13,4393.163298
float_fp8,ex240,ex240_r64_signmag_selected_output_factor_synth_preset,610,43,26230,13299,12931,1.972329,frontend_source_parallel_round64_20260613_1004,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex240/verilog/ex240_r64_signmag_selected_output_factor_synth_preset.v,student/new_seeds/float_fp8/ex240_ex254_current/ex240/aigs/ex240_r64_signmag_selected_output_factor_synth_preset.aig,8,8,0,,ex240_r3_shift_align_source_compress;ex240_r64_compact_cancel_predicate_mux_synth_preset;ex240_r2_zero_passthrough_abc_g_aig_frontend;ex240_r10_current_muxclean;ex240_r11_nan_or_mask;ex240_r10_output_plane_split;ex240_r9_truth_residual16_overlay;ex240_r10_caseattrs_optfull,25504.183021
float_fp8,ex241,ex241_r71_caseattrs_outputsplit,531,29,15399,7224,8175,2.131645,frontend_source_parallel_round71_20260613_1312,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex241/verilog/ex241_r71_caseattrs_outputsplit.v,student/new_seeds/float_fp8/ex240_ex254_current/ex241/aigs/ex241_r71_caseattrs_outputsplit.aig,8,8,0,,ex241_r27_currentbest_delaytarget_synth_preset_aig_D16;ex241_r10_current_muxclean;ex241_r27_currentbest_delaytarget_abc_g_aig_D20;ex241_r10_output_plane_split;ex241_r9_special_dag_overlay;ex241_r9_truth_residual16_overlay;ex241_r10_caseattrs_optfull;ex241_r11_r71_splitcase_muxclean,17426.193937
float_fp8,ex242,ex242_r8_axis_numzero_shell_abc_g_aig_frontend,841,20,16820,11900,4920,1.413445,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex242/verilog/ex242_r8_axis_numzero_shell_abc_g_aig_frontend.v,student/new_seeds/float_fp8/ex240_ex254_current/ex242/aigs/ex242_r8_axis_numzero_shell_abc_g_aig_frontend.aig,6,6,0,,ex242_r71_axis_attr_hardrom;ex242_r8_splitpo_numzero_shell_abc_g_aig_frontend;ex242_r71_splitpo_hardpieces;ex242_r67_div_desc_split;ex242_r27_currentbest_delaytarget_synth_preset_aig_D16;ex242_semantic_div_formula_exception_compact_synth_preset_aig,6954.151261
float_fp8,ex243,ex243_semantic_fmod_modsig_nested_delta_abc_g_aig,1790,27,48330,53227,-4897,0.907998,ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex243/verilog/ex243_semantic_fmod_modsig_nested_delta_abc_g_aig.v,student/new_seeds/float_fp8/ex240_ex254_current/ex243/aigs/ex243_semantic_fmod_modsig_nested_delta_abc_g_aig.aig,4,4,0,,ex243_semantic_fmod_modsig_nested_delta_abc_g_aig_abc_g_gates;ex243_semantic_fmod_modsig_nested_delta_abc_g_aig_abc_d20;ex243_semantic_fmod_modsig_nested_delta_abc_g_aig_abc_g_cmos2;ex243_semantic_fmod_modsig_nested_delta_synth_preset_aig,0.000000
float_fp8,ex244,ex244_r7_satbit_regroup_synth_preset_aig,311,32,9952,4272,5680,2.329588,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex244/verilog/ex244_r7_satbit_regroup_synth_preset_aig.v,student/new_seeds/float_fp8/ex240_ex254_current/ex244/aigs/ex244_r7_satbit_regroup_synth_preset_aig.aig,8,8,0,,ex244_r22_maxeff_delta_bdd_replay;ex244_r60_gapcofactor_satsplit_field_abc_g_aig;ex244_semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset;ex244_r60_gapcofactor_satsplit_raw_abc_g_aig;ex244_semantic_hypot_delta_maxeff_bdd_mixed_synth_preset_aig;ex244_r7_current_sat_boundary_synth_preset_aig;ex244_r60_gapcofactor_satsplit_field_synth_preset;ex244_r69_explicit_sat_bdd_synth_preset_aig,13232.059925
float_fp8,ex245,ex245_r11_r89_active_branch_muxclean,696,33,22968,11050,11918,2.078552,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex245/verilog/ex245_r11_r89_active_branch_muxclean.v,student/new_seeds/float_fp8/ex240_ex254_current/ex245/aigs/ex245_r11_r89_active_branch_muxclean.aig,8,8,0,,ex245_ex245_r75_field_active_mux_repo_yosys;ex245_r11_r89_active_branch_preset;ex245_r11_r89_active_branch_d30;ex245_r11_nan_or_mask;ex245_r10_current_muxclean;ex245_r71_caseattrs_outputsplit;ex245_r26_gap_class_synth_preset_aig;ex245_r8_active_decision,24772.183167
float_fp8,ex246,ex246_semantic_mul_product_dc_seed12_set11to10_synth_preset_aig,341,22,7502,2805,4697,2.674510,ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10_synth_preset_aig.v,student/new_seeds/float_fp8/ex240_ex254_current/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set11to10_synth_preset_aig.aig,8,8,0,,ex246_semantic_mul_product_dc_seed12_set22to21_synth_preset_aig;ex246_semantic_mul_product_dc_seed10_synth_preset_aig;ex246_semantic_mul_product_dc_seed132_synth_preset_aig;ex246_semantic_mul_product_dc_seed215_synth_preset_aig;ex246_semantic_mul_product_dc_seed150_synth_preset_aig;ex246_semantic_mul_product_dc_seed272_synth_preset_aig;ex246_semantic_mul_product_dc_seed77_synth_preset_aig;ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_synth_preset_aig_fp8agent,12562.172549
float_fp8,ex247,ex247_r5_lowpred_truth_case_abc_g_aig_frontend,249,26,6474,2975,3499,2.176134,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex247/verilog/ex247_r5_lowpred_truth_case_abc_g_aig_frontend.v,student/new_seeds/float_fp8/ex240_ex254_current/ex247/aigs/ex247_r5_lowpred_truth_case_abc_g_aig_frontend.aig,8,8,0,,ex247_r10_caseattrs_optfull;ex247_r2_lowpred_step_mux_abc_g_aig_frontend;ex247_r6_low12_grouped_mag_abc_g_aig_frontend;ex247_r4_tail_direct_lowpred_min_abc_g_aig_frontend;ex247_r5_grouped_mag_assign_abc_g_aig_frontend;ex247_r2_current_r5_conemix_abc_g_aig_frontend;ex247_r10_guard_rows4;ex247_r11_region_action_code,7614.294454
float_fp8,ex248,ex248_r8_split_payload_shell_abc_g_aig_frontend,290,27,7830,4180,3650,1.873206,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex248/verilog/ex248_r8_split_payload_shell_abc_g_aig_frontend.v,student/new_seeds/float_fp8/ex240_ex254_current/ex248/aigs/ex248_r8_split_payload_shell_abc_g_aig_frontend.aig,8,8,0,,ex248_r10_current_muxclean;ex248_r11_exp_sig_compare;ex248_r6_numden_range_shell_core;ex248_r8_pruned_periodic_core_abc_g_aig_frontend;ex248_r11_action_mag_select;ex248_r26r_fmod_norm_by_rem_abc_g_aig;ex248_r26r_fmod_norm_by_rem_synth_preset_aig;ex248_r10_output_plane_split,6837.200957
float_fp8,ex249,ex249_semantic_hypot_threshold_rawexp_synth_preset_aig,168,26,4368,2079,2289,2.101010,ex245_ex249_frontend_fp8_e5m2_curated_20260608_1715,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex249/verilog/ex249_semantic_hypot_threshold_rawexp_synth_preset_aig.v,student/new_seeds/float_fp8/ex240_ex254_current/ex249/aigs/ex249_semantic_hypot_threshold_rawexp_synth_preset_aig.aig,8,8,0,,ex249_r69_manual_sat_increment_synth_preset_aig;ex249_r7_bitout_boundary_synth_preset_aig;ex249_r2_current_tail_conemix_abc_g_aig_frontend;ex249_r26_threshold_case_synth_preset_aig;ex249_r26r_hypot_onehot_delta_abc_g_aig;ex249_r3_gap_split_delta_planes;ex249_r26r_hypot_onehot_delta_synth_preset_aig;ex249_r9_truth_residual16_overlay,4809.212121
float_fp8,ex250,ex250_semantic_fp4_dot2_magarith_qcase_synth_preset_aig,413,41,16933,20355,-3422,0.831884,ex250_frontend_magarith_20260608_2303,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex250/verilog/ex250_semantic_fp4_dot2_magarith_qcase_synth_preset_aig.v,student/new_seeds/float_fp8/ex240_ex254_current/ex250/aigs/ex250_semantic_fp4_dot2_magarith_qcase_synth_preset_aig.aig,4,4,0,,ex250_semantic_fp4_dot2_magprod_qcase_synthD20_aig;ex250_semantic_fp4_dot2_magarith_qcase_abcD15_aig;ex250_semantic_fp4_dot2_magprod_qcase_abcD15_aig;ex250_semantic_fp4_dot2_magprod_qunrolled_norm_synthD20_aig,0.000000
float_fp8,ex251,ex251_semantic_int3_dot2_arith_qcase_abc_g_aig,495,38,18810,39270,-20460,0.478992,ex250_ex254_frontend_fp4_dot_fma_semantic_fix_20260608_2110,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex251/verilog/ex251_semantic_int3_dot2_arith_qcase_abc_g_aig.v,student/new_seeds/float_fp8/ex240_ex254_current/ex251/aigs/ex251_semantic_int3_dot2_arith_qcase_abc_g_aig.aig,4,4,0,,ex251_semantic_int3_dot2_arith_qcase_synth_preset_aig;ex251_semantic_int3_dot2_arith_qcase_synth_preset;ex251_semantic_int3_dot2_prodtable_qcase_abc_g_aig;ex251_semantic_int3_dot2_arith_qcase_default,0.000000
