case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,runtime_sec,notes
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_mod3_bit0_caseattrs_fix12,bf16_cbrt,cbrt,delta_pair_first_hilo3_mod3_bit0_caseattrs_fix12,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_mod3_bit0_caseattrs_fix12.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_mod3_bit0_caseattrs_fix12.aig,1,1,603,15,9045,13.493,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; mod3/mant selected bit override bit=0 items=184; source case attributes parallel_case full_case
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_caseattrs_fix12,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_bh2_fix2_caseattrs_fix12,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_caseattrs_fix12.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_caseattrs_fix12.aig,1,1,591,14,8274,21.497,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=2 bit_items=32508; source case attributes parallel_case full_case
ex219,ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9_manual_sign_non_nan_caseattrs_fix13,bf16_reciprocal_cbrt,reciprocal_cbrt,delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9_manual_sign_non_nan_caseattrs_fix13,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex219/verilog/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9_manual_sign_non_nan_caseattrs_fix13.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex219/aigs/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9_manual_sign_non_nan_caseattrs_fix13.aig,1,1,649,15,9735,14.590,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27365; generic selected bit overrides bits=6 bit_hi_bits=cmp bit_items=684; source case attributes parallel_case full_case; manual sign bit override sign && !is_nan; source case attributes parallel_case full_case
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_manual_sign_casez_fix13,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_manual_sign_casez_fix13,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_manual_sign_casez_fix13.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_manual_sign_casez_fix13.aig,1,1,445,16,7120,13.429,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; manual cube bit14 boundary exp>=128 or exp127 mant>=34; manual sign bit casez override
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_bits_15_cmp_fix13,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_bits_15_cmp_fix13,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_bits_15_cmp_fix13.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_bits_15_cmp_fix13.aig,1,1,457,15,6855,12.629,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; manual cube bit14 boundary exp>=128 or exp127 mant>=34; generic selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_casez_fix13,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_casez_fix13,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_casez_fix13.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_casez_fix13.aig,1,1,610,14,8540,22.690,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=2 bit_items=32508; manual sign bit casez override
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_caseattrs_fix13,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_caseattrs_fix13,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_caseattrs_fix13.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_caseattrs_fix13.aig,1,1,587,14,8218,22.025,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=2 bit_items=32508; manual sign bit override sign && !is_nan; source case attributes parallel_case full_case
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_manual_sign_casez_fix13,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_15_cmp_caseattrs_fix9_manual_sign_casez_fix13,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_manual_sign_casez_fix13.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_manual_sign_casez_fix13.aig,1,1,471,15,7065,17.695,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10; source case attributes parallel_case full_case; manual sign bit casez override
ex218,ex218_bf16_reciprocal_cube_legacy_sign_pair_case_manual_sign_casez_fix13,bf16_reciprocal_cube,reciprocal_cube,legacy_sign_pair_case_manual_sign_casez_fix13,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_sign_pair_case_manual_sign_casez_fix13.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_sign_pair_case_manual_sign_casez_fix13.aig,1,1,473,15,7095,14.513,semantic model exact over 65536 inputs; legacy bf16_verilog_search sign_pair_case; 32768; manual sign bit casez override
ex216,ex216_bf16_cube_arith_semantic_fields_cube_bit14_boundary_fix14,bf16_cube,cube,arith_semantic_fields_cube_bit14_boundary_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_arith_semantic_fields_cube_bit14_boundary_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_arith_semantic_fields_cube_bit14_boundary_fix14.aig,1,1,431,16,6896,0.888,semantic model exact over 65536 inputs; semantic BF16 exponent/mantissa RTL; 128; sign_mode=sign_flip; normal_table_entries=127; manual cube bit14 boundary exp>=128 or exp127 mant>=34
ex216,ex216_bf16_cube_hand_cube_guard_lut_cube_bit14_boundary_fix14,bf16_cube,cube,hand_cube_guard_lut_cube_bit14_boundary_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_hand_cube_guard_lut_cube_bit14_boundary_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_hand_cube_guard_lut_cube_bit14_boundary_fix14.aig,1,1,437,17,7429,0.844,semantic model exact over 65536 inputs; hand guarded cube semantic mod1 RTL; mant_table_items=127
ex216,ex216_bf16_cube_legacy_exp_mant_delta_pair_cube_bit14_boundary_fix14,bf16_cube,cube,legacy_exp_mant_delta_pair_cube_bit14_boundary_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_legacy_exp_mant_delta_pair_cube_bit14_boundary_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_legacy_exp_mant_delta_pair_cube_bit14_boundary_fix14.aig,1,1,488,14,6832,4.279,semantic model exact over 65536 inputs; legacy bf16_verilog_search exp_mant_delta_pair; 11434; manual cube bit14 boundary exp>=128 or exp127 mant>=34
ex216,ex216_bf16_cube_legacy_positive_default_exp_mant_delta_cube_bit14_boundary_fix14,bf16_cube,cube,legacy_positive_default_exp_mant_delta_cube_bit14_boundary_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_legacy_positive_default_exp_mant_delta_cube_bit14_boundary_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_legacy_positive_default_exp_mant_delta_cube_bit14_boundary_fix14.aig,1,1,495,15,7425,3.166,semantic model exact over 65536 inputs; legacy bf16_verilog_search positive_default_exp_mant_delta; 11561; default=sign_flip; exceptions=127; manual cube bit14 boundary exp>=128 or exp127 mant>=34
ex216,ex216_bf16_cube_delta_pair_mode_hilo3_cube_bit14_boundary_fix14,bf16_cube,cube,delta_pair_mode_hilo3_cube_bit14_boundary_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_delta_pair_mode_hilo3_cube_bit14_boundary_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_delta_pair_mode_hilo3_cube_bit14_boundary_fix14.aig,1,1,478,14,6692,4.742,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo3 items=11097; manual cube bit14 boundary exp>=128 or exp127 mant>=34
ex216,ex216_bf16_cube_delta_pair_first_hilo3_cube_bit14_boundary_fix14,bf16_cube,cube,delta_pair_first_hilo3_cube_bit14_boundary_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_delta_pair_first_hilo3_cube_bit14_boundary_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_delta_pair_first_hilo3_cube_bit14_boundary_fix14.aig,1,1,466,14,6524,4.803,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=11097; manual cube bit14 boundary exp>=128 or exp127 mant>=34
ex216,ex216_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary_fix14,bf16_cube,cube,delta_pair_mode_hilo4_cube_bit14_boundary_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary_fix14.aig,1,1,482,13,6266,5.873,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo4 items=11108; manual cube bit14 boundary exp>=128 or exp127 mant>=34
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_runs_fix14,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_runs_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_runs_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_runs_fix14.aig,1,1,697,14,9758,17.764,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=runs bit_items=21492
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_cmp_fix14,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_cmp_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_cmp_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_cmp_fix14.aig,1,1,763,54,41202,62.509,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=cmp bit_items=22162
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_pla_fix14,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_pla_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_pla_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_pla_fix14.aig,1,1,670,14,9380,16.833,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=pla bit_items=12538
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh1_fix2_manual_sign_non_nan_fix14,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_bh1_fix2_manual_sign_non_nan_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh1_fix2_manual_sign_non_nan_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh1_fix2_manual_sign_non_nan_fix14.aig,1,1,590,15,8850,19.104,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=1 bit_items=32172; manual sign bit override sign && !is_nan
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_fix14,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_fix14.aig,1,1,623,13,8099,21.239,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=3 bit_items=33528; manual sign bit override sign && !is_nan
ex217,ex217_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh2_fix2_manual_sign_non_nan_fix14,bf16_cbrt,cbrt,delta_pair_first_hilo4_bits_0_bh2_fix2_manual_sign_non_nan_fix14,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh2_fix2_manual_sign_non_nan_fix14.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh2_fix2_manual_sign_non_nan_fix14.aig,1,1,608,14,8512,20.667,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo4 items=23547; generic selected bit overrides bits=0 bit_hi_bits=2 bit_items=32508; manual sign bit override sign && !is_nan
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh4_fix14_manual_sign_non_nan_fix15,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_bh4_fix14_manual_sign_non_nan_fix15,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh4_fix14_manual_sign_non_nan_fix15.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh4_fix14_manual_sign_non_nan_fix15.aig,1,1,596,15,8940,23.817,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=4 bit_items=35560; manual sign bit override sign && !is_nan
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh5_fix14_manual_sign_non_nan_fix15,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_bh5_fix14_manual_sign_non_nan_fix15,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh5_fix14_manual_sign_non_nan_fix15.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh5_fix14_manual_sign_non_nan_fix15.aig,1,1,639,14,8946,30.387,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=5 bit_items=37912; manual sign bit override sign && !is_nan
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh6_fix14_manual_sign_non_nan_fix15,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_bh6_fix14_manual_sign_non_nan_fix15,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh6_fix14_manual_sign_non_nan_fix15.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh6_fix14_manual_sign_non_nan_fix15.aig,1,1,659,15,9885,27.707,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=6 bit_items=44344; manual sign bit override sign && !is_nan
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_bits_5_bh1_fix15,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_bits_5_bh1_fix15,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_bits_5_bh1_fix15.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_bits_5_bh1_fix15.aig,1,1,616,15,9240,25.759,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=3 bit_items=33528; manual sign bit override sign && !is_nan; generic selected bit overrides bits=5 bit_hi_bits=1 bit_items=9982
