case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop4_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop4_abc_g_aig.aig,1,1,1,800,35,28000,15078,1.857010,0,0,0.789,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel8_synth_preset.aig,1,1,1,724,37,26788,15078,1.776628,0,0,0.933,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_abc_g_aig.aig,1,1,1,1063,41,43583,21630,2.014933,0,0,3.391,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_wreduce_abc_g_aig.aig,1,1,1,1061,42,44562,21630,2.060194,0,0,3.434,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_synth_preset.aig,1,1,1,1055,41,43255,21630,1.999769,0,0,3.614,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=synth_preset
ex274,ex274_square_hybrid_bddtop6_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop6+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop6_abc_g_aig.aig,1,1,1,1339,39,52221,21630,2.414286,0,0,3.496,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop6; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop6_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop6+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop6_wreduce_abc_g_aig.aig,1,1,1,1331,40,53240,21630,2.461396,0,0,3.527,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop6; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop6_synth_preset,unsigned_square_x_times_x,hybrid_bddtop6+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop6_synth_preset.aig,1,1,1,1322,40,52880,21630,2.444753,0,0,3.790,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop6; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel6_abc_g_aig.aig,1,1,1,967,44,42548,21630,1.967083,0,0,3.355,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel6_wreduce_abc_g_aig.aig,1,1,1,970,44,42680,21630,1.973185,0,0,3.381,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel6_synth_preset.aig,1,1,1,964,44,42416,21630,1.960980,0,0,3.555,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel8_abc_g_aig.aig,1,1,1,957,49,46893,21630,2.167961,0,0,3.356,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel8_wreduce_abc_g_aig.aig,1,1,1,961,49,47089,21630,2.177023,0,0,3.395,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel8_synth_preset.aig,1,1,1,957,48,45936,21630,2.123717,0,0,3.561,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=synth_preset
