case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex289,ex289_unknown_duality_symcof_split14_f00_bits_1_2_12_13_onehot_group,unknown_duality_symcof,split14_f00_bits_1_2_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/verilog/ex289_unknown_duality_symcof_split14_f00_bits_1_2_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/aigs/ex289_unknown_duality_symcof_split14_f00_bits_1_2_12_13_onehot_group.aig,1,1,1,1412,24,33888,6.895,"duality_wrapper=split14; original_pairs=4:5,6:7,8:9,10:11; pairs=4:5,6:7,8:9,10:11; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=1:2:12:13; inner_bits=0:3:4:5:6:7:8:9:10:11:14; classes=16; group_nodes=210:241:213:190:188:219:193:179:188:219:193:179:173:200:196:168; total_group_nodes=3149; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split14_f00_bits_0_2_12_13_onehot_group,unknown_duality_symcof,split14_f00_bits_0_2_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/verilog/ex289_unknown_duality_symcof_split14_f00_bits_0_2_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/aigs/ex289_unknown_duality_symcof_split14_f00_bits_0_2_12_13_onehot_group.aig,1,1,1,1494,23,34362,6.943,"duality_wrapper=split14; original_pairs=4:5,6:7,8:9,10:11; pairs=4:5,6:7,8:9,10:11; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:2:12:13; inner_bits=1:3:4:5:6:7:8:9:10:11:14; classes=16; group_nodes=211:232:208:192:191:212:187:180:191:212:187:180:175:194:188:167; total_group_nodes=3107; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split14_f00_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split14_f00_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/verilog/ex289_unknown_duality_symcof_split14_f00_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/aigs/ex289_unknown_duality_symcof_split14_f00_bits_0_1_12_13_onehot_group.aig,1,1,1,1208,22,26576,6.619,"duality_wrapper=split14; original_pairs=4:5,6:7,8:9,10:11; pairs=4:5,6:7,8:9,10:11; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:12:13; inner_bits=2:3:4:5:6:7:8:9:10:11:14; classes=14; group_nodes=205:209:209:160:196:197:197:140:196:140:164:167:167:149; total_group_nodes=2496; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split14_f00_bits_0_1_2_12_onehot_group,unknown_duality_symcof,split14_f00_bits_0_1_2_12_onehot_group,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/verilog/ex289_unknown_duality_symcof_split14_f00_bits_0_1_2_12_onehot_group.v,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/aigs/ex289_unknown_duality_symcof_split14_f00_bits_0_1_2_12_onehot_group.aig,1,1,1,1507,24,36168,6.833,"duality_wrapper=split14; original_pairs=4:5,6:7,8:9,10:11; pairs=4:5,6:7,8:9,10:11; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:2:12; inner_bits=3:4:5:6:7:8:9:10:11:13:14; classes=16; group_nodes=191:196:196:156:176:171:171:146:212:216:216:170:204:186:186:160; total_group_nodes=2953; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split14_f00_bits_0_1_2_13_onehot_group,unknown_duality_symcof,split14_f00_bits_0_1_2_13_onehot_group,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/verilog/ex289_unknown_duality_symcof_split14_f00_bits_0_1_2_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/aigs/ex289_unknown_duality_symcof_split14_f00_bits_0_1_2_13_onehot_group.aig,1,1,1,1400,24,33600,6.868,"duality_wrapper=split14; original_pairs=4:5,6:7,8:9,10:11; pairs=4:5,6:7,8:9,10:11; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:2:13; inner_bits=3:4:5:6:7:8:9:10:11:12:14; classes=16; group_nodes=193:196:196:152:176:171:171:143:217:220:220:174:207:189:189:165; total_group_nodes=2979; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_f00_bits_1_2_12_13_onehot_group,unknown_duality_symcof,f00_bits_1_2_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/verilog/ex289_unknown_duality_symcof_f00_bits_1_2_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/aigs/ex289_unknown_duality_symcof_f00_bits_1_2_12_13_onehot_group.aig,1,1,1,1422,23,32706,6.943,"duality_wrapper=split15; original_pairs=4:5,6:7,8:9,10:11; pairs=4:5,6:7,8:9,10:11; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=1:2:12:13; inner_bits=0:3:4:5:6:7:8:9:10:11:14; classes=16; group_nodes=212:239:216:192:192:219:196:181:192:219:196:181:175:200:196:170; total_group_nodes=3176; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_f00_bits_0_2_12_13_onehot_group,unknown_duality_symcof,f00_bits_0_2_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/verilog/ex289_unknown_duality_symcof_f00_bits_0_2_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/aigs/ex289_unknown_duality_symcof_f00_bits_0_2_12_13_onehot_group.aig,1,1,1,1462,23,33626,6.941,"duality_wrapper=split15; original_pairs=4:5,6:7,8:9,10:11; pairs=4:5,6:7,8:9,10:11; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:2:12:13; inner_bits=1:3:4:5:6:7:8:9:10:11:14; classes=16; group_nodes=211:232:208:192:191:212:187:180:191:212:187:180:175:194:188:167; total_group_nodes=3107; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_f00_bits_0_1_12_13_onehot_group,unknown_duality_symcof,f00_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/verilog/ex289_unknown_duality_symcof_f00_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/aigs/ex289_unknown_duality_symcof_f00_bits_0_1_12_13_onehot_group.aig,1,1,1,1161,22,25542,6.688,"duality_wrapper=split15; original_pairs=4:5,6:7,8:9,10:11; pairs=4:5,6:7,8:9,10:11; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:12:13; inner_bits=2:3:4:5:6:7:8:9:10:11:14; classes=14; group_nodes=205:209:209:160:196:197:197:140:196:140:164:167:167:149; total_group_nodes=2496; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_f00_bits_0_1_2_12_onehot_group,unknown_duality_symcof,f00_bits_0_1_2_12_onehot_group,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/verilog/ex289_unknown_duality_symcof_f00_bits_0_1_2_12_onehot_group.v,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/aigs/ex289_unknown_duality_symcof_f00_bits_0_1_2_12_onehot_group.aig,1,1,1,1529,23,35167,6.889,"duality_wrapper=split15; original_pairs=4:5,6:7,8:9,10:11; pairs=4:5,6:7,8:9,10:11; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:2:12; inner_bits=3:4:5:6:7:8:9:10:11:13:14; classes=16; group_nodes=191:196:196:156:176:171:171:146:212:216:216:170:204:186:186:160; total_group_nodes=2953; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_f00_bits_0_1_2_13_onehot_group,unknown_duality_symcof,f00_bits_0_1_2_13_onehot_group,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/verilog/ex289_unknown_duality_symcof_f00_bits_0_1_2_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_splitbit_matrix_20260609_1114/ex289/aigs/ex289_unknown_duality_symcof_f00_bits_0_1_2_13_onehot_group.aig,1,1,1,1371,23,31533,6.877,"duality_wrapper=split15; original_pairs=4:5,6:7,8:9,10:11; pairs=4:5,6:7,8:9,10:11; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:2:13; inner_bits=3:4:5:6:7:8:9:10:11:12:14; classes=16; group_nodes=193:196:196:152:176:171:171:143:217:220:220:174:207:189:189:165; total_group_nodes=2979; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
