case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_split_delta_pred_default_raw,1,193,28,5404,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/verilog/ex249_split_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/aigs/ex249_ex249_split_delta_pred_default_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_split_delta_pred_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_default_raw.abc.log; synth_sec=0.192; abc_sec=0.000; eval_sec=0.438
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_default_raw,1,739,42,31038,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_default_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_default_raw.abc.log; synth_sec=1.044; abc_sec=0.000; eval_sec=0.728
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_default_resyn2rs_area,1,701,40,28040,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_default_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_default_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_default_resyn2rs_area.abc.log; synth_sec=1.044; abc_sec=0.227; eval_sec=0.735
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_default_compress2rs_area,1,696,43,29928,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_default_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_default_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_default_compress2rs_area.abc.log; synth_sec=1.044; abc_sec=0.211; eval_sec=0.729
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_extra_share_raw,1,740,42,31080,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_extra_share_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_extra_share_raw.abc.log; synth_sec=1.080; abc_sec=0.000; eval_sec=0.731
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_extra_share_resyn2rs_area,1,700,40,28000,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_extra_share_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_extra_share_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_extra_share_resyn2rs_area.abc.log; synth_sec=1.080; abc_sec=0.206; eval_sec=0.731
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_extra_share_compress2rs_area,1,694,44,30536,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_extra_share_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_extra_share_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_extra_share_compress2rs_area.abc.log; synth_sec=1.080; abc_sec=0.174; eval_sec=0.732
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_abc_g_aig_raw,1,726,41,29766,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_abc_g_aig_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_abc_g_aig_raw.abc.log; synth_sec=1.045; abc_sec=0.000; eval_sec=0.732
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_abc_g_aig_resyn2rs_area,1,707,40,28280,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_abc_g_aig_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_abc_g_aig_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_abc_g_aig_resyn2rs_area.abc.log; synth_sec=1.045; abc_sec=0.214; eval_sec=0.732
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_abc_g_aig_compress2rs_area,1,698,43,30014,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_abc_g_aig_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_abc_g_aig_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_abc_g_aig_compress2rs_area.abc.log; synth_sec=1.045; abc_sec=0.186; eval_sec=0.747
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_synth_preset_raw,1,725,42,30450,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_synth_preset_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_synth_preset_raw.abc.log; synth_sec=1.354; abc_sec=0.000; eval_sec=0.728
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_synth_preset_resyn2rs_area,1,685,39,26715,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_synth_preset_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_synth_preset_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_synth_preset_resyn2rs_area.abc.log; synth_sec=1.354; abc_sec=0.208; eval_sec=0.725
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_synth_preset_compress2rs_area,1,677,43,29111,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_synth_preset_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_synth_preset_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_synth_preset_compress2rs_area.abc.log; synth_sec=1.354; abc_sec=0.245; eval_sec=0.735
