case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes,evaluate_py_ok,evaluate_py_adp,evaluate_py_returncode,evaluate_py_notes
ex283,ex283_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_no_internal_abc,unknown_shared_bdd_15x15,no_internal_abc,student/work/ex280_ex284_frontend_bdd_interleave_20260608_1120/ex283/verilog/ex283_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex281_ex284_frontend_bdd_synthflow_20260608_1135/ex283/aigs/ex283_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_no_internal_abc.aig,1,1,1,1647,28,46116,3168,14.556818,0,0,synthflow_exact,skip Yosys internal abc pass,0.791,skip Yosys internal abc pass,1,46116,0,
ex283,ex283_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_synth_preset,unknown_shared_bdd_15x15,synth_preset,student/work/ex280_ex284_frontend_bdd_interleave_20260608_1120/ex283/verilog/ex283_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex281_ex284_frontend_bdd_synthflow_20260608_1135/ex283/aigs/ex283_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_synth_preset.aig,1,1,1,1579,26,41054,3168,12.958965,0,0,synthflow_exact,Yosys synth preset with flatten,1.169,Yosys synth preset with flatten,1,41054,0,
ex284,ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig,unknown_shared_bdd_16x16,abc_g_aig,student/work/ex280_ex284_frontend_bdd_interleave_20260608_1120/ex284/verilog/ex284_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex281_ex284_frontend_bdd_synthflow_20260608_1135/ex284/aigs/ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig.aig,1,1,1,1727,29,50083,4240,11.812028,0,0,synthflow_exact,Yosys abc gate set aig,1.790,Yosys abc gate set aig,1,50083,0,
ex284,ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d18,unknown_shared_bdd_16x16,abc_g_aig_d18,student/work/ex280_ex284_frontend_bdd_interleave_20260608_1120/ex284/verilog/ex284_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex281_ex284_frontend_bdd_synthflow_20260608_1135/ex284/aigs/ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d18.aig,1,1,1,1727,29,50083,4240,11.812028,0,0,synthflow_exact,Yosys abc gate set aig delay target 18,1.787,Yosys abc gate set aig delay target 18,1,50083,0,
ex284,ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d19,unknown_shared_bdd_16x16,abc_g_aig_d19,student/work/ex280_ex284_frontend_bdd_interleave_20260608_1120/ex284/verilog/ex284_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex281_ex284_frontend_bdd_synthflow_20260608_1135/ex284/aigs/ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d19.aig,1,1,1,1727,29,50083,4240,11.812028,0,0,synthflow_exact,Yosys abc gate set aig delay target 19,1.793,Yosys abc gate set aig delay target 19,1,50083,0,
ex284,ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d20,unknown_shared_bdd_16x16,abc_g_aig_d20,student/work/ex280_ex284_frontend_bdd_interleave_20260608_1120/ex284/verilog/ex284_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex281_ex284_frontend_bdd_synthflow_20260608_1135/ex284/aigs/ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d20.aig,1,1,1,1727,29,50083,4240,11.812028,0,0,synthflow_exact,Yosys abc gate set aig delay target 20,1.776,Yosys abc gate set aig delay target 20,1,50083,0,
ex284,ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d21,unknown_shared_bdd_16x16,abc_g_aig_d21,student/work/ex280_ex284_frontend_bdd_interleave_20260608_1120/ex284/verilog/ex284_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex281_ex284_frontend_bdd_synthflow_20260608_1135/ex284/aigs/ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d21.aig,1,1,1,1727,29,50083,4240,11.812028,0,0,synthflow_exact,Yosys abc gate set aig delay target 21,1.797,Yosys abc gate set aig delay target 21,1,50083,0,
ex284,ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_and_mux,unknown_shared_bdd_16x16,abc_g_and_mux,student/work/ex280_ex284_frontend_bdd_interleave_20260608_1120/ex284/verilog/ex284_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex281_ex284_frontend_bdd_synthflow_20260608_1135/ex284/aigs/ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_and_mux.aig,1,1,1,1829,30,54870,4240,12.941038,0,0,synthflow_exact,"Yosys abc gate set AND,MUX",1.799,"Yosys abc gate set AND,MUX",1,54870,0,
ex284,ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_extra_opt_share,unknown_shared_bdd_16x16,extra_opt_share,student/work/ex280_ex284_frontend_bdd_interleave_20260608_1120/ex284/verilog/ex284_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex281_ex284_frontend_bdd_synthflow_20260608_1135/ex284/aigs/ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_extra_opt_share.aig,1,1,1,1826,29,52954,4240,12.489151,0,0,synthflow_exact,extra opt_reduce/opt_muxtree/wreduce/share before techmap,1.793,extra opt_reduce/opt_muxtree/wreduce/share before techmap,1,52954,0,
ex284,ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_no_internal_abc,unknown_shared_bdd_16x16,no_internal_abc,student/work/ex280_ex284_frontend_bdd_interleave_20260608_1120/ex284/verilog/ex284_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex281_ex284_frontend_bdd_synthflow_20260608_1135/ex284/aigs/ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_no_internal_abc.aig,1,1,1,1891,30,56730,4240,13.379717,0,0,synthflow_exact,skip Yosys internal abc pass,1.576,skip Yosys internal abc pass,1,56730,0,
ex284,ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_synth_preset,unknown_shared_bdd_16x16,synth_preset,student/work/ex280_ex284_frontend_bdd_interleave_20260608_1120/ex284/verilog/ex284_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex281_ex284_frontend_bdd_synthflow_20260608_1135/ex284/aigs/ex284_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_synth_preset.aig,1,1,1,1762,30,52860,4240,12.466981,0,0,synthflow_exact,Yosys synth preset with flatten,2.007,Yosys synth preset with flatten,1,52860,0,
