case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_radix4_prio_abc_g_aig,unsigned_floor_isqrt,radix4_prio+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex275/verilog/ex275_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex275/aigs/ex275_isqrt_radix4_prio_abc_g_aig.aig,1,1,1,52,13,676,204,3.313725,0,0,0.267,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=radix4_prio; flow=abc_g_aig
ex279,ex279_isqrt_bdd_swapmsb_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_swapmsb+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_bdd_swapmsb_wreduce_abc_g_aig.aig,1,1,1,1117,19,21223,10952,1.937820,0,0,0.826,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_swapmsb; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_bdd_swapmsb_arith_wreduce_aig,unsigned_floor_isqrt,bdd_swapmsb+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_bdd_swapmsb_arith_wreduce_aig.aig,1,1,1,1117,19,21223,10952,1.937820,0,0,0.832,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_swapmsb; flow=arith_wreduce_aig
ex279,ex279_isqrt_bdd_swapmsb_synth_preset,unsigned_floor_isqrt,bdd_swapmsb+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_bdd_swapmsb_synth_preset.aig,1,1,1,1022,19,19418,10952,1.773009,0,0,0.982,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_swapmsb; flow=synth_preset
ex279,ex279_isqrt_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_bdd_reverse_abc_g_aig.aig,1,1,1,1113,21,23373,10952,2.134131,0,0,0.809,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_reverse; flow=abc_g_aig
ex279,ex279_isqrt_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,1113,21,23373,10952,2.134131,0,0,0.837,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_reverse; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_bdd_reverse_arith_wreduce_aig,unsigned_floor_isqrt,bdd_reverse+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_bdd_reverse_arith_wreduce_aig.aig,1,1,1,1113,21,23373,10952,2.134131,0,0,0.840,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_reverse; flow=arith_wreduce_aig
ex279,ex279_isqrt_bdd_reverse_synth_preset,unsigned_floor_isqrt,bdd_reverse+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_bdd_reverse_synth_preset.aig,1,1,1,1036,19,19684,10952,1.797297,0,0,1.001,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_reverse; flow=synth_preset
ex279,ex279_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,1165,21,24465,10952,2.233839,0,0,2.522,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix3_range; flow=abc_g_aig
ex279,ex279_isqrt_prefix3_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_prefix3_range_wreduce_abc_g_aig.aig,1,1,1,1172,19,22268,10952,2.033236,0,0,2.467,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix3_range; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_prefix3_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_prefix3_range_arith_wreduce_aig.aig,1,1,1,1159,20,23180,10952,2.116508,0,0,2.588,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix3_range; flow=arith_wreduce_aig
ex279,ex279_isqrt_prefix3_range_synth_preset,unsigned_floor_isqrt,prefix3_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_prefix3_range_synth_preset.aig,1,1,1,1189,20,23780,10952,2.171293,0,0,2.559,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix3_range; flow=synth_preset
ex279,ex279_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,1093,18,19674,10952,1.796384,0,0,2.038,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix5_range; flow=abc_g_aig
ex279,ex279_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,1107,17,18819,10952,1.718316,0,0,2.110,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,1106,18,19908,10952,1.817750,0,0,2.155,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex279,ex279_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_prefix5_range_synth_preset.aig,1,1,1,1087,18,19566,10952,1.786523,0,0,2.198,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix5_range; flow=synth_preset
ex279,ex279_isqrt_prefix6_range_abc_g_aig,unsigned_floor_isqrt,prefix6_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_prefix6_range_abc_g_aig.aig,1,1,1,1076,17,18292,10952,1.670197,0,0,1.759,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix6_range; flow=abc_g_aig
ex279,ex279_isqrt_prefix6_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix6_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_prefix6_range_wreduce_abc_g_aig.aig,1,1,1,1071,18,19278,10952,1.760226,0,0,1.819,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix6_range; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_prefix6_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix6_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_prefix6_range_arith_wreduce_aig.aig,1,1,1,1070,18,19260,10952,1.758583,0,0,1.810,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix6_range; flow=arith_wreduce_aig
ex279,ex279_isqrt_prefix6_range_synth_preset,unsigned_floor_isqrt,prefix6_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_prefix6_range_synth_preset.aig,1,1,1,1064,17,18088,10952,1.651570,0,0,1.894,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix6_range; flow=synth_preset
