case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex240,float_fp8,local-fp8-iter-r34,ex240_r34_resyn2rs_area_from_frontend_best,1,565,51,28815,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/aigs/ex240_r34_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/logs/ex240_r34_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/logs/ex240_r34_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.138; eval_sec=0.829; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex240,float_fp8,local-fp8-iter-r34,ex240_r34_compress2rs_area_from_frontend_best,1,563,51,28713,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/aigs/ex240_r34_compress2rs_area_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/logs/ex240_r34_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/logs/ex240_r34_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.137; eval_sec=0.827; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex240,float_fp8,local-fp8-iter-r34,ex240_r34_dchoice_dc2_from_frontend_best,1,564,51,28764,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/aigs/ex240_r34_dchoice_dc2_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/logs/ex240_r34_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/logs/ex240_r34_dchoice_dc2_from_frontend_best.abc.log; gen_sec=0.085; eval_sec=0.825; flow=strash; dchoice; dc2; balance
ex240,float_fp8,local-fp8-iter-r34,ex240_r34_compress_l_no_dc_from_frontend_best,1,565,51,28815,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/aigs/ex240_r34_compress_l_no_dc_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/logs/ex240_r34_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/logs/ex240_r34_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.077; eval_sec=0.828; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex240,float_fp8,local-fp8-iter-r34,ex240_r34_resub_deep_rf_from_frontend_best,1,565,51,28815,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/aigs/ex240_r34_resub_deep_rf_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/logs/ex240_r34_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex240/logs/ex240_r34_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.086; eval_sec=0.835; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex244,float_fp8,local-fp8-iter-r34,ex244_r34_resyn2rs_area_from_frontend_best,1,285,32,9120,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/aigs/ex244_r34_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/logs/ex244_r34_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/logs/ex244_r34_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.092; eval_sec=0.479; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex244,float_fp8,local-fp8-iter-r34,ex244_r34_compress2rs_area_from_frontend_best,1,283,34,9622,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/aigs/ex244_r34_compress2rs_area_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/logs/ex244_r34_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/logs/ex244_r34_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.095; eval_sec=0.480; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex244,float_fp8,local-fp8-iter-r34,ex244_r34_dchoice_dc2_from_frontend_best,1,287,35,10045,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/aigs/ex244_r34_dchoice_dc2_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/logs/ex244_r34_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/logs/ex244_r34_dchoice_dc2_from_frontend_best.abc.log; gen_sec=0.063; eval_sec=0.475; flow=strash; dchoice; dc2; balance
ex244,float_fp8,local-fp8-iter-r34,ex244_r34_compress_l_no_dc_from_frontend_best,1,287,35,10045,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/aigs/ex244_r34_compress_l_no_dc_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/logs/ex244_r34_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/logs/ex244_r34_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.071; eval_sec=0.473; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex244,float_fp8,local-fp8-iter-r34,ex244_r34_resub_deep_rf_from_frontend_best,1,287,32,9184,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/aigs/ex244_r34_resub_deep_rf_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/logs/ex244_r34_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex244/logs/ex244_r34_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.072; eval_sec=0.476; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex249,float_fp8,local-fp8-iter-r34,ex249_r34_resyn2rs_area_from_frontend_best,1,167,26,4342,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/aigs/ex249_r34_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/logs/ex249_r34_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/logs/ex249_r34_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.076; eval_sec=0.443; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex249,float_fp8,local-fp8-iter-r34,ex249_r34_compress2rs_area_from_frontend_best,1,166,30,4980,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/aigs/ex249_r34_compress2rs_area_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/logs/ex249_r34_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/logs/ex249_r34_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.077; eval_sec=0.445; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex249,float_fp8,local-fp8-iter-r34,ex249_r34_dchoice_dc2_from_frontend_best,1,167,30,5010,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/aigs/ex249_r34_dchoice_dc2_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/logs/ex249_r34_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/logs/ex249_r34_dchoice_dc2_from_frontend_best.abc.log; gen_sec=0.054; eval_sec=0.447; flow=strash; dchoice; dc2; balance
ex249,float_fp8,local-fp8-iter-r34,ex249_r34_compress_l_no_dc_from_frontend_best,1,167,30,5010,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/aigs/ex249_r34_compress_l_no_dc_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/logs/ex249_r34_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/logs/ex249_r34_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.066; eval_sec=0.447; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex249,float_fp8,local-fp8-iter-r34,ex249_r34_resub_deep_rf_from_frontend_best,1,167,26,4342,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/aigs/ex249_r34_resub_deep_rf_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/logs/ex249_r34_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex249/logs/ex249_r34_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.067; eval_sec=0.445; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex245,float_fp8,local-fp8-iter-r34,ex245_r34_resyn2rs_area_from_frontend_best,1,682,33,22506,student/work/ex245_frontend_fp8_e5m2_add_gap_class_fix_20260608_1705/ex245/verilog/ex245_semantic_add_gap_class.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex245/aigs/ex245_r34_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex245/logs/ex245_r34_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex245/logs/ex245_r34_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.178; eval_sec=0.734; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex245,float_fp8,local-fp8-iter-r34,ex245_r34_compress2rs_area_from_frontend_best,1,680,35,23800,student/work/ex245_frontend_fp8_e5m2_add_gap_class_fix_20260608_1705/ex245/verilog/ex245_semantic_add_gap_class.v,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex245/aigs/ex245_r34_compress2rs_area_from_frontend_best.aig,student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex245/logs/ex245_r34_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex249_frontend_gt2_iter_remap_round34_20260613_0752/local-fp8-iter-r34/ex245/logs/ex245_r34_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.181; eval_sec=0.739; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
