case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex263,ex263_smul_signed_correction_wallace_arith_wreduce_aig,1,422,37,15614,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_wallace_arith_wreduce_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_wallace; flow=arith_wreduce_aig
ex263,ex263_smul_signed_correction_wallace_synth_preset_d13,1,420,37,15540,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_wallace_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_wallace; flow=synth_preset_d13
ex263,ex263_smul_signed_correction_wallace_synth_preset_d18,1,420,37,15540,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_wallace_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_wallace; flow=synth_preset_d18
ex263,ex263_smul_signed_correction_csa_cla_abc_g_aig,1,423,38,16074,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_csa_cla_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_csa_cla; flow=abc_g_aig
ex263,ex263_smul_signed_correction_csa_cla_wreduce_abc_g_aig,1,423,38,16074,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_csa_cla_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_csa_cla; flow=wreduce_abc_g_aig
ex263,ex263_smul_signed_correction_csa_cla_arith_wreduce_aig,1,428,37,15836,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_csa_cla_arith_wreduce_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_csa_cla; flow=arith_wreduce_aig
ex263,ex263_smul_signed_correction_csa_cla_synth_preset_d13,1,421,36,15156,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_csa_cla_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_csa_cla; flow=synth_preset_d13
ex263,ex263_smul_signed_correction_csa_cla_synth_preset_d18,1,421,36,15156,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_csa_cla_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_csa_cla; flow=synth_preset_d18
ex263,ex263_smul_booth_radix4_signed_abc_g_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_booth_radix4_signed_abc_g_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/logs/ex263_smul_booth_radix4_signed_abc_g_aig.yosys.log
ex263,ex263_smul_booth_radix4_signed_wreduce_abc_g_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_booth_radix4_signed_wreduce_abc_g_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/logs/ex263_smul_booth_radix4_signed_wreduce_abc_g_aig.yosys.log
ex263,ex263_smul_booth_radix4_signed_arith_wreduce_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_booth_radix4_signed_arith_wreduce_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/logs/ex263_smul_booth_radix4_signed_arith_wreduce_aig.yosys.log
ex263,ex263_smul_booth_radix4_signed_synth_preset_d13,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_booth_radix4_signed_synth_preset_d13.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/logs/ex263_smul_booth_radix4_signed_synth_preset_d13.yosys.log
ex263,ex263_smul_booth_radix4_signed_synth_preset_d18,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_booth_radix4_signed_synth_preset_d18.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/logs/ex263_smul_booth_radix4_signed_synth_preset_d18.yosys.log
ex263,ex263_smul_split_half_signed_abc_g_aig,1,396,38,15048,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_split_half_signed_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=abc_g_aig
ex263,ex263_smul_split_half_signed_wreduce_abc_g_aig,1,402,38,15276,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_split_half_signed_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=wreduce_abc_g_aig
ex263,ex263_smul_split_half_signed_arith_wreduce_aig,1,407,33,13431,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_split_half_signed_arith_wreduce_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=arith_wreduce_aig
ex263,ex263_smul_split_half_signed_synth_preset_d13,1,404,33,13332,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_split_half_signed_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=synth_preset_d13
ex263,ex263_smul_split_half_signed_synth_preset_d18,1,404,33,13332,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_split_half_signed_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=synth_preset_d18
ex263,ex263_smul_split_half_abs_abc_g_aig,1,382,43,16426,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_split_half_abs_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=split_half_abs; flow=abc_g_aig
ex263,ex263_smul_split_half_abs_wreduce_abc_g_aig,1,382,43,16426,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_split_half_abs_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=split_half_abs; flow=wreduce_abc_g_aig
ex263,ex263_smul_split_half_abs_arith_wreduce_aig,1,388,37,14356,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_split_half_abs_arith_wreduce_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=split_half_abs; flow=arith_wreduce_aig
ex263,ex263_smul_split_half_abs_synth_preset_d13,1,388,37,14356,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_split_half_abs_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=split_half_abs; flow=synth_preset_d13
ex263,ex263_smul_split_half_abs_synth_preset_d18,1,388,37,14356,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_split_half_abs_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=split_half_abs; flow=synth_preset_d18
ex264,ex264_smul_direct_signed_abc_g_aig,1,553,35,19355,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_direct_signed_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=direct_signed; flow=abc_g_aig
ex264,ex264_smul_direct_signed_wreduce_abc_g_aig,1,553,35,19355,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_direct_signed_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=direct_signed; flow=wreduce_abc_g_aig
ex264,ex264_smul_direct_signed_arith_wreduce_aig,1,553,35,19355,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_direct_signed_arith_wreduce_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=direct_signed; flow=arith_wreduce_aig
ex264,ex264_smul_direct_signed_synth_preset_d13,1,553,35,19355,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_direct_signed_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=direct_signed; flow=synth_preset_d13
ex264,ex264_smul_direct_signed_synth_preset_d18,1,553,35,19355,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_direct_signed_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=direct_signed; flow=synth_preset_d18
ex264,ex264_smul_wide_signed_abc_g_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_wide_signed_abc_g_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/logs/ex264_smul_wide_signed_abc_g_aig.yosys.log
ex264,ex264_smul_wide_signed_wreduce_abc_g_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_wide_signed_wreduce_abc_g_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/logs/ex264_smul_wide_signed_wreduce_abc_g_aig.yosys.log
ex264,ex264_smul_wide_signed_arith_wreduce_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_wide_signed_arith_wreduce_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/logs/ex264_smul_wide_signed_arith_wreduce_aig.yosys.log
ex264,ex264_smul_wide_signed_synth_preset_d13,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_wide_signed_synth_preset_d13.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/logs/ex264_smul_wide_signed_synth_preset_d13.yosys.log
ex264,ex264_smul_wide_signed_synth_preset_d18,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_wide_signed_synth_preset_d18.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/logs/ex264_smul_wide_signed_synth_preset_d18.yosys.log
ex264,ex264_smul_abs_sign_direct_abc_g_aig,1,517,43,22231,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_abs_sign_direct_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_direct; flow=abc_g_aig
ex264,ex264_smul_abs_sign_direct_wreduce_abc_g_aig,1,517,43,22231,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_abs_sign_direct_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_direct; flow=wreduce_abc_g_aig
ex264,ex264_smul_abs_sign_direct_arith_wreduce_aig,1,517,43,22231,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_abs_sign_direct_arith_wreduce_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_direct; flow=arith_wreduce_aig
ex264,ex264_smul_abs_sign_direct_synth_preset_d13,1,513,43,22059,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_abs_sign_direct_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_direct; flow=synth_preset_d13
ex264,ex264_smul_abs_sign_direct_synth_preset_d18,1,513,43,22059,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_abs_sign_direct_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_direct; flow=synth_preset_d18
ex264,ex264_smul_abs_sign_wallace_abc_g_aig,1,527,40,21080,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_abs_sign_wallace_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex264,ex264_smul_abs_sign_wallace_wreduce_abc_g_aig,1,527,40,21080,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex264,ex264_smul_abs_sign_wallace_arith_wreduce_aig,1,527,40,21080,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_abs_sign_wallace_arith_wreduce_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_wallace; flow=arith_wreduce_aig
ex264,ex264_smul_abs_sign_wallace_synth_preset_d13,1,527,40,21080,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_abs_sign_wallace_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_wallace; flow=synth_preset_d13
ex264,ex264_smul_abs_sign_wallace_synth_preset_d18,1,527,40,21080,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_abs_sign_wallace_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=abs_sign_wallace; flow=synth_preset_d18
ex264,ex264_smul_signed_correction_direct_abc_g_aig,1,550,46,25300,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_direct_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_direct; flow=abc_g_aig
ex264,ex264_smul_signed_correction_direct_wreduce_abc_g_aig,1,550,46,25300,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_direct_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_direct; flow=wreduce_abc_g_aig
ex264,ex264_smul_signed_correction_direct_arith_wreduce_aig,1,577,39,22503,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_direct_arith_wreduce_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_direct; flow=arith_wreduce_aig
ex264,ex264_smul_signed_correction_direct_synth_preset_d13,1,579,38,22002,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_direct_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_direct; flow=synth_preset_d13
ex264,ex264_smul_signed_correction_direct_synth_preset_d18,1,579,38,22002,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_direct_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_direct; flow=synth_preset_d18
ex264,ex264_smul_signed_correction_wallace_abc_g_aig,1,579,43,24897,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_wallace_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_wallace; flow=abc_g_aig
ex264,ex264_smul_signed_correction_wallace_wreduce_abc_g_aig,1,579,43,24897,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_wallace_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_wallace; flow=wreduce_abc_g_aig
ex264,ex264_smul_signed_correction_wallace_arith_wreduce_aig,1,572,44,25168,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_wallace_arith_wreduce_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_wallace; flow=arith_wreduce_aig
ex264,ex264_smul_signed_correction_wallace_synth_preset_d13,1,566,41,23206,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_wallace_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_wallace; flow=synth_preset_d13
ex264,ex264_smul_signed_correction_wallace_synth_preset_d18,1,566,41,23206,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_wallace_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_wallace; flow=synth_preset_d18
ex264,ex264_smul_signed_correction_csa_cla_abc_g_aig,1,569,43,24467,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_csa_cla_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_csa_cla; flow=abc_g_aig
ex264,ex264_smul_signed_correction_csa_cla_wreduce_abc_g_aig,1,576,43,24768,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_csa_cla_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_csa_cla; flow=wreduce_abc_g_aig
ex264,ex264_smul_signed_correction_csa_cla_arith_wreduce_aig,1,565,42,23730,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_csa_cla_arith_wreduce_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_csa_cla; flow=arith_wreduce_aig
ex264,ex264_smul_signed_correction_csa_cla_synth_preset_d13,1,567,41,23247,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_csa_cla_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_csa_cla; flow=synth_preset_d13
ex264,ex264_smul_signed_correction_csa_cla_synth_preset_d18,1,567,41,23247,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_signed_correction_csa_cla_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=signed_correction_csa_cla; flow=synth_preset_d18
ex264,ex264_smul_booth_radix4_signed_abc_g_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_booth_radix4_signed_abc_g_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/logs/ex264_smul_booth_radix4_signed_abc_g_aig.yosys.log
ex264,ex264_smul_booth_radix4_signed_wreduce_abc_g_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_booth_radix4_signed_wreduce_abc_g_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/logs/ex264_smul_booth_radix4_signed_wreduce_abc_g_aig.yosys.log
ex264,ex264_smul_booth_radix4_signed_arith_wreduce_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_booth_radix4_signed_arith_wreduce_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/logs/ex264_smul_booth_radix4_signed_arith_wreduce_aig.yosys.log
ex264,ex264_smul_booth_radix4_signed_synth_preset_d13,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_booth_radix4_signed_synth_preset_d13.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/logs/ex264_smul_booth_radix4_signed_synth_preset_d13.yosys.log
ex264,ex264_smul_booth_radix4_signed_synth_preset_d18,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_booth_radix4_signed_synth_preset_d18.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/logs/ex264_smul_booth_radix4_signed_synth_preset_d18.yosys.log
ex264,ex264_smul_split_half_signed_abc_g_aig,1,531,46,24426,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_split_half_signed_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=split_half_signed; flow=abc_g_aig
ex264,ex264_smul_split_half_signed_wreduce_abc_g_aig,1,530,46,24380,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_split_half_signed_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=split_half_signed; flow=wreduce_abc_g_aig
ex264,ex264_smul_split_half_signed_arith_wreduce_aig,1,535,43,23005,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_split_half_signed_arith_wreduce_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=split_half_signed; flow=arith_wreduce_aig
ex264,ex264_smul_split_half_signed_synth_preset_d13,1,534,43,22962,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_split_half_signed_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=split_half_signed; flow=synth_preset_d13
ex264,ex264_smul_split_half_signed_synth_preset_d18,1,534,43,22962,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_split_half_signed_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=split_half_signed; flow=synth_preset_d18
ex264,ex264_smul_split_half_abs_abc_g_aig,1,513,52,26676,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_split_half_abs_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=split_half_abs; flow=abc_g_aig
ex264,ex264_smul_split_half_abs_wreduce_abc_g_aig,1,518,52,26936,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_split_half_abs_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=split_half_abs; flow=wreduce_abc_g_aig
ex264,ex264_smul_split_half_abs_arith_wreduce_aig,1,555,46,25530,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_split_half_abs_arith_wreduce_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=split_half_abs; flow=arith_wreduce_aig
ex264,ex264_smul_split_half_abs_synth_preset_d13,1,554,46,25484,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_split_half_abs_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=split_half_abs; flow=synth_preset_d13
ex264,ex264_smul_split_half_abs_synth_preset_d18,1,554,46,25484,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex264/aigs/ex264_smul_split_half_abs_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=split_half_abs; flow=synth_preset_d18
