case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_booth_radix4_balanced_abc_g_aig,signed low4_high4:a*b,booth_radix4_balanced+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_booth_radix4_balanced_abc_g_aig.aig,1,1,1,103,16,1648,657,2.508371,0,0,0.233,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_balanced; flow=abc_g_aig
ex260,ex260_smul_booth_radix4_csa_cla_abc_g_aig_d13,signed low4_high4:a*b,booth_radix4_csa_cla+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_booth_radix4_csa_cla_abc_g_aig_d13.aig,1,1,1,102,16,1632,657,2.484018,0,0,0.237,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_csa_cla; flow=abc_g_aig_d13
ex260,ex260_smul_booth_radix4_signed_abc_g_aig,signed low4_high4:a*b,booth_radix4_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_booth_radix4_signed_abc_g_aig.aig,1,1,1,103,16,1648,657,2.508371,0,0,0.262,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_signed; flow=abc_g_aig
ex260,ex260_smul_booth_radix4_signed_wreduce_abc_g_aig,signed low4_high4:a*b,booth_radix4_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_booth_radix4_signed_wreduce_abc_g_aig.aig,1,1,1,103,16,1648,657,2.508371,0,0,0.229,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_signed; flow=wreduce_abc_g_aig
ex260,ex260_smul_booth_radix4_signed_synth_preset_d9,signed low4_high4:a*b,booth_radix4_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_booth_radix4_signed_synth_preset_d9.aig,1,1,1,103,16,1648,657,2.508371,0,0,0.285,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_signed; flow=synth_preset_d9
ex260,ex260_smul_booth_radix4_signed_synth_preset_d13,signed low4_high4:a*b,booth_radix4_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_booth_radix4_signed_synth_preset_d13.aig,1,1,1,103,16,1648,657,2.508371,0,0,0.283,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_signed; flow=synth_preset_d13
ex260,ex260_smul_booth_radix4_signed_synth_preset_d18,signed low4_high4:a*b,booth_radix4_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_booth_radix4_signed_synth_preset_d18.aig,1,1,1,103,16,1648,657,2.508371,0,0,0.325,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_signed; flow=synth_preset_d18
ex260,ex260_smul_booth_radix4_signed_abc_g_aig_d13,signed low4_high4:a*b,booth_radix4_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_booth_radix4_signed_abc_g_aig_d13.aig,1,1,1,103,16,1648,657,2.508371,0,0,0.232,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_signed; flow=abc_g_aig_d13
ex260,ex260_smul_abs_sign_wallace_abc_g_aig,signed low4_high4:a*b,abs_sign_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_abs_sign_wallace_abc_g_aig.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.265,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex260,ex260_smul_abs_sign_wallace_wreduce_abc_g_aig,signed low4_high4:a*b,abs_sign_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.249,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex260,ex260_smul_abs_sign_wallace_synth_preset_d9,signed low4_high4:a*b,abs_sign_wallace+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_abs_sign_wallace_synth_preset_d9.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.327,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=synth_preset_d9
ex260,ex260_smul_abs_sign_wallace_synth_preset_d13,signed low4_high4:a*b,abs_sign_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_abs_sign_wallace_synth_preset_d13.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.351,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=synth_preset_d13
ex260,ex260_smul_abs_sign_wallace_synth_preset_d18,signed low4_high4:a*b,abs_sign_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_abs_sign_wallace_synth_preset_d18.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.329,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=synth_preset_d18
ex260,ex260_smul_abs_sign_wallace_abc_g_aig_d13,signed low4_high4:a*b,abs_sign_wallace+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_abs_sign_wallace_abc_g_aig_d13.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.263,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=abc_g_aig_d13
ex260,ex260_smul_direct_signed_abc_g_aig,signed low4_high4:a*b,direct_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_direct_signed_abc_g_aig.aig,1,1,1,116,20,2320,657,3.531202,0,0,0.206,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=abc_g_aig
ex260,ex260_smul_direct_signed_wreduce_abc_g_aig,signed low4_high4:a*b,direct_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_direct_signed_wreduce_abc_g_aig.aig,1,1,1,116,20,2320,657,3.531202,0,0,0.203,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=wreduce_abc_g_aig
ex260,ex260_smul_direct_signed_synth_preset_d9,signed low4_high4:a*b,direct_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_direct_signed_synth_preset_d9.aig,1,1,1,114,20,2280,657,3.470320,0,0,0.274,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=synth_preset_d9
ex260,ex260_smul_direct_signed_synth_preset_d13,signed low4_high4:a*b,direct_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_direct_signed_synth_preset_d13.aig,1,1,1,114,20,2280,657,3.470320,0,0,0.283,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=synth_preset_d13
ex260,ex260_smul_direct_signed_synth_preset_d18,signed low4_high4:a*b,direct_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_direct_signed_synth_preset_d18.aig,1,1,1,114,20,2280,657,3.470320,0,0,0.298,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=synth_preset_d18
ex260,ex260_smul_direct_signed_abc_g_aig_d13,signed low4_high4:a*b,direct_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_direct_signed_abc_g_aig_d13.aig,1,1,1,116,20,2320,657,3.531202,0,0,0.217,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=abc_g_aig_d13
ex261,ex261_smul_booth_radix4_balanced_abc_g_aig,signed low5_high5:a*b,booth_radix4_balanced+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_balanced_abc_g_aig.aig,1,1,1,174,23,4002,2041,1.960804,0,0,0.306,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_balanced; flow=abc_g_aig
ex261,ex261_smul_booth_radix4_balanced_wreduce_abc_g_aig,signed low5_high5:a*b,booth_radix4_balanced+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_balanced_wreduce_abc_g_aig.aig,1,1,1,174,23,4002,2041,1.960804,0,0,0.266,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_balanced; flow=wreduce_abc_g_aig
ex261,ex261_smul_booth_radix4_balanced_synth_preset_d9,signed low5_high5:a*b,booth_radix4_balanced+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_balanced_synth_preset_d9.aig,1,1,1,180,21,3780,2041,1.852033,0,0,0.320,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_balanced; flow=synth_preset_d9
ex261,ex261_smul_booth_radix4_balanced_synth_preset_d13,signed low5_high5:a*b,booth_radix4_balanced+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_balanced_synth_preset_d13.aig,1,1,1,180,21,3780,2041,1.852033,0,0,0.319,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_balanced; flow=synth_preset_d13
ex261,ex261_smul_booth_radix4_balanced_synth_preset_d18,signed low5_high5:a*b,booth_radix4_balanced+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_balanced_synth_preset_d18.aig,1,1,1,180,21,3780,2041,1.852033,0,0,0.315,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_balanced; flow=synth_preset_d18
ex261,ex261_smul_booth_radix4_balanced_abc_g_aig_d13,signed low5_high5:a*b,booth_radix4_balanced+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_balanced_abc_g_aig_d13.aig,1,1,1,174,23,4002,2041,1.960804,0,0,0.289,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_balanced; flow=abc_g_aig_d13
ex261,ex261_smul_booth_radix4_csa_cla_abc_g_aig,signed low5_high5:a*b,booth_radix4_csa_cla+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_csa_cla_abc_g_aig.aig,1,1,1,186,21,3906,2041,1.913768,0,0,0.279,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_csa_cla; flow=abc_g_aig
ex261,ex261_smul_booth_radix4_csa_cla_wreduce_abc_g_aig,signed low5_high5:a*b,booth_radix4_csa_cla+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_csa_cla_wreduce_abc_g_aig.aig,1,1,1,186,21,3906,2041,1.913768,0,0,0.273,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_csa_cla; flow=wreduce_abc_g_aig
ex261,ex261_smul_booth_radix4_csa_cla_synth_preset_d9,signed low5_high5:a*b,booth_radix4_csa_cla+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_csa_cla_synth_preset_d9.aig,1,1,1,186,21,3906,2041,1.913768,0,0,0.339,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d9
ex261,ex261_smul_booth_radix4_csa_cla_synth_preset_d13,signed low5_high5:a*b,booth_radix4_csa_cla+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_csa_cla_synth_preset_d13.aig,1,1,1,186,21,3906,2041,1.913768,0,0,0.338,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d13
ex261,ex261_smul_booth_radix4_csa_cla_synth_preset_d18,signed low5_high5:a*b,booth_radix4_csa_cla+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_csa_cla_synth_preset_d18.aig,1,1,1,186,21,3906,2041,1.913768,0,0,0.337,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d18
ex261,ex261_smul_booth_radix4_csa_cla_abc_g_aig_d13,signed low5_high5:a*b,booth_radix4_csa_cla+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_csa_cla_abc_g_aig_d13.aig,1,1,1,186,21,3906,2041,1.913768,0,0,0.270,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_csa_cla; flow=abc_g_aig_d13
ex261,ex261_smul_booth_radix4_signed_abc_g_aig,signed low5_high5:a*b,booth_radix4_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_signed_abc_g_aig.aig,1,1,1,174,23,4002,2041,1.960804,0,0,0.262,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_signed; flow=abc_g_aig
ex261,ex261_smul_booth_radix4_signed_wreduce_abc_g_aig,signed low5_high5:a*b,booth_radix4_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_signed_wreduce_abc_g_aig.aig,1,1,1,174,23,4002,2041,1.960804,0,0,0.262,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_signed; flow=wreduce_abc_g_aig
ex261,ex261_smul_booth_radix4_signed_synth_preset_d9,signed low5_high5:a*b,booth_radix4_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_signed_synth_preset_d9.aig,1,1,1,180,21,3780,2041,1.852033,0,0,0.310,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_signed; flow=synth_preset_d9
ex261,ex261_smul_booth_radix4_signed_synth_preset_d13,signed low5_high5:a*b,booth_radix4_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_signed_synth_preset_d13.aig,1,1,1,180,21,3780,2041,1.852033,0,0,0.311,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_signed; flow=synth_preset_d13
ex261,ex261_smul_booth_radix4_signed_synth_preset_d18,signed low5_high5:a*b,booth_radix4_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_signed_synth_preset_d18.aig,1,1,1,180,21,3780,2041,1.852033,0,0,0.314,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_signed; flow=synth_preset_d18
