case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_booth_radix4_balanced_abc_g_aig,signed low4_high4:a*b,booth_radix4_balanced+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_booth_radix4_balanced_abc_g_aig.aig,1,1,1,103,16,1648,657,2.508371,0,0,0.233,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_balanced; flow=abc_g_aig
ex262,ex262_smul_abs_sign_wallace_abc_g_aig_d13,signed low6_high6:a*b,abs_sign_wallace+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_abs_sign_wallace_abc_g_aig_d13.aig,1,1,1,278,30,8340,4900,1.702041,0,0,0.330,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=abc_g_aig_d13
ex262,ex262_smul_direct_signed_abc_g_aig,signed low6_high6:a*b,direct_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_direct_signed_abc_g_aig.aig,1,1,1,309,30,9270,4900,1.891837,0,0,0.259,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=abc_g_aig
ex262,ex262_smul_direct_signed_wreduce_abc_g_aig,signed low6_high6:a*b,direct_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_direct_signed_wreduce_abc_g_aig.aig,1,1,1,309,30,9270,4900,1.891837,0,0,0.258,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=wreduce_abc_g_aig
ex262,ex262_smul_direct_signed_synth_preset_d9,signed low6_high6:a*b,direct_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_direct_signed_synth_preset_d9.aig,1,1,1,302,31,9362,4900,1.910612,0,0,0.331,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=synth_preset_d9
ex262,ex262_smul_direct_signed_synth_preset_d13,signed low6_high6:a*b,direct_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_direct_signed_synth_preset_d13.aig,1,1,1,302,31,9362,4900,1.910612,0,0,0.327,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=synth_preset_d13
ex262,ex262_smul_direct_signed_synth_preset_d18,signed low6_high6:a*b,direct_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_direct_signed_synth_preset_d18.aig,1,1,1,302,31,9362,4900,1.910612,0,0,0.329,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=synth_preset_d18
ex262,ex262_smul_direct_signed_abc_g_aig_d13,signed low6_high6:a*b,direct_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_direct_signed_abc_g_aig_d13.aig,1,1,1,309,30,9270,4900,1.891837,0,0,0.260,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=abc_g_aig_d13
ex263,ex263_smul_booth_radix4_balanced_abc_g_aig,signed low7_high7:a*b,booth_radix4_balanced+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_balanced_abc_g_aig.aig,1,1,1,356,32,11392,6840,1.665497,0,0,0.516,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_balanced; flow=abc_g_aig
ex263,ex263_smul_booth_radix4_balanced_wreduce_abc_g_aig,signed low7_high7:a*b,booth_radix4_balanced+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_balanced_wreduce_abc_g_aig.aig,1,1,1,358,32,11456,6840,1.674854,0,0,0.506,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_balanced; flow=wreduce_abc_g_aig
ex263,ex263_smul_booth_radix4_balanced_synth_preset_d9,signed low7_high7:a*b,booth_radix4_balanced+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_balanced_synth_preset_d9.aig,1,1,1,385,33,12705,6840,1.857456,0,0,0.639,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_balanced; flow=synth_preset_d9
ex263,ex263_smul_booth_radix4_balanced_synth_preset_d13,signed low7_high7:a*b,booth_radix4_balanced+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_balanced_synth_preset_d13.aig,1,1,1,385,33,12705,6840,1.857456,0,0,0.639,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_balanced; flow=synth_preset_d13
ex263,ex263_smul_booth_radix4_balanced_synth_preset_d18,signed low7_high7:a*b,booth_radix4_balanced+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_balanced_synth_preset_d18.aig,1,1,1,385,33,12705,6840,1.857456,0,0,0.639,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_balanced; flow=synth_preset_d18
ex263,ex263_smul_booth_radix4_balanced_abc_g_aig_d13,signed low7_high7:a*b,booth_radix4_balanced+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_balanced_abc_g_aig_d13.aig,1,1,1,356,32,11392,6840,1.665497,0,0,0.509,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_balanced; flow=abc_g_aig_d13
ex263,ex263_smul_booth_radix4_csa_cla_abc_g_aig,signed low7_high7:a*b,booth_radix4_csa_cla+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_csa_cla_abc_g_aig.aig,1,1,1,399,33,13167,6840,1.925000,0,0,0.564,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_csa_cla; flow=abc_g_aig
ex263,ex263_smul_booth_radix4_csa_cla_wreduce_abc_g_aig,signed low7_high7:a*b,booth_radix4_csa_cla+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_csa_cla_wreduce_abc_g_aig.aig,1,1,1,399,33,13167,6840,1.925000,0,0,0.535,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_csa_cla; flow=wreduce_abc_g_aig
ex263,ex263_smul_booth_radix4_csa_cla_synth_preset_d9,signed low7_high7:a*b,booth_radix4_csa_cla+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_csa_cla_synth_preset_d9.aig,1,1,1,398,33,13134,6840,1.920175,0,0,0.673,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d9
ex263,ex263_smul_booth_radix4_csa_cla_synth_preset_d13,signed low7_high7:a*b,booth_radix4_csa_cla+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_csa_cla_synth_preset_d13.aig,1,1,1,398,33,13134,6840,1.920175,0,0,0.663,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d13
ex263,ex263_smul_booth_radix4_csa_cla_synth_preset_d18,signed low7_high7:a*b,booth_radix4_csa_cla+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_csa_cla_synth_preset_d18.aig,1,1,1,398,33,13134,6840,1.920175,0,0,0.664,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d18
ex263,ex263_smul_booth_radix4_csa_cla_abc_g_aig_d13,signed low7_high7:a*b,booth_radix4_csa_cla+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_csa_cla_abc_g_aig_d13.aig,1,1,1,399,33,13167,6840,1.925000,0,0,0.549,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_csa_cla; flow=abc_g_aig_d13
ex263,ex263_smul_booth_radix4_signed_abc_g_aig,signed low7_high7:a*b,booth_radix4_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_signed_abc_g_aig.aig,1,1,1,352,35,12320,6840,1.801170,0,0,0.520,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_signed; flow=abc_g_aig
ex263,ex263_smul_booth_radix4_signed_wreduce_abc_g_aig,signed low7_high7:a*b,booth_radix4_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_signed_wreduce_abc_g_aig.aig,1,1,1,353,35,12355,6840,1.806287,0,0,0.503,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_signed; flow=wreduce_abc_g_aig
ex263,ex263_smul_booth_radix4_signed_synth_preset_d9,signed low7_high7:a*b,booth_radix4_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_signed_synth_preset_d9.aig,1,1,1,390,33,12870,6840,1.881579,0,0,0.604,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_signed; flow=synth_preset_d9
ex263,ex263_smul_booth_radix4_signed_synth_preset_d13,signed low7_high7:a*b,booth_radix4_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_signed_synth_preset_d13.aig,1,1,1,390,33,12870,6840,1.881579,0,0,0.604,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_signed; flow=synth_preset_d13
ex263,ex263_smul_booth_radix4_signed_synth_preset_d18,signed low7_high7:a*b,booth_radix4_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_signed_synth_preset_d18.aig,1,1,1,390,33,12870,6840,1.881579,0,0,0.612,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_signed; flow=synth_preset_d18
ex263,ex263_smul_booth_radix4_signed_abc_g_aig_d13,signed low7_high7:a*b,booth_radix4_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_booth_radix4_signed_abc_g_aig_d13.aig,1,1,1,352,35,12320,6840,1.801170,0,0,0.518,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_signed; flow=abc_g_aig_d13
ex263,ex263_smul_split_half_signed_abc_g_aig,signed low7_high7:a*b,split_half_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_split_half_signed_abc_g_aig.aig,1,1,1,396,38,15048,6840,2.200000,0,0,0.485,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=abc_g_aig
ex263,ex263_smul_split_half_signed_wreduce_abc_g_aig,signed low7_high7:a*b,split_half_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_split_half_signed_wreduce_abc_g_aig.aig,1,1,1,402,38,15276,6840,2.233333,0,0,0.498,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=wreduce_abc_g_aig
ex263,ex263_smul_split_half_signed_synth_preset_d9,signed low7_high7:a*b,split_half_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_split_half_signed_synth_preset_d9.aig,1,1,1,404,33,13332,6840,1.949123,0,0,0.576,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=synth_preset_d9
ex263,ex263_smul_split_half_signed_synth_preset_d13,signed low7_high7:a*b,split_half_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_split_half_signed_synth_preset_d13.aig,1,1,1,404,33,13332,6840,1.949123,0,0,0.585,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=synth_preset_d13
ex263,ex263_smul_split_half_signed_synth_preset_d18,signed low7_high7:a*b,split_half_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_split_half_signed_synth_preset_d18.aig,1,1,1,404,33,13332,6840,1.949123,0,0,0.577,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=synth_preset_d18
ex263,ex263_smul_split_half_signed_abc_g_aig_d13,signed low7_high7:a*b,split_half_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_split_half_signed_abc_g_aig_d13.aig,1,1,1,396,38,15048,6840,2.200000,0,0,0.481,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=split_half_signed; flow=abc_g_aig_d13
ex263,ex263_smul_abs_sign_wallace_abc_g_aig,signed low7_high7:a*b,abs_sign_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_abs_sign_wallace_abc_g_aig.aig,1,1,1,391,33,12903,6840,1.886404,0,0,0.557,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex263,ex263_smul_abs_sign_wallace_wreduce_abc_g_aig,signed low7_high7:a*b,abs_sign_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,1,1,1,391,33,12903,6840,1.886404,0,0,0.570,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex263,ex263_smul_abs_sign_wallace_synth_preset_d9,signed low7_high7:a*b,abs_sign_wallace+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_abs_sign_wallace_synth_preset_d9.aig,1,1,1,391,33,12903,6840,1.886404,0,0,0.680,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=synth_preset_d9
ex263,ex263_smul_abs_sign_wallace_synth_preset_d13,signed low7_high7:a*b,abs_sign_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_abs_sign_wallace_synth_preset_d13.aig,1,1,1,391,33,12903,6840,1.886404,0,0,0.682,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=synth_preset_d13
ex263,ex263_smul_abs_sign_wallace_synth_preset_d18,signed low7_high7:a*b,abs_sign_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_abs_sign_wallace_synth_preset_d18.aig,1,1,1,391,33,12903,6840,1.886404,0,0,0.683,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=synth_preset_d18
ex263,ex263_smul_abs_sign_wallace_abc_g_aig_d13,signed low7_high7:a*b,abs_sign_wallace+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_abs_sign_wallace_abc_g_aig_d13.aig,1,1,1,391,33,12903,6840,1.886404,0,0,0.555,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=abc_g_aig_d13
ex263,ex263_smul_direct_signed_abc_g_aig,signed low7_high7:a*b,direct_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_direct_signed_abc_g_aig.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.449,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=abc_g_aig
ex263,ex263_smul_direct_signed_wreduce_abc_g_aig,signed low7_high7:a*b,direct_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_direct_signed_wreduce_abc_g_aig.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.448,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=wreduce_abc_g_aig
ex263,ex263_smul_direct_signed_synth_preset_d9,signed low7_high7:a*b,direct_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_direct_signed_synth_preset_d9.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.582,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=synth_preset_d9
ex263,ex263_smul_direct_signed_synth_preset_d13,signed low7_high7:a*b,direct_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_direct_signed_synth_preset_d13.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.569,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=synth_preset_d13
ex263,ex263_smul_direct_signed_synth_preset_d18,signed low7_high7:a*b,direct_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_direct_signed_synth_preset_d18.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.566,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=synth_preset_d18
ex263,ex263_smul_direct_signed_abc_g_aig_d13,signed low7_high7:a*b,direct_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/verilog/ex263_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex263/aigs/ex263_smul_direct_signed_abc_g_aig_d13.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.445,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=abc_g_aig_d13
ex264,ex264_smul_booth_radix4_balanced_abc_g_aig,signed low8_high8:a*b,booth_radix4_balanced+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex264/verilog/ex264_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex264/aigs/ex264_smul_booth_radix4_balanced_abc_g_aig.aig,1,1,1,465,36,16740,9724,1.721514,0,0,1.814,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=booth_radix4_balanced; flow=abc_g_aig
ex264,ex264_smul_booth_radix4_balanced_wreduce_abc_g_aig,signed low8_high8:a*b,booth_radix4_balanced+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex264/verilog/ex264_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex264/aigs/ex264_smul_booth_radix4_balanced_wreduce_abc_g_aig.aig,1,1,1,458,36,16488,9724,1.695599,0,0,1.798,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=booth_radix4_balanced; flow=wreduce_abc_g_aig
ex264,ex264_smul_booth_radix4_balanced_synth_preset_d9,signed low8_high8:a*b,booth_radix4_balanced+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex264/verilog/ex264_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex264/aigs/ex264_smul_booth_radix4_balanced_synth_preset_d9.aig,1,1,1,481,39,18759,9724,1.929144,0,0,1.875,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=booth_radix4_balanced; flow=synth_preset_d9
ex264,ex264_smul_booth_radix4_balanced_synth_preset_d13,signed low8_high8:a*b,booth_radix4_balanced+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex264/verilog/ex264_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex264/aigs/ex264_smul_booth_radix4_balanced_synth_preset_d13.aig,1,1,1,481,39,18759,9724,1.929144,0,0,1.915,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=booth_radix4_balanced; flow=synth_preset_d13
ex264,ex264_smul_booth_radix4_balanced_synth_preset_d18,signed low8_high8:a*b,booth_radix4_balanced+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex264/verilog/ex264_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex264/aigs/ex264_smul_booth_radix4_balanced_synth_preset_d18.aig,1,1,1,481,39,18759,9724,1.929144,0,0,1.899,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=booth_radix4_balanced; flow=synth_preset_d18
